GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
ATXN1	HsaEX0007241	chr6:16585780-16585907	128	chr6:16657776,16585780-16585907,16522688	S	UP_EXONS_TAF2dIDR	chr6	16585780	16585907	-	16657776	16522688	ENSG00000124788
ATP9B	HsaEX0007144	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	UP_EXONS_TAF2dIDR	chr18	79213962	79214038	+	79207012	79253381	ENSG00000166377
GANC	HsaEX0027005	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	UP_EXONS_TAF2dIDR	chr15	42329362	42329449	+	42327442	42330576	ENSG00000214013
TMEM182	HsaEX0065630	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	UP_EXONS_TAF2dIDR	chr2	102797863	102798000	+	102764427	102814748	ENSG00000170417
PTEN	HsaEX7006688	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	UP_EXONS_TAF2dIDR	chr10	87952118	87952259	+	87933251	87957853	ENSG00000171862
TTBK2	HsaEX0067729	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	UP_EXONS_TAF2dIDR	chr15	42794644	42794801	-	42810614	42783635	ENSG00000128881
SDCCAG8	HsaEX0056740	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	UP_EXONS_TAF2dIDR	chr1	243417968	243418076	+	243415829	243426427	ENSG00000054282
ZNF311	HsaEX0073392	chr6:28999487-28999613	127	chr6:28999956,28999487-28999613+28999632+28999637+28999659,28998838	S	UP_EXONS_TAF2dIDR	chr6	28999487	28999613	-	28999956	28998838	ENSG00000197935
HIVEP3	HsaEX0030068	chr1:41524735-41524910	176	chr1:41575544,41524735-41524910,41518488	C1	UP_EXONS_TAF2dIDR	chr1	41524735	41524910	-	41575544	41518488	ENSG00000127124
SMTN	HsaEX0060535	chr22:31080450-31080569	120	chr22:31064187,31080450-31080569,31083179	C2	UP_EXONS_TAF2dIDR	chr22	31080450	31080569	+	31064187	31083179	ENSG00000183963
SUCLG2-AS1	HsaEX0055157	chr3:67670918-67671004	87	chr3:67655074+67655102,67670829+67670882+67670918-67671004,67746771	C3	UP_EXONS_TAF2dIDR	chr3	67670918	67671004	+	67655074	67746771	ENSG00000241316
DDX58	HsaEX6060949	chr9:32489344-32489448	105	chr9:32500805,32489344-32489448+32489451,32473065	C3	UP_EXONS_TAF2dIDR	chr9	32489344	32489448	-	32500805	32473065	ENSG00000107201
MAMLD1	HsaEX0037346	chrX:150473680-150473802	123	chrX:150471490,150473680-150473802,150503274	C1	UP_EXONS_TAF2dIDR	chrX	150473680	150473802	+	150471490	150503274	ENSG00000013619
LRRC8B	HsaEX0036702	chr1:89549915-89549971	57	chr1:89524587+89525022,89549915-89549971,89568247	C1	UP_EXONS_TAF2dIDR	chr1	89549915	89549971	+	89524587	89568247	ENSG00000197147
NCK2	HsaEX0042005	chr2:105881328-105882049	722	chr2:105855289,105881328-105882049,105892982	S	UP_EXONS_TAF2dIDR	chr2	105881328	105882049	+	105855289	105892982	ENSG00000071051
HOXC4	HsaEX0030376	chr12:54047769-54047917	149	chr12:54047586,54047769-54047917,54053160	ANN	UP_EXONS_TAF2dIDR	chr12	54047769	54047917	+	54047586	54053160	ENSG00000198353
TSPOAP1	HsaEX0008756	chr17:58304338-58304399	62	chr17:58305061,58304338-58304399,58302447	S	UP_EXONS_TAF2dIDR	chr17	58304338	58304399	-	58305061	58302447	ENSG00000005379
DDX58	HsaEX6060948	chr9:32491301-32491420	120	chr9:32500805,32491301-32491420,32473065	C3	UP_EXONS_TAF2dIDR	chr9	32491301	32491420	-	32500805	32473065	ENSG00000107201
ADAP2	HsaEX0002617	chr17:30931889-30931968	80	chr17:30926918,30931889-30931968,30934185	S	UP_EXONS_TAF2dIDR	chr17	30931889	30931968	+	30926918	30934185	ENSG00000184060
FAM103A1	HsaEX0023732	chr15:82986470-82986561	92	chr15:82986369,82986470-82986561,82987101	C3	UP_EXONS_TAF2dIDR	chr15	82986470	82986561	+	82986369	82987101	NA
CCDC150	HsaEX0013089	chr2:196646341-196646504	164	chr2:196639778,196646341-196646504,196656633	C1	UP_EXONS_TAF2dIDR	chr2	196646341	196646504	+	196639778	196656633	ENSG00000144395
TTC23	HsaEX0067855	chr15:99241365-99241559	195	chr15:99245389,99241365-99241559,99235080	C3	UP_EXONS_TAF2dIDR	chr15	99241365	99241559	-	99245389	99235080	ENSG00000103852
IGSF1	HsaEX0031175	chrX:131399574-131399704	131	chrX:131578668,131399574-131399704,131389148	S	UP_EXONS_TAF2dIDR	chrX	131399574	131399704	-	131578668	131389148	ENSG00000147255
RP11-588H23.3	HsaEX1034246	chr12:70520786-70520928	143	chr12:70520267,70520786-70520928,70522524	S	UP_EXONS_TAF2dIDR	chr12	70520786	70520928	+	70520267	70522524	ENSG00000258168
RALGPS1	HsaEX0052085	chr9:126965844-126965951	108	chr9:126962346,126965844-126965951,126977695	S	UP_EXONS_TAF2dIDR	chr9	126965844	126965951	+	126962346	126977695	ENSG00000136828
MPV17L	HsaEX0040037	chr16:15400787-15400857	71	chr16:15399548,15400787-15400857,15407824	ANN	UP_EXONS_TAF2dIDR	chr16	15400787	15400857	+	15399548	15407824	NA
KIF27	HsaEX6061688	chr9:83899661-83899804	144	chr9:83903060,83899661-83899804,83891501	C2	UP_EXONS_TAF2dIDR	chr9	83899661	83899804	-	83903060	83891501	ENSG00000165115
CLIP4	HsaEX1008990	chr2:29174905-29175600	696	chr2:29174445,29174905-29175600,29181572	S	UP_EXONS_TAF2dIDR	chr2	29174905	29175600	+	29174445	29181572	ENSG00000115295
RPL18A	HsaEX0055494	chr19:17861293-17861307	15	chr19:17859974+17860314,17861293-17861307,17861425+17862094	MIC	UP_EXONS_TAF2dIDR	chr19	17861293	17861307	+	17859974	17862094	ENSG00000105640
TNFRSF19	HsaEX0066198	chr13:23668692-23669097	406	chr13:23668082,23668692-23669097,23673372	S	UP_EXONS_TAF2dIDR	chr13	23668692	23669097	+	23668082	23673372	ENSG00000127863
MCOLN2	HsaEX0038295	chr1:84971936-84972034	99	chr1:84996796+84997008,84971936-84972034,84965708	S	UP_EXONS_TAF2dIDR	chr1	84971936	84972034	-	84997008	84965708	ENSG00000153898
ITGA2	HsaEX0032328	chr5:53026748-53026868	121	chr5:52989532,53026748-53026868,53042112	S	UP_EXONS_TAF2dIDR	chr5	53026748	53026868	+	52989532	53042112	ENSG00000164171
CDKN2B-AS1	HsaEX0040407	chr9:22029433-22029594	162	chr9:21995161,22029433-22029594,22046751	ANN	UP_EXONS_TAF2dIDR	chr9	22029433	22029594	+	21995161	22046751	NA
SNX21	HsaEX0060838	chr20:45840448-45840458	11	chr20:45835116,45840448-45840458,45840639	C1	UP_EXONS_TAF2dIDR	chr20	45840448	45840458	+	45835116	45840639	ENSG00000124104
ARHGAP29	HsaEX0005481	chr1:94231407-94231643	237	chr1:94237415,94231407-94231643,94220392	C2	UP_EXONS_TAF2dIDR	chr1	94231407	94231643	-	94237415	94220392	ENSG00000137962
SPTY2D1-AS1	HsaEX1038866	chr11:18601092-18601180	89	chr11:18588995,18601092-18601180,18603158	C2	UP_EXONS_TAF2dIDR	chr11	18601092	18601180	+	18588995	18603158	ENSG00000247595
SMTN	HsaEX0060536	chr22:31080676-31080754	79	chr22:31064187,31080676-31080754,31083179	C2	UP_EXONS_TAF2dIDR	chr22	31080676	31080754	+	31064187	31083179	ENSG00000183963
E2F8	HsaEX0021429	chr11:19234360-19234521	162	chr11:19237151+19237314,19234360-19234521,19230834	C3	UP_EXONS_TAF2dIDR	chr11	19234360	19234521	-	19237314	19230834	ENSG00000129173
ZNF584	HsaEX0073995	chr19:58409941-58410091	151	chr19:58409165,58409941-58410091,58415524	S	UP_EXONS_TAF2dIDR	chr19	58409941	58410091	+	58409165	58415524	ENSG00000171574
LINC01270	HsaEX0054587	chr20:50298156-50298413	258	chr20:50292830,50298156-50298413,50311805	C2	UP_EXONS_TAF2dIDR	chr20	50298156	50298413	+	50292830	50311805	ENSG00000203999
UBA6-AS1	HsaEX0054858	chr4:67720422-67720621	200	chr4:67701484,67720422-67720621+67720632+67721051,67728540	C1	UP_EXONS_TAF2dIDR	chr4	67720422	67720621	+	67701484	67728540	ENSG00000248049
WDR37	HsaEX0071097	chr10:1103602-1103836	235	chr10:1096246,1103599+1103602-1103836,1124218	C3	UP_EXONS_TAF2dIDR	chr10	1103602	1103836	+	1096246	1124218	ENSG00000047056
ZNF236	HsaEX0073229	chr18:76849622-76849668	47	chr18:76822662,76849526+76849622-76849668,76868685+76868841	C3	UP_EXONS_TAF2dIDR	chr18	76849622	76849668	+	76822662	76868841	ENSG00000130856
NRCAM	HsaEX0043767	chr7:108209421-108209605	185	chr7:108223725,108209421-108209605,108207659	S	UP_EXONS_TAF2dIDR	chr7	108209421	108209605	-	108223725	108207659	ENSG00000091129
AOC3	HsaEX0004775	chr17:42855444-42855573	130	chr17:42854733,42855299+42855394+42855444-42855573,42856275	S	UP_EXONS_TAF2dIDR	chr17	42855444	42855573	+	42854733	42856275	ENSG00000131471
DNAH17-AS1	HsaEX7009598	chr17:78493087-78493218	132	chr17:78489574,78493087-78493218,78494014	ANN	UP_EXONS_TAF2dIDR	chr17	78493087	78493218	+	78489574	78494014	ENSG00000267432
LRRFIP1	HsaEX0036735	chr2:237717762-237717809	48	chr2:237714276,237717762-237717809,237719523	C2	UP_EXONS_TAF2dIDR	chr2	237717762	237717809	+	237714276	237719523	ENSG00000124831
ZNF613	HsaEX1045318	chr19:51936028-51936235	208	chr19:51929896,51936028-51936235,51940209	C1	UP_EXONS_TAF2dIDR	chr19	51936028	51936235	+	51929896	51940209	ENSG00000176024
TDRD7	HsaEX0064337	chr9:97428460-97428672	213	chr9:97412238,97428460-97428672+97428680,97430933	S	UP_EXONS_TAF2dIDR	chr9	97428460	97428672	+	97412238	97430933	ENSG00000196116
C9orf85	HsaEX0011742	chr9:71947006-71947112	107	chr9:71911836,71947006-71947112,71971505	C1	UP_EXONS_TAF2dIDR	chr9	71947006	71947112	+	71911836	71971505	ENSG00000155621
ZNF883	HsaEX0074473	chr9:112999665-112999814	150	chr9:113001994,112999665-112999814,112999138	S	UP_EXONS_TAF2dIDR	chr9	112999665	112999814	-	113001994	112999138	ENSG00000228623
ZBTB49	HsaEX0072192	chr4:4315809-4315970	162	chr4:4315718,4315809-4315970,4320267+4320640	C1	UP_EXONS_TAF2dIDR	chr4	4315809	4315970	+	4315718	4320640	ENSG00000168826
ANP32B	HsaEX0004687	chr9:98002276-98002387	112	chr9:97998678,98002276-98002387,98004402	C3	UP_EXONS_TAF2dIDR	chr9	98002276	98002387	+	97998678	98004402	ENSG00000136938
C1QTNF3	HsaEX0010057	chr5:34023909-34024008	100	chr5:34028754,34023909-34024008,34020742	ANN	UP_EXONS_TAF2dIDR	chr5	34023909	34024008	-	34028754	34020742	NA
FCGRT	HsaEX0025407	chr19:49525457-49525561	105	chr19:49524776,49525457-49525561+49525573,49525973+49526010	S	UP_EXONS_TAF2dIDR	chr19	49525457	49525561	+	49524776	49526010	ENSG00000104870
PLA2G4C	HsaEX0047947	chr19:48104588-48104724	137	chr19:48105333,48104588-48104724,48099860	S	UP_EXONS_TAF2dIDR	chr19	48104588	48104724	-	48105333	48099860	ENSG00000105499
RILP	HsaEX0053628	chr17:1646910-1646989	80	chr17:1647835,1646906+1646910-1646989,1646619	S	UP_EXONS_TAF2dIDR	chr17	1646910	1646989	-	1647835	1646619	ENSG00000167705
CDK12	HsaEX1007990	chr17:39556286-39556413	128	chr17:39551142,39556286-39556413,39564760	C1	UP_EXONS_TAF2dIDR	chr17	39556286	39556413	+	39551142	39564760	ENSG00000167258
PPP1R12B	HsaEX6036072	chr1:202442447-202442572	126	chr1:202440788,202442447-202442572,202448989	C1	UP_EXONS_TAF2dIDR	chr1	202442447	202442572	+	202440788	202448989	ENSG00000077157
CYB5RL	HsaEX0018189	chr1:54190748-54190896	149	chr1:54195419,54190748-54190896,54187739	ANN	UP_EXONS_TAF2dIDR	chr1	54190748	54190896	-	54195419	54187739	ENSG00000215883
TEX9	HsaEX0064585	chr15:56394661-56394834	174	chr15:56394247,56394661-56394834,56412302	C1	UP_EXONS_TAF2dIDR	chr15	56394661	56394834	+	56394247	56412302	ENSG00000151575
CACNB2	HsaEX0012060	chr10:18514511-18514530	20	chr10:18514369,18514511-18514530,18514980	C3	UP_EXONS_TAF2dIDR	chr10	18514511	18514530	+	18514369	18514980	ENSG00000165995
ADAM11	HsaEX0002276	chr17:44775584-44775676	93	chr17:44775465,44775584-44775676,44776745	C3	UP_EXONS_TAF2dIDR	chr17	44775584	44775676	+	44775465	44776745	ENSG00000073670
BACH2	HsaEX0007536	chr6:90271849-90271941	93	chr6:90296480,90271849-90271941,90206676+90206681+90206713	C1	UP_EXONS_TAF2dIDR	chr6	90271849	90271941	-	90296480	90206676	ENSG00000112182
ZNF35	HsaEX0073504	chr3:44652557-44652701	145	chr3:44651259,44652557-44652701,44658701	S	UP_EXONS_TAF2dIDR	chr3	44652557	44652701	+	44651259	44658701	ENSG00000169981
XRRA1	HsaEX0071902	chr11:74945018-74945085	68	chr11:74948928,74945018-74945085,74940882	C3	UP_EXONS_TAF2dIDR	chr11	74945018	74945085	-	74948928	74940882	ENSG00000166435
NA	HsaEX0055498	chr8:230827-230907	81	chr8:232129,230804+230827-230907,219417	C2	UP_EXONS_TAF2dIDR	chr8	230827	230907	-	232129	219417	ENSG00000223508
PTPN4	HsaEX0051040	chr2:119916623-119916690	68	chr2:119915205+119915242,119916467+119916612+119916623-119916690,119920069	C1	UP_EXONS_TAF2dIDR	chr2	119916623	119916690	+	119915205	119920069	ENSG00000088179
NLRC5	HsaEX1025788	chr16:57062351-57062484	134	chr16:57062173,57062351-57062484,57065212	C3	UP_EXONS_TAF2dIDR	chr16	57062351	57062484	+	57062173	57065212	ENSG00000140853
LMLN	HsaEX0036048	chr3:198035852-198036043	192	chr3:198024788,198035833+198035852-198036043,198038567	S	UP_EXONS_TAF2dIDR	chr3	198035852	198036043	+	198024788	198038567	ENSG00000185621
SAMD12	HsaEX0056143	chr8:118439862-118439961	100	chr8:118580715+118580853,118439827+118439832+118439862-118439961,118379694+118379700	S	UP_EXONS_TAF2dIDR	chr8	118439862	118439961	-	118580853	118379694	ENSG00000177570
ABCC3	HsaEX0000450	chr17:50675654-50675775	122	chr17:50675476,50675631+50675635+50675654-50675775,50675883	S	UP_EXONS_TAF2dIDR	chr17	50675654	50675775	+	50675476	50675883	ENSG00000108846
LIN7B	HsaEX0035879	chr19:49114849-49114967	119	chr19:49114441,49114849-49114967,49115260	S	UP_EXONS_TAF2dIDR	chr19	49114849	49114967	+	49114441	49115260	ENSG00000104863
CPS1	HsaEX1009710	chr2:210651163-210651333	171	chr2:210650901,210651163-210651333,210653737	C3	UP_EXONS_TAF2dIDR	chr2	210651163	210651333	+	210650901	210653737	ENSG00000021826
USP43	HsaEX0069903	chr17:9676746-9676881	136	chr17:9674983,9676746-9676881,9680231	C1	UP_EXONS_TAF2dIDR	chr17	9676746	9676881	+	9674983	9680231	ENSG00000154914
COBLL1	HsaEX0016160	chr2:164779655-164779785	131	chr2:164841156,164779655-164779785,164743875	S	UP_EXONS_TAF2dIDR	chr2	164779655	164779785	-	164841156	164743875	ENSG00000082438
RMDN2	HsaEX0024656	chr2:37991220-37991297	78	chr2:37989616,37991220-37991297+37991301,37997416	S	UP_EXONS_TAF2dIDR	chr2	37991220	37991297	+	37989616	37997416	ENSG00000115841
CCDC57	HsaEX0013322	chr17:82207860-82208048	189	chr17:82212780+82212785,82207731+82207847+82207860-82208048,82201952	S	UP_EXONS_TAF2dIDR	chr17	82207860	82208048	-	82212785	82201952	ENSG00000176155
HDAC8	HsaEX0029450	chrX:72490929-72491000	72	chrX:72495156,72490929-72491000+72491006,72489041	C1	UP_EXONS_TAF2dIDR	chrX	72490929	72491000	-	72495156	72489041	ENSG00000147099
SUCLG2-AS1	HsaEX0055156	chr3:67669816-67669909	94	chr3:67655074+67655102,67669816-67669909,67746771	C3	UP_EXONS_TAF2dIDR	chr3	67669816	67669909	+	67655074	67746771	ENSG00000241316
SFMBT2	HsaEX0057619	chr10:7276892-7276972	81	chr10:7367649,7276892-7276972+7276989,7248649	C3	UP_EXONS_TAF2dIDR	chr10	7276892	7276972	-	7367649	7248649	ENSG00000198879
SNED1	HsaEX0060670	chr2:241064844-241064957	114	chr2:241064125,241064844-241064957,241065299	S	UP_EXONS_TAF2dIDR	chr2	241064844	241064957	+	241064125	241065299	ENSG00000162804
RAD51D	HsaEX0051916	chr17:35107366-35107447	82	chr17:35118501,35107366-35107447,35107122	ANN	UP_EXONS_TAF2dIDR	chr17	35107366	35107447	-	35118501	35107122	NA
ZNF510	HsaEX1045166	chr9:96777582-96777711	130	chr9:96778034,96777582-96777711,96776241+96776245	S	UP_EXONS_TAF2dIDR	chr9	96777582	96777711	-	96778034	96776241	ENSG00000081386
PASK	HsaEX0045664	chr2:241142837-241143074	238	chr2:241149414,241142837-241143074,241140753	C1	UP_EXONS_TAF2dIDR	chr2	241142837	241143074	-	241149414	241140753	ENSG00000115687
WDPCP	HsaEX0010809	chr2:63153495-63153574	80	chr2:63174670,63153495-63153574,63152945	S	UP_EXONS_TAF2dIDR	chr2	63153495	63153574	-	63174670	63152945	ENSG00000143951
GALK2	HsaEX0026862	chr15:49281987-49282085	99	chr15:49239367,49281987-49282085,49283566	S	UP_EXONS_TAF2dIDR	chr15	49281987	49282085	+	49239367	49283566	ENSG00000156958
ABCC3	HsaEX0000444	chr17:50657046-50657183	138	chr17:50634981,50657046-50657183,50658082	C2	UP_EXONS_TAF2dIDR	chr17	50657046	50657183	+	50634981	50658082	ENSG00000108846
OXNAD1	HsaEX1026787	chr3:16319461-16319836	376	chr3:16303592,16319461-16319836,16337112	C2	UP_EXONS_TAF2dIDR	chr3	16319461	16319836	+	16303592	16337112	ENSG00000154814
FCF1	HsaEX0025397	chr14:74714877-74714943	67	chr14:74713507+74713552+74713620,74714872+74714877-74714943,74715821+74715951+74715994	S	UP_EXONS_TAF2dIDR	chr14	74714877	74714943	+	74713507	74715994	ENSG00000119616
MNX1	HsaEX0039729	chr7:157006479-157006639	161	chr7:157009660,157006479-157006639,157005873	C1	UP_EXONS_TAF2dIDR	chr7	157006479	157006639	-	157009660	157005873	ENSG00000130675
LRRFIP1	HsaEX0036734	chr2:237714259-237714276	18	chr2:237708630,237714259-237714276,237719523	C3	UP_EXONS_TAF2dIDR	chr2	237714259	237714276	+	237708630	237719523	ENSG00000124831
GUSBP11	HsaEX7109083	chr22:23690236-23690356	121	chr22:23694119,23690236-23690356,23683867	ANN	UP_EXONS_TAF2dIDR	chr22	23690236	23690356	-	23694119	23683867	NA
ZNF717	HsaEX0074261	chr3:75737457-75739345	1889	chr3:75741276,75737195+75737457-75739345,75732121	C1	UP_EXONS_TAF2dIDR	chr3	75737457	75739345	-	75741276	75732121	ENSG00000227124
SHARPIN	HsaEX0058132	chr8:144099081-144099121	41	chr8:144099277,144099081-144099121+144099199+144099205,144098989+144098994	S	UP_EXONS_TAF2dIDR	chr8	144099081	144099121	-	144099277	144098989	ENSG00000179526
IGF2BP2	HsaEX0031140	chr3:185672541-185672669	129	chr3:185675296,185672541-185672669,185658409+185658678	S	UP_EXONS_TAF2dIDR	chr3	185672541	185672669	-	185675296	185658409	ENSG00000073792
MFSD8	HsaEX0039050	chr4:127938783-127938838	56	chr4:127939853,127938783-127938838,127933093	C1	UP_EXONS_TAF2dIDR	chr4	127938783	127938838	-	127939853	127933093	ENSG00000164073
GPC2	HsaEX0028142	chr7:100175572-100175894	323	chr7:100176207,100175572-100175894,100174765	S	UP_EXONS_TAF2dIDR	chr7	100175572	100175894	-	100176207	100174765	ENSG00000213420
ZNF618	HsaEX0074060	chr9:114016113-114016172	60	chr9:114008554,114016113-114016172,114016695	S	UP_EXONS_TAF2dIDR	chr9	114016113	114016172	+	114008554	114016695	ENSG00000157657
MIR100HG	HsaEX1023726	chr11:122202764-122202909	146	chr11:122292284,122202764-122202909,122180398	C2	UP_EXONS_TAF2dIDR	chr11	122202764	122202909	-	122292284	122180398	ENSG00000255248
ZNF708	HsaEX0074238	chr19:21327960-21328141	182	chr19:21329210,21327960-21328141,21310627	C2	UP_EXONS_TAF2dIDR	chr19	21327960	21328141	-	21329210	21310627	ENSG00000182141
C8orf44	HsaEX0011544	chr8:66676745-66676902	158	chr8:66676284,66676745-66676902,66678219	ANN	UP_EXONS_TAF2dIDR	chr8	66676745	66676902	+	66676284	66678219	ENSG00000213865
TMCC1	HsaEX0065285	chr3:129832774-129832826	53	chr3:129880309,129832774-129832826,129828508	C2	UP_EXONS_TAF2dIDR	chr3	129832774	129832826	-	129880309	129828508	ENSG00000172765
CTD-2341M24.1	HsaEX1010421	chr14:86070863-86070967	105	chr14:85934861,86070863-86070967,86127950	C2	UP_EXONS_TAF2dIDR	chr14	86070863	86070967	+	85934861	86127950	ENSG00000258733
SLC25A33	HsaEX0059093	chr1:9556182-9556257	76	chr1:9553805,9556182-9556257,9570258	C3	UP_EXONS_TAF2dIDR	chr1	9556182	9556257	+	9553805	9570258	ENSG00000171612
ARHGEF26	HsaEX0005673	chr3:154217869-154217958	90	chr3:154194718,154217869-154217958,154225856	S	UP_EXONS_TAF2dIDR	chr3	154217869	154217958	+	154194718	154225856	ENSG00000114790
ZHX2	HsaEX0072799	chr8:122873440-122873577	138	chr8:122863539,122873440-122873577+122873594,122951292	S	UP_EXONS_TAF2dIDR	chr8	122873440	122873577	+	122863539	122951292	ENSG00000178764
MROH6	HsaEX0011557	chr8:143567611-143567676	66	chr8:143567786,143567611-143567676,143567465	C1	UP_EXONS_TAF2dIDR	chr8	143567611	143567676	-	143567786	143567465	ENSG00000204839
TASP1	HsaEX0063700	chr20:13559008-13559114	107	chr20:13569507,13559008-13559114,13534141	C1	UP_EXONS_TAF2dIDR	chr20	13559008	13559114	-	13569507	13534141	ENSG00000089123
CEP126	HsaEX0034046	chr11:101958168-101958366	199	chr11:101948142,101958168-101958366,101961741	C2	UP_EXONS_TAF2dIDR	chr11	101958168	101958366	+	101948142	101961741	ENSG00000110318
PTPDC1	HsaEX0050918	chr9:94088145-94088263	119	chr9:94087911,94088145-94088263,94095317	S	UP_EXONS_TAF2dIDR	chr9	94088145	94088263	+	94087911	94095317	ENSG00000158079
RP11-390P2.4	HsaEX0054743	chr6:138694393-138694547	155	chr6:138692617,138694393-138694547,138696597	C1	UP_EXONS_TAF2dIDR	chr6	138694393	138694547	+	138692617	138696597	ENSG00000225177
ST3GAL3	HsaEX0061962	chr1:43792102-43792149	48	chr1:43736380,43792102-43792149,43814891	C1	UP_EXONS_TAF2dIDR	chr1	43792102	43792149	+	43736380	43814891	ENSG00000126091
DMTN	HsaEX7004945	chr8:22054777-22055007	231	chr8:22053786,22054777-22055007,22066838	ANN	UP_EXONS_TAF2dIDR	chr8	22054777	22055007	+	22053786	22066838	ENSG00000158856
PAQR6	HsaEX0045492	chr1:156245142-156245238	97	chr1:156245535,156245142-156245238,156244911	C1	UP_EXONS_TAF2dIDR	chr1	156245142	156245238	-	156245535	156244911	ENSG00000160781
TEP1	HsaEX0064477	chr14:20381553-20381686	134	chr14:20381913,20381553-20381686+20381691,20381396+20381401	S	UP_EXONS_TAF2dIDR	chr14	20381553	20381686	-	20381913	20381396	ENSG00000129566
TSPOAP1	HsaEX0008754	chr17:58305061-58305171	111	chr17:58305387,58305061-58305171,58302447	C2	UP_EXONS_TAF2dIDR	chr17	58305061	58305171	-	58305387	58302447	ENSG00000005379
TESK2	HsaEX0064510	chr1:45346693-45346764	72	chr1:45346979,45346693-45346764+45346779,45345994	C1	UP_EXONS_TAF2dIDR	chr1	45346693	45346764	-	45346979	45345994	ENSG00000070759
LINC01481	HsaEX0000053	chr12:70243066-70243204	139	chr12:70243312,70243066-70243204,70242893	S	UP_EXONS_TAF2dIDR	chr12	70243066	70243204	-	70243312	70242893	ENSG00000257815
ADARB1	HsaEX0002628	chr21:45116933-45117038	106	chr21:45073903,45116933-45117038,45128402	C2	UP_EXONS_TAF2dIDR	chr21	45116933	45117038	+	45073903	45128402	ENSG00000197381
PRSS53	HsaEX0050487	chr16:31084780-31085024	245	chr16:31085110,31084780-31085024,31084703	S	UP_EXONS_TAF2dIDR	chr16	31084780	31085024	-	31085110	31084703	NA
PLK3	HsaEX0048451	chr1:44804650-44804779	130	chr1:44804501,44804650-44804779,44805241+44805266	S	UP_EXONS_TAF2dIDR	chr1	44804650	44804779	+	44804501	44805266	ENSG00000173846
VSIG10L	HsaEX0070719	chr19:51340015-51340299	285	chr19:51340433,51339664+51339672+51339685+51340015-51340299,51339142	S	UP_EXONS_TAF2dIDR	chr19	51340015	51340299	-	51340433	51339142	ENSG00000186806
LRRCC1	HsaEX0036718	chr8:85109595-85109800	206	chr8:85107399+85107718,85109595-85109800,85110115	S	UP_EXONS_TAF2dIDR	chr8	85109595	85109800	+	85107399	85110115	ENSG00000133739
SLC16A14	HsaEX0058715	chr2:230045745-230046722	978	chr2:230059035+230059094,230045745-230046722,230037531	C2	UP_EXONS_TAF2dIDR	chr2	230045745	230046722	-	230059094	230037531	ENSG00000163053
CCDC150	HsaEX0013099	chr2:196695079-196695159	81	chr2:196677361,196695046+196695050+196695079-196695159,196701109	C1	UP_EXONS_TAF2dIDR	chr2	196695079	196695159	+	196677361	196701109	ENSG00000144395
PAPLN	HsaEX0045422	chr14:73245636-73245696	61	chr14:73244759,73245543+73245636-73245696,73246073	C1	UP_EXONS_TAF2dIDR	chr14	73245636	73245696	+	73244759	73246073	ENSG00000100767
ZNF721	HsaEX1045440	chr4:497127-497286	160	chr4:499056,497127-497286+497721,472701	C2	UP_EXONS_TAF2dIDR	chr4	497127	497286	-	499056	472701	ENSG00000182903
NA	HsaEX1000301	chr9:5600810-5600829	20	chr9:5628790,5600810-5600829,5577511	C2	UP_EXONS_TAF2dIDR	chr9	5600810	5600829	-	5628790	5577511	NA
IRF7	HsaEX0032238	chr11:614174-614399	226	chr11:614476,614174-614399,614037	C1	UP_EXONS_TAF2dIDR	chr11	614174	614399	-	614476	614037	ENSG00000185507
DHRS12	HsaEX0019523	chr13:51776457-51776522	66	chr13:51777060,51776116+51776202+51776457-51776522+51776525,51774034	C1	UP_EXONS_TAF2dIDR	chr13	51776457	51776522	-	51777060	51774034	ENSG00000102796
LPIN1	HsaEX0036265	chr2:11764204-11764289	86	chr2:11763286,11764204-11764289,11765533	C3	UP_EXONS_TAF2dIDR	chr2	11764204	11764289	+	11763286	11765533	ENSG00000134324
NA	HsaEX0048689	chr7:6733399-6733527	129	chr7:6731955,6733399-6733527,6735305	S	UP_EXONS_TAF2dIDR	chr7	6733399	6733527	+	6731955	6735305	ENSG00000187953
CORO6	HsaEX0016878	chr17:29619651-29619769	119	chr17:29621224,29619640+29619651-29619769+29619773,29619189	S	UP_EXONS_TAF2dIDR	chr17	29619651	29619769	-	29621224	29619189	ENSG00000167549
HSD3B7	HsaEX0030562	chr16:30985653-30985824	172	chr16:30985297,30985653-30985824,30986049	S	UP_EXONS_TAF2dIDR	chr16	30985653	30985824	+	30985297	30986049	ENSG00000099377
CCNJL	HsaEX0013656	chr5:160280525-160280738	214	chr5:160311858,160280525-160280738,160259771	S	UP_EXONS_TAF2dIDR	chr5	160280525	160280738	-	160311858	160259771	ENSG00000135083
