EXPERIMENT	TYPE	EVENT	DIRECTION	GENE	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_NLSTAF2dIDR_A	27.18	VLOW	S1
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_NLSTAF2dIDR_B	15.73	VLOW	S1
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_NLSTAF2dIDR_C	42.13	N	S1
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_TAF2	30.04	OK	S1
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_TAF2_A	37.76	N	S1
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_TAF2_B	23.6	VLOW	S1
TAF2∆IDR	Exon	HsaEX0024980	UP	FBF1	chr17:75939818-75939882	65	chr17:75940848,75939818-75939882,75938232	ANN	HeLa_TAF2_C	26.68	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_FRT	82.41	VLOW	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_FRT_A	74.08	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_FRT_B	75.73	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_FRT_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_NLSTAF2dIDR	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_NLSTAF2dIDR_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_TAF2	100	OK	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_TAF2_A	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_TAF2_B	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0049580	UP	PPP1R12B	chr1:202431480-202431619	140	chr1:202430794+202430810,202431480-202431619,202434656	S	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_FRT	72.41	VLOW	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_FRT_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_FRT_B	60	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_FRT_C	66.67	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_NLSTAF2dIDR	91.3	VLOW	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_NLSTAF2dIDR_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_NLSTAF2dIDR_C	81.82	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_TAF2	90	VLOW	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_TAF2_A	75	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_TAF2_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0022375	UP	EML5	chr14:88706259-88706426	168	chr14:88712271,88706259-88706426,88705588	C1	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_FRT	70.85	VLOW	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_FRT_A	74.36	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_FRT_B	56.2	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_FRT_C	83.33	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_NLSTAF2dIDR	90.53	OK	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_NLSTAF2dIDR_A	78.7	VLOW	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_TAF2	88.44	VLOW	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_TAF2_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_TAF2_B	73.33	N	S1
TAF2∆IDR	Exon	HsaEX0055282	UP	ZNF337-AS1	chr20:25634729-25634827	99	chr20:25634170,25634729-25634827,25645531	C2	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_FRT	82.5	VLOW	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_FRT_A	65.35	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_FRT_B	77.42	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_FRT_C	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_NLSTAF2dIDR	100	LOW	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_NLSTAF2dIDR_A	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_TAF2	100	LOW	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_TAF2_A	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_TAF2_B	100	N	S1
TAF2∆IDR	Exon	HsaEX6086001	UP	PRDM5	chr4:120811370-120811449	80	chr4:120816453,120811370-120811449,120799745	C1	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_FRT	2.72	LOW	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_FRT_A	0	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_FRT_B	0	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_FRT_C	9.6	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_NLSTAF2dIDR	18.2	VLOW	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_NLSTAF2dIDR_A	21.26	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_NLSTAF2dIDR_B	20.21	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_NLSTAF2dIDR_C	0	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_TAF2	20.21	VLOW	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_TAF2_A	62.96	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_TAF2_B	7.05	N	S1
TAF2∆IDR	Exon	HsaEX0048992	UP	POLN	chr4:2200840-2200878	39	chr4:2207987,2200840-2200878,2198717	S	HeLa_TAF2_C	17.53	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_FRT	82.6	VLOW	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_FRT_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_FRT_B	66.88	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_FRT_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_NLSTAF2dIDR	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_NLSTAF2dIDR_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_TAF2	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_TAF2_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_TAF2_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0016880	UP	CORO6	chr17:29618790-29618883	94	chr17:29622688+29622718,29618790-29618883+29618971,29616847	C3	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_FRT	49.34	VLOW	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_FRT_A	54.05	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_FRT_B	50.5	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_FRT_C	43.27	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_NLSTAF2dIDR	71.7	OK	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_NLSTAF2dIDR_A	62.05	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_NLSTAF2dIDR_B	80.23	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_NLSTAF2dIDR_C	73.1	VLOW	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_TAF2	66.72	VLOW	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_TAF2_A	59.77	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_TAF2_B	67.04	N	S1
TAF2∆IDR	Exon	HsaEX0007144	UP	ATP9B	chr18:79213962-79214038	77	chr18:79207012,79213962-79214038,79253381	S	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_FRT	82.68	LOW	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_FRT_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_FRT_B	65.4	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_FRT_C	84.25	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_NLSTAF2dIDR	100	OK	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_NLSTAF2dIDR_A	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_TAF2	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_TAF2_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_TAF2_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0027005	UP	GANC	chr15:42329362-42329449	88	chr15:42327442,42329306+42329362-42329449,42330576	C1	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_FRT	76.92	VLOW	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_FRT_A	71.43	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_FRT_B	77.78	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_FRT_C	80	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_NLSTAF2dIDR	95	LOW	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_NLSTAF2dIDR_A	89.47	VLOW	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_NLSTAF2dIDR_B	100	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_NLSTAF2dIDR_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_TAF2	94.12	LOW	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_TAF2_A	100	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_TAF2_B	88.24	N	S1
TAF2∆IDR	Exon	HsaEX0065630	UP	TMEM182	chr2:102797863-102798000	138	chr2:102764427,102797863-102798000,102814748	C1	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_FRT	19.49	LOW	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_FRT_A	8.38	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_FRT_B	24.62	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_FRT_C	20.96	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_NLSTAF2dIDR	34.77	OK	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_NLSTAF2dIDR_A	38.52	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_NLSTAF2dIDR_B	30.04	VLOW	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_NLSTAF2dIDR_C	32.88	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_TAF2	36.57	VLOW	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_TAF2_A	28.07	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_TAF2_B	35.37	N	S1
TAF2∆IDR	Exon	HsaEX7006688	UP	PTEN	chr10:87952118-87952259	142	chr10:87933251,87952118-87952259,87957853	ANN	HeLa_TAF2_C	48.61	N	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_FRT	75.19	OK	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_FRT_A	88.05	N	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_FRT_B	56.48	N	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_FRT_C	81.67	LOW	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_NLSTAF2dIDR	90.51	OK	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_NLSTAF2dIDR_A	100	VLOW	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_NLSTAF2dIDR_B	81.59	N	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_NLSTAF2dIDR_C	88.74	N	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_TAF2	92.22	OK	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_TAF2_A	85.66	N	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_TAF2_B	90.34	VLOW	S1
TAF2∆IDR	Exon	HsaEX0067729	UP	TTBK2	chr15:42794644-42794801	158	chr15:42810614,42794644-42794801,42783635	S	HeLa_TAF2_C	100	N	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_FRT	71.45	OK	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_FRT_A	77.86	N	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_FRT_B	68.6	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_FRT_C	72.58	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_NLSTAF2dIDR	87.66	OK	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_NLSTAF2dIDR_A	91.82	OK	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_NLSTAF2dIDR_B	75.53	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_NLSTAF2dIDR_C	92.35	VLOW	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_TAF2	88.43	OK	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_TAF2_A	84.48	LOW	S1
TAF2∆IDR	Exon	HsaEX0056740	UP	SDCCAG8	chr1:243417968-243418076	109	chr1:243415829,243417968-243418076,243426427	S	HeLa_TAF2_B	86.9	VLOW	S1
