GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
ABLIM1	HsaEX0000726	chr10:114473879-114473956	78	chr10:114487958,114473879-114473956,114473132	C1	55.52	SOK,SOK,34=46=31,OK,C1@61.63,49.37	55.91	LOW,LOW,14=16=11,OK,C1@22.92,18.08	56.10	VLOW,VLOW,11=12=9,OK,S@17.95,14.05	54.63	VLOW,VLOW,9=18=11,OK,S@20.76,17.24	80.59	SOK,SOK,46=65=13,OK,S@99.93,24.07	82.58	OK,OK,18=29=5,OK,S@42.94,9.06	88.50	LOW,LOW,14=20=2,OK,S@31.86,4.14	70.72	LOW,LOW,14=16=6,OK,S@25.46,10.54	74.68	OK,OK,19=40=10,B1,S@51.53,17.47	75.00	VLOW,VLOW,8=10=3,OK,S@15.75,5.25	81.82	VLOW,VLOW,6=12=2,OK,S@16.36,3.64	69.70	VLOW,VLOW,5=18=5,B1,S@19.52,8.48	74.29	SOK,SOK,1103=1175=392,OK,S@1983.54,686.46	70.61	SOK,SOK,396=392=164,OK,S@672.21,279.79	77.99	SOK,SOK,425=468=125,OK,S@793.94,224.06	74.12	SOK,SOK,282=315=103,OK,S@518.84,181.16	73.33	SOK,SOK,413=374=140,OK,S@679.77,247.23	66.75	OK,OK,16=29=11,OK,S@37.38,18.62	44.70	OK,OK,18=15=20,OK,S@23.69,29.31	73.81	OK,OK,39=23=11,OK,S@53.88,19.12	71.41	OK,OK,22=30=10,OK,S@44.27,17.73	77.80	SOK,SOK,153=143=41,OK,S@262.19,74.81	75.76	SOK,SOK,165=134=47,OK,S@262.13,83.87	75.91	SOK,SOK,833=926=277,OK,S@1545.53,490.47	75.49	SOK,SOK,373=366=120,OK,S@648.46,210.54	76.81	SOK,SOK,262=308=85,OK,S@503.11,151.89	75.50	SOK,SOK,198=252=72,OK,S@394.11,127.89	79.91	SOK,SOK,381=367=94,OK,S@672.84,169.16	92.00	SOK,SOK,96=65=7,OK,S@154.56,13.44	85.31	SOK,SOK,62=89=13,OK,S@139.91,24.09	96.15	OK,OK,28=22=1,OK,S@49.04,1.96	88.41	OK,OK,31=30=4,OK,S@57.47,7.53	67.83	SOK,SOK,78=78=37,OK,S@130.91,62.09	72.53	SOK,SOK,86=83=32,OK,S@145.79,55.21	19.96
ARFGAP1	HsaEX0005312	chr20:63277205-63277305	101	chr20:63276651+63277019,63277205-63277305,63278117	S	91.43	SOK,SOK,64=128=9,OK,S@183.77,17.23	89.04	OK,OK,25=40=4,OK,S@61.44,7.56	94.52	OK,OK,19=50=2,B1,S@67.11,3.89	90.62	OK,OK,20=38=3,OK,S@55.28,5.72	38.04	SOK,SOK,27=43=57,OK,S@48.31,78.69	27.54	OK,OK,8=11=25,OK,S@12.12,31.88	38.46	LOW,LOW,4=16=16,B1,S@13.85,22.15	49.21	LOW,LOW,15=16=16,OK,C1@23.13,23.87	75.64	SOK,SOK,37=81=19,B1,S@103.63,33.37	77.36	LOW,LOW,11=30=6,B1,S@36.36,10.64	79.59	LOW,LOW,12=27=5,B1,S@35.02,8.98	70.37	LOW,LOW,14=24=8,OK,S@32.37,13.63	98.78	SOK,SOK,1045=732=11,OK,S@1766.19,21.81	98.39	SOK,SOK,358=255=5,OK,S@608.05,9.95	99.39	SOK,SOK,387=265=2,OK,S@650.01,3.99	98.46	SOK,SOK,300=212=4,OK,S@508.05,7.95	99.54	SOK,SOK,1035=708=4,OK,S@1738.96,8.04	100.00	SOK,SOK,157=95=0,OK,S@252.00,0.00	97.85	SOK,SOK,169=104=3,OK,S@270.07,5.93	99.19	SOK,SOK,142=104=1,OK,S@245.00,2.00	100.00	SOK,SOK,165=120=0,OK,S@285.00,0.00	100.00	SOK,SOK,214=126=0,OK,S@340.00,0.00	100.00	SOK,SOK,188=159=0,OK,S@347.00,0.00	97.53	SOK,SOK,924=658=20,OK,S@1562.43,39.57	97.15	SOK,SOK,335=211=8,OK,S@538.21,15.79	97.51	SOK,SOK,314=234=7,OK,S@541.18,13.82	97.99	SOK,SOK,275=213=5,OK,S@483.09,9.91	99.44	SOK,SOK,1299=813=6,OK,S@2106.14,11.86	99.18	SOK,SOK,315=169=2,OK,S@482.01,3.99	100.00	SOK,SOK,277=188=0,OK,S@465.00,0.00	99.05	SOK,SOK,135=74=1,OK,S@208.00,2.00	100.00	SOK,SOK,147=105=0,OK,S@252.00,0.00	98.85	SOK,SOK,217=126=2,OK,S@341.03,3.97	99.45	SOK,SOK,208=151=1,OK,S@358.02,1.98	-15.62
OGDH	HsaEX0044667	chr7:44647657-44647759	103	chr7:44645518,44647657-44647759,44666736	C3	78.95	SOK,SOK,90=135=30,OK,C1@201.32,53.68	75.26	OK,OK,29=44=12,OK,C1@63.97,21.03	80.43	OK,OK,29=45=9,OK,C1@66.76,16.24	81.25	OK,OK,32=46=9,OK,C1@70.69,16.31	80.14	SOK,SOK,41=72=14,OK,C1@101.78,25.22	69.57	VLOW,VLOW,8=24=7,B1,C1@27.13,11.87	84.00	LOW,LOW,14=28=4,OK,C1@38.64,7.36	86.67	OK,OK,19=20=3,OK,C1@36.40,5.60	62.39	SOK,SOK,63=83=44,OK,C2@118.54,71.46	66.20	OK,OK,18=29=12,OK,C2@39.06,19.94	52.78	LOW,LOW,19=19=17,OK,C2@29.03,25.97	67.03	OK,OK,26=35=15,OK,C1@50.94,25.06	63.71	SOK,SOK,323=432=215,OK,C2@617.99,352.01	74.87	SOK,SOK,124=156=47,OK,C1@244.82,82.18	58.87	SOK,SOK,109=140=87,OK,C2@197.80,138.20	58.25	SOK,SOK,90=136=81,OK,C2@178.83,128.17	70.50	SOK,SOK,213=327=113,OK,C1@460.36,192.64	60.82	OK,OK,18=41=19,B1,C2@47.44,30.56	80.85	OK,OK,34=42=9,OK,C1@68.72,16.28	66.67	OK,OK,30=42=18,OK,C1@60.00,30.00	68.42	OK,OK,24=54=18,B1,C1@65.68,30.32	78.06	SOK,SOK,44=77=17,OK,C1@107.72,30.28	67.68	SOK,SOK,63=71=32,OK,C1@112.35,53.65	69.86	SOK,SOK,208=302=110,OK,C1@433.13,186.87	74.17	SOK,SOK,97=127=39,OK,C1@195.07,67.93	66.81	SOK,SOK,53=100=38,OK,C1@127.61,63.39	66.83	SOK,SOK,58=75=33,OK,C1@110.94,55.06	65.38	SOK,SOK,287=389=179,OK,C2@559.00,296.00	54.00	SOK,SOK,41=67=46,OK,C2@83.16,70.84	66.85	SOK,SOK,66=55=30,OK,C1@100.94,50.06	64.03	SOK,SOK,38=51=25,OK,C2@72.99,41.01	57.45	SOK,SOK,37=44=30,OK,C2@63.77,47.23	84.05	SOK,SOK,51=86=13,OK,C1@126.08,23.92	66.67	SOK,SOK,54=86=35,OK,C1@116.67,58.33	-16.98
GRB10	HsaEX0028563	chr7:50727793-50727890	98	chr7:50732272,50727793-50727890,50703908	C3	10.44	SOK,SOK,26=6=145,B1,C3@18.48,158.52	12.63	OK,OK,13=2=55,B1,C3@8.84,61.16	13.61	OK,OK,10=2=41,B1,C3@7.21,45.79	4.83	OK,OK,3=2=49,OK,C3@2.61,51.39	17.65	SOK,SOK,59=15=196,B1,C3@47.65,222.34	17.67	SOK,SOK,24=5=72,B1,C3@17.85,83.15	19.92	OK,OK,17=6=55,OK,C3@15.54,62.46	15.77	OK,OK,18=4=69,B1,C3@14.35,76.65	25.47	SOK,SOK,72=10=131,B1,C3@54.25,158.75	29.05	OK,OK,32=2=42,B2,C3@22.08,53.92	24.73	OK,OK,14=4=34,OK,C3@12.86,39.14	22.98	OK,OK,26=4=55,B1,C3@19.53,65.47	6.50	SOK,SOK,11=4=106,B1,C3@7.87,113.14	8.60	OK,OK,2=2=21,OK,C3@2.15,22.85	0.91	OK,OK,1=0=53,Bn,C3@0.49,53.51	13.26	OK,OK,8=2=32,B1,C3@5.57,36.43	3.51	OK,OK,1=1=27,OK,C3@1.02,27.98	0.00	N,N,0=0=3,Bn,S@0.00,3.00	0.00	N,N,0=0=2,Bn,C3@0.00,2.00	0.00	N,N,0=0=2,Bn,C2@0.00,2.00	0.00	N,N,0=0=4,Bn,C2@0.00,4.00	0.00	N,N,0=0=7,Bn,C3@0.00,7.00	9.87	N,N,1=1=9,OK,C3@1.09,9.91	4.85	OK,OK,6=2=77,B1,C3@4.12,80.88	3.00	OK,OK,1=1=32,OK,C3@1.02,32.98	7.38	OK,OK,4=1=31,B1,C3@2.66,33.34	3.30	VLOW,VLOW,1=0=14,Bn,C2@0.49,14.50	12.82	OK,OK,2=4=24,B1,C3@3.85,26.15	13.81	N,N,1=0=3,Bn,C2@0.55,3.45	20.59	N,N,1=1=6,B1,C3@1.65,6.35	NA	N,N,0=0=0,Bn,NA@0,0	19.88	N,N,0=2=4,Bn,C3@1.19,4.81	0.00	N,N,0=0=6,Bn,C3@0.00,6.00	9.00	N,N,0=1=5,Bn,C3@0.54,5.46	15.23
ENO3	HsaEX0022455	chr17:4953051-4953109	59	chr17:4952890,4953051-4953109,4953712	C3	78.26	OK,OK,42=30=10,OK,C2@64.17,17.83	77.78	LOW,LOW,18=10=4,OK,C2@24.89,7.11	64.71	VLOW,VLOW,12=10=6,OK,C3@18.12,9.88	100.00	VLOW,VLOW,12=10=0,OK,C2@22.00,0.00	25.00	LOW,LOW,6=6=18,OK,C3@7.50,22.50	36.84	N,N,4=3=6,OK,C3@4.79,8.21	10.00	N,N,0=2=9,Bn,C3@1.10,9.90	33.33	N,N,2=1=3,OK,C3@2.00,4.00	50.00	OK,OK,26=28=27,OK,C3@40.50,40.50	50.00	VLOW,VLOW,12=8=10,OK,C3@15.00,15.00	58.62	VLOW,VLOW,7=10=6,OK,C3@13.48,9.52	43.59	VLOW,VLOW,7=10=11,OK,C3@12.21,15.79	92.46	SOK,SOK,374=362=30,OK,C3@708.24,57.76	96.27	SOK,SOK,136=122=5,OK,C2@253.19,9.81	89.25	SOK,SOK,131=118=15,OK,C3@235.62,28.38	91.97	SOK,SOK,107=122=10,OK,C3@219.81,19.19	99.18	SOK,SOK,246=238=2,OK,C2@482.01,3.99	100.00	SOK,SOK,48=52=0,OK,C3@100.00,0.00	100.00	SOK,SOK,51=61=0,OK,C3@112.00,0.00	100.00	OK,OK,44=30=0,OK,C2@74.00,0.00	100.00	OK,OK,34=30=0,OK,C2@64.00,0.00	93.85	OK,OK,30=31=2,OK,C3@59.13,3.87	100.00	OK,OK,39=34=0,OK,C2@73.00,0.00	92.31	SOK,SOK,311=265=24,OK,C2@553.86,46.14	94.19	SOK,SOK,124=103=7,OK,C2@220.40,13.60	88.17	SOK,SOK,88=61=10,OK,C2@140.19,18.81	93.46	SOK,SOK,99=101=7,OK,C3@193.46,13.54	95.34	SOK,SOK,379=316=17,OK,C2@678.82,33.18	93.33	SOK,SOK,58=54=4,OK,C2@108.26,7.74	92.64	SOK,SOK,80=71=6,OK,C2@145.44,11.56	100.00	OK,OK,54=41=0,OK,C2@95.00,0.00	97.83	OK,OK,52=38=1,OK,C2@89.03,1.97	93.15	SOK,SOK,63=73=5,OK,C3@131.34,9.66	98.23	SOK,SOK,72=39=1,OK,C2@110.02,1.98	-30.09
MDM1	HsaEX0038394	chr12:68325172-68325247	76	chr12:68325441,68325172-68325247,68323240	C2	23.61	SOK,SOK,21=56=122,B1,C1@46.98,152.02	24.46	OK,OK,8=23=47,B1,C1@19.08,58.92	16.06	OK,OK,6=12=46,OK,C1@10.28,53.72	32.02	OK,OK,7=21=29,B1,C1@18.25,38.75	42.65	SOK,SOK,13=63=50,B1,C1@53.74,72.26	51.76	LOW,LOW,5=30=16,B2,C1@26.40,24.60	40.68	LOW,LOW,4=17=15,B1,C1@14.64,21.36	33.93	LOW,LOW,4=16=19,B1,S@13.23,25.77	43.78	SOK,SOK,19=67=54,B1,C1@61.29,78.71	35.83	VLOW,VLOW,3=13=14,B1,C1@10.75,19.25	58.75	VLOW,VLOW,4=31=12,B2,S@27.61,19.39	37.99	OK,OK,12=23=28,OK,C1@23.93,39.07	16.35	OK,OK,6=9=38,OK,C2@8.67,44.33	22.89	VLOW,VLOW,4=2=10,B1,C2@3.66,12.34	17.84	LOW,LOW,2=5=16,B1,C2@4.10,18.90	7.57	VLOW,VLOW,0=2=12,Bn,C2@1.06,12.94	5.17	LOW,LOW,0=2=18,Bn,C2@1.03,18.97	0.00	N,N,0=0=4,Bn,S@0.00,4.00	0.00	N,N,0=0=5,Bn,C3@0.00,5.00	0.00	N,N,0=0=3,Bn,C3@0.00,3.00	0.00	N,N,0=0=3,Bn,C2@0.00,3.00	0.00	N,N,0=0=2,Bn,S@0.00,2.00	49.26	N,N,0=2=1,Bn,S@1.48,1.52	14.14	OK,OK,9=6=45,OK,C2@8.48,51.52	10.93	OK,OK,1=4=20,B1,C2@2.73,22.27	7.59	LOW,LOW,3=0=18,Bn,C3@1.59,19.41	33.24	N,N,5=2=7,B1,C2@4.65,9.35	7.61	LOW,LOW,3=0=18,Bn,C2@1.60,19.40	20.12	N,N,2=0=4,Bn,C3@1.21,4.79	10.89	N,N,1=0=4,Bn,C2@0.54,4.46	0.00	N,N,0=0=1,Bn,S@0.00,1.00	NA	N,N,0=0=0,Bn,NA@0,0	0.00	N,N,0=0=6,Bn,C1@0.00,6.00	0.00	N,N,0=0=3,Bn,S@0.00,3.00	20.01
GCNT2	HsaEX0027249	chr6:10529096-10529836	741	chr6:10528841,10529096-10529836+10529840,10621351	S	32.38	SOK,SOK,4=43=147,B2,S@62.82,131.18	35.39	OK,SOK,2=19=57,B2,C1@27.60,50.40	37.02	OK,OK,2=16=45,B2,S@23.32,39.68	22.04	OK,OK,0=8=45,B3,S@11.68,41.32	29.97	SOK,SOK,5=56=214,B2,C1@82.42,192.58	29.79	OK,SOK,0=20=75,B3,C1@28.30,66.70	37.68	OK,SOK,3=23=63,B2,C1@33.54,55.46	22.19	OK,SOK,2=13=76,B2,S@20.19,70.81	50.13	SOK,SOK,7=82=130,B2,C1@109.78,109.22	52.57	OK,SOK,3=29=42,B2,S@38.90,35.10	47.23	OK,SOK,2=22=39,B2,S@29.75,33.25	50.12	OK,SOK,2=31=49,B2,C1@41.10,40.90	91.11	SOK,SOK,30=336=53,B2,S@381.75,37.25	92.95	SOK,SOK,21=144=18,B2,S@170.10,12.90	90.19	LOW,LOW,6=110=19,B2,S@121.76,13.24	89.11	LOW,LOW,3=82=16,B2,S@90.00,11.00	77.81	SOK,SOK,6=67=30,B2,S@80.14,22.86	52.82	N,N,0=7=8,B3,C1@7.92,7.08	64.80	N,N,2=4=4,B2,C1@6.48,3.52	61.39	N,N,0=2=2,Bn,S@2.46,1.54	94.09	N,N,0=10=1,B3,S@10.35,0.65	83.40	N,N,2=26=8,B2,S@30.02,5.98	80.89	N,N,2=18=7,B2,S@21.84,5.16	92.29	SOK,SOK,38=268=37,B2,S@316.55,26.45	94.52	SOK,SOK,17=103=10,B2,S@122.88,7.12	90.26	LOW,LOW,13=84=15,B2,S@101.09,10.91	91.65	VLOW,VLOW,8=81=12,B2,S@92.57,8.43	82.19	SOK,SOK,13=166=57,B2,S@193.97,42.03	81.54	VLOW,VLOW,1=33=12,B2,S@37.51,8.49	88.18	VLOW,VLOW,4=51=11,B2,S@58.20,7.80	69.37	N,N,1=11=7,B2,C1@13.18,5.82	87.02	N,N,0=14=3,B3,S@14.79,2.21	72.82	VLOW,VLOW,5=22=14,B2,S@29.86,11.14	84.50	VLOW,VLOW,2=35=10,B2,S@39.71,7.29	18.49
PDE8B	HsaEX0046304	chr5:77425767-77425896	130	chr5:77421988,77425767-77425896,77426445	S	70.63	SOK,SOK,47=54=21,OK,S@86.17,35.83	73.33	LOW,LOW,14=19=6,OK,S@28.60,10.40	71.43	OK,OK,19=21=8,OK,S@34.29,13.71	66.67	VLOW,VLOW,14=14=7,OK,S@23.33,11.67	76.32	SOK,SOK,59=57=18,OK,S@102.27,31.73	81.13	OK,OK,19=24=5,OK,S@38.94,9.06	86.67	OK,OK,21=18=3,OK,S@36.40,5.60	62.96	LOW,LOW,19=15=10,OK,S@27.70,16.30	86.93	SOK,SOK,69=64=10,OK,S@124.31,18.69	91.84	OK,OK,25=20=2,OK,S@43.16,3.84	86.96	OK,OK,22=18=3,OK,S@37.39,5.61	82.76	OK,OK,22=26=5,OK,S@43.86,9.14	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	NA	N,N,0=0=0,Bn,NA@0,0	16.71
ZNF142	HsaEX1046497	chr2:218651701-218651779	79	chr2:218656150,218651701-218651779+218651822,218650526	S	57.69	SOK,SOK,14=316=121,B2,S@260.18,190.82	56.88	SOK,SOK,6=118=47,B2,S@97.26,73.74	53.37	SOK,SOK,1=102=45,B2,S@78.99,69.01	63.98	SOK,SOK,7=96=29,B2,S@84.45,47.55	62.60	SOK,SOK,9=376=115,B2,S@313.00,187.00	62.81	SOK,SOK,5=147=45,B2,S@123.74,73.26	61.58	SOK,SOK,0=109=34,B3,S@88.06,54.94	63.27	SOK,SOK,4=120=36,B2,S@101.23,58.77	32.28	SOK,SOK,23=242=278,B2,S@175.28,367.72	31.33	SOK,SOK,6=67=80,B2,S@47.93,105.07	33.59	SOK,SOK,4=84=87,B2,S@58.78,116.22	31.90	SOK,SOK,13=91=111,B2,S@68.59,146.42	34.40	SOK,SOK,18=132=143,B2,S@100.79,192.21	33.33	OK,OK,5=43=48,B2,S@32.00,64.00	43.21	SOK,SOK,10=60=46,B2,S@50.12,65.88	24.62	OK,OK,3=29=49,B2,S@19.94,61.06	44.51	SOK,SOK,6=71=48,B2,S@55.64,69.36	71.43	N,N,0=10=2,Bl,S@8.57,3.43	29.41	N,N,0=5=6,Bn,S@3.24,7.76	33.33	N,N,0=3=3,Bn,S@2.00,4.00	60.00	N,N,1=8=3,B2,S@7.20,4.80	40.74	LOW,LOW,1=21=16,B2,S@15.48,22.52	43.75	LOW,LOW,4=24=18,B2,S@20.12,25.88	31.63	SOK,SOK,8=91=107,B2,S@65.16,140.84	40.54	OK,OK,5=40=33,B2,S@31.62,46.38	20.29	OK,OK,3=25=55,B2,S@16.84,66.16	40.62	LOW,LOW,0=26=19,B3,S@18.28,26.72	48.15	SOK,SOK,18=86=56,B1,S@77.04,82.96	44.00	VLOW,VLOW,4=18=14,B1,S@15.84,20.16	31.82	LOW,LOW,3=11=15,B1,S@9.23,19.77	56.52	N,N,2=11=5,B2,S@10.17,7.83	50.00	N,N,0=10=5,Bl,S@7.50,7.50	60.00	N,N,3=18=7,B2,S@16.80,11.20	54.55	VLOW,VLOW,6=18=10,B1,S@18.55,15.45	-25.81
CRYZ	HsaEX0017391	chr1:74730382-74730420	39	chr1:74732956,74730382-74730420,74724834	S	40.81	SOK,SOK,110=64=138,OK,S@127.33,184.67	35.36	SOK,SOK,36=20=56,OK,S@39.60,72.40	45.41	SOK,SOK,47=26=48,OK,S@54.95,66.05	41.99	OK,OK,27=18=34,OK,S@33.17,45.83	43.96	SOK,SOK,83=59=99,OK,S@105.94,135.06	48.13	OK,OK,34=22=33,OK,S@42.84,46.16	35.35	OK,OK,20=12=32,OK,S@22.62,41.38	46.48	OK,OK,29=25=34,OK,S@40.90,47.10	55.16	SOK,SOK,151=92=108,OK,S@193.61,157.39	54.55	SOK,SOK,52=27=36,OK,S@62.73,52.27	64.47	OK,SOK,44=29=22,OK,S@61.25,33.75	49.88	SOK,SOK,55=36=50,OK,S@70.33,70.67	17.52	SOK,SOK,164=242=1045,OK,S@254.22,1196.78	14.69	SOK,SOK,36=72=343,B1,S@66.25,384.75	20.04	SOK,SOK,63=102=360,OK,S@105.21,419.79	17.54	SOK,SOK,65=68=342,OK,S@83.31,391.69	12.49	SOK,SOK,133=115=950,OK,S@149.63,1048.37	11.12	SOK,SOK,30=16=201,OK,S@27.47,219.53	11.60	SOK,SOK,21=27=200,OK,S@28.77,219.23	7.31	SOK,SOK,9=6=104,OK,S@8.70,110.30	11.56	SOK,SOK,12=10=92,OK,S@13.18,100.82	12.37	SOK,SOK,24=23=182,OK,S@28.33,200.67	18.29	SOK,SOK,37=33=171,OK,S@44.08,196.92	16.48	SOK,SOK,166=215=1056,OK,S@236.82,1200.18	11.74	SOK,SOK,32=58=370,OK,C1@54.00,406.00	16.20	SOK,SOK,59=64=348,OK,S@76.30,394.70	21.37	SOK,SOK,75=93=338,OK,S@108.13,397.87	16.97	SOK,SOK,214=265=1282,OK,S@298.84,1462.16	16.69	SOK,SOK,49=77=344,OK,S@78.44,391.56	17.34	SOK,SOK,61=69=339,OK,S@81.32,387.68	14.09	SOK,SOK,12=15=90,OK,S@16.49,100.51	19.30	SOK,SOK,25=31=128,OK,S@35.51,148.49	15.54	SOK,SOK,30=39=205,OK,S@42.58,231.42	18.07	SOK,SOK,37=34=176,OK,S@44.63,202.37	15.38
KRI1	HsaEX0035021	chr19:10565717-10565790	74	chr19:10565906,10565717-10565790,10565034	S	78.59	SOK,SOK,360=411=105,OK,S@688.45,187.55	80.74	SOK,SOK,132=153=34,OK,S@257.56,61.44	77.58	SOK,SOK,117=139=37,OK,S@227.31,65.69	77.18	SOK,SOK,111=119=34,OK,S@203.76,60.24	37.44	SOK,SOK,160=168=274,OK,C1@225.39,376.61	37.91	SOK,SOK,67=60=104,OK,C1@87.57,143.43	33.58	SOK,SOK,47=43=89,OK,C1@60.11,118.89	40.66	SOK,SOK,46=65=81,OK,C1@78.07,113.93	22.91	SOK,SOK,129=154=476,OK,C1@173.89,585.11	24.30	SOK,SOK,38=57=148,OK,C1@59.05,183.95	23.16	SOK,SOK,39=46=141,OK,C1@52.34,173.66	21.59	SOK,SOK,52=51=187,OK,C1@62.61,227.39	100.00	SOK,SOK,171=135=0,OK,S@306.00,0.00	100.00	SOK,SOK,54=53=0,OK,S@107.00,0.00	100.00	OK,OK,57=42=0,OK,S@99.00,0.00	100.00	SOK,SOK,60=40=0,OK,S@100.00,0.00	100.00	SOK,SOK,137=119=0,OK,S@256.00,0.00	100.00	LOW,LOW,17=10=0,OK,S@27.00,0.00	100.00	VLOW,VLOW,14=8=0,OK,S@22.00,0.00	100.00	LOW,LOW,17=13=0,OK,S@30.00,0.00	100.00	OK,OK,26=19=0,OK,S@45.00,0.00	100.00	OK,OK,30=30=0,OK,S@60.00,0.00	100.00	OK,OK,33=39=0,OK,S@72.00,0.00	100.00	SOK,SOK,139=103=0,OK,S@242.00,0.00	100.00	SOK,SOK,63=39=0,OK,S@102.00,0.00	100.00	OK,OK,34=28=0,OK,S@62.00,0.00	100.00	OK,OK,42=36=0,OK,S@78.00,0.00	100.00	SOK,SOK,161=113=0,OK,S@274.00,0.00	100.00	OK,OK,33=21=0,OK,S@54.00,0.00	100.00	OK,OK,28=16=0,OK,S@44.00,0.00	100.00	OK,OK,20=19=0,OK,S@39.00,0.00	100.00	OK,OK,21=17=0,OK,S@38.00,0.00	100.00	OK,OK,30=23=0,OK,S@53.00,0.00	100.00	OK,OK,29=17=0,OK,S@46.00,0.00	-55.48
