GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
FBXO44	HsaEX0025339	chr1:11655328-11655699	372	chr1:11654952,11655328-11655699,11655806	ANN	5.66	OK,OK,3=0=25,Bn,C1@1.58,26.42	0.00	N,N,0=0=8,Bn,C1@0.00,8.00	20.00	N,N,3=0=6,Bn,C1@1.80,7.20	0.00	VLOW,VLOW,0=0=11,Bn,C1@0.00,11.00	1.25	OK,OK,1=0=39,Bn,C2@0.50,39.50	0.00	VLOW,VLOW,0=0=11,Bn,C1@0.00,11.00	0.00	VLOW,VLOW,0=0=13,Bn,C2@0.00,13.00	3.40	VLOW,VLOW,1=0=14,Bn,C2@0.51,14.49	4.81	OK,OK,3=0=28,Bn,C2@1.49,29.51	8.76	VLOW,VLOW,2=0=10,Bn,C2@1.05,10.95	3.64	VLOW,VLOW,1=0=12,Bn,C3@0.47,12.53	0.00	N,N,0=0=6,Bn,C1@0.00,6.00	36.32	SOK,SOK,25=87=133,B2,C1@88.98,156.02	40.18	OK,SOK,12=34=46,B1,C1@36.97,55.03	48.69	OK,OK,11=31=29,B1,C1@34.57,36.43	24.10	OK,OK,2=22=54,B2,C1@18.80,59.20	16.97	SOK,SOK,11=44=187,B2,C1@41.07,200.93	9.93	OK,OK,0=4=27,Bn,C1@3.08,27.92	23.39	OK,OK,5=9=30,B1,C1@10.29,33.71	11.65	OK,OK,1=6=38,B2,C1@5.24,39.76	13.11	OK,OK,1=8=42,B2,C1@6.69,44.31	27.10	OK,OK,2=11=25,B2,S@10.30,27.70	20.04	OK,OK,2=6=22,B1,C1@6.01,23.99	26.44	SOK,SOK,21=49=128,B1,C2@52.35,145.65	21.91	OK,OK,8=16=56,B1,C1@17.53,62.47	27.34	OK,OK,9=13=37,B1,C1@16.13,42.87	31.33	OK,OK,4=22=39,B2,C2@20.36,44.64	11.99	SOK,SOK,16=28=210,B1,C1@30.45,223.55	9.27	OK,OK,1=7=56,B2,C1@5.93,58.07	9.41	OK,OK,1=5=40,B2,C1@4.33,41.67	4.28	OK,OK,1=1=28,OK,C1@1.28,28.72	8.74	OK,OK,3=1=23,OK,C1@2.36,24.64	14.91	OK,OK,6=5=38,OK,C1@7.31,41.69	21.96	OK,OK,4=7=25,B1,C1@7.91,28.09	-26.23
MPPE1	HsaEX0040009	chr18:11884879-11885043	165	chr18:11885676,11884879-11885043,11884627	ANN	33.23	N,VLOW,3=11=8,B1,S@7.31,14.69	22.35	N,VLOW,0=6=6,Bn,S@2.68,9.32	100.00	N,N,1=2=0,B1,S@3.00,0.00	41.29	N,N,2=3=2,OK,S@2.89,4.11	12.35	LOW,OK,3=5=16,OK,S@2.96,21.04	18.50	N,N,1=3=5,B1,S@1.67,7.33	21.69	N,N,2=1=3,OK,S@1.30,4.70	3.47	N,VLOW,0=1=8,Bn,S@0.31,8.69	40.08	N,VLOW,2=12=6,B2,S@8.02,11.98	36.21	N,N,1=3=2,B1,S@2.17,3.83	36.54	N,N,0=4=2,Bn,S@2.19,3.81	46.34	N,N,1=5=2,B1,C1@3.71,4.29	55.49	SOK,SOK,37=82=27,B1,S@81.02,64.98	61.38	VLOW,VLOW,8=20=5,B1,S@20.26,12.74	41.61	OK,OK,17=31=19,OK,S@27.88,39.12	59.89	LOW,LOW,12=25=7,B1,S@26.35,17.65	31.87	SOK,SOK,21=50=43,B1,S@36.33,77.67	30.67	N,LOW,3=11=9,B1,S@7.05,15.95	31.07	N,N,3=5=5,OK,S@4.04,8.96	32.42	N,VLOW,0=10=6,Bl,S@5.19,10.81	53.16	N,N,3=9=3,B1,S@7.97,7.03	25.52	N,LOW,5=6=9,OK,S@5.10,14.90	29.07	VLOW,OK,7=9=11,OK,S@7.85,19.15	45.20	SOK,SOK,25=68=32,B1,S@56.50,68.50	42.62	LOW,OK,10=24=13,B1,S@20.03,26.97	42.50	LOW,OK,11=23=13,B1,S@19.97,27.02	54.31	N,VLOW,4=21=6,B2,S@16.84,14.16	30.08	SOK,SOK,65=109=114,OK,S@86.63,201.37	32.01	OK,OK,14=26=24,OK,S@20.49,43.51	23.90	OK,SOK,8=35=39,B1,S@19.60,62.40	22.82	LOW,OK,9=10=18,OK,S@8.44,28.56	40.68	VLOW,OK,14=13=11,OK,S@15.46,22.54	34.80	VLOW,LOW,8=11=10,OK,S@10.09,18.91	37.78	VLOW,OK,12=14=12,OK,S@14.36,23.64	-22.29
SHROOM1	HsaEX0058239	chr5:132827461-132827607	147	chr5:132827893,132827461-132827607,132826182	ANN	11.42	N,N,1=0=4,Bn,C3@0.57,4.43	NA	N,N,0=0=0,Bn,S@0,0	20.50	N,N,1=0=2,Bn,C3@0.61,2.39	0.00	N,N,0=0=2,Bn,C3@0.00,2.00	11.42	N,N,1=0=4,Bn,C3@0.57,4.43	20.50	N,N,1=0=2,Bn,C3@0.61,2.39	0.00	N,N,0=0=1,Bn,C3@0.00,1.00	0.00	N,N,0=0=1,Bn,C3@0.00,1.00	0.00	N,N,0=0=1,Bn,C3@0.00,1.00	NA	N,N,0=0=0,Bn,S@0,0	0.00	N,N,0=0=1,Bn,C3@0.00,1.00	NA	N,N,0=0=0,Bn,S@0,0	43.26	SOK,SOK,34=112=103,B1,C3@107.72,141.28	33.00	OK,OK,7=25=34,B1,C3@21.78,44.22	51.80	OK,SOK,11=57=31,B1,C2@51.28,47.72	43.29	OK,SOK,16=33=38,OK,C3@37.66,49.34	65.09	SOK,SOK,55=184=62,B1,C2@195.92,105.08	74.16	OK,OK,15=25=7,OK,C3@34.86,12.14	64.22	VLOW,VLOW,9=23=9,B1,C3@26.33,14.67	74.92	LOW,LOW,12=46=10,B1,C2@50.95,17.05	63.47	VLOW,VLOW,9=33=12,B1,C2@34.27,19.73	45.69	LOW,OK,2=30=16,B2,C2@21.93,26.07	68.98	VLOW,VLOW,8=26=8,B1,C2@28.97,13.03	40.71	SOK,SOK,45=115=122,OK,C3@114.80,167.20	45.75	SOK,SOK,23=45=43,OK,C3@50.78,60.22	35.73	SOK,SOK,17=36=50,OK,C3@36.80,66.20	40.29	OK,OK,4=32=27,B2,C3@25.38,37.62	65.48	SOK,SOK,47=180=62,B1,C2@189.24,99.76	58.69	LOW,LOW,8=32=15,B1,C2@32.28,22.72	63.41	VLOW,VLOW,4=34=11,B2,C2@31.07,17.93	78.48	LOW,OK,12=27=6,OK,C2@35.32,9.68	63.69	VLOW,VLOW,6=30=11,B1,C2@29.93,17.07	63.41	VLOW,VLOW,8=29=11,B1,C3@30.44,17.56	65.35	VLOW,LOW,9=28=9,B1,C2@30.06,15.94	22.80
CLK2	HsaINT0036437	chr1:155268796-155269487	692	chr1:155269488-155269716=155268708-155268795:-	IR	2	SOK,SOK,6.5=151,7=4=269,0.82@5.6,274.4	2.17	OK,OK,2.1=151,1=3=90,0.677@2.04,91.96	1.64	OK,OK,2.8=151,2=1=90,0.677@1.53,91.47	2.2	OK,OK,1.6=151,4=0=89,0.26@2.05,90.95	2.07	SOK,SOK,7.0=151,9=0=213,0.0484@4.6,217.4	1.3	OK,OK,2.5=151,2=0=76,0.364@1.01,76.99	0	OK,OK,1.6=151,0=0=73,0.51@0,73	5.19	OK,OK,2.8=151,7=0=64,0.0949@3.68,67.32	1.37	SOK,SOK,7.7=151,6=0=216,0.0678@3.04,218.96	0	OK,OK,3.0=151,0=0=58,0.364@0,58	2.07	OK,OK,2.1=151,3=0=71,0.364@1.53,72.47	1.69	OK,OK,2.5=151,3=0=87,0.364@1.52,88.48	55.33	SOK,SOK,57.5=151,183=92=111,0.0549@213.57,172.43	43.68	SOK,SOK,17.4=151,48=28=49,0.391@54.6,70.4	55.7	SOK,SOK,16.2=151,61=27=35,0.0796@68.51,54.49	67.27	SOK,SOK,23.9=151,74=37=27,0.219@92.83,45.17	29	SOK,SOK,42.0=151,83=73=191,0.909@100.63,246.37	28.97	OK,OK,5.3=151,19=12=38,0.277@19.99,49.01	25	OK,OK,6.5=151,15=7=33,0.608@13.75,41.25	20	OK,OK,3.7=151,8=6=28,0.76@8.4,33.6	14.29	OK,OK,4.4=151,4=9=39,0.697@7.43,44.57	56.76	OK,OK,10.9=151,19=23=16,0.756@32.92,25.08	31.48	OK,OK,11.1=151,18=16=37,0.904@22.35,48.65	59.2	SOK,SOK,52.6=151,177=119=102,0.0353@235.62,162.38	60.48	SOK,SOK,14.1=151,63=38=33,0.0255@81.04,52.96	58.08	SOK,SOK,13.9=151,50=47=35,0.147@76.67,55.33	59.04	SOK,SOK,24.6=151,64=34=34,0.513@77.93,54.07	29.84	SOK,SOK,36.4=151,92=73=194,0.5@107.13,251.87	28.12	OK,OK,8.6=151,21=15=46,0.655@23.06,58.94	33.96	OK,OK,5.8=151,24=12=35,0.204@24.11,46.89	22.58	OK,OK,5.3=151,9=5=24,0.815@8.58,29.42	19.48	OK,OK,5.1=151,7=8=31,0.863@8.96,37.04	34.12	OK,OK,6.3=151,15=14=28,0.608@19.45,37.55	36.84	OK,OK,5.3=151,16=19=30,0.277@23.95,41.05	-26.37
CLK2	HsaINT0036438	chr1:155268360-155268707	348	chr1:155268708-155268795=155268293-155268359:-	IR	3.93	SOK,SOK,10.7=151,2=25=330,0.00771@14.03,342.97	4.27	SOK,SOK,3.9=151,0=9=101,0.0484@4.7,105.3	2.48	SOK,SOK,3.2=151,0=6=118,0.133@3.08,120.92	5.13	SOK,SOK,3.5=151,2=10=111,0.289@6.31,116.69	6.4	SOK,SOK,11.4=151,4=25=212,0.0532@15.42,225.58	5.06	OK,OK,4.2=151,0=8=75,0.0678@4.2,78.8	5.33	OK,OK,3.7=151,0=9=80,0.0484@4.74,84.26	9.52	OK,OK,3.5=151,4=8=57,0.611@6.57,62.43	8.35	SOK,SOK,12.1=151,3=42=247,0.000288@24.38,267.62	12.99	OK,OK,4.9=151,0=20=67,0.0012@11.3,75.7	6.9	OK,OK,3.0=151,2=10=81,0.289@6.42,86.58	6.16	SOK,SOK,4.2=151,1=12=99,0.0781@6.9,105.1	52	SOK,SOK,79.0=151,127=159=132,0.949@217.36,200.64	47.59	SOK,SOK,28.3=151,40=49=49,0.947@65.67,72.33	53.06	SOK,SOK,25.5=151,47=57=46,0.754@79.59,70.41	55.69	SOK,SOK,25.3=151,40=53=37,0.792@72.4,57.6	33.75	SOK,SOK,40.8=151,76=85=158,0.861@107.66,211.34	26.58	OK,OK,5.6=151,11=10=29,0.814@13.29,36.71	26.83	OK,OK,6.7=151,10=12=30,0.853@13.95,38.05	37.7	LOW,LOW,4.6=151,12=11=19,0.647@15.83,26.17	20.59	OK,OK,5.6=151,7=7=27,0.951@8.44,32.56	51.9	OK,OK,8.8=151,19=22=19,0.611@31.14,28.86	37.04	OK,OK,9.5=151,17=23=34,0.668@27.41,46.59	51.42	SOK,SOK,69.8=151,116=138=120,0.954@192.31,181.69	46.92	SOK,SOK,23.2=151,43=56=56,0.598@72.73,82.27	58.42	OK,OK,17.1=151,28=31=21,0.885@46.74,33.26	52.75	SOK,SOK,29.4=151,45=51=43,0.947@73.32,65.68	28.54	SOK,SOK,41.7=151,68=75=179,0.966@91.9,230.1	27.71	OK,OK,7.2=151,8=15=30,0.724@14.69,38.31	28.57	OK,OK,9.3=151,13=15=35,0.882@18,45	27.27	OK,OK,6.0=151,10=8=24,0.857@11.45,30.55	30.43	OK,OK,5.3=151,9=12=24,0.647@13.69,31.31	27.06	OK,OK,5.3=151,13=10=31,0.588@14.61,39.39	30	OK,OK,8.6=151,15=15=35,0.882@19.5,45.5	-23.60
AMPD2	HsaINT0007724	chr1:109626913-109627174	262	chr1:109626726-109626912=109627175-109627316:+	IR	11.11	OK,OK,1.2=151,0=8=32,0.0678@4.44,35.56	21.43	VLOW,VLOW,0.7=151,0=6=11,0.133@3.64,13.36	4	VLOW,VLOW,0.2=151,0=1=12,0.714@0.52,12.48	5.26	N,N,0.2=151,0=1=9,0.714@0.53,9.47	37.93	LOW,LOW,4.2=151,4=18=18,0.203@15.17,24.83	45.45	N,N,1.4=151,1=9=6,0.173@7.27,8.73	30	N,N,1.6=151,1=5=7,0.452@3.9,9.1	37.5	N,N,1.2=151,2=4=5,0.558@4.12,6.88	9.76	OK,OK,1.6=151,0=8=37,0.0678@4.39,40.61	0	VLOW,VLOW,0.2=151,0=0=10,1@0,10	14.29	LOW,LOW,0.5=151,0=5=15,0.186@2.86,17.14	11.11	VLOW,VLOW,0.9=151,0=3=12,0.364@1.67,13.33	38.09	SOK,SOK,96.9=151,244=151=321,0.507@272.72,443.28	38.61	SOK,SOK,30.1=151,79=43=97,0.452@84.56,134.44	39.09	SOK,SOK,36.4=151,98=56=120,0.371@107.11,166.89	36.39	SOK,SOK,30.4=151,67=52=104,0.737@81.15,141.85	16.97	SOK,SOK,31.8=151,75=55=318,0.665@76.03,371.97	21.9	OK,OK,4.2=151,15=8=41,0.33@14.02,49.98	19.15	OK,OK,3.7=151,13=5=38,0.439@10.72,45.28	7.83	OK,OK,3.5=151,4=5=53,0.831@4.85,57.15	10	OK,OK,2.5=151,7=5=54,0.687@6.6,59.4	16.57	SOK,SOK,7.7=151,12=17=73,0.732@16.9,85.1	24.84	OK,OK,10.2=151,24=15=59,0.626@24.34,73.66	43.95	SOK,SOK,107.5=151,258=145=257,0.678@290.07,369.93	35.01	SOK,SOK,35.9=151,79=46=116,0.776@84.37,156.63	44.74	SOK,SOK,32.7=151,90=46=84,0.376@98.43,121.57	55.47	SOK,SOK,38.9=151,89=53=57,0.72@110.39,88.61	18.3	SOK,SOK,43.8=151,102=66=375,0.698@99.37,443.63	15.9	SOK,SOK,7.2=151,14=17=82,0.625@17.97,95.03	19.51	OK,OK,9.3=151,17=15=66,0.817@19.12,78.88	25	OK,OK,4.6=151,19=5=36,0.277@15,45	15.15	OK,OK,4.9=151,9=6=42,0.815@8.64,48.36	20.65	SOK,SOK,8.8=151,23=15=73,0.566@22.92,88.08	15.56	SOK,SOK,9.0=151,20=8=76,0.594@16.18,87.82	-19.40
KLHL17	HsaINT0088644	chr1:961751-961825	75	chr1:961629-961750=961826-962047:+	IR	5.88	N,N,1.4=26,1=0=8,0.714@0.53,8.47	100	N,N,1.4=26,1=0=0,0.714@1,0	0	N,N,0.0=26,0=0=5,1@0,5	0	N,N,0.0=26,0=0=3,1@0,3	11.11	N,N,1.4=26,0=2=8,0.51@1.11,8.89	0	N,N,0.0=26,0=0=2,1@0,2	11.11	N,N,1.4=26,0=1=4,0.714@0.56,4.44	20	N,N,0.0=26,0=1=2,0.714@0.6,2.4	0	LOW,LOW,0.0=26,0=0=17,1@0,17	0	N,N,0.0=26,0=0=6,1@0,6	0	N,N,0.0=26,0=0=5,1@0,5	0	N,N,0.0=26,0=0=6,1@0,6	30.43	SOK,SOK,87.5=26,34=50=96,0.477@54.77,125.23	34.94	OK,OK,25.6=26,8=21=27,0.331@19.57,36.43	34.07	OK,OK,32.3=26,15=16=30,0.752@20.78,40.22	23.53	OK,OK,29.6=26,11=13=39,0.48@14.82,48.18	8.4	SOK,SOK,21.5=26,7=13=109,0.384@10.84,118.16	9.09	OK,OK,6.7=26,2=3=25,0.501@2.73,27.27	3.03	LOW,LOW,0.0=26,0=1=16,0.714@0.52,16.48	17.65	N,N,4.0=26,1=2=7,0.558@1.76,8.23	11.11	VLOW,VLOW,4.0=26,1=2=12,0.558@1.67,13.33	9.09	OK,OK,5.4=26,3=2=25,0.679@2.73,27.27	5.88	OK,OK,1.4=26,0=3=24,0.364@1.59,25.41	21.27	SOK,SOK,59.2=26,29=38=124,0.848@40.63,150.37	19.1	OK,OK,17.5=26,5=12=36,0.32@10.12,42.88	18.37	OK,OK,13.5=26,8=10=40,0.884@10.65,47.35	25	OK,OK,28.3=26,16=16=48,0.903@20,60	8.53	SOK,SOK,32.3=26,9=16=134,0.225@13.56,145.44	10.45	OK,OK,6.7=26,2=5=30,0.501@3.87,33.13	6.33	OK,OK,6.7=26,2=3=37,0.501@2.66,39.34	7.69	VLOW,VLOW,2.7=26,1=1=12,0.677@1.08,12.92	7.69	LOW,LOW,4.0=26,1=2=18,0.558@1.61,19.39	15.79	LOW,LOW,8.1=26,1=5=16,0.223@3.47,18.53	4.55	OK,OK,4.0=26,2=0=21,0.26@1.05,21.95	-22.10
KLHL17	HsaINT0088646	chr1:962472-962703	232	chr1:962355-962471=962704-962917:+	IR	0	N,N,0.5=151,0=0=6,1@0,6	0	N,N,0.5=151,0=0=1,1@0,1	0	N,N,0.0=151,0=0=4,1@0,4	0	N,N,0.0=151,0=0=1,1@0,1	16.67	VLOW,VLOW,0.7=151,1=3=10,0.677@2.33,11.67	33.33	N,N,0.5=151,0=3=3,0.364@2,4	0	N,N,0.0=151,0=0=6,1@0,6	33.33	N,N,0.2=151,1=0=1,0.714@0.67,1.33	9.09	VLOW,VLOW,0.7=151,0=2=10,0.51@1.09,10.91	20	N,N,0.2=151,0=1=2,0.714@0.6,2.4	0	N,N,0.2=151,0=0=4,1@0,4	11.11	N,N,0.2=151,0=1=4,0.714@0.56,4.44	41.94	SOK,SOK,31.5=151,73=83=108,0.477@110.72,153.28	50.59	OK,OK,6.3=151,16=27=21,0.127@32.38,31.62	39.31	SOK,SOK,12.1=151,29=28=44,0.616@39.7,61.3	39.44	OK,OK,13.2=151,28=28=43,0.736@39.05,59.95	34.72	SOK,SOK,17.1=151,43=56=93,0.193@66.68,125.38	33.33	LOW,LOW,2.5=151,11=5=16,0.4@10.67,21.33	24.53	OK,OK,2.5=151,4=9=20,0.537@8.09,24.91	42.86	VLOW,VLOW,2.8=151,6=9=10,0.537@10.71,14.29	24.14	VLOW,VLOW,0.9=151,2=5=11,0.452@4.35,13.65	38.14	LOW,LOW,4.4=151,8=13=17,0.439@14.5,23.52	41.5	LOW,LOW,3.9=151,12=15=19,0.33@19.1,26.93	45.69	SOK,SOK,30.8=151,75=68=85,0.608@104.17,123.83	40.38	OK,OK,9.0=151,24=18=31,0.522@29.48,43.52	49.4	OK,OK,10.0=151,22=19=21,0.709@30.63,31.37	47.62	OK,OK,11.8=151,29=31=33,0.538@44.29,48.71	22.48	SOK,SOK,16.7=151,23=46=119,0.452@42.26,145.74	15.15	OK,OK,3.2=151,1=9=28,0.173@5.76,32.24	28.81	OK,OK,4.4=151,9=8=21,0.697@10.95,27.05	26.09	LOW,LOW,1.9=151,2=10=17,0.289@7.57,21.43	8.33	OK,OK,0.9=151,2=2=22,0.802@2.17,23.83	23.4	LOW,LOW,2.8=151,5=6=18,0.762@6.79,22.21	36.59	VLOW,VLOW,3.5=151,4=11=13,0.4@10.25,17.75	-20.05
PLK3	HsaINT0127646	chr1:44804780-44805265	486	chr1:44804650-44804779=44805266-44805379:+	IR	47.06	N,N,16.4=79,3=2=3,0.0766@3.92,4.41	20	N,N,6.2=79,1=0=2,0.133@0.6,2.4	100	N,N,5.8=79,1=1=0,0.36@2.17,0	52	N,N,4.4=79,1=1=1,0.558@1.65,1.52	72.31	N,N,19.1=79,4=10=3,0.17@13.5,5.17	100	N,N,6.7=79,1=2=0,0.285@3.33,0	62.5	N,N,8.4=79,2=4=2,0.422@5.42,3.25	73.91	N,N,4.0=79,1=4=1,0.452@4.93,1.74	52.63	N,N,15.1=79,2=4=3,0.0969@5.09,4.58	53.85	N,N,4.4=79,0=2=1,0.26@1.79,1.54	20	N,N,4.0=79,1=0=2,0.26@0.6,2.4	100	N,N,6.7=79,1=2=0,0.285@3.33,0	28.91	SOK,SOK,34.1=79,34=35=92,0.999@48.23,118.6	39.24	VLOW,VLOW,8.4=79,5=9=12,0.762@10.79,16.71	23.64	OK,OK,12.0=79,14=14=49,0.966@18.75,60.58	31.87	OK,OK,13.7=79,15=12=31,0.993@19.12,40.88	17.66	SOK,SOK,38.1=79,19=19=96,0.828@24.22,112.94	5.99	LOW,LOW,4.0=79,1=1=17,0.558@1.15,18.02	18.99	LOW,LOW,4.0=79,4=3=16,0.952@4.46,19.04	18.45	VLOW,VLOW,3.5=79,4=2=14,0.77@3.75,16.58	15.49	LOW,LOW,5.3=79,2=3=15,0.679@3.18,17.32	37.74	VLOW,VLOW,10.2=79,4=8=11,0.631@9.18,15.15	12.1	OK,OK,11.1=79,4=2=23,0.235@3.55,25.78	24	SOK,SOK,36.3=79,13=30=76,0.446@29.76,94.24	6.7	OK,OK,8.0=79,3=1=29,0.223@2.22,30.94	33.98	LOW,LOW,12.0=79,7=9=17,0.853@11.72,22.78	30.5	OK,OK,16.4=79,3=20=30,0.0365@17.18,39.15	13.98	SOK,SOK,37.6=79,26=22=159,0.986@29.45,181.22	13.7	OK,OK,5.8=79,4=8=42,0.697@7.58,47.75	7.88	OK,OK,6.2=79,3=3=38,0.762@3.51,40.99	20.88	OK,OK,5.8=79,8=4=24,0.863@7.66,29.01	12.62	OK,OK,9.3=79,4=4=30,0.697@4.88,33.79	18.05	VLOW,VLOW,6.2=79,5=1=14,0.36@3.64,16.53	16.46	VLOW,VLOW,4.4=79,2=2=11,0.77@2.52,12.81	-16.65
MSTO1	HsaINT1023654	chr1:155612571-155612843	273	chr1:155612418-155612570=155612844-155612975:+	IR	12.2	LOW,LOW,2.1=151,5=0=18,0.186@2.81,20.19	12	VLOW,VLOW,0.9=151,3=0=11,0.364@1.68,12.32	0	N,N,0.5=151,0=0=3,1@0,3	20	N,N,0.7=151,2=0=4,0.51@1.2,4.8	31.29	N,N,0.5=151,2=4=7,0.26@4.19,9.19	26.72	N,N,0.0=151,0=2=3,0.51@1.39,3.8	35.35	N,N,0.2=151,0=2=2,0.51@1.48,2.71	33.33	N,N,0.2=151,2=0=2,0.51@1.33,2.67	21.61	LOW,LOW,1.4=151,5=4=17,0.452@5.7,20.68	0	N,N,0.0=151,0=0=3,1@0,3	15.04	N,N,0.5=151,1=2=9,0.51@1.83,10.35	38.22	N,N,0.9=151,4=2=5,0.558@4.28,6.91	32.84	SOK,SOK,41.7=151,110=131=259,0.0436@168.23,344.05	29.98	SOK,SOK,8.8=151,29=33=76,0.132@42.3,98.79	34.66	SOK,SOK,13.7=151,43=47=89,0.13@63.57,119.84	33.28	SOK,SOK,19.2=151,38=51=94,0.316@62.49,125.29	20.54	SOK,SOK,24.6=151,71=76=298,0.126@92.89,359.33	23.94	OK,OK,4.9=151,10=11=35,0.647@13.65,43.38	24.5	OK,OK,2.3=151,12=14=42,0.0969@17,52.4	12.7	OK,OK,1.9=151,6=11=62,0.19@10.16,69.87	15.4	OK,OK,3.7=151,8=7=43,0.76@9.03,49.62	22.71	SOK,SOK,5.6=151,17=21=68,0.236@24.52,83.45	24.48	OK,OK,6.3=151,18=12=48,0.449@19.37,59.76	31.55	SOK,SOK,55.6=151,133=149=321,0.182@194.65,422.32	29.74	SOK,SOK,15.1=151,43=35=96,0.385@52.72,124.56	30.62	SOK,SOK,18.3=151,33=57=108,0.14@62.26,141.08	33.78	SOK,SOK,22.2=151,57=57=117,0.364@79.84,156.51	16.74	SOK,SOK,34.8=151,85=73=410,0.602@96.23,478.61	12.28	SOK,SOK,7.4=151,11=14=94,0.724@14.77,105.54	16.41	SOK,SOK,7.0=151,15=15=80,0.675@18.28,93.12	14.39	OK,OK,4.4=151,11=9=62,0.565@11.92,70.92	17.3	OK,OK,6.0=151,15=10=62,0.608@15.21,72.72	23.89	OK,OK,4.6=151,17=12=48,0.367@18.66,59.46	19.1	OK,OK,5.3=151,16=13=64,0.418@18,76.22	-15.41
FAM229A	HsaINT0092723	chr1:32361536-32361729	194	chr1:32361730-32361876=32361270-32361535:-	IR	71.43	N,N,0.7=145,2=3=1,0.677@4.29,1.71	100	N,N,0.2=145,1=0=0,0.714@1,0	60	N,N,0.2=145,0=3=1,0.364@2.4,1.6	100	N,N,0.2=145,1=0=0,0.714@1,0	50	N,N,0.7=145,1=1=1,0.918@1.5,1.5	33.33	N,N,0.2=145,1=0=1,0.714@0.67,1.33	100	N,N,0.5=145,0=1=0,0.714@1,0	NA	N,N,0.0=145,0=0=0,1@NaN,NaN	42.86	N,N,0.7=145,2=1=2,0.802@2.14,2.86	100	N,N,0.2=145,1=0=0,0.714@1,0	33.33	N,N,0.2=145,1=0=1,0.714@0.67,1.33	33.33	N,N,0.2=145,0=1=1,0.714@0.67,1.33	40.66	SOK,SOK,19.6=145,27=47=54,0.649@52.04,75.96	30	OK,OK,5.5=145,9=9=21,0.894@11.7,27.3	44.26	LOW,LOW,6.5=145,13=14=17,0.77@19.47,24.53	47.54	LOW,LOW,7.5=145,5=24=16,0.124@21.39,23.61	21.7	SOK,SOK,14.7=145,25=26=92,0.902@31.03,111.97	35.71	N,N,3.1=145,6=4=9,0.762@6.78,12.22	30.43	LOW,LOW,4.1=145,5=9=16,0.697@9.13,20.87	15.56	LOW,LOW,2.4=145,5=2=19,0.679@4.05,21.95	27.27	VLOW,VLOW,2.4=145,6=3=12,0.588@5.73,15.27	16.67	OK,OK,1.4=145,1=7=20,0.285@4.67,23.33	8.57	LOW,LOW,1.2=145,2=1=16,0.802@1.63,17.37	32.32	SOK,SOK,13.8=145,18=46=67,0.228@42.34,88.66	30.3	OK,OK,4.1=145,7=13=23,0.439@13.03,29.97	26.47	OK,OK,4.1=145,5=13=25,0.439@11.38,31.62	40.62	LOW,LOW,5.5=145,6=20=19,0.354@18.28,26.72	12.56	SOK,SOK,7.5=145,8=19=94,0.525@15.2,105.8	8.57	LOW,LOW,1.2=145,1=2=16,0.802@1.63,17.37	6.67	OK,OK,0.2=145,0=3=21,0.364@1.6,22.4	14.29	LOW,LOW,1.9=145,1=5=18,0.452@3.43,20.57	16.13	VLOW,VLOW,1.7=145,1=4=13,0.558@2.9,15.1	22.58	VLOW,VLOW,1.4=145,3=4=12,0.558@4.29,14.71	9.68	VLOW,VLOW,1.0=145,2=1=14,0.802@1.65,15.35	-27.61
