GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
ATAD5	HsaALTA1047989-2/2	chr17:30844835-30844916	34	chr17:30844039,30844869+30844835-30844916	Alt3	83.62	VLOW,VLOW,94.82,14=17=1,C1@14.22,2.78	83.11	N,N,92.21,9=11=1,C1@9.14,1.86	76.64	N,N,100.00,3=4=0,S@3.07,0.93	100.00	N,N,100.00,2=2=0,S@2.00,0.00	100.00	N,N,100.00,5=5=0,S@5.00,0.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	VLOW,VLOW,94.25,15=15=1,S@15.00,0.00	100.00	N,N,100.00,6=6=0,S@6.00,0.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	100.00	N,N,86.78,6=6=1,S@6.00,0.00	98.58	SOK,SOK,97.24,127=129=4,S@127.17,1.83	100.00	OK,OK,100.00,42=42=0,S@42.00,0.00	95.52	OK,OK,95.71,39=41=2,S@39.16,1.84	100.00	OK,OK,95.73,41=41=2,S@41.00,0.00	100.00	LOW,LOW,84.91,36=36=7,S@36.00,0.00	100.00	N,N,88.45,7=7=1,S@7.00,0.00	100.00	N,N,81.40,4=4=1,S@4.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	NA	N,N,NA,0=0=0,S@0,0	100.00	N,N,91.62,10=10=1,S@10.00,0.00	100.00	N,N,78.04,13=13=4,S@13.00,0.00	100.00	OK,SOK,92.85,95=95=8,S@95.00,0.00	100.00	LOW,LOW,100.00,29=29=0,S@29.00,0.00	100.00	LOW,LOW,93.66,27=27=2,S@27.00,0.00	100.00	LOW,OK,87.67,39=39=6,S@39.00,0.00	100.00	OK,OK,97.87,42=42=1,S@42.00,0.00	100.00	N,VLOW,100.00,14=14=0,S@14.00,0.00	100.00	N,N,84.54,5=5=1,S@5.00,0.00	NA	N,N,NA,0=0=0,S@0,0	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	N,N,100.00,10=10=0,S@10.00,0.00	100.00	N,N,100.00,12=12=0,S@12.00,0.00	16.38
ATAD5	HsaALTA1047993-2/2	chr17:30877416-30877549	23	chr17:30876550,30877439+30877416-30877549	Alt3	81.84	VLOW,VLOW,100.00,14=17=0,C1@13.91,3.09	88.21	N,N,100.00,8=9=0,S@7.94,1.06	100.00	N,N,100.00,5=5=0,S@5.00,0.00	66.25	N,N,100.00,4=6=0,C1@3.97,2.03	100.00	VLOW,VLOW,100.00,15=15=0,S@15.00,0.00	100.00	N,N,100.00,7=7=0,S@7.00,0.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	100.00	VLOW,VLOW,100.00,18=18=0,S@18.00,0.00	100.00	N,N,100.00,7=7=0,S@7.00,0.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	100.00	N,N,100.00,7=7=0,S@7.00,0.00	93.02	SOK,SOK,100.00,171=183=0,S@170.23,12.77	91.81	OK,OK,100.00,60=65=0,S@59.68,5.32	93.13	OK,OK,100.00,58=62=0,S@57.74,4.26	94.39	OK,OK,100.00,54=57=0,S@53.80,3.20	94.19	OK,OK,100.00,52=55=0,S@51.80,3.20	100.00	N,N,100.00,3=3=0,S@3.00,0.00	100.00	N,N,100.00,11=11=0,S@11.00,0.00	100.00	N,N,100.00,12=12=0,S@12.00,0.00	100.00	N,N,100.00,7=7=0,S@7.00,0.00	89.35	N,N,100.00,9=10=0,C1@8.93,1.07	82.39	N,N,100.00,10=12=0,S@9.89,2.11	94.43	SOK,SOK,100.00,127=134=0,S@126.54,7.46	95.37	OK,OK,100.00,44=46=0,S@43.87,2.13	92.21	OK,OK,100.00,38=41=0,S@37.81,3.19	95.46	OK,OK,100.00,45=47=0,S@44.87,2.13	94.58	OK,OK,100.00,56=59=0,S@55.80,3.20	84.88	N,VLOW,100.00,12=14=0,S@11.88,2.12	100.00	VLOW,VLOW,100.00,18=18=0,C1@18.00,0.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	100.00	N,N,100.00,5=5=0,S@5.00,0.00	100.00	N,N,100.00,11=11=0,S@11.00,0.00	86.70	N,N,100.00,7=8=0,C1@6.94,1.06	18.16
SH2B1	HsaALTA0007750-1/2	chr16:28867374-28867432	0	chr16:28867033,28867374+28867331-28867432	Alt3	9.21	SOK,SOK,99.08,10=108=1,S@9.95,98.05	10.42	OK,OK,100.00,5=48=0,S@5.00,43.00	12.42	LOW,LOW,100.00,4=32=0,S@3.97,28.03	3.47	LOW,LOW,96.55,1=28=1,S@0.97,27.03	10.04	OK,OK,100.00,9=90=0,C1@9.04,80.96	11.27	LOW,LOW,100.00,4=36=0,C1@4.06,31.94	7.41	LOW,LOW,100.00,2=27=0,S@2.00,25.00	9.60	LOW,LOW,100.00,3=31=0,C1@2.98,28.02	32.88	SOK,SOK,99.09,35=106=1,C2@34.85,71.15	35.22	LOW,LOW,96.95,11=31=1,C2@10.92,20.08	44.72	LOW,LOW,100.00,13=29=0,C2@12.97,16.03	23.87	OK,OK,100.00,11=46=0,C1@10.98,35.02	4.55	SOK,SOK,99.66,26=571=2,S@25.98,545.02	1.92	SOK,SOK,99.54,4=208=1,S@3.99,204.01	5.32	SOK,SOK,99.49,10=188=1,S@10.00,178.00	6.86	SOK,SOK,100.00,12=175=0,S@12.01,163.00	2.93	SOK,SOK,100.00,19=649=0,S@19.02,629.98	4.41	OK,OK,100.00,4=92=0,S@4.06,87.94	2.06	OK,OK,100.00,2=97=0,S@2.00,95.00	3.28	SOK,SOK,100.00,4=122=0,S@4.00,118.00	1.01	OK,OK,100.00,1=96=0,S@0.97,95.03	2.22	SOK,SOK,100.00,3=134=0,S@2.97,131.03	4.63	SOK,SOK,100.00,5=108=0,S@5.00,103.00	3.27	SOK,SOK,99.51,13=398=2,S@13.01,384.99	3.64	SOK,SOK,100.00,6=165=0,S@6.01,158.99	3.88	SOK,SOK,99.23,5=129=1,S@5.01,123.99	1.92	SOK,SOK,99.07,2=104=1,S@2.00,102.00	4.51	SOK,SOK,100.00,23=508=0,S@22.91,485.09	2.59	OK,OK,100.00,2=76=0,S@1.97,74.03	2.35	OK,OK,100.00,2=84=0,S@1.97,82.03	7.72	OK,OK,100.00,7=90=0,C1@6.95,83.05	4.77	OK,OK,100.00,4=84=0,S@4.01,79.99	4.40	OK,OK,100.00,4=91=0,S@4.00,87.00	5.00	OK,OK,100.00,4=80=0,S@4.00,76.00	23.67
IST1	HsaALTA0004511-1/2	chr16:71924773-71924817	0	chr16:71922680,71924773+71924769-71924817	Alt3	12.91	LOW,LOW,92.77,4=38=2,C1@4.91,33.09	0.00	N,N,85.54,0=9=1,S@0.00,9.00	18.97	VLOW,VLOW,91.34,2=15=1,C1@2.85,12.15	14.26	N,N,100.00,2=14=0,C1@2.00,12.00	39.72	OK,OK,95.61,11=51=2,C2@20.26,30.74	40.35	N,VLOW,100.00,4=13=0,C2@5.25,7.75	15.98	VLOW,VLOW,92.60,2=18=1,C1@2.88,15.12	48.91	VLOW,LOW,95.86,5=23=1,C2@11.25,11.75	38.79	LOW,OK,97.17,7=39=1,C2@15.13,23.87	23.33	N,N,100.00,2=12=0,C2@2.80,9.20	54.52	N,VLOW,100.00,2=13=0,C3@7.09,5.91	25.20	VLOW,VLOW,91.34,3=15=1,C1@3.78,11.22	75.48	SOK,SOK,91.46,138=435=85,C3@328.34,106.66	83.75	SOK,SOK,91.32,53=135=36,C3@113.06,21.94	77.53	SOK,SOK,94.05,55=161=22,C3@124.82,36.18	53.32	SOK,SOK,86.88,29=138=27,C3@73.58,64.42	49.34	SOK,SOK,82.97,73=304=68,C2@149.99,154.01	46.02	OK,OK,87.49,12=56=8,C2@25.77,30.23	64.56	OK,OK,85.61,13=45=11,C3@29.05,15.95	34.16	OK,OK,78.90,8=48=12,C2@16.40,31.60	40.64	OK,OK,78.57,9=43=12,C2@17.48,25.52	42.64	OK,OK,88.61,16=61=8,C2@26.01,34.99	60.32	OK,OK,78.62,15=49=16,C3@29.56,19.44	67.86	SOK,SOK,90.90,100=347=55,C3@235.47,111.53	66.30	SOK,SOK,89.92,33=135=23,C3@89.50,45.50	78.76	SOK,SOK,93.45,43=115=17,C3@90.57,24.43	40.56	OK,SOK,86.32,20=92=15,C2@37.32,54.68	52.68	SOK,SOK,82.26,68=293=74,C3@154.35,138.65	43.76	OK,OK,72.47,13=63=25,C2@27.57,35.43	49.72	OK,OK,74.78,13=53=19,C3@26.35,26.65	15.81	LOW,LOW,75.14,5=37=9,C1@5.85,31.15	24.59	LOW,LOW,82.12,6=34=6,C2@8.36,25.64	66.76	OK,OK,88.88,17=44=7,C3@29.37,14.63	71.20	OK,SOK,92.92,15=57=8,C3@40.58,16.42	25.88
PLCXD1	HsaALTA1049955-3/3	chrX:281431-281684	179	chrX:276394,281610+281482+281431-281684	Alt3	3.65	LOW,LOW,96.58,1=29=1,C2@1.06,27.94	0.00	N,N,100.00,0=13=0,C2@0.00,13.00	13.16	N,N,100.00,1=8=0,C1@1.05,6.95	0.00	N,N,87.18,0=7=1,C3@0.00,7.00	23.26	VLOW,VLOW,81.58,4=18=4,C2@4.19,13.81	17.50	N,N,85.48,1=6=1,C1@1.05,4.95	0.00	N,N,74.45,0=3=1,S@0.00,3.00	28.46	N,N,84.45,3=11=2,C2@3.13,7.87	23.26	LOW,LOW,81.58,6=27=6,C2@6.28,20.72	26.12	N,N,92.21,3=12=1,C2@3.13,8.87	0.00	N,N,61.82,0=5=3,C1@0.00,5.00	31.25	N,N,83.18,3=10=2,C2@3.12,6.88	0.00	OK,OK,54.40,0=97=79,C1@0.00,97.00	0.00	LOW,LOW,53.13,0=35=30,C1@0.00,35.00	0.00	LOW,LOW,57.92,0=34=24,C1@0.00,34.00	0.00	LOW,LOW,51.00,0=30=28,S@0.00,30.00	0.92	SOK,SOK,60.82,1=115=72,C1@1.06,113.94	3.65	LOW,LOW,75.83,1=29=9,S@1.06,27.94	0.00	N,N,43.04,0=14=18,S@0.00,14.00	0.00	VLOW,VLOW,81.04,0=22=5,C2@0.00,22.00	0.00	VLOW,VLOW,58.76,0=22=15,C1@0.00,22.00	0.00	VLOW,VLOW,57.36,0=18=13,C2@0.00,18.00	0.00	N,N,49.28,0=14=14,C1@0.00,14.00	0.00	SOK,SOK,64.26,0=124=67,C1@0.00,124.00	0.00	OK,OK,67.98,0=59=27,C1@0.00,59.00	0.00	LOW,LOW,54.38,0=27=22,S@0.00,27.00	0.00	LOW,LOW,63.62,0=36=20,C1@0.00,36.00	2.35	OK,OK,53.20,2=90=77,C1@2.12,87.89	0.00	VLOW,VLOW,49.28,0=20=20,C1@0.00,20.00	0.00	VLOW,VLOW,50.63,0=19=18,S@0.00,19.00	8.12	N,N,51.39,1=13=12,C1@1.06,11.94	8.79	N,N,43.85,1=12=15,C1@1.05,10.95	0.00	N,N,42.77,0=10=13,C1@0.00,10.00	0.00	VLOW,VLOW,60.02,0=17=11,C1@0.00,17.00	19.61
CEP57L1	HsaALTA0001336-1/2	chr6:109150910-109151008	0	chr6:109150239,109150910+109150907-109151008	Alt3	53.33	OK,OK,100.00,24=45=0,S@24.00,21.00	41.67	N,N,100.00,5=12=0,S@5.00,7.00	50.00	N,VLOW,100.00,7=14=0,S@7.00,7.00	63.16	VLOW,VLOW,100.00,12=19=0,S@12.00,7.00	69.64	OK,OK,96.75,39=56=2,S@39.00,17.00	77.78	VLOW,VLOW,95.03,14=18=1,S@14.00,4.00	36.36	N,N,92.12,4=11=1,S@4.00,7.00	78.57	LOW,LOW,100.00,22=28=0,S@22.00,6.00	72.22	LOW,LOW,100.00,26=36=0,S@26.00,10.00	81.82	N,N,100.00,9=11=0,S@9.00,2.00	69.23	N,N,100.00,9=13=0,S@9.00,4.00	66.67	N,N,100.00,8=12=0,S@8.00,4.00	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	50.00	N,N,100.00,1=2=0,S@1.00,1.00	50.00	N,N,100.00,1=2=0,S@1.00,1.00	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=1=0,S@0.00,1.00	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=1=0,S@0.00,1.00	NA	N,N,NA,0=0=0,S@0,0	18.89
EP400	HsaALTA1050413-1/2	chr12:132066795-132066969	0	chr12:132064886,132066795+132066774-132066969	Alt3	5.12	VLOW,VLOW,86.68,1=19=3,S@0.97,18.03	0.00	N,N,89.17,0=8=1,S@0.00,8.00	0.00	N,N,87.81,0=7=1,S@0.00,7.00	24.46	N,N,80.35,1=4=1,S@0.98,3.02	0.00	N,N,76.99,0=13=4,S@0.00,13.00	0.00	N,N,60.69,0=3=2,S@0.00,3.00	0.00	N,N,67.31,0=2=1,S@0.00,2.00	0.00	N,N,89.17,0=8=1,S@0.00,8.00	26.10	VLOW,VLOW,65.70,4=15=8,S@3.92,11.08	36.82	N,N,80.29,3=8=2,S@2.95,5.05	0.00	N,N,50.72,0=2=2,S@0.00,2.00	19.54	N,N,56.13,1=5=4,S@0.98,4.02	29.14	SOK,SOK,99.77,127=427=1,S@124.43,302.57	26.98	SOK,SOK,100.00,35=127=0,S@34.26,92.74	31.04	SOK,SOK,99.46,57=180=1,S@55.87,124.13	29.06	SOK,SOK,100.00,35=118=0,S@34.29,83.71	29.22	SOK,SOK,99.64,82=275=1,S@80.36,194.64	37.25	LOW,LOW,100.00,11=29=0,S@10.80,18.20	20.57	VLOW,VLOW,95.11,4=19=1,S@3.91,15.09	21.51	OK,OK,100.00,11=50=0,S@10.76,39.24	26.70	OK,OK,100.00,12=44=0,S@11.75,32.25	30.96	OK,OK,100.00,18=57=0,S@17.65,39.35	33.56	OK,OK,100.00,26=76=0,S@25.51,50.49	27.61	SOK,SOK,100.00,86=305=0,S@84.21,220.79	25.16	SOK,SOK,100.00,36=140=0,S@35.22,104.78	37.55	SOK,SOK,100.00,39=102=0,S@38.30,63.70	17.90	OK,OK,100.00,11=60=0,S@10.74,49.26	23.01	SOK,SOK,99.68,72=306=1,S@70.41,235.59	31.92	OK,OK,100.00,14=43=0,S@13.73,29.27	31.51	OK,OK,100.00,18=56=0,S@17.65,38.35	11.94	OK,OK,100.00,6=49=0,S@5.85,43.15	24.46	LOW,LOW,97.35,9=36=1,C1@8.81,27.19	16.78	OK,OK,100.00,11=64=0,S@10.74,53.26	23.61	OK,OK,100.00,14=58=0,S@13.69,44.31	20.98
CBX6	HsaALTA0001521-1/2	chr22:-38867147	0	chr22:38871480,-38867147+38867201	Alt3	5.26	VLOW,VLOW,100.00,1=19=0,S@1.00,18.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	0.00	N,N,100.00,0=10=0,S@0.00,10.00	25.00	N,N,100.00,1=4=0,S@1.00,3.00	23.53	VLOW,VLOW,100.00,4=17=0,S@4.00,13.00	28.57	N,N,100.00,2=7=0,S@2.00,5.00	50.00	N,N,100.00,2=4=0,S@2.00,2.00	0.00	N,N,100.00,0=6=0,S@0.00,6.00	23.53	VLOW,VLOW,100.00,4=17=0,S@4.00,13.00	33.33	N,N,100.00,1=3=0,S@1.00,2.00	25.00	N,N,100.00,1=4=0,S@1.00,3.00	20.00	N,N,100.00,2=10=0,S@2.00,8.00	7.47	SOK,SOK,100.00,13=174=0,S@13.00,161.00	7.14	OK,OK,100.00,3=42=0,S@3.00,39.00	3.80	OK,OK,100.00,3=79=0,S@3.00,76.00	13.21	OK,OK,100.00,7=53=0,S@7.00,46.00	5.71	SOK,SOK,100.00,8=140=0,S@7.99,132.01	0.00	VLOW,VLOW,100.00,0=15=0,S@0.00,15.00	10.00	VLOW,VLOW,100.00,2=20=0,S@2.00,18.00	13.64	VLOW,VLOW,100.00,3=22=0,S@3.00,19.00	4.35	VLOW,VLOW,100.00,1=23=0,S@1.00,22.00	3.57	LOW,LOW,100.00,1=28=0,S@1.00,27.00	3.22	LOW,LOW,100.00,1=31=0,S@1.00,30.00	5.31	SOK,SOK,100.00,12=226=0,S@12.00,214.00	2.33	OK,OK,100.00,2=86=0,S@2.00,84.00	2.90	OK,OK,100.00,2=69=0,S@2.00,67.00	11.59	OK,OK,100.00,8=69=0,S@8.00,61.00	11.69	SOK,SOK,100.00,18=154=0,S@18.00,136.00	3.03	LOW,LOW,100.00,1=33=0,S@1.00,32.00	9.68	LOW,LOW,100.00,3=31=0,S@3.00,28.00	22.22	N,N,100.00,2=9=0,S@2.00,7.00	4.55	VLOW,VLOW,100.00,1=22=0,S@1.00,21.00	14.81	LOW,LOW,100.00,4=27=0,S@4.00,23.00	21.88	LOW,LOW,100.00,7=32=0,S@7.00,25.00	18.27
KIRREL	HsaALTA0004603-1/2	chr1:158089502-158089628	0	chr1:158088454,158089502+158089454-158089628	Alt3	44.44	VLOW,VLOW,94.74,8=18=1,S@8.00,10.00	66.67	N,N,100.00,4=6=0,S@4.00,2.00	40.00	N,N,100.00,2=5=0,S@2.00,3.00	28.57	N,N,87.50,2=7=1,S@2.00,5.00	10.00	LOW,LOW,96.77,3=30=1,S@3.00,27.00	15.38	N,N,92.86,2=13=1,S@2.00,11.00	0.00	N,N,100.00,0=7=0,S@0.00,7.00	10.00	N,N,100.00,1=10=0,S@1.00,9.00	73.91	VLOW,VLOW,100.00,17=23=0,S@17.00,6.00	88.89	N,N,100.00,8=9=0,S@8.00,1.00	60.00	N,N,100.00,3=5=0,S@3.00,2.00	66.67	N,N,100.00,6=9=0,S@6.00,3.00	0.00	N,N,100.00,0=2=0,S@0.00,2.00	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=2=0,S@0.00,2.00	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	29.47
RBM33	HsaALTA0007058-2/2	chr7:155763809-155764018	3	chr7:155745602,155763812+155763809-155764018	Alt3	33.93	OK,OK,79.74,20=59=15,S@20.02,38.98	33.33	N,N,75.00,4=12=4,S@4.00,8.00	30.43	VLOW,VLOW,74.19,7=23=8,S@7.00,16.00	36.08	LOW,LOW,89.30,9=25=3,C1@9.02,15.98	31.48	OK,OK,87.26,28=89=13,S@28.02,60.98	23.31	OK,OK,95.56,10=43=2,S@10.02,32.98	31.58	VLOW,VLOW,86.36,6=19=3,S@6.00,13.00	44.44	LOW,LOW,77.14,12=27=8,S@12.00,15.00	55.90	OK,OK,83.96,38=68=13,S@38.01,29.99	38.10	VLOW,VLOW,84.00,8=21=4,S@8.00,13.00	69.60	VLOW,VLOW,92.01,16=23=2,S@16.01,6.99	58.33	VLOW,VLOW,77.42,14=24=7,S@14.00,10.00	36.50	SOK,SOK,98.01,108=296=6,S@108.04,187.96	28.87	OK,OK,100.00,28=97=0,S@28.00,69.00	41.63	SOK,SOK,95.77,47=113=5,S@47.04,65.96	38.82	OK,OK,98.84,33=85=1,S@33.00,52.00	41.26	SOK,SOK,98.16,66=160=3,S@66.02,93.98	38.89	VLOW,VLOW,100.00,7=18=0,S@7.00,11.00	53.33	VLOW,VLOW,100.00,8=15=0,S@8.00,7.00	16.00	LOW,LOW,100.00,4=25=0,S@4.00,21.00	31.25	VLOW,VLOW,100.00,5=16=0,S@5.00,11.00	53.36	OK,OK,93.75,24=45=3,S@24.01,20.99	43.18	OK,OK,100.00,19=44=0,S@19.00,25.00	41.51	SOK,SOK,95.93,88=212=9,S@88.00,124.00	50.00	OK,OK,100.00,39=78=0,S@39.00,39.00	34.56	OK,OK,90.17,19=55=6,S@19.01,35.99	41.08	OK,OK,96.05,30=73=3,S@29.99,43.01	39.39	SOK,SOK,100.00,65=165=0,S@64.99,100.01	30.95	OK,OK,100.00,13=42=0,S@13.00,29.00	41.03	LOW,LOW,100.00,16=39=0,S@16.00,23.00	35.29	VLOW,VLOW,100.00,6=17=0,S@6.00,11.00	36.36	N,N,100.00,4=11=0,S@4.00,7.00	54.17	VLOW,VLOW,100.00,13=24=0,S@13.00,11.00	40.62	LOW,LOW,100.00,13=32=0,S@13.00,19.00	21.97
SP140L	HsaALTA1051250-2/2	chr2:230400955-230401053	27	chr2:230400242,230400982+230400955-230401053	Alt3	78.38	LOW,LOW,97.37,29=37=1,S@29.00,8.00	90.00	N,N,90.91,9=10=1,S@9.00,1.00	75.00	N,N,100.00,9=12=0,S@9.00,3.00	73.33	VLOW,VLOW,100.00,11=15=0,S@11.00,4.00	96.36	OK,OK,98.21,53=55=1,S@53.00,2.00	95.45	VLOW,VLOW,95.65,21=22=1,S@21.00,1.00	94.74	VLOW,VLOW,100.00,18=19=0,S@18.00,1.00	100.00	N,N,100.00,14=14=0,S@14.00,0.00	95.24	OK,OK,100.00,40=42=0,S@40.00,2.00	90.91	N,N,100.00,10=11=0,S@10.00,1.00	100.00	N,N,100.00,10=10=0,S@10.00,0.00	95.24	VLOW,VLOW,100.00,20=21=0,S@20.00,1.00	91.59	SOK,SOK,99.07,98=107=1,S@98.00,9.00	96.55	LOW,LOW,100.00,28=29=0,S@28.00,1.00	90.91	LOW,LOW,100.00,30=33=0,S@30.00,3.00	88.64	OK,OK,97.78,39=44=1,S@39.00,5.00	91.15	SOK,SOK,100.00,103=113=0,S@103.00,10.00	94.74	VLOW,VLOW,100.00,18=19=0,S@18.00,1.00	92.86	N,N,100.00,13=14=0,S@13.00,1.00	90.00	VLOW,VLOW,100.00,18=20=0,S@18.00,2.00	91.67	N,N,100.00,11=12=0,S@11.00,1.00	93.75	VLOW,VLOW,100.00,15=16=0,S@15.00,1.00	93.33	LOW,LOW,100.00,28=30=0,S@28.00,2.00	90.12	OK,OK,100.00,73=81=0,S@73.00,8.00	92.31	LOW,LOW,100.00,24=26=0,S@24.00,2.00	80.77	LOW,LOW,100.00,21=26=0,S@21.00,5.00	96.55	LOW,LOW,100.00,28=29=0,S@28.00,1.00	90.32	SOK,SOK,98.41,112=124=2,S@112.00,12.00	90.00	VLOW,VLOW,90.91,18=20=2,S@18.00,2.00	91.30	VLOW,VLOW,100.00,21=23=0,S@21.00,2.00	90.00	VLOW,VLOW,100.00,18=20=0,S@18.00,2.00	93.33	VLOW,VLOW,100.00,14=15=0,S@14.00,1.00	84.21	VLOW,VLOW,100.00,16=19=0,S@16.00,3.00	92.59	LOW,LOW,100.00,25=27=0,S@25.00,2.00	16.86
ZNF566	HsaALTA0009855-1/2	chr19:36472991-36473006	0	chr19:36473332,36472991-36473006+36473009	Alt3	66.67	LOW,LOW,84.30,18=27=5,S@18.00,9.00	88.89	N,N,100.00,8=9=0,S@8.00,1.00	55.56	N,N,81.82,5=9=2,S@5.00,4.00	55.56	N,N,74.82,5=9=3,S@5.00,4.00	87.50	LOW,LOW,96.88,28=32=1,S@28.00,4.00	100.00	N,N,92.66,13=13=1,S@13.00,0.00	87.50	N,N,100.00,7=8=0,S@7.00,1.00	72.73	N,N,100.00,8=11=0,S@8.00,3.00	81.82	OK,OK,100.00,36=44=0,S@36.00,8.00	90.00	N,N,100.00,9=10=0,S@9.00,1.00	69.23	N,N,100.00,9=13=0,S@9.00,4.00	94.74	VLOW,VLOW,100.00,18=19=0,S@18.00,1.00	65.38	LOW,LOW,83.87,17=26=5,S@17.00,9.00	71.43	N,N,77.78,5=7=2,S@5.00,2.00	45.45	N,N,100.00,5=11=0,S@5.00,6.00	87.50	N,N,72.73,7=8=3,S@7.00,1.00	75.00	N,N,100.00,6=8=0,S@6.00,2.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=2=0,S@0.00,2.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	89.29	LOW,LOW,100.00,25=28=0,S@25.00,3.00	80.00	N,N,100.00,8=10=0,S@8.00,2.00	90.91	N,N,100.00,10=11=0,S@10.00,1.00	100.00	N,N,100.00,7=7=0,S@7.00,0.00	90.91	N,N,86.27,10=11=1,S@10.00,1.00	100.00	N,N,36.36,1=1=1,S@1.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	80.00	N,N,100.00,4=5=0,S@4.00,1.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	15.15
