GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
ZNF319	HsaALTA1042627-3/3	chr16:57999493-57999670	58	chr16:58000401,57999493-57999612+57999665+57999670	Alt3	100.00	N,N,42.86,3=3=4,S@3.00,0.00	NA	N,N,0.00,0=0=1,S@0,0	NA	N,N,0.00,0=0=2,S@0,0	100.00	N,N,75.00,3=3=1,S@3.00,0.00	0.00	N,N,50.72,0=1=1,S@0.00,1.00	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=1=0,S@0.00,1.00	NA	N,N,0.00,0=0=1,S@0,0	100.00	N,N,50.00,2=2=2,C2@2.00,0.00	NA	N,N,NA,0=0=0,S@0,0	100.00	N,N,50.00,2=2=2,C2@2.00,0.00	NA	N,N,NA,0=0=0,S@0,0	36.17	VLOW,VLOW,49.18,7=19=20,S@6.87,12.13	42.15	N,N,58.74,3=7=5,S@2.95,4.05	0.00	N,N,45.16,0=4=5,S@0.00,4.00	49.28	N,N,44.81,4=8=10,S@3.94,4.06	81.38	N,N,35.61,9=11=20,C1@8.95,2.05	100.00	N,N,20.00,1=1=4,S@1.00,0.00	100.00	N,N,28.57,2=2=5,S@2.00,0.00	100.00	N,N,66.67,2=2=1,S@2.00,0.00	100.00	N,N,100.00,1=1=0,C3@1.00,0.00	100.00	N,N,28.57,2=2=5,S@2.00,0.00	32.69	N,N,50.49,1=3=3,S@0.98,2.02	42.21	VLOW,VLOW,51.60,9=21=20,C1@8.86,12.14	53.83	N,N,73.59,6=11=4,C1@5.92,5.08	12.23	N,N,57.68,1=8=6,C1@0.98,7.02	100.00	N,N,16.67,2=2=10,S@2.00,0.00	64.56	VLOW,VLOW,57.75,15=23=17,S@14.85,8.15	66.02	N,N,75.18,2=3=1,S@1.98,1.02	49.28	N,N,57.50,2=4=3,S@1.97,2.03	100.00	N,N,55.56,5=5=4,S@5.00,0.00	49.28	N,N,66.99,1=2=1,S@0.99,1.01	100.00	N,N,50.00,4=4=4,S@4.00,0.00	19.54	N,N,56.13,1=5=4,S@0.98,4.02	28.39
ZNF202	HsaALTA1042684-2/3	chr11:123740128-123740192	3	chr11:123740417,123740128-123740189+123740192+123740232	Alt3	0.00	N,N,13.87,0=2=13,C2@0.00,2.00	0.00	N,N,14.29,0=1=6,C3@0.00,1.00	NA	N,N,0.00,0=0=2,S@0,0	0.00	N,N,17.95,0=1=5,S@0.00,1.00	0.00	N,N,22.96,0=7=25,C2@0.00,7.00	0.00	N,N,34.86,0=4=8,C2@0.00,4.00	0.00	N,N,17.23,0=2=10,C2@0.00,2.00	0.00	N,N,13.51,0=1=7,S@0.00,1.00	0.00	N,N,24.14,0=5=17,S@0.00,5.00	0.00	N,N,43.93,0=3=4,S@0.00,3.00	0.00	N,N,52.24,0=2=2,S@0.00,2.00	NA	N,N,0.00,0=0=11,S@0,0	3.05	LOW,LOW,59.81,1=33=23,C1@1.01,31.99	0.00	N,N,100.00,0=9=0,S@0.00,9.00	5.58	VLOW,VLOW,56.03,1=18=15,C1@1.00,17.00	0.00	N,N,42.51,0=6=8,C1@0.00,6.00	9.16	VLOW,VLOW,61.96,2=22=14,C1@2.02,19.98	NA	N,N,0.00,0=0=2,S@0,0	0.00	N,N,72.88,0=5=2,C1@0.00,5.00	0.00	N,N,57.19,0=5=4,S@0.00,5.00	0.00	N,N,100.00,0=2=0,S@0.00,2.00	16.91	N,N,74.73,1=6=2,C1@1.01,4.99	25.00	N,N,67.63,1=4=2,S@1.00,3.00	0.00	LOW,LOW,68.47,0=29=14,S@0.00,29.00	0.00	N,N,55.68,0=7=6,S@0.00,7.00	0.00	N,N,62.36,0=8=5,S@0.00,8.00	0.00	N,VLOW,82.68,0=14=3,C1@0.00,14.00	19.23	LOW,LOW,76.86,5=26=8,S@5.00,21.00	0.00	N,N,57.85,0=4=3,S@0.00,4.00	0.00	N,N,77.78,0=7=2,S@0.00,7.00	50.00	N,N,100.00,1=2=0,S@1.00,1.00	16.67	N,N,100.00,1=6=0,S@1.00,5.00	NA	N,N,NA,0=0=0,S@0,0	42.86	N,N,70.61,3=7=3,S@3.00,4.00	16.18
SAAL1	HsaALTA1043020-1/2	chr11:18090434-18090489	0	chr11:18092245,18090434-18090489+18090493	Alt3	37.50	VLOW,SOK,100.00,8=18=0,C2@6.75,11.25	33.33	N,OK,100.00,2=5=0,C2@1.67,3.33	36.00	N,OK,100.00,3=7=0,C2@2.52,4.48	42.86	N,OK,100.00,3=6=0,C2@2.57,3.43	17.65	N,OK,97.91,2=9=2,C1@1.59,7.41	0.00	N,OK,98.21,0=5=1,S@0.00,5.00	60.00	N,LOW,96.49,2=3=1,C3@1.80,1.20	0.00	N,N,100.00,0=1=0,S@0.00,1.00	8.57	N,SOK,100.00,1=9=0,C1@0.77,8.23	20.00	N,OK,100.00,1=4=0,C1@0.80,3.20	20.00	N,OK,100.00,1=4=0,C1@0.80,3.20	42.86	N,OK,100.00,2=4=0,C2@1.71,2.29	24.84	OK,SOK,100.00,30=99=0,C2@24.59,74.41	20.00	LOW,SOK,100.00,8=32=0,C1@6.40,25.60	26.40	LOW,SOK,100.00,11=34=0,C2@8.98,25.02	28.12	LOW,SOK,100.00,11=33=0,C2@9.28,23.72	44.30	OK,SOK,100.00,35=68=0,C2@30.12,37.88	80.49	N,SOK,100.00,11=13=0,C3@10.46,2.54	27.27	N,OK,100.00,2=6=0,C2@1.64,4.36	48.39	N,OK,100.00,5=9=0,C2@4.36,4.64	11.11	N,OK,100.00,1=7=0,C1@0.78,6.22	20.00	VLOW,SOK,100.00,4=16=0,C1@3.20,12.80	13.04	N,OK,100.00,1=6=0,C1@0.78,5.22	27.87	SOK,SOK,100.00,34=100=0,C2@27.87,72.13	14.56	LOW,SOK,100.00,5=27=0,C1@3.93,23.07	32.14	LOW,SOK,100.00,12=31=0,C2@9.96,21.04	33.77	OK,SOK,100.00,17=42=0,C2@14.18,27.82	49.18	OK,SOK,100.00,40=71=0,C2@34.92,36.08	71.43	N,SOK,100.00,10=13=0,C3@9.29,3.71	0.00	N,OK,100.00,0=4=0,S@0.00,4.00	52.94	N,OK,100.00,3=5=0,C3@2.65,2.35	23.08	N,OK,100.00,2=7=0,C2@1.62,5.38	5.88	N,SOK,100.00,1=13=0,C1@0.76,12.24	42.86	N,SOK,100.00,5=10=0,C2@4.29,5.71	24.34
TSC22D4	HsaALTA1043175-2/2	chr7:100477438-100477462	3	chr7:100478794,100477277-100477459+100477462	Alt3	0.00	N,N,24.37,0=1=3,S@0.00,1.00	0.00	N,N,49.15,0=1=1,S@0.00,1.00	NA	N,N,0.00,0=0=1,S@0,0	NA	N,N,0.00,0=0=1,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,42.81,0=7=9,S@0.00,7.00	0.00	N,N,42.03,0=3=4,S@0.00,3.00	0.00	N,N,65.91,0=2=1,S@0.00,2.00	0.00	N,N,32.36,0=2=4,S@0.00,2.00	30.00	LOW,LOW,90.62,9=30=3,S@9.00,21.00	58.33	N,N,100.00,7=12=0,S@7.00,5.00	10.00	N,N,100.00,1=10=0,S@1.00,9.00	12.50	N,N,72.05,1=8=3,S@1.00,7.00	26.00	OK,OK,92.36,13=50=4,S@13.00,37.00	37.50	N,N,88.55,3=8=1,S@3.00,5.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	28.57	N,VLOW,100.00,4=14=0,S@4.00,10.00	33.33	N,N,74.36,2=6=2,S@2.00,4.00	30.77	N,VLOW,92.63,4=13=1,S@4.00,9.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	58.33	VLOW,LOW,88.55,14=24=3,S@14.00,10.00	56.25	VLOW,VLOW,100.00,9=16=0,S@9.00,7.00	100.00	N,N,24.37,1=1=3,S@1.00,0.00	57.14	N,N,100.00,4=7=0,S@4.00,3.00	47.37	OK,OK,89.09,36=76=9,S@36.00,40.00	29.17	VLOW,LOW,88.55,7=24=3,S@7.00,17.00	41.67	N,N,85.29,5=12=2,S@5.00,7.00	55.56	N,N,74.36,5=9=3,S@5.00,4.00	42.86	N,N,87.12,3=7=1,S@3.00,4.00	77.78	VLOW,VLOW,100.00,14=18=0,S@14.00,4.00	33.33	N,N,100.00,2=6=0,S@2.00,4.00	17.37
SGK494	HsaALTA1064192-2/2	chr17:28613440-28613688	3	chr17:28614087,28613440-28613685+28613688	Alt3	67.22	LOW,LOW,100.00,19=28=0,S@18.82,9.18	92.10	N,N,100.00,12=13=0,S@11.97,1.03	66.02	N,N,100.00,6=9=0,S@5.94,3.06	57.63	N,N,100.00,7=12=0,S@6.92,5.08	82.93	N,N,100.00,5=6=0,S@4.98,1.02	74.45	N,N,100.00,3=4=0,S@2.98,1.02	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	72.15	VLOW,VLOW,100.00,16=22=0,S@15.87,6.13	87.18	N,N,100.00,7=8=0,S@6.97,1.03	24.46	N,N,100.00,1=4=0,S@0.98,3.02	82.93	N,N,100.00,10=12=0,S@9.95,2.05	60.02	LOW,LOW,100.00,17=28=0,S@16.81,11.19	49.28	N,N,100.00,4=8=0,S@3.94,4.06	49.28	N,N,100.00,6=12=0,S@5.91,6.09	87.18	N,N,100.00,7=8=0,S@6.97,1.03	72.15	VLOW,VLOW,100.00,16=22=0,S@15.87,6.13	100.00	N,N,100.00,1=1=0,S@1.00,0.00	0.00	N,N,100.00,0=2=0,S@0.00,2.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	66.02	N,N,100.00,2=3=0,S@1.98,1.02	66.02	N,N,100.00,6=9=0,S@5.94,3.06	100.00	N,N,100.00,4=4=0,S@4.00,0.00	77.55	OK,OK,100.00,32=41=0,S@31.80,9.20	87.18	N,N,100.00,7=8=0,S@6.97,1.03	77.27	LOW,LOW,100.00,21=27=0,S@20.86,6.14	49.28	N,N,100.00,2=4=0,S@1.97,2.03	80.50	OK,OK,100.00,34=42=0,S@33.81,8.19	32.69	N,N,100.00,2=6=0,S@1.96,4.04	87.18	N,N,100.00,7=8=0,S@6.97,1.03	66.02	N,N,100.00,2=3=0,S@1.98,1.02	100.00	N,N,100.00,8=8=0,S@8.00,0.00	70.83	N,N,100.00,5=7=0,S@4.96,2.04	100.00	N,N,100.00,10=10=0,S@10.00,0.00	20.48
GPT	HsaALTA1043689-2/3	chr8:144504301-144504466	2	chr8:144503125,144504303+144504301+144504142-144504466	Alt3	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	73.33	VLOW,VLOW,100.00,11=15=0,S@11.00,4.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	50.00	N,N,100.00,1=2=0,S@1.00,1.00	70.00	N,N,100.00,7=10=0,S@7.00,3.00	78.57	N,N,100.00,11=14=0,C1@11.00,3.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	100.00	N,N,100.00,2=2=0,S@2.00,0.00	80.00	N,N,100.00,4=5=0,C1@4.00,1.00	33.33	N,N,100.00,1=3=0,S@1.00,2.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	57.14	N,N,100.00,8=14=0,S@8.00,6.00	28.57	N,N,100.00,2=7=0,S@2.00,5.00	50.00	N,N,100.00,1=2=0,S@1.00,1.00	83.33	N,N,100.00,5=6=0,S@5.00,1.00	88.68	OK,OK,100.00,47=53=0,S@47.00,6.00	90.91	N,N,100.00,10=11=0,S@10.00,1.00	88.89	N,N,100.00,8=9=0,S@8.00,1.00	83.33	N,N,100.00,5=6=0,S@5.00,1.00	92.31	N,N,100.00,12=13=0,S@12.00,1.00	66.67	N,N,100.00,4=6=0,S@4.00,2.00	100.00	N,N,100.00,8=8=0,S@8.00,0.00	15.35
HID1	HsaALTA0001104-2/2	chr17:74962987-74963081	3	chr17:74963740,74962987-74963078+74963081	Alt3	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	NA	N,N,NA,0=0=0,S@0,0	72.82	VLOW,VLOW,100.00,13=18=0,S@13.11,4.89	100.00	N,N,100.00,6=6=0,S@6.00,0.00	50.75	N,N,100.00,3=6=0,S@3.04,2.96	67.33	N,N,100.00,4=6=0,S@4.04,1.96	86.71	LOW,LOW,100.00,25=29=0,C1@25.15,3.85	100.00	N,N,100.00,6=6=0,S@6.00,0.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	75.46	N,N,100.00,6=8=0,C1@6.04,1.96	100.00	N,N,100.00,6=6=0,S@6.00,0.00	100.00	N,N,100.00,1=1=0,S@1.00,0.00	61.40	N,N,100.00,3=5=0,C2@3.07,1.93	77.35	N,N,100.00,10=13=0,C1@10.06,2.94	67.22	N,N,100.00,6=9=0,C1@6.05,2.95	100.00	N,N,100.00,2=2=0,C2@2.00,0.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	90.16	OK,SOK,100.00,89=99=0,S@89.26,9.74	78.27	LOW,LOW,100.00,21=27=0,S@21.13,5.87	93.92	LOW,LOW,100.00,30=32=0,S@30.05,1.95	100.00	N,N,100.00,9=9=0,C1@9.00,0.00	92.52	N,N,100.00,12=13=0,S@12.03,0.97	92.52	N,N,100.00,12=13=0,S@12.03,0.97	100.00	N,N,100.00,5=5=0,S@5.00,0.00	17.34
FTH1	HsaALTA1043927-5/5	chr11:61965398-61965657	128	chr11:61967312,61965398-61965529+61965543+61965577+61965648+61965657	Alt3	70.86	OK,SOK,56.70,64=98=89,C3@69.44,28.56	66.04	OK,OK,63.54,24=40=27,C3@26.42,13.58	70.53	LOW,OK,61.17,24=37=28,C3@26.10,10.90	78.12	VLOW,VLOW,34.15,14=19=44,C3@14.84,4.16	73.02	SOK,SOK,64.82,71=105=68,C3@76.67,28.33	73.88	LOW,OK,60.83,24=35=27,C3@25.86,9.14	72.98	LOW,OK,62.91,25=37=26,C3@27.00,10.00	66.70	LOW,LOW,71.58,17=28=13,C3@18.68,9.32	67.55	OK,OK,59.43,37=60=48,C3@40.53,19.47	75.42	LOW,LOW,71.27,19=27=13,C3@20.36,6.64	82.94	VLOW,VLOW,59.30,15=19=16,C3@15.76,3.24	70.21	LOW,LOW,65.82,20=31=19,C3@21.77,9.23	13.56	SOK,SOK,90.21,40=366=40,C1@49.63,316.37	13.16	SOK,SOK,92.78,12=115=9,C1@15.13,99.87	9.79	SOK,SOK,84.63,10=127=23,C1@12.43,114.57	17.74	SOK,SOK,94.05,18=124=8,C1@22.00,102.00	34.17	SOK,SOK,82.43,62=216=49,C2@73.81,142.19	31.66	LOW,LOW,75.98,8=30=10,C2@9.50,20.50	28.69	OK,OK,89.92,10=42=5,C2@12.05,29.95	30.97	LOW,LOW,80.46,9=35=9,C2@10.84,24.16	33.68	OK,OK,89.01,13=46=6,C2@15.49,30.51	33.41	OK,OK,83.49,12=43=9,C2@14.37,28.63	39.33	LOW,LOW,74.40,9=27=10,C2@10.62,16.38	10.69	SOK,SOK,86.59,22=258=40,C1@27.58,230.42	10.96	OK,OK,81.61,7=80=18,C1@8.77,71.23	12.37	OK,OK,86.73,9=91=14,C1@11.26,79.74	9.08	OK,OK,91.22,6=83=8,C1@7.54,75.46	28.96	SOK,SOK,89.11,83=344=44,C2@99.62,244.38	28.87	OK,OK,91.06,19=78=8,C2@22.52,55.48	28.35	OK,OK,89.79,18=76=9,C2@21.55,54.45	29.29	OK,OK,88.66,11=45=6,C2@13.18,31.82	31.27	OK,OK,84.35,12=46=9,C2@14.38,31.62	28.12	OK,OK,84.56,11=47=9,C2@13.22,33.78	22.45	OK,OK,94.40,9=49=3,C2@11.00,38.00	15.40
ATG16L2	HsaALTA1043949-2/2	chr11:72817756-72817781	4	chr11:72816827,72817760+72817756-72817781	Alt3	75.00	VLOW,SOK,100.00,12=16=0,C2@12.00,4.00	80.00	N,OK,100.00,4=5=0,C1@4.00,1.00	57.14	N,OK,100.00,4=7=0,C2@4.00,3.00	100.00	N,LOW,100.00,4=4=0,S@4.00,0.00	75.00	N,LOW,100.00,3=4=0,C2@3.00,1.00	0.00	N,N,100.00,0=1=0,C3@0.00,1.00	100.00	N,VLOW,100.00,2=2=0,S@2.00,0.00	33.33	N,LOW,100.00,1=3=0,C3@1.00,2.00	81.82	N,OK,100.00,9=11=0,C1@9.00,2.00	25.00	N,LOW,100.00,1=4=0,C3@1.00,3.00	75.00	N,LOW,100.00,3=4=0,C2@3.00,1.00	83.33	N,OK,100.00,5=6=0,C1@5.00,1.00	50.00	VLOW,SOK,100.00,11=22=0,C2@11.00,11.00	33.33	N,LOW,100.00,1=3=0,C3@1.00,2.00	85.71	N,OK,100.00,6=7=0,C1@6.00,1.00	33.33	N,SOK,100.00,4=12=0,C3@4.00,8.00	80.00	N,OK,100.00,8=10=0,C1@8.00,2.00	25.00	N,LOW,100.00,1=4=0,C3@1.00,3.00	100.00	N,LOW,100.00,3=3=0,S@3.00,0.00	NA	N,N,NA,0=0=0,S@0,0	0.00	N,VLOW,100.00,0=2=0,C3@0.00,2.00	33.33	N,LOW,100.00,1=3=0,C3@1.00,2.00	75.00	N,LOW,100.00,3=4=0,C2@3.00,1.00	70.27	LOW,SOK,100.00,26=37=0,C2@26.00,11.00	81.82	N,OK,100.00,9=11=0,C1@9.00,2.00	83.33	N,SOK,100.00,10=12=0,C1@10.00,2.00	50.00	N,SOK,100.00,7=14=0,C2@7.00,7.00	75.00	VLOW,SOK,100.00,18=24=0,C2@18.00,6.00	83.33	N,OK,100.00,5=6=0,C1@5.00,1.00	50.00	N,VLOW,100.00,1=2=0,C2@1.00,1.00	NA	N,N,NA,0=0=0,S@0,0	100.00	N,LOW,100.00,4=4=0,S@4.00,0.00	71.43	N,OK,100.00,5=7=0,C2@5.00,2.00	100.00	N,OK,100.00,5=5=0,S@5.00,0.00	25.00
ULK4	HsaALTA1044005-1/3	chr3:41911552-41911656	0	chr3:41912807,41911552-41911656+41911659+41911689	Alt3	3.93	LOW,LOW,100.00,1=27=0,S@1.06,25.94	10.56	N,N,100.00,1=10=0,S@1.06,8.94	0.00	N,N,100.00,0=9=0,S@0.00,9.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	0.00	LOW,LOW,100.00,0=27=0,S@0.00,27.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	0.00	N,N,100.00,0=7=0,S@0.00,7.00	0.00	VLOW,VLOW,100.00,0=15=0,S@0.00,15.00	0.00	LOW,LOW,100.00,0=27=0,S@0.00,27.00	0.00	N,N,100.00,0=10=0,S@0.00,10.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	0.00	N,N,100.00,0=9=0,S@0.00,9.00	0.00	LOW,LOW,100.00,0=29=0,S@0.00,29.00	0.00	N,N,100.00,0=4=0,S@0.00,4.00	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	3.31	LOW,LOW,100.00,1=32=0,S@1.06,30.94	0.00	N,N,100.00,0=4=0,S@0.00,4.00	0.00	N,N,100.00,0=2=0,S@0.00,2.00	0.00	N,N,100.00,0=2=0,S@0.00,2.00	0.00	N,N,100.00,0=5=0,S@0.00,5.00	10.56	N,N,100.00,1=10=0,S@1.06,8.94	0.00	N,N,100.00,0=9=0,S@0.00,9.00	3.79	LOW,LOW,100.00,1=28=0,S@1.06,26.94	20.99	N,N,100.00,1=5=0,S@1.05,3.95	0.00	VLOW,VLOW,100.00,0=15=0,S@0.00,15.00	0.00	N,N,100.00,0=8=0,S@0.00,8.00	15.04	VLOW,VLOW,100.00,3=21=0,S@3.16,17.84	0.00	N,N,100.00,0=5=0,S@0.00,5.00	68.00	N,N,100.00,2=3=0,S@2.04,0.96	0.00	N,N,100.00,0=4=0,S@0.00,4.00	51.52	N,N,100.00,1=2=0,S@1.03,0.97	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=7=0,S@0.00,7.00	15.04
ARF4	HsaALTA1044196-1/2	chr3:57577316-57577368	0	chr3:57584384,57577316-57577368+57577387	Alt3	38.34	N,N,100.00,2=5=0,C3@1.92,3.08	64.65	N,N,100.00,2=3=0,C3@1.94,1.06	0.00	N,N,100.00,0=2=0,C3@0.00,2.00	NA	N,N,NA,0=0=0,S@0,0	0.00	N,N,100.00,0=6=0,C3@0.00,6.00	0.00	N,N,100.00,0=2=0,C3@0.00,2.00	0.00	N,N,100.00,0=2=0,C3@0.00,2.00	0.00	N,N,100.00,0=2=0,C3@0.00,2.00	32.69	N,N,100.00,1=3=0,C2@0.98,2.02	49.28	N,N,100.00,1=2=0,C2@0.99,1.01	0.00	N,N,100.00,0=1=0,S@0.00,1.00	NA	N,N,NA,0=0=0,S@0,0	31.15	LOW,LOW,49.30,8=25=26,C3@7.79,17.21	23.88	N,N,31.47,1=4=9,C3@0.96,3.04	44.30	N,N,52.75,4=9=8,C3@3.99,5.01	24.07	N,N,57.52,3=12=9,C3@2.89,9.11	49.16	VLOW,VLOW,72.85,8=16=6,C3@7.87,8.13	32.32	N,N,75.03,1=3=1,C3@0.97,2.03	100.00	N,N,100.00,2=2=0,C3@2.00,0.00	NA	N,N,0.00,0=0=2,S@0,0	24.64	N,N,100.00,1=4=0,C2@0.99,3.01	73.47	N,N,80.48,3=4=1,C3@2.94,1.06	19.77	N,N,71.07,1=5=2,C3@0.99,4.01	51.80	LOW,LOW,64.28,19=36=20,C3@18.65,17.35	32.17	N,N,60.24,4=12=8,C3@3.86,8.14	74.70	N,N,66.40,9=12=6,C3@8.96,3.04	53.49	N,N,64.82,6=11=6,C3@5.88,5.12	49.71	VLOW,VLOW,56.96,8=16=12,C3@7.95,8.05	100.00	N,N,24.46,1=1=3,C3@1.00,0.00	42.48	N,N,87.91,3=7=1,C1@2.97,4.03	33.33	N,N,42.15,1=3=4,C3@1.00,2.00	50.00	N,N,100.00,1=2=0,C3@1.00,1.00	0.00	N,N,33.01,0=1=2,C3@0.00,1.00	100.00	N,N,49.28,2=2=2,C3@2.00,0.00	18.56
CHD3	HsaALTA0001846-1/2	chr17:7894127-7894265	0	chr17:7893935,7894127+7894115-7894265	Alt3	62.55	SOK,SOK,99.88,1625=2570=3,S@1607.53,962.47	63.50	SOK,SOK,99.88,575=896=1,S@568.96,327.04	61.65	SOK,SOK,99.75,523=839=2,S@517.24,321.76	63.05	SOK,SOK,100.00,527=827=0,S@521.42,305.58	66.52	SOK,SOK,100.00,1127=1678=0,S@1116.21,561.79	70.44	SOK,SOK,100.00,439=618=0,S@435.32,182.68	62.75	SOK,SOK,100.00,307=484=0,S@303.71,180.29	65.11	SOK,SOK,100.00,365=555=0,S@361.36,193.64	72.00	SOK,SOK,100.00,1768=2436=0,S@1753.92,682.08	72.32	SOK,SOK,100.00,581=797=0,S@576.39,220.61	73.56	SOK,SOK,100.00,504=680=0,S@500.21,179.79	70.30	SOK,SOK,100.00,675=952=0,S@669.26,282.74	32.26	OK,OK,100.00,25=76=0,S@24.52,51.48	34.34	VLOW,VLOW,100.00,7=20=0,S@6.87,13.13	30.63	LOW,LOW,100.00,10=32=0,S@9.80,22.20	32.69	VLOW,VLOW,100.00,8=24=0,S@7.85,16.15	36.47	OK,OK,100.00,26=70=0,S@25.53,44.47	56.43	N,N,100.00,8=14=0,S@7.90,6.10	56.43	N,N,100.00,4=7=0,S@3.95,3.05	15.01	N,N,100.00,2=13=0,S@1.95,11.05	24.46	N,N,100.00,2=8=0,S@1.96,6.04	49.28	VLOW,VLOW,100.00,8=16=0,S@7.88,8.12	22.57	N,N,100.00,3=13=0,S@2.93,10.07	38.89	OK,OK,97.94,19=48=1,S@18.67,29.33	49.28	N,N,100.00,5=10=0,S@4.93,5.07	28.57	VLOW,VLOW,100.00,7=24=0,S@6.86,17.14	49.28	N,N,93.24,7=14=1,S@6.90,7.10	49.28	LOW,LOW,97.10,17=34=1,S@16.76,17.24	49.28	N,N,100.00,2=4=0,S@1.97,2.03	82.93	N,N,100.00,5=6=0,S@4.98,1.02	66.02	N,N,100.00,2=3=0,S@1.98,1.02	66.02	N,N,100.00,2=3=0,S@1.98,1.02	24.46	N,N,79.89,1=4=1,S@0.98,3.02	40.96	N,N,100.00,5=12=0,S@4.92,7.08	17.02
