GROUP	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
DOWN_EXONS_TAF2	AC074286.1	HsaEX1002134	chr2:177347850-177347894	45	chr2:177392573,177347850-177347894,177338699	C1	chr2	177347850	177347894	-	177392573	177338699	NA
DOWN_EXONS_TAF2	SNHG14	HsaEX1038197	chr15:25053266-25053363	98	chr15:25051219+25051236+25051676,25053266-25053363,25053828	C1	chr15	25053266	25053363	+	25051219	25053828	ENSG00000224078
DOWN_EXONS_TAF2	RP3-326I13.1	HsaEX0055230	chrX:43190592-43190723	132	chrX:43177205,43190559+43190592-43190723,43196197+43196200	C1	chrX	43190592	43190723	+	43177205	43196200	ENSG00000224294
DOWN_EXONS_TAF2	CYP4F26P	HsaEX1010903	chr9:33602812-33602919	108	chr9:33602625,33602812-33602919,33603272+33603411	S	chr9	33602812	33602919	+	33602625	33603411	ENSG00000226562
DOWN_EXONS_TAF2	ACBD6	HsaEX6035252	chr1:180281306-180281386	81	chr1:180287276,180281306-180281386,180275395+180275412	C2	chr1	180281306	180281386	-	180287276	180275395	ENSG00000230124
DOWN_EXONS_TAF2	RP5-1198O20.4	HsaEX1035387	chr1:44061132-44061227	96	chr1:44051494+44051531,44061132-44061227,44101560	C2	chr1	44061132	44061227	+	44051494	44101560	ENSG00000230615
DOWN_EXONS_TAF2	RP5-1198O20.4	HsaEX1035388	chr1:44074838-44074963	126	chr1:44051494+44051531,44074838-44074963,44101560	C3	chr1	44074838	44074963	+	44051494	44101560	ENSG00000230615
DOWN_EXONS_TAF2	MSC-AS1	HsaEX0054724	chr8:71965409-71965534	126	chr8:71963048,71965409-71965534,72052539	C1	chr8	71965409	71965534	+	71963048	72052539	ENSG00000235531
DOWN_EXONS_TAF2	CDKN2B-AS1	HsaEX0014410	chr9:22056252-22056387	136	chr9:22049228,22056252-22056387,22097258	C2	chr9	22056252	22056387	+	22049228	22097258	ENSG00000240498
DOWN_EXONS_TAF2	TMEM161B-AS1	HsaEX0017700	chr5:88287439-88287622	184	chr5:88270585,88287248+88287436+88287439-88287622,88410073	C3	chr5	88287439	88287622	+	88270585	88410073	ENSG00000247828
DOWN_EXONS_TAF2	PSMA3-AS1	HsaEX1029767	chr14:58274097-58274135	39	chr14:58291635,58274097-58274135,58274006+58274010	C2	chr14	58274097	58274135	-	58291635	58274006	ENSG00000257621
DOWN_EXONS_TAF2	LINC01572	HsaEX1021141	chr16:72561973-72562086	114	chr16:72570435+72570451,72561973-72562086,72555326	C2	chr16	72561973	72562086	-	72570451	72555326	ENSG00000261008
DOWN_EXONS_TAF2	GAN	HsaEX0026989	chr16:81351583-81351697	115	chr16:81315280,81351583-81351697+81351751,81354405+81354586	S	chr16	81351583	81351697	+	81315280	81354586	ENSG00000261609
DOWN_EXONS_TAF2	ASB16-AS1	HsaEX0009799	chr17:44182930-44183069	140	chr17:44186565,44182930-44183069+44183093,44181720+44181741	S	chr17	44182930	44183069	-	44186565	44181720	ENSG00000267080
DOWN_EXONS_TAF2	RP13-349O20.2	HsaEX0035952	chrX:103461215-103461354	140	chrX:103450597+103450660,103461215-103461354,103486389	C2	chrX	103461215	103461354	+	103450597	103486389	NA
DOWN_EXONS_TAF2		HsaEX1000564	chr9:120844997-120845190	194	chr9:120843439+120843529,120844993+120844997-120845190+120845196+120845465+120845469+120845473,120847294	C2	chr9	120844997	120845190	+	120843439	120847294	ENSG00000226752
DOWN_EXONS_TAF2	SPATA7	HsaEX6072434	chr14:88393393-88393488	96	chr14:88391758,88393393-88393488,88396156	C3	chr14	88393393	88393488	+	88391758	88396156	ENSG00000042317
DOWN_EXONS_TAF2	ADAMTS6	HsaEX0002533	chr5:65224320-65224400	81	chr5:65224924,65224320-65224400,65215487	S	chr5	65224320	65224400	-	65224924	65215487	ENSG00000049192
DOWN_EXONS_TAF2	LAMA3	HsaEX0035236	chr18:23773497-23773587	91	chr18:23763523,23773497-23773587,23775792	C3	chr18	23773497	23773587	+	23763523	23775792	ENSG00000053747
DOWN_EXONS_TAF2	DGKA	HsaEX0019382	chr12:55938511-55938560	50	chr12:55938052,55938511-55938560,55938915	C1	chr12	55938511	55938560	+	55938052	55938915	ENSG00000065357
DOWN_EXONS_TAF2	CDC14A	HsaEX0013980	chr1:100455405-100455492	88	chr1:100442996,100455405-100455492,100462651	S	chr1	100455405	100455492	+	100442996	100462651	ENSG00000079335
DOWN_EXONS_TAF2	MAST3	HsaEX0037994	chr19:18122107-18122127	21	chr19:18121922,18122107-18122127,18122673	S	chr19	18122107	18122127	+	18121922	18122673	ENSG00000099308
DOWN_EXONS_TAF2	DERL3	HsaEX0019304	chr22:23838352-23838445	94	chr22:23838564,23838352-23838445,23837854	S	chr22	23838352	23838445	-	23838564	23837854	ENSG00000099958
DOWN_EXONS_TAF2	GRK3	HsaEX0002868	chr22:25604377-25604453	77	chr22:25565153,25604377-25604453,25644592	C2	chr22	25604377	25604453	+	25565153	25644592	ENSG00000100077
DOWN_EXONS_TAF2	PAPLN	HsaEX0045423	chr14:73262350-73262827	478	chr14:73261294,73262350-73262827,73263645	S	chr14	73262350	73262827	+	73261294	73263645	ENSG00000100767
DOWN_EXONS_TAF2	HERC1	HsaEX6075260	chr15:63690541-63690647	107	chr15:63692411,63690541-63690647,63689699	S	chr15	63690541	63690647	-	63692411	63689699	ENSG00000103657
DOWN_EXONS_TAF2	FSD1L	HsaEX0026494	chr9:105539263-105539351	89	chr9:105535318,105539263-105539351,105546358	C1	chr9	105539263	105539351	+	105535318	105546358	ENSG00000106701
DOWN_EXONS_TAF2	DDX5	HsaEX0018967	chr17:64501057-64501143	87	chr17:64501261,64501057-64501143,64500882	C3	chr17	64501057	64501143	-	64501261	64500882	ENSG00000108654
DOWN_EXONS_TAF2	RAPGEF2	HsaEX0052258	chr4:159344036-159344059	24	chr4:159343404,159344036-159344059,159345106	S	chr4	159344036	159344059	+	159343404	159345106	ENSG00000109756
DOWN_EXONS_TAF2	IQCG	HsaEX0032108	chr3:197945620-197945686	67	chr3:197959529,197945620-197945686,197944051	C2	chr3	197945620	197945686	-	197959529	197944051	ENSG00000114473
DOWN_EXONS_TAF2	PRDM2	HsaEX0049938	chr1:13773078-13773188	111	chr1:13749487,13773078-13773188,13778418	C1	chr1	13773078	13773188	+	13749487	13778418	ENSG00000116731
DOWN_EXONS_TAF2	ADGRB2	HsaEX0007565	chr1:31737429-31737531	103	chr1:31737652,31737429-31737531,31736723	S	chr1	31737429	31737531	-	31737652	31736723	ENSG00000121753
DOWN_EXONS_TAF2	CHD6	HsaEX0015090	chr20:41551305-41551360	56	chr20:41618340,41551305-41551360,41533570	C1	chr20	41551305	41551360	-	41618340	41533570	ENSG00000124177
DOWN_EXONS_TAF2	UBR4	HsaEX0068992	chr1:19174319-19174447	129	chr1:19174954,19174319-19174447,19173621	C2	chr1	19174319	19174447	-	19174954	19173621	ENSG00000127481
DOWN_EXONS_TAF2	FOXP2	HsaEX0026282	chr7:114629592-114629642	51	chr7:114628677,114629592-114629642,114629805	C2	chr7	114629592	114629642	+	114628677	114629805	ENSG00000128573
DOWN_EXONS_TAF2	LACE1	HsaEX0035173	chr6:108346988-108347039	52	chr6:108324048,108346988-108347039,108355654	C1	chr6	108346988	108347039	+	108324048	108355654	ENSG00000135537
DOWN_EXONS_TAF2	RCBTB2	HsaEX0052862	chr13:48524659-48524757	99	chr13:48533028,48524659-48524757,48522403	C2	chr13	48524659	48524757	-	48533028	48522403	ENSG00000136161
DOWN_EXONS_TAF2	KIAA0319	HsaEX0033556	chr6:24551434-24551525	92	chr6:24554541,24551434-24551525,24547343	C1	chr6	24551434	24551525	-	24554541	24547343	ENSG00000137261
DOWN_EXONS_TAF2	FLOT1	HsaEX0025942	chr6:30741792-30741799	8	chr6:30742147,30741792-30741799+30741867,30741704	S	chr6	30741792	30741799	-	30742147	30741704	ENSG00000137312
DOWN_EXONS_TAF2	MAP3K6	HsaEX0037585	chr1:27364661-27364684	24	chr1:27364773,27364661-27364684,27364394	S	chr1	27364661	27364684	-	27364773	27364394	ENSG00000142733
DOWN_EXONS_TAF2	FBXO25	HsaEX0025268	chr8:413073-413213	141	chr8:407066,413073-413213,431341	S	chr8	413073	413213	+	407066	431341	ENSG00000147364
DOWN_EXONS_TAF2	TEX9	HsaEX0064581	chr15:56388472-56388520	49	chr15:56384031,56388472-56388520,56389318	C1	chr15	56388472	56388520	+	56384031	56389318	ENSG00000151575
DOWN_EXONS_TAF2	ROBO3	HsaEX0054214	chr11:124878298-124878436	139	chr11:124878131,124878298-124878436,124878584	C1	chr11	124878298	124878436	+	124878131	124878584	ENSG00000154134
DOWN_EXONS_TAF2	ADAMTS3	HsaEX0002519	chr4:72567374-72567401	28	chr4:72568694,72567374-72567401,72548884	S	chr4	72567374	72567401	-	72568694	72548884	ENSG00000156140
DOWN_EXONS_TAF2	SLC37A1	HsaEX0059479	chr21:42514631-42514717	87	chr21:42513924,42514631-42514717,42514870	C3	chr21	42514631	42514717	+	42513924	42514870	ENSG00000160190
DOWN_EXONS_TAF2	ZNF12	HsaEX0073008	chr7:6705159-6705223	65	chr7:6706432,6705159-6705223,6697811	C1	chr7	6705159	6705223	-	6706432	6697811	ENSG00000164631
DOWN_EXONS_TAF2	HDX	HsaEX0029482	chrX:84501429-84501511	83	chrX:84502342,84501429-84501511,84500304	C3	chrX	84501429	84501511	-	84502342	84500304	ENSG00000165259
DOWN_EXONS_TAF2	AMOTL1	HsaEX0003969	chr11:94795011-94795160	150	chr11:94768560,94795011-94795160,94799390	C2	chr11	94795011	94795160	+	94768560	94799390	ENSG00000166025
DOWN_EXONS_TAF2	SRR	HsaEX0061779	chr17:2315557-2315728	172	chr17:2304017,2315557-2315728,2317870	C1	chr17	2315557	2315728	+	2304017	2317870	ENSG00000167720
DOWN_EXONS_TAF2	KYAT1	HsaEX0012837	chr9:128847433-128847643	211	chr9:128859947,128847433-128847643,128846859	C3	chr9	128847433	128847643	-	128859947	128846859	ENSG00000171097
DOWN_EXONS_TAF2	JAKMIP2	HsaEX0032696	chr5:147636222-147636284	63	chr5:147636965,147636222-147636284,147632778	S	chr5	147636222	147636284	-	147636965	147632778	ENSG00000176049
DOWN_EXONS_TAF2	ZDHHC20	HsaEX0072499	chr13:21455400-21455466	67	chr13:21459054,21455400-21455466,21454570	C3	chr13	21455400	21455466	-	21459054	21454570	ENSG00000180776
DOWN_EXONS_TAF2	LRRC37B	HsaEX0036593	chr17:32027769-32027840	72	chr17:32024782,32027769-32027840,32030656	S	chr17	32027769	32027840	+	32024782	32030656	ENSG00000185158
DOWN_EXONS_TAF2	ROR1	HsaEX0054259	chr1:64009305-64009376	72	chr1:63774508,64009305-64009376,64049691	S	chr1	64009305	64009376	+	63774508	64049691	ENSG00000185483
DOWN_EXONS_TAF2	ZNF573	HsaEX0073976	chr19:37773661-37773751	91	chr19:37779544,37773661-37773751,37771690	C2	chr19	37773661	37773751	-	37779544	37771690	ENSG00000189144
DOWN_EXONS_TAF2	FAM3C	HsaEX0024433	chr7:121392868-121392927	60	chr7:121394950,121392868-121392927,121383010	C3	chr7	121392868	121392927	-	121394950	121383010	ENSG00000196937
DOWN_EXONS_TAF2	TXNRD3	HsaEX0068503	chr3:126615355-126615462	108	chr3:126621742,126615355-126615462,126611132	C1	chr3	126615355	126615462	-	126621742	126611132	ENSG00000197763
DOWN_EXONS_TAF2	ZBTB14	HsaEX0072652	chr18:5293972-5294001	30	chr18:5295813,5293972-5294001,5293327	C2	chr18	5293972	5294001	-	5295813	5293327	ENSG00000198081
DOWN_EXONS_TAF2	RPS6KL1	HsaEX0055667	chr14:74911794-74911841	48	chr14:74919845,74911794-74911841,74911380	C2	chr14	74911794	74911841	-	74919845	74911380	ENSG00000198208
DOWN_EXONS_TAF2	LINC00630	HsaEX0035941	chrX:102816992-102817082	91	chrX:102770420,102816992-102817082,102826969	C3	chrX	102816992	102817082	+	102770420	102826969	ENSG00000223546
DOWN_EXONS_TAF2	RP11-432J22.2	HsaEX1033570	chr9:135909379-135909486	108	chr9:135908919,135909379-135909486,135913404	C3	chr9	135909379	135909486	+	135908919	135913404	ENSG00000238058
DOWN_EXONS_TAF2	NAIP	HsaEX0041614	chr5:70976906-70977058	153	chr5:70979869,70976906-70977058,70976246	S	chr5	70976906	70977058	-	70979869	70976246	ENSG00000249437
DOWN_EXONS_TAF2	RP11-334C17.5	HsaEX1033044	chr17:80204499-80204596	98	chr17:80205333,80204499-80204596,80203965	S	chr17	80204499	80204596	-	80205333	80203965	ENSG00000262580
DOWN_EXONS_TAF2	LINC00470	HsaEX7108303	chr18:1358726-1358760	35	chr18:1359387,1358726-1358760,1276077	ANN	chr18	1358726	1358760	-	1359387	1276077	ENSG00000132204
DOWN_EXONS_TAF2	LINC01260	HsaEX7108609	chr20:44659711-44659778	68	chr20:44695391,44659711-44659778,44657051	ANN	chr20	44659711	44659778	-	44695391	44657051	NA
DOWN_EXONS_TAF2	SLC25A27	HsaEX6047520	chr6:46668709-46668793	85	chr6:46664886,46668709-46668793,46670135	ANN	chr6	46668709	46668793	+	46664886	46670135	ENSG00000153291
DOWN_EXONS_TAF2	OBSCN	HsaEX0044521	chr1:228305123-228305386	264	chr1:228304566,228305123-228305386,228306372	ANN	chr1	228305123	228305386	+	228304566	228306372	ENSG00000154358
DOWN_EXONS_TAF2	ZNF589	HsaEX0074003	chr3:48257929-48257961	33	chr3:48243211,48257929-48257961,48267918	ANN	chr3	48257929	48257961	+	48243211	48267918	ENSG00000164048
DOWN_EXONS_TAF2	TMEM63C	HsaEX0065931	chr14:77196071-77196230	160	chr14:77175974,77196071-77196230,77213446	ANN	chr14	77196071	77196230	+	77175974	77213446	ENSG00000165548
DOWN_EXONS_TAF2	XRRA1	HsaEX0071894	chr11:74930300-74930372	73	chr11:74933801,74930300-74930372,74927488	ANN	chr11	74930300	74930372	-	74933801	74927488	ENSG00000166435
DOWN_EXONS_TAF2	TRIM66	HsaEX6000691	chr11:8621645-8621819	175	chr11:8622816,8621645-8621819,8621321	ANN	chr11	8621645	8621819	-	8622816	8621321	ENSG00000166436
DOWN_EXONS_TAF2	FAM120C	HsaEX6051937	chrX:54133773-54134046	274	chrX:54134831,54133773-54134046,54132863	ANN	chrX	54133773	54134046	-	54134831	54132863	ENSG00000184083
DOWN_EXONS_TAF2	MEF2B	HsaEX0038699	chr19:19146273-19146384	112	chr19:19146555,19146273-19146384,19146022	ANN	chr19	19146273	19146384	-	19146555	19146022	NA
DOWN_EXONS_TAF2	FTX	HsaEX7004747	chrX:74247332-74247424	93	chrX:74274342,74247332-74247424,74203953	ANN	chrX	74247332	74247424	-	74274342	74203953	ENSG00000230590
DOWN_EXONS_TAF2	FDXACB1	HsaEX0025503	chr11:111878556-111878712	157	chr11:111878961,111878556-111878712,111877011	ANN	chr11	111878556	111878712	-	111878961	111877011	NA
UP_EXONS_TAF2dIDR	ZNF510	HsaEX1045166	chr9:96777582-96777711	130	chr9:96778034,96777582-96777711,96776241+96776245	S	chr9	96777582	96777711	-	96778034	96776241	ENSG00000081386
UP_EXONS_TAF2dIDR	FCF1	HsaEX0025397	chr14:74714877-74714943	67	chr14:74713507+74713552+74713620,74714872+74714877-74714943,74715821+74715951+74715994	S	chr14	74714877	74714943	+	74713507	74715994	ENSG00000119616
UP_EXONS_TAF2dIDR	LRRCC1	HsaEX0036718	chr8:85109595-85109800	206	chr8:85107399+85107718,85109595-85109800,85110115	S	chr8	85109595	85109800	+	85107399	85110115	ENSG00000133739
UP_EXONS_TAF2dIDR	SNED1	HsaEX0060670	chr2:241064844-241064957	114	chr2:241064125,241064844-241064957,241065299	S	chr2	241064844	241064957	+	241064125	241065299	ENSG00000162804
UP_EXONS_TAF2dIDR	RILP	HsaEX0053628	chr17:1646910-1646989	80	chr17:1647835,1646906+1646910-1646989,1646619	S	chr17	1646910	1646989	-	1647835	1646619	ENSG00000167705
UP_EXONS_TAF2dIDR	LINC01481	HsaEX0000053	chr12:70243066-70243204	139	chr12:70243312,70243066-70243204,70242893	S	chr12	70243066	70243204	-	70243312	70242893	ENSG00000257815
UP_EXONS_TAF2dIDR	TSPOAP1	HsaEX0008754	chr17:58305061-58305171	111	chr17:58305387,58305061-58305171,58302447	C2	chr17	58305061	58305171	-	58305387	58302447	ENSG00000005379
UP_EXONS_TAF2dIDR	TSPOAP1	HsaEX0008756	chr17:58304338-58304399	62	chr17:58305061,58304338-58304399,58302447	S	chr17	58304338	58304399	-	58305061	58302447	ENSG00000005379
UP_EXONS_TAF2dIDR	TSPOAP1	HsaEX0008747	chr17:58323468-58323545	78	chr17:58324250+58324361,58323468-58323545,58323381	C2	chr17	58323468	58323545	-	58324361	58323381	ENSG00000005379
UP_EXONS_TAF2dIDR	IFT88	HsaEX0031114	chr13:20644843-20644958	116	chr13:20643605,20644843-20644958,20653876	S	chr13	20644843	20644958	+	20643605	20653876	ENSG00000032742
UP_EXONS_TAF2dIDR	TESK2	HsaEX0064510	chr1:45346693-45346764	72	chr1:45346979,45346693-45346764+45346779,45345994	C1	chr1	45346693	45346764	-	45346979	45345994	ENSG00000070759
UP_EXONS_TAF2dIDR	ADAM11	HsaEX0002276	chr17:44775584-44775676	93	chr17:44775465,44775584-44775676,44776745	C3	chr17	44775584	44775676	+	44775465	44776745	ENSG00000073670
UP_EXONS_TAF2dIDR	IGF2BP2	HsaEX0031140	chr3:185672541-185672669	129	chr3:185675296,185672541-185672669,185658409+185658678	S	chr3	185672541	185672669	-	185675296	185658409	ENSG00000073792
UP_EXONS_TAF2dIDR	COBLL1	HsaEX0016160	chr2:164779655-164779785	131	chr2:164841156,164779655-164779785,164743875	S	chr2	164779655	164779785	-	164841156	164743875	ENSG00000082438
UP_EXONS_TAF2dIDR	PTPN4	HsaEX0051040	chr2:119916623-119916690	68	chr2:119915205+119915242,119916467+119916612+119916623-119916690,119920069	C1	chr2	119916623	119916690	+	119915205	119920069	ENSG00000088179
UP_EXONS_TAF2dIDR	PAPLN	HsaEX0045422	chr14:73245636-73245696	61	chr14:73244759,73245543+73245636-73245696,73246073	C1	chr14	73245636	73245696	+	73244759	73246073	ENSG00000100767
UP_EXONS_TAF2dIDR	DHRS12	HsaEX0019523	chr13:51776457-51776522	66	chr13:51777060,51776116+51776202+51776457-51776522+51776525,51774034	C1	chr13	51776457	51776522	-	51777060	51774034	ENSG00000102796
UP_EXONS_TAF2dIDR	FCGRT	HsaEX0025407	chr19:49525457-49525561	105	chr19:49524776,49525457-49525561+49525573,49525973+49526010	S	chr19	49525457	49525561	+	49524776	49526010	ENSG00000104870
UP_EXONS_TAF2dIDR	CCDC9	HsaEX1007525	chr19:47271445-47271649	205	chr19:47260717+47260839,47271445-47271649,47272069	C1	chr19	47271445	47271649	+	47260717	47272069	ENSG00000105321
UP_EXONS_TAF2dIDR	PLA2G4C	HsaEX0047947	chr19:48104588-48104724	137	chr19:48105333,48104588-48104724,48099860	S	chr19	48104588	48104724	-	48105333	48099860	ENSG00000105499
UP_EXONS_TAF2dIDR	RASA4	HsaEX1030692	chr7:102602324-102602405	82	chr7:102608761,102602324-102602405,102600388	C2	chr7	102602324	102602405	-	102608761	102600388	NA
UP_EXONS_TAF2dIDR	DDX58	HsaEX0019004	chr9:32488734-32488887	154	chr9:32489344,32488734-32488887,32488109+32488197+32488203	S	chr9	32488734	32488887	-	32489344	32488109	ENSG00000107201
UP_EXONS_TAF2dIDR	ABCC3	HsaEX0000444	chr17:50657046-50657183	138	chr17:50634981,50657046-50657183,50658082	C2	chr17	50657046	50657183	+	50634981	50658082	ENSG00000108846
UP_EXONS_TAF2dIDR	ABCC3	HsaEX0000450	chr17:50675654-50675775	122	chr17:50675476,50675631+50675635+50675654-50675775,50675883	S	chr17	50675654	50675775	+	50675476	50675883	ENSG00000108846
UP_EXONS_TAF2dIDR	BACH2	HsaEX0007536	chr6:90271849-90271941	93	chr6:90296480,90271849-90271941,90206676+90206681+90206713	C1	chr6	90271849	90271941	-	90296480	90206676	ENSG00000112182
UP_EXONS_TAF2dIDR	ARHGEF26	HsaEX0005673	chr3:154217869-154217958	90	chr3:154194718,154217869-154217958,154225856	S	chr3	154217869	154217958	+	154194718	154225856	ENSG00000114790
UP_EXONS_TAF2dIDR	PROC	HsaEX0050308	chr2:127427105-127427222	118	chr2:127423408,127427105-127427222,127428357	C3	chr2	127427105	127427222	+	127423408	127428357	ENSG00000115718
UP_EXONS_TAF2dIDR	RMDN2	HsaEX0024656	chr2:37991220-37991297	78	chr2:37989616,37991220-37991297+37991301,37997416	S	chr2	37991220	37991297	+	37989616	37997416	ENSG00000115841
UP_EXONS_TAF2dIDR	PPL	HsaEX0049467	chr16:4899013-4899120	108	chr16:4899223+4899295,4899013-4899120,4897770	S	chr16	4899013	4899120	-	4899295	4897770	ENSG00000118898
UP_EXONS_TAF2dIDR	STAMBP	HsaEX0062235	chr2:73870143-73870349	207	chr2:73862304,73870143-73870349+73870352,73873352	C1	chr2	73870143	73870349	+	73862304	73873352	ENSG00000124356
UP_EXONS_TAF2dIDR	ATXN1	HsaEX0007241	chr6:16585780-16585907	128	chr6:16657776,16585780-16585907,16522688	S	chr6	16585780	16585907	-	16657776	16522688	ENSG00000124788
UP_EXONS_TAF2dIDR	LRRFIP1	HsaEX0036734	chr2:237714259-237714276	18	chr2:237708630,237714259-237714276,237719523	C3	chr2	237714259	237714276	+	237708630	237719523	ENSG00000124831
UP_EXONS_TAF2dIDR	LRRFIP1	HsaEX0036735	chr2:237717762-237717809	48	chr2:237714276,237717762-237717809,237719523	C2	chr2	237717762	237717809	+	237714276	237719523	ENSG00000124831
UP_EXONS_TAF2dIDR	HIVEP3	HsaEX0030068	chr1:41524735-41524910	176	chr1:41575544,41524735-41524910,41518488	C1	chr1	41524735	41524910	-	41575544	41518488	ENSG00000127124
UP_EXONS_TAF2dIDR	TNFRSF19	HsaEX0066198	chr13:23668692-23669097	406	chr13:23668082,23668692-23669097,23673372	S	chr13	23668692	23669097	+	23668082	23673372	ENSG00000127863
UP_EXONS_TAF2dIDR	E2F8	HsaEX0021429	chr11:19234360-19234521	162	chr11:19237151+19237314,19234360-19234521,19230834	C3	chr11	19234360	19234521	-	19237314	19230834	ENSG00000129173
UP_EXONS_TAF2dIDR	TEP1	HsaEX0064477	chr14:20381553-20381686	134	chr14:20381913,20381553-20381686+20381691,20381396+20381401	S	chr14	20381553	20381686	-	20381913	20381396	ENSG00000129566
UP_EXONS_TAF2dIDR	ZNF236	HsaEX0073229	chr18:76849622-76849668	47	chr18:76822662,76849526+76849622-76849668,76868685+76868841	C3	chr18	76849622	76849668	+	76822662	76868841	ENSG00000130856
UP_EXONS_TAF2dIDR	AOC3	HsaEX0004775	chr17:42855444-42855573	130	chr17:42854733,42855299+42855394+42855444-42855573,42856275	S	chr17	42855444	42855573	+	42854733	42856275	ENSG00000131471
UP_EXONS_TAF2dIDR	BTBD2	HsaEX1005931	chr19:2017183-2017300	118	chr19:2028708,2017183-2017300,1997463	C1	chr19	2017183	2017300	-	2028708	1997463	ENSG00000133243
UP_EXONS_TAF2dIDR	CCNJL	HsaEX0013656	chr5:160280525-160280738	214	chr5:160311858,160280525-160280738,160259771	S	chr5	160280525	160280738	-	160311858	160259771	ENSG00000135083
UP_EXONS_TAF2dIDR	PCNX2	HsaEX0045997	chr1:233262045-233262165	121	chr1:233262958,233262045-233262165,233261321	S	chr1	233262045	233262165	-	233262958	233261321	ENSG00000135749
UP_EXONS_TAF2dIDR	RALGPS1	HsaEX0052092	chr9:126977695-126977745	51	chr9:126965951,126977695-126977745,127034431	C1	chr9	126977695	126977745	+	126965951	127034431	ENSG00000136828
UP_EXONS_TAF2dIDR	TMEM14B	HsaEX1041074	chr6:10770077-10770204	128	chr6:10749698+10750044,10770077-10770204,10826564	C3	chr6	10770077	10770204	+	10749698	10826564	ENSG00000137210
UP_EXONS_TAF2dIDR	LARP1B	HsaEX0035360	chr4:128162194-128162317	124	chr4:128122094+128122188,128162194-128162317,128178431+128178473+128178512+128178515	C1	chr4	128162194	128162317	+	128122094	128178515	ENSG00000138709
UP_EXONS_TAF2dIDR	ZNF687	HsaEX0074191	chr1:151285206-151285297	92	chr1:151281686+151281708+151281721+151282079,151285206-151285297+151285320,151286275	C2	chr1	151285206	151285297	+	151281686	151286275	ENSG00000143373
UP_EXONS_TAF2dIDR	WDPCP	HsaEX0010809	chr2:63153495-63153574	80	chr2:63174670,63153495-63153574,63152945	S	chr2	63153495	63153574	-	63174670	63152945	ENSG00000143951
UP_EXONS_TAF2dIDR	CCDC150	HsaEX0013099	chr2:196695079-196695159	81	chr2:196677361,196695046+196695050+196695079-196695159,196701109	C1	chr2	196695079	196695159	+	196677361	196701109	ENSG00000144395
UP_EXONS_TAF2dIDR	ANK2	HsaEX0004138	chr4:113373285-113373449	165	chr4:113373173,113373261+113373285-113373449,113381457	C1	chr4	113373285	113373449	+	113373173	113381457	ENSG00000145362
UP_EXONS_TAF2dIDR	ATXN7L1	HsaEX0007298	chr7:105617792-105618097	306	chr7:105620200,105617632+105617792-105618097,105614816	C1	chr7	105617792	105618097	-	105620200	105614816	ENSG00000146776
UP_EXONS_TAF2dIDR	SLX4IP	HsaEX0010520	chr20:10556231-10556320	90	chr20:10458231,10556231-10556320,10598675	C3	chr20	10556231	10556320	+	10458231	10598675	ENSG00000149346
UP_EXONS_TAF2dIDR	PRSS53	HsaEX0050487	chr16:31084780-31085024	245	chr16:31085110,31084780-31085024,31084703	S	chr16	31084780	31085024	-	31085110	31084703	NA
UP_EXONS_TAF2dIDR	TEX9	HsaEX0064585	chr15:56394661-56394834	174	chr15:56394247,56394661-56394834,56412302	C1	chr15	56394661	56394834	+	56394247	56412302	ENSG00000151575
UP_EXONS_TAF2dIDR	BEND6	HsaEX0008021	chr6:57018421-57018557	137	chr6:57015353,57018421-57018557,57026082	C2	chr6	57018421	57018557	+	57015353	57026082	ENSG00000151917
UP_EXONS_TAF2dIDR	OXNAD1	HsaEX1026787	chr3:16319461-16319836	376	chr3:16303592,16319461-16319836,16337112	C2	chr3	16319461	16319836	+	16303592	16337112	ENSG00000154814
UP_EXONS_TAF2dIDR	USP43	HsaEX0069903	chr17:9676746-9676881	136	chr17:9674983,9676746-9676881,9680231	C1	chr17	9676746	9676881	+	9674983	9680231	ENSG00000154914
UP_EXONS_TAF2dIDR	C9orf85	HsaEX0011742	chr9:71947006-71947112	107	chr9:71911836,71947006-71947112,71971505	C1	chr9	71947006	71947112	+	71911836	71971505	ENSG00000155621
UP_EXONS_TAF2dIDR	RBPMS	HsaEX0052819	chr8:30566257-30566360	104	chr8:30558956,30566257-30566360,30570637	S	chr8	30566257	30566360	+	30558956	30570637	ENSG00000157110
UP_EXONS_TAF2dIDR	ZNF618	HsaEX0074060	chr9:114016113-114016172	60	chr9:114008554,114016113-114016172,114016695	S	chr9	114016113	114016172	+	114008554	114016695	ENSG00000157657
UP_EXONS_TAF2dIDR	PTPDC1	HsaEX0050918	chr9:94088145-94088263	119	chr9:94087911,94088145-94088263,94095317	S	chr9	94088145	94088263	+	94087911	94095317	ENSG00000158079
UP_EXONS_TAF2dIDR	RHPN1	HsaEX0053549	chr8:143379925-143379985	61	chr8:143379412+143379508,143379615+143379829+143379871+143379925-143379985,143380062+143380065	S	chr8	143379925	143379985	+	143379412	143380065	ENSG00000158106
UP_EXONS_TAF2dIDR	RGS12	HsaEX0053358	chr4:3316070-3318051	1982	chr4:3293099,3316070-3318051,3342937	S	chr4	3316070	3318051	+	3293099	3342937	ENSG00000159788
