GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
EVA1B	HsaEX0024198	chr1:36322971-36323067	97	chr1:36323459,36322971-36323067,36322725	S	AS_NC	chr1	36322971	36323067	-	36323459	36322725	ENSG00000142694
PPOX	HsaEX0049523	chr1:161167371-161167486	116	chr1:161167234,161167371-161167486,161167995	C1	AS_NC	chr1	161167371	161167486	+	161167234	161167995	ENSG00000143224
PPOX	HsaEX0049526	chr1:161168432-161168576	145	chr1:161168127,161168432-161168576,161168993	C1	AS_NC	chr1	161168432	161168576	+	161168127	161168993	ENSG00000143224
SNAP47	HsaEX0060614	chr1:227747692-227748233	542	chr1:227735499,227747692-227748233,227758995	S	AS_NC	chr1	227747692	227748233	+	227735499	227758995	ENSG00000143740
SLC30A5	HsaEX0059337	chr5:69128004-69128132	129	chr5:69123425,69128004-69128132,69129447	S	AS_NC	chr5	69128004	69128132	+	69123425	69129447	ENSG00000145740
SLC12A9	HsaEX0058654	chr7:100859050-100859161	112	chr7:100858942,100859050-100859161,100859885	S	AS_NC	chr7	100859050	100859161	+	100858942	100859885	ENSG00000146828
KDM6A	HsaEX0033365	chrX:45060022-45060156	135	chrX:45059466,45060022-45060156,45061324	C2	AS_NC	chrX	45060022	45060156	+	45059466	45061324	ENSG00000147050
INIP	HsaEX0011727	chr9:112716461-112716541	81	chr9:112717987,112716461-112716541,112694233	C1	AS_NC	chr9	112716461	112716541	-	112717987	112694233	ENSG00000148153
HERC4	HsaEX0029779	chr10:67990211-67990400	190	chr10:67990904,67990211-67990400,67988835	S	AS_NC	chr10	67990211	67990400	-	67990904	67988835	ENSG00000148634
HERC4	HsaEX0029781	chr10:67988663-67988835	173	chr10:67990211,67988663-67988835,67966802	C1	AS_NC	chr10	67988663	67988835	-	67990211	67966802	ENSG00000148634
PGAP2	HsaEX0046786	chr11:3823883-3824135	253	chr11:3817535,3823883-3824135,3824270	C2	AS_NC	chr11	3823883	3824135	+	3817535	3824270	ENSG00000148985
EIF3M	HsaEX0022011	chr11:32589012-32589135	124	chr11:32588732,32589012-32589135,32589547	S	AS_NC	chr11	32589012	32589135	+	32588732	32589547	ENSG00000149100
QDPR	HsaEX0051458	chr4:17509271-17509363	93	chr4:17511950,17509271-17509363,17504475	S	AS_NC	chr4	17509271	17509363	-	17511950	17504475	ENSG00000151552
MFSD6	HsaEX0039032	chr2:190415292-190415413	122	chr2:190408503,190415292-190415413,190435977	S	AS_NC	chr2	190415292	190415413	+	190408503	190435977	ENSG00000151690
RNF219	HsaEX0054086	chr13:78644862-78644997	136	chr13:78659049,78644862-78644997,78642213	S	AS_NC	chr13	78644862	78644997	-	78659049	78642213	ENSG00000152193
PITPNC1	HsaEX0047745	chr17:67687066-67687184	119	chr17:67675542,67687066-67687184,67692572	S	AS_NC	chr17	67687066	67687184	+	67675542	67692572	ENSG00000154217
C16orf87	HsaEX0009722	chr16:46809603-46809785	183	chr16:46824386,46809603-46809785,46803070	S	AS_NC	chr16	46809603	46809785	-	46824386	46803070	ENSG00000155330
SETD9	HsaEX0011121	chr5:56911169-56911536	368	chr5:56909743,56911169-56911536,56913011	C1	AS_NC	chr5	56911169	56911536	+	56909743	56913011	ENSG00000155542
UQCRB	HsaEX1043076	chr8:96231379-96231515	137	chr8:96231532,96231379-96231515,96231132	C2	AS_NC	chr8	96231379	96231515	-	96231532	96231132	ENSG00000156467
RPUSD3	HsaEX0055701	chr3:9839032-9839171	140	chr3:9840184,9839032-9839171,9838207	S	AS_NC	chr3	9839032	9839171	-	9840184	9838207	ENSG00000156990
NTAN1	HsaEX0044045	chr16:15047997-15048099	103	chr16:15055891,15047997-15048099,15047920	C1	AS_NC	chr16	15047997	15048099	-	15055891	15047920	ENSG00000157045
LRP8	HsaEX0036479	chr1:53272604-53272642	39	chr1:53274091,53272604-53272642,53271346	C3	AS_NC	chr1	53272604	53272642	-	53274091	53271346	ENSG00000157193
WDR66	HsaEX0071301	chr12:121948984-121949061	78	chr12:121942975,121948984-121949061,121951480	C1	AS_NC	chr12	121948984	121949061	+	121942975	121951480	ENSG00000158023
ABHD3	HsaEX0000619	chr18:21683920-21683965	46	chr18:21702316,21683920-21683965,21664230	C1	AS_NC	chr18	21683920	21683965	-	21702316	21664230	ENSG00000158201
ATP13A2	HsaEX0006815	chr1:16986463-16986632	170	chr1:16986805,16986463-16986632,16986358	S	AS_NC	chr1	16986463	16986632	-	16986805	16986358	ENSG00000159363
CARMIL2	HsaEX0053772	chr16:67656801-67656881	81	chr16:67656645,67656801-67656881,67657239	S	AS_NC	chr16	67656801	67656881	+	67656645	67657239	ENSG00000159753
FLAD1	HsaEX0025883	chr1:154989560-154989707	148	chr1:154988849,154989560-154989707,154990159	S	AS_NC	chr1	154989560	154989707	+	154988849	154990159	ENSG00000160688
ZNF394	HsaEX0073580	chr7:99498716-99498842	127	chr7:99499638,99498716-99498842,99494631	C1	AS_NC	chr7	99498716	99498842	-	99499638	99494631	ENSG00000160908
YDJC	HsaEX0071950	chr22:21629010-21629187	178	chr22:21629308,21629010-21629187,21628787	S	AS_NC	chr22	21629010	21629187	-	21629308	21628787	ENSG00000161179
CCNL1	HsaEX0013664	chr3:157157011-157157083	73	chr3:157158866,157156936+157157011-157157083,157153156	S	AS_NC	chr3	157157011	157157083	-	157158866	157153156	ENSG00000163660
UBAP1	HsaEX0068659	chr9:34220908-34220948	41	chr9:34179240,34220908-34220948,34234216	C1	AS_NC	chr9	34220908	34220948	+	34179240	34234216	ENSG00000165006
COMTD1	HsaEX0016749	chr10:75235064-75235178	115	chr10:75235267,75235060+75235064-75235178,75234992	S	AS_NC	chr10	75235064	75235178	-	75235267	75234992	ENSG00000165644
LARGE2	HsaEX0029139	chr11:45928177-45928372	196	chr11:45928069,45928177-45928372,45928630	S	AS_NC	chr11	45928177	45928372	+	45928069	45928630	ENSG00000165905
LMO1	HsaEX1021940	chr11:8232872-8232999	128	chr11:8233975,8232872-8232999,8230504	C3	AS_NC	chr11	8232872	8232999	-	8233975	8230504	ENSG00000166407
SLC3A2	HsaEX0059657	chr11:62870745-62870837	93	chr11:62856381,62870745-62870837,62871577	C1	AS_NC	chr11	62870745	62870837	+	62856381	62871577	ENSG00000168003
C2CD3	HsaEX0010659	chr11:74161399-74161556	158	chr11:74168344,74161399-74161556,74139828	S	AS_NC	chr11	74161399	74161556	-	74168344	74139828	ENSG00000168014
DTYMK	HsaEX0021140	chr2:241680229-241680319	91	chr2:241685769,241680229-241680319,241678649	C1	AS_NC	chr2	241680229	241680319	-	241685769	241678649	ENSG00000168393
ADAL	HsaEX0002254	chr15:43350941-43351041	101	chr15:43349045,43350941-43351041,43351751	S	AS_NC	chr15	43350941	43351041	+	43349045	43351751	ENSG00000168803
DFFB	HsaEX0019323	chr1:3872472-3872572	101	chr1:3869775,3872472-3872572,3883507	C1	AS_NC	chr1	3872472	3872572	+	3869775	3883507	ENSG00000169598
TPST1	HsaEX0066754	chr7:66240325-66241270	946	chr7:66205522,66240325-66241270,66286511	C1	AS_NC	chr7	66240325	66241270	+	66205522	66286511	ENSG00000169902
GUSB	HsaEX0029113	chr7:65979727-65979911	185	chr7:65980224,65979727-65979911,65979541	S	AS_NC	chr7	65979727	65979911	-	65980224	65979541	ENSG00000169919
ZDHHC16	HsaEX0072469	chr10:97453799-97453846	48	chr10:97453663,97453799-97453846,97454714	S	AS_NC	chr10	97453799	97453846	+	97453663	97454714	ENSG00000171307
RGS19	HsaEX0053368	chr20:64076857-64076954	98	chr20:64079294,64076857-64076954,64076646	C1	AS_NC	chr20	64076857	64076954	-	64079294	64076646	ENSG00000171700
MIR31HG	HsaEX0054679	chr9:21476899-21477035	137	chr9:21477169,21476899-21477035,21455944	S	AS_NC	chr9	21476899	21477035	-	21477169	21455944	ENSG00000171889
GTPBP2	HsaEX0029037	chr6:43622633-43622804	172	chr6:43623737,43622633-43622804,43622167	S	AS_NC	chr6	43622633	43622804	-	43623737	43622167	ENSG00000172432
DLEU1	HsaEX0019856	chr13:50083142-50083194	53	chr13:50082557,50083142-50083194,50390198	C3	AS_NC	chr13	50083142	50083194	+	50082557	50390198	ENSG00000176124
ZBTB8OS	HsaEX0072209	chr1:32633951-32634072	122	chr1:32634768,32633951-32634072,32633727	C1	AS_NC	chr1	32633951	32634072	-	32634768	32633727	ENSG00000176261
RMDN1	HsaEX0024672	chr8:86484872-86484961	90	chr8:86486484,86484872-86484961,86480332	S	AS_NC	chr8	86484872	86484961	-	86486484	86480332	ENSG00000176623
NR2C2	HsaEX0043705	chr3:15004557-15004613	57	chr3:15003986,15004557-15004613,15013589	S	AS_NC	chr3	15004557	15004613	+	15003986	15013589	ENSG00000177463
R3HDM2	HsaEX0051531	chr12:57395749-57395818	70	chr12:57430720,57395749-57395818,57310463	C2	AS_NC	chr12	57395749	57395818	-	57430720	57310463	ENSG00000179912
CCDC66	HsaEX1007475	chr3:56569313-56569637	325	chr3:56567053,56569313-56569637,56569744	C3	AS_NC	chr3	56569313	56569637	+	56567053	56569744	ENSG00000180376
METTL23	HsaEX0009842	chr17:76729690-76729794	105	chr17:76727178,76729690-76729794,76732978	C2	AS_NC	chr17	76729690	76729794	+	76727178	76732978	ENSG00000181038
EHMT1	HsaEX0021875	chr9:137752331-137752408	78	chr9:137744090,137752331-137752408,137754171	S	AS_NC	chr9	137752331	137752408	+	137744090	137754171	ENSG00000181090
AFMID	HsaEX0002999	chr17:78202499-78202603	105	chr17:78191060,78202499-78202603,78202703	C1	AS_NC	chr17	78202499	78202603	+	78191060	78202703	ENSG00000183077
LIN9	HsaEX0035892	chr1:226295842-226295946	105	chr1:226297719,226295842-226295946,226287797	S	AS_NC	chr1	226295842	226295946	-	226297719	226287797	ENSG00000183814
COPB2	HsaEX0016763	chr3:139385004-139385200	197	chr3:139389469,139385004-139385200,139383435	C3	AS_NC	chr3	139385004	139385200	-	139389469	139383435	ENSG00000184432
GNB1L	HsaEX0027855	chr22:19820598-19820723	126	chr22:19821228,19820598-19820723,19812447	C1	AS_NC	chr22	19820598	19820723	-	19821228	19812447	ENSG00000185838
PIP5K1C	HsaEX0047695	chr19:3633437-3633520	84	chr19:3638884,3633437-3633520,3633169	C1	AS_NC	chr19	3633437	3633520	-	3638884	3633169	ENSG00000186111
NF2	HsaEX0042656	chr22:29683020-29683064	45	chr22:29681601,29683020-29683064,29694752	S	AS_NC	chr22	29683020	29683064	+	29681601	29694752	ENSG00000186575
FANCA	HsaEX0024733	chr16:89742800-89742938	139	chr16:89744959,89742800-89742938,89740866	S	AS_NC	chr16	89742800	89742938	-	89744959	89740866	ENSG00000187741
COL25A1	HsaEX0016474	chr4:108825196-108825222	27	chr4:108827135,108825196-108825222,108824227	S	AS_NC	chr4	108825196	108825222	-	108827135	108824227	ENSG00000188517
TMEM201	HsaEX0065692	chr1:9609840-9609911	72	chr1:9607789,9609840-9609911,9610506	S	AS_NC	chr1	9609840	9609911	+	9607789	9610506	ENSG00000188807
PLXNB2	HsaEX0048579	chr22:50294726-50294778	53	chr22:50307553,50294726-50294778,50290597	C2	AS_NC	chr22	50294726	50294778	-	50307553	50290597	ENSG00000196576
MKL1	HsaEX0039363	chr22:40594674-40594735	62	chr22:40636478,40594674-40594735,40552367	C1	AS_NC	chr22	40594674	40594735	-	40636478	40552367	ENSG00000196588
AMZ2	HsaEX0004010	chr17:68254404-68254567	164	chr17:68251178,68254404-68254567,68255700	C1	AS_NC	chr17	68254404	68254567	+	68251178	68255700	ENSG00000196704
AMZ2	HsaEX0004011	chr17:68255700-68255876	177	chr17:68254567,68255700-68255876,68256814	C1	AS_NC	chr17	68255700	68255876	+	68254567	68256814	ENSG00000196704
NF1	HsaEX0042648	chr17:31252938-31253000	63	chr17:31249119,31252938-31253000,31258344	S	AS_NC	chr17	31252938	31253000	+	31249119	31258344	ENSG00000196712
PIGN	HsaEX0047441	chr18:62163531-62163656	126	chr18:62186844,62163531-62163656,62162329	C3	AS_NC	chr18	62163531	62163656	-	62186844	62162329	ENSG00000197563
TEAD4	HsaEX0064381	chr12:2959948-2960040	93	chr12:2959481,2959948-2960040,2994738	S	AS_NC	chr12	2959948	2960040	+	2959481	2994738	ENSG00000197905
SFI1	HsaEX0057598	chr22:31603744-31603819	76	chr22:31602785,31603744-31603819,31604309	S	AS_NC	chr22	31603744	31603819	+	31602785	31604309	ENSG00000198089
HIBCH	HsaEX0029952	chr2:190208880-190208913	34	chr2:190212956,190208880-190208913,190205232	S	AS_NC	chr2	190208880	190208913	-	190212956	190205232	ENSG00000198130
SLC29A3	HsaEX0059263	chr10:71344209-71344291	83	chr10:71323054,71344209-71344291,71351562	S	AS_NC	chr10	71344209	71344291	+	71323054	71351562	ENSG00000198246
ASPH	HsaEX0006336	chr8:61646750-61646878	129	chr8:61651050,61646750-61646878,61644632	S	AS_NC	chr8	61646750	61646878	-	61651050	61644632	ENSG00000198363
ASPH	HsaEX0006323	chr8:61633683-61633727	45	chr8:61637947,61633683-61633727,61626280	C1	AS_NC	chr8	61633683	61633727	-	61637947	61626280	ENSG00000198363
TLK1	HsaEX0065109	chr2:171117739-171117857	119	chr2:171160290,171117739-171117857,171082852	C1	AS_NC	chr2	171117739	171117857	-	171160290	171082852	ENSG00000198586
DAXX	HsaEX0018540	chr6:33320736-33321567	832	chr6:33321719,33320736-33321567,33320591	S	AS_NC	chr6	33320736	33321567	-	33321719	33320591	ENSG00000204209
DAXX	HsaEX0018539	chr6:33321719-33321977	259	chr6:33322862,33321719-33321977,33321567	S	AS_NC	chr6	33321719	33321977	-	33322862	33321567	ENSG00000204209
HSD17B8	HsaEX0030560	chr6:33205828-33205912	85	chr6:33205725,33205828-33205912,33206134	S	AS_NC	chr6	33205828	33205912	+	33205725	33206134	ENSG00000204228
NAXD	HsaEX0012462	chr13:110622216-110622366	151	chr13:110615647,110622216-110622366,110624234	C1	AS_NC	chr13	110622216	110622366	+	110615647	110624234	ENSG00000213995
ZSCAN31	HsaEX0073413	chr6:28329303-28329778	476	chr6:28336082,28329303-28329778,28327533	C1	AS_NC	chr6	28329303	28329778	-	28336082	28327533	ENSG00000235109
NSUN6	HsaEX0043972	chr10:18642476-18642555	80	chr10:18648490,18642476-18642555,18616293	C1	AS_NC	chr10	18642476	18642555	-	18648490	18616293	ENSG00000241058
MRPL33	HsaEX0040122	chr2:27774424-27774530	107	chr2:27772692,27774424-27774530,27779433	S	AS_NC	chr2	27774424	27774530	+	27772692	27779433	ENSG00000243147
ABHD14A	HsaEX1001422	chr3:51978259-51978374	116	chr3:51978082,51978259-51978374,51980393	S	AS_NC	chr3	51978259	51978374	+	51978082	51980393	NA
NSFL1C	HsaEX0043901	chr20:1455714-1455716	3	chr20:1458200,1455714-1455716+1455719,1455037+1455132	MIC	AS_NC	chr20	1455714	1455716	-	1458200	1455037	ENSG00000088833
VPS29	HsaEX0070549	chr12:110499535-110499546	12	chr12:110501417+110502049,110499535-110499546,110496203+110497002+110498859	MIC	AS_NC	chr12	110499535	110499546	-	110502049	110496203	ENSG00000111237
APBB3	HsaEX0005085	chr5:140561844-140561849	6	chr5:140562100+140562141+140562353,140561844-140561849,140561449+140561701+140561722	MIC	AS_NC	chr5	140561844	140561849	-	140562353	140561449	ENSG00000113108
ZCCHC8	HsaEX6069735	chr12:122498827-122498867	41	chr12:122500640,122498827-122498867,122492789	ANN	AS_NC	chr12	122498827	122498867	-	122500640	122492789	ENSG00000033030
USP28	HsaEX7106074	chr11:113874517-113874879	363	chr11:113875147,113874517-113874879,113854335	ANN	AS_NC	chr11	113874517	113874879	-	113875147	113854335	ENSG00000048028
HAGH	HsaEX0029226	chr16:1826507-1826602	96	chr16:1826712,1826507-1826602,1823037	ANN	AS_NC	chr16	1826507	1826602	-	1826712	1823037	ENSG00000063854
ASPM	HsaEX0006350	chr1:197100431-197105185	4755	chr1:197117789,197100431-197105185,197096164	ANN	AS_NC	chr1	197100431	197105185	-	197117789	197096164	ENSG00000066279
IFT80	HsaEX0031073	chr3:160319760-160319939	180	chr3:160356013,160319760-160319939,160307781	ANN	AS_NC	chr3	160319760	160319939	-	160356013	160307781	NA
DLG3	HsaEX0019890	chrX:70455787-70456102	316	chrX:70454316,70455787-70456102,70479150	ANN	AS_NC	chrX	70455787	70456102	+	70454316	70479150	ENSG00000082458
PCBP4	HsaEX0045800	chr3:51961941-51962088	148	chr3:51968310,51961941-51962088,51961033	ANN	AS_NC	chr3	51961941	51962088	-	51968310	51961033	NA
CHKB	HsaEX0015197	chr22:50579974-50580082	109	chr22:50580190,50579974-50580082,50579802	ANN	AS_NC	chr22	50579974	50580082	-	50580190	50579802	NA
EP300	HsaEX6026975	chr22:41162723-41162779	57	chr22:41160722,41162723-41162779,41164053	ANN	AS_NC	chr22	41162723	41162779	+	41160722	41164053	ENSG00000100393
POFUT1	HsaEX0048812	chr20:32210071-32210192	122	chr20:32208065,32210071-32210192,32215269	ANN	AS_NC	chr20	32210071	32210192	+	32208065	32215269	ENSG00000101346
CRISPLD2	HsaEX0017259	chr16:84836177-84836435	259	chr16:84833666,84836177-84836435,84838422	ANN	AS_NC	chr16	84836177	84836435	+	84833666	84838422	ENSG00000103196
CLUAP1	HsaEX0015822	chr16:3504720-3504831	112	chr16:3501089,3504720-3504831,3506331	ANN	AS_NC	chr16	3504720	3504831	+	3501089	3506331	ENSG00000103351
TTC23	HsaEX0067851	chr15:99139137-99139266	130	chr15:99156148,99139137-99139266,99138127	ANN	AS_NC	chr15	99139137	99139266	-	99156148	99138127	ENSG00000103852
PTGES3	HsaEX7007205	chr12:56686869-56686917	49	chr12:56686985,56686869-56686917,56673065	ANN	AS_NC	chr12	56686869	56686917	-	56686985	56673065	ENSG00000110958
BNIP1	HsaEX0008277	chr5:173151566-173151694	129	chr5:173146958,173151566-173151694,173154322	ANN	AS_NC	chr5	173151566	173151694	+	173146958	173154322	ENSG00000113734
CHMP3	HsaEX7102646	chr2:86542252-86542312	61	chr2:86563304,86542252-86542312,86529397	ANN	AS_NC	chr2	86542252	86542312	-	86563304	86529397	NA
LRRC42	HsaEX0036616	chr1:53947862-53947981	120	chr1:53946549,53947862-53947981,53951986	ANN	AS_NC	chr1	53947862	53947981	+	53946549	53951986	ENSG00000116212
PDLIM2	HsaEX7105195	chr8:22591551-22591668	118	chr8:22589741,22591551-22591668,22593733	ANN	AS_NC	chr8	22591551	22591668	+	22589741	22593733	NA
ADGRE5	HsaEX7010347	chr19:14396342-14396473	132	chr19:14391079,14396342-14396473,14397658	ANN	AS_NC	chr19	14396342	14396473	+	14391079	14397658	ENSG00000123146
NRSN2	HsaEX0043849	chr20:347434-347512	79	chr20:347142,347434-347512,349249	ANN	AS_NC	chr20	347434	347512	+	347142	349249	ENSG00000125841
ARMCX5	HsaEX0005974	chrX:102600920-102601032	113	chrX:102599847,102600920-102601032,102601464	ANN	AS_NC	chrX	102600920	102601032	+	102599847	102601464	NA
PRRG1	HsaEX0050452	chrX:37425840-37426000	161	chrX:37406259,37425840-37426000,37453136	ANN	AS_NC	chrX	37425840	37426000	+	37406259	37453136	NA
SCLY	HsaEX0056505	chr2:238083248-238083354	107	chr2:238082209,238083248-238083354,238091218	ANN	AS_NC	chr2	238083248	238083354	+	238082209	238091218	NA
INPP5K	HsaEX6019794	chr17:1515888-1516118	231	chr17:1516456,1515888-1516118,1513979	ANN	AS_NC	chr17	1515888	1516118	-	1516456	1513979	ENSG00000132376
FIGNL1	HsaEX0025804	chr7:50447968-50448055	88	chr7:50448181,50447968-50448055,50447297	ANN	AS_NC	chr7	50447968	50448055	-	50448181	50447297	ENSG00000132436
DCAF8	HsaEX0018650	chr1:160243960-160244034	75	chr1:160262176,160243960-160244034,160224528	ANN	AS_NC	chr1	160243960	160244034	-	160262176	160224528	NA
POLG	HsaEX0048929	chr15:89317939-89318037	99	chr15:89318541,89317939-89318037,89317536	ANN	AS_NC	chr15	89317939	89318037	-	89318541	89317536	ENSG00000140521
ANAPC11	HsaEX0004046	chr17:81893552-81893614	63	chr17:81891833,81893552-81893614,81894467	ANN	AS_NC	chr17	81893552	81893614	+	81891833	81894467	ENSG00000141552
GOLGA4	HsaEX0027977	chr3:37273536-37273601	66	chr3:37251484,37273536-37273601,37281958	ANN	AS_NC	chr3	37273536	37273601	+	37251484	37281958	ENSG00000144674
PLAC8	HsaEX6085150	chr4:83115265-83115432	168	chr4:83123662,83115265-83115432,83107658	ANN	AS_NC	chr4	83115265	83115432	-	83123662	83107658	ENSG00000145287
NONO	HsaEX0043337	chrX:71284984-71285097	114	chrX:71284453,71284984-71285097,71290629	ANN	AS_NC	chrX	71284984	71285097	+	71284453	71290629	ENSG00000147140
PAK1	HsaEX0045256	chr11:77325328-77325376	49	chr11:77332730,77325328-77325376,77323360	ANN	AS_NC	chr11	77325328	77325376	-	77332730	77323360	ENSG00000149269
EIF4A2	HsaEX0022015	chr3:186788310-186788420	111	chr3:186787882,186788310-186788420,186789125	ANN	AS_NC	chr3	186788310	186788420	+	186787882	186789125	ENSG00000156976
NDUFV3	HsaEX0042342	chr21:42896927-42897047	121	chr21:42893381,42896927-42897047,42903182	ANN	AS_NC	chr21	42896927	42897047	+	42893381	42903182	ENSG00000160194
MFSD12	HsaEX7010279	chr19:3567145-3567242	98	chr19:3573556,3567145-3567242,3551194	ANN	AS_NC	chr19	3567145	3567242	-	3573556	3551194	ENSG00000161091
CHRFAM7A	HsaEX0015294	chr15:30383319-30383382	64	chr15:30386863,30383319-30383382,30380399	ANN	AS_NC	chr15	30383319	30383382	-	30386863	30380399	NA
AP1G1	HsaEX0004880	chr16:71808015-71808150	136	chr16:71808763,71808015-71808150,71789482	ANN	AS_NC	chr16	71808015	71808150	-	71808763	71789482	ENSG00000166747
STAT6	HsaEX0062356	chr12:57109941-57110110	170	chr12:57111129,57109941-57110110,57108299	ANN	AS_NC	chr12	57109941	57110110	-	57111129	57108299	ENSG00000166888
SEPT2	HsaEX0057280	chr2:241316422-241316540	119	chr2:241315982,241316422-241316540,241317499	ANN	AS_NC	chr2	241316422	241316540	+	241315982	241317499	ENSG00000168385
FNTA	HsaEX0026189	chr8:43059092-43059177	86	chr8:43057307,43059092-43059177,43081584	ANN	AS_NC	chr8	43059092	43059177	+	43057307	43081584	NA
CSNK1G1	HsaEX0017546	chr15:64259201-64259241	41	chr15:64299131,64259201-64259241,64204503	ANN	AS_NC	chr15	64259201	64259241	-	64299131	64204503	NA
ZDHHC16	HsaEX0072470	chr10:97454714-97454799	86	chr10:97453846,97454714-97454799,97455660	ANN	AS_NC	chr10	97454714	97454799	+	97453846	97455660	ENSG00000171307
MGA	HsaEX0039059	chr15:41668828-41669958	1131	chr15:41660525,41668828-41669958,41696075	ANN	AS_NC	chr15	41668828	41669958	+	41660525	41696075	ENSG00000174197
WDR73	HsaEX0071353	chr15:84645973-84646085	113	chr15:84646184,84645973-84646085,84645836	ANN	AS_NC	chr15	84645973	84646085	-	84646184	84645836	ENSG00000177082
HYI	HsaEX0030774	chr1:43452903-43453004	102	chr1:43453413,43452903-43453004,43452319	ANN	AS_NC	chr1	43452903	43453004	-	43453413	43452319	ENSG00000178922
SNRPE	HsaEX0060716	chr1:203862182-203862222	41	chr1:203861743,203862182-203862222,203863663	ANN	AS_NC	chr1	203862182	203862222	+	203861743	203863663	ENSG00000182004
TCEAL9	HsaEX0070863	chrX:103357083-103357161	79	chrX:103356966,103357083-103357161,103357615	ANN	AS_NC	chrX	103357083	103357161	+	103356966	103357615	ENSG00000185222
POFUT2	HsaEX0048828	chr21:45266022-45266227	206	chr21:45267590,45266022-45266227,45265635	ANN	AS_NC	chr21	45266022	45266227	-	45267590	45265635	ENSG00000186866
PPIA	HsaEX7004153	chr7:44799392-44799480	89	chr7:44799277,44799392-44799480,44801287	ANN	AS_NC	chr7	44799392	44799480	+	44799277	44801287	ENSG00000196262
ZNF655	HsaEX6009264	chr7:99562368-99562494	127	chr7:99561973,99562368-99562494,99563863	ANN	AS_NC	chr7	99562368	99562494	+	99561973	99563863	ENSG00000197343
RGL3	HsaEX0053318	chr19:11394606-11394678	73	chr19:11397244,11394606-11394678,11394520	ANN	AS_NC	chr19	11394606	11394678	-	11397244	11394520	ENSG00000205517
CRYZL1	HsaEX0017399	chr21:33595731-33595836	106	chr21:33597280,33595731-33595836,33591207	ANN	AS_NC	chr21	33595731	33595836	-	33597280	33591207	ENSG00000205758
LINC01060	HsaEX0054543	chr4:188476698-188476756	59	chr4:188456762,188476698-188476756,188485779	ANN	AS_NC	chr4	188476698	188476756	+	188456762	188485779	ENSG00000249378
PXN-AS1	HsaEX0000026	chr12:120210930-120211106	177	chr12:120209934,120210930-120211106,120212375	ANN	AS_NC	chr12	120210930	120211106	+	120209934	120212375	ENSG00000255857
CAMKK1	HsaEX0012251	chr17:3884551-3884726	176	chr17:3885328+3885567,3884551-3884726,3884427	S	CR	chr17	3884551	3884726	-	3885567	3884427	ENSG00000004660
VPS41	HsaEX0070612	chr7:38769180-38769316	137	chr7:38771198,38769149+38769180-38769316,38767598	S	CR	chr7	38769180	38769316	-	38771198	38767598	ENSG00000006715
MAP4K5	HsaEX1022856	chr14:50442215-50442300	86	chr14:50442732,50442215-50442300+50442336,50440441	S	CR	chr14	50442215	50442300	-	50442732	50440441	ENSG00000012983
MDH1	HsaEX1023202	chr2:63600329-63600428	100	chr2:63599292,63600329-63600428,63604696	S	CR	chr2	63600329	63600428	+	63599292	63604696	ENSG00000014641
SLC30A9	HsaEX0059365	chr4:42018389-42018505	117	chr4:42018170,42018389-42018505,42020416	S	CR	chr4	42018389	42018505	+	42018170	42020416	ENSG00000014824
ATP2C1	HsaEX1005129	chr3:130961495-130961595	101	chr3:130959341,130961495-130961595,130963971	S	CR	chr3	130961495	130961595	+	130959341	130963971	ENSG00000017260
BRD9	HsaEX6097091	chr5:888235-888407	173	chr5:889017+889021,888235-888407,887467+887471	S	CR	chr5	888235	888407	-	889021	887467	ENSG00000028310
MSMO1	HsaEX0056343	chr4:165340722-165340813	92	chr4:165340375,165340722-165340813,165341751	S	CR	chr4	165340722	165340813	+	165340375	165341751	ENSG00000052802
ARID4B	HsaEX0005804	chr1:235225495-235225562	68	chr1:235229231,235225495-235225562,235224771+235224775	S	CR	chr1	235225495	235225562	-	235229231	235224771	ENSG00000054267
KMT2C	HsaEX1019108	chr7:152154909-152155536	628	chr7:152155910,152154909-152155536,152154445	S	CR	chr7	152154909	152155536	-	152155910	152154445	ENSG00000055609
DDX20	HsaEX0018889	chr1:111764402-111764450	49	chr1:111763007,111764402-111764450,111765737	S	CR	chr1	111764402	111764450	+	111763007	111765737	ENSG00000064703
OTUD5	HsaEX0045011	chrX:48936191-48936355	165	chrX:48944190,48936191-48936355+48936358,48935018	S	CR	chrX	48936191	48936355	-	48944190	48935018	ENSG00000068308
MPP5	HsaEX1024112	chr14:67293666-67293751	86	chr14:67292719,67293666-67293751,67301389	S	CR	chr14	67293666	67293751	+	67292719	67301389	ENSG00000072415
FERMT2	HsaEX0048321	chr14:52881796-52881828	33	chr14:52893293,52881796-52881828,52881469	S	CR	chr14	52881796	52881828	-	52893293	52881469	ENSG00000073712
TTC38	HsaEX0067941	chr22:46286166-46286314	149	chr22:46285279,46286166-46286314,46287021+46287073	S	CR	chr22	46286166	46286314	+	46285279	46287073	ENSG00000075234
SLC25A24	HsaEX1037286	chr1:108148647-108148826	180	chr1:108154983,108148647-108148826,108148386	S	CR	chr1	108148647	108148826	-	108154983	108148386	ENSG00000085491
RBM22	HsaEX0052647	chr5:150694741-150694809	69	chr5:150695506+150695534,150694741-150694809,150694240	S	CR	chr5	150694741	150694809	-	150695534	150694240	ENSG00000086589
