GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
ZGRF1	HsaEX0011002	chr4:112606008-112606091	84	chr4:112609379,112606008-112606091,112589874	C2	97.47	OK,OK,53=24=1,B1,C2@76.03,1.97	100.00	VLOW,VLOW,16=6=0,B1,C1@22.00,0.00	93.75	VLOW,VLOW,21=9=1,B1,C1@29.06,1.94	100.00	VLOW,VLOW,16=9=0,OK,C2@25.00,0.00	90.66	LOW,LOW,46=14=3,B1,C2@57.12,5.88	92.91	VLOW,VLOW,20=7=1,B1,C2@26.01,1.99	100.00	N,N,18=2=0,B2,C1@20.00,0.00	75.93	N,N,8=5=2,OK,C2@11.39,3.61	78.29	OK,OK,33=19=7,OK,C2@46.19,12.81	90.22	VLOW,VLOW,13=6=1,B1,C2@18.04,1.96	67.68	N,N,9=8=4,OK,C2@14.21,6.79	79.05	VLOW,VLOW,11=5=2,B1,C1@14.23,3.77	-19.18
KIAA1109	HsaEX0033932	chr4:122226707-122226835	129	chr4:122224677,122226707-122226835,122229121	S	75.00	OK,OK,24=18=7,OK,S@36.75,12.25	100.00	N,N,4=4=0,OK,S@8.00,0.00	90.91	VLOW,VLOW,13=7=1,OK,S@19.09,1.91	53.85	N,N,7=7=6,OK,S@10.77,9.23	65.22	OK,OK,21=24=12,OK,S@37.18,19.82	55.56	N,N,6=9=6,OK,S@11.67,9.33	75.00	N,N,9=9=3,OK,S@15.75,5.25	66.67	N,N,6=6=3,OK,S@10.00,5.00	58.33	VLOW,VLOW,14=14=10,OK,S@22.17,15.83	55.56	N,N,3=7=4,B1,S@7.78,6.22	52.94	N,N,7=2=4,B1,S@6.88,6.12	69.23	N,N,4=5=2,OK,S@7.62,3.38	-16.67
PRDM5	HsaEX0049952	chr4:120754553-120754638	86	chr4:120777188,120754553-120754638,120710413	C1	64.13	LOW,LOW,17=15=9,OK,C1@26.29,14.71	71.55	N,N,7=3=2,B1,C1@8.59,3.41	50.00	N,N,2=4=3,OK,S@4.50,4.50	66.83	N,N,8=8=4,OK,C1@13.37,6.63	82.20	OK,OK,25=21=5,OK,C1@41.92,9.08	81.29	LOW,LOW,15=11=3,OK,C1@23.57,5.43	87.55	N,N,6=8=1,OK,C1@13.13,1.87	75.19	N,N,4=2=1,B1,C1@5.26,1.74	100.00	VLOW,VLOW,30=7=0,B1,C1@37.00,0.00	100.00	N,N,16=0=0,B3,C1@16.00,0.00	100.00	N,N,4=2=0,B1,C1@6.00,0.00	100.00	VLOW,VLOW,10=5=0,B1,C1@15.00,0.00	35.87
GABARAPL1	HsaEX0026745	chr12:10214074-10214187	114	chr12:10213219+10213617+10213714,10214074-10214187,10218063	C3	85.77	OK,OK,18=54=6,B1,C2@66.90,11.10	100.00	VLOW,VLOW,8=20=0,B1,C3@28.00,0.00	85.71	VLOW,VLOW,7=17=2,B1,C2@22.28,3.72	71.58	N,N,3=17=4,B2,C2@17.18,6.82	78.32	OK,OK,21=58=11,B1,C3@70.49,19.51	73.17	LOW,LOW,11=27=7,B1,C2@32.93,12.07	85.30	VLOW,VLOW,5=18=2,B1,C3@21.32,3.68	81.89	VLOW,VLOW,5=13=2,B1,C3@16.38,3.62	61.30	VLOW,VLOW,8=33=13,B1,C2@33.10,20.90	65.40	N,N,3=12=4,B1,C2@12.43,6.57	70.40	VLOW,VLOW,5=14=4,B1,C2@16.19,6.81	41.28	N,N,0=7=5,Bn,C2@4.95,7.05	-24.47
C1RL	HsaEX0010064	chr12:7099901-7100026	126	chr12:7101898,7099901-7100026,7099760+7099807	S	76.92	OK,OK,17=23=6,OK,S@35.38,10.62	100.00	N,N,6=6=0,OK,S@12.00,0.00	70.00	N,N,5=9=3,OK,S@11.90,5.10	70.00	N,N,6=8=3,OK,S@11.90,5.10	96.08	OK,OK,28=21=1,OK,S@48.04,1.96	91.30	VLOW,VLOW,12=9=1,OK,S@20.09,1.91	100.00	VLOW,VLOW,11=7=0,OK,S@18.00,0.00	100.00	N,N,5=5=0,OK,S@10.00,0.00	95.12	OK,OK,20=19=1,OK,S@38.05,1.95	100.00	N,N,3=1=0,B1,S@4.00,0.00	88.89	N,N,8=8=1,OK,S@15.11,1.89	100.00	VLOW,VLOW,9=10=0,OK,S@19.00,0.00	18.20
GRTP1	HsaEX0028782	chr13:113355323-113355481	159	chr13:113363743+113363762,113355323-113355481,113350973	S	62.25	SOK,SOK,37=42=23,OK,S@63.50,38.50	83.65	VLOW,VLOW,6=15=2,B1,S@19.24,3.76	55.94	LOW,LOW,18=14=12,OK,S@24.61,19.39	58.04	VLOW,VLOW,13=13=9,OK,S@20.31,14.69	74.73	OK,OK,36=44=13,OK,S@69.50,23.50	74.32	OK,OK,15=21=6,OK,S@31.21,10.79	67.88	VLOW,VLOW,10=12=5,OK,S@18.33,8.67	84.02	VLOW,VLOW,11=11=2,OK,S@20.16,3.84	79.34	OK,OK,37=43=10,OK,S@71.41,18.59	78.91	LOW,LOW,12=19=4,OK,S@27.62,7.38	76.35	LOW,OK,20=14=5,OK,S@29.78,9.22	87.96	VLOW,VLOW,5=10=1,B1,C1@14.07,1.93	17.09
ZSCAN32	HsaEX0073678	chr16:3393649-3393807	159	chr16:3397192,3393649-3393807+3393814,3384912+3384935+3384941	C2	50.96	SOK,SOK,36=39=36,OK,C3@56.57,54.43	45.33	VLOW,VLOW,9=11=12,OK,C2@14.51,17.49	57.08	LOW,LOW,18=14=12,OK,C3@25.12,18.88	48.94	VLOW,VLOW,9=14=12,OK,C3@17.13,17.87	69.71	SOK,SOK,72=57=28,OK,C3@109.44,47.56	70.27	OK,OK,28=24=11,OK,C3@44.27,18.73	73.77	OK,OK,26=19=8,OK,C3@39.10,13.90	63.92	LOW,LOW,18=14=9,OK,C3@26.21,14.79	67.27	SOK,SOK,71=40=27,OK,C2@92.83,45.17	57.38	LOW,LOW,23=12=13,OK,C3@27.54,20.46	65.62	OK,OK,25=17=11,OK,C2@34.78,18.22	85.00	LOW,LOW,23=11=3,B1,C2@31.45,5.55	16.31
TMC6	HsaEX0065257	chr17:78119297-78119392	96	chr17:78122583+78122605,78119257+78119297-78119392,78113621+78113624	C3	92.59	VLOW,VLOW,13=12=1,OK,C3@24.07,1.93	100.00	N,N,5=1=0,B1,C3@6.00,0.00	100.00	N,N,4=5=0,OK,C3@9.00,0.00	83.33	N,N,4=6=1,OK,C3@9.17,1.83	93.33	VLOW,VLOW,14=14=1,OK,C3@27.07,1.93	100.00	N,N,4=5=0,OK,C3@9.00,0.00	100.00	N,N,6=8=0,OK,C3@14.00,0.00	71.43	N,N,4=1=1,B1,C3@4.29,1.71	70.37	VLOW,VLOW,10=9=4,OK,C3@16.19,6.81	80.00	N,N,3=5=1,OK,C3@7.20,1.80	100.00	N,N,6=2=0,B1,C3@8.00,0.00	33.33	N,N,1=2=3,OK,C2@2.00,4.00	-22.22
VASH2	HsaEX0070238	chr1:212965722-212965778	57	chr1:212961254+212961271+212961360,212965722-212965778,212966271	C1	70.79	VLOW,VLOW,16=8=5,OK,C1@20.53,8.47	75.28	N,N,3=3=1,OK,C1@5.27,1.73	57.23	N,N,7=1=3,B2,C2@6.30,4.70	83.50	N,N,6=4=1,OK,C1@9.18,1.82	41.85	VLOW,VLOW,8=9=12,OK,C2@12.14,16.86	50.45	N,N,4=6=5,OK,C2@7.57,7.43	38.74	N,N,3=2=4,OK,C1@3.49,5.51	25.28	N,N,1=1=3,OK,C2@1.26,3.74	55.06	VLOW,VLOW,7=17=10,B1,C1@18.72,15.28	67.25	N,N,1=11=3,B2,C1@10.09,4.91	47.09	N,N,3=4=4,OK,C1@5.18,5.82	45.75	N,N,3=2=3,OK,C1@3.66,4.34	-15.73
TAF1A	HsaEX0063438	chr1:222579759-222579825	67	chr1:222584128,222579759-222579825+222579872+222579890,222577643	S	65.05	OK,OK,33=34=18,OK,S@55.29,29.71	57.14	N,N,8=8=6,OK,S@12.57,9.43	63.64	LOW,LOW,13=15=8,OK,S@22.91,13.09	74.19	VLOW,VLOW,12=11=4,OK,S@20.03,6.97	76.67	SOK,SOK,63=75=21,OK,S@121.91,37.09	85.96	OK,OK,17=32=4,OK,C1@45.56,7.44	78.46	OK,OK,22=29=7,OK,S@45.51,12.49	65.52	LOW,LOW,24=14=10,OK,S@31.45,16.55	81.48	SOK,SOK,62=70=15,OK,S@119.78,27.22	92.16	OK,OK,17=30=2,OK,S@45.16,3.84	77.36	OK,OK,21=20=6,OK,S@36.36,10.64	75.86	OK,OK,24=20=7,OK,S@38.69,12.31	16.43
CCDC150	HsaEX0013089	chr2:196646341-196646504	164	chr2:196639778,196646341-196646504,196656633	C1	36.77	OK,OK,14=10=21,OK,S@16.55,28.45	30.71	N,N,3=4=8,OK,S@4.61,10.39	36.53	N,N,7=2=8,B1,S@6.21,10.79	44.81	N,N,4=4=5,OK,C1@5.83,7.17	53.68	LOW,LOW,20=14=15,OK,C1@26.30,22.70	50.40	N,N,9=7=8,OK,C1@12.10,11.90	83.74	N,N,6=4=1,OK,C2@9.21,1.79	40.62	N,N,5=3=6,OK,C1@5.69,8.31	52.12	LOW,LOW,12=18=14,OK,C1@22.93,21.07	67.05	N,N,5=7=3,OK,C1@10.06,4.94	36.62	N,N,3=5=7,OK,C1@5.49,9.51	56.00	N,N,4=6=4,OK,C1@7.84,6.16	15.35
ANKMY1	HsaEX0004251	chr2:240482183-240482261	79	chr2:240499958,240482183-240482261,240481097	S	70.00	LOW,LOW,16=12=6,OK,S@23.80,10.20	86.67	N,N,10=3=1,B1,S@12.13,1.87	50.00	N,N,4=4=4,OK,S@6.00,6.00	77.78	N,N,2=5=1,B1,S@6.22,1.78	34.26	OK,OK,15=9=23,OK,S@16.10,30.90	44.44	N,N,4=4=5,OK,S@5.78,7.22	27.22	VLOW,VLOW,6=3=12,OK,S@5.72,15.28	36.84	N,N,5=2=6,B1,S@4.79,8.21	32.10	OK,OK,9=11=21,OK,C1@13.16,27.84	33.00	N,N,4=4=8,OK,C2@5.28,10.72	40.00	N,N,4=4=6,OK,S@5.60,8.40	22.15	N,N,1=3=7,B1,C1@2.44,8.56	-37.90
TRPC1	HsaEX0067368	chr3:142791019-142791158	140	chr3:142784785+142784811+142785040,142791019-142791158,142802169	C3	67.70	OK,OK,23=25=11,OK,C3@39.94,19.06	82.51	N,N,5=5=1,OK,C2@9.08,1.92	67.19	VLOW,VLOW,7=10=4,OK,C3@14.11,6.89	62.72	VLOW,VLOW,11=10=6,OK,C3@16.93,10.07	80.39	OK,OK,31=37=8,OK,C3@61.10,14.90	81.81	LOW,LOW,17=11=3,OK,C2@25.36,5.64	76.75	N,N,6=8=2,OK,C3@12.28,3.72	80.95	VLOW,VLOW,8=18=3,B1,C3@23.48,5.52	86.16	OK,OK,29=35=5,OK,C2@59.45,9.55	85.53	LOW,LOW,10=15=2,OK,C3@23.09,3.91	83.80	VLOW,VLOW,7=14=2,OK,C2@19.27,3.73	90.03	VLOW,VLOW,12=6=1,B1,C2@17.11,1.89	18.46
MARCH1	HsaEX0037862	chr4:163854021-163854169	149	chr4:163988501,163854021-163854169+163854189,163700863	C1	66.28	VLOW,VLOW,8=11=5,OK,C1@15.91,8.09	60.47	N,N,4=2=2,OK,C2@4.84,3.16	61.39	N,N,0=3=1,Bn,S@2.46,1.54	72.14	N,N,4=6=2,OK,C1@8.66,3.34	70.70	N,N,6=8=3,OK,C1@12.02,4.98	72.14	N,N,2=3=1,OK,C1@4.33,1.67	75.37	N,N,4=2=1,OK,C2@5.28,1.72	61.39	N,N,0=3=1,Bn,S@2.46,1.54	83.01	VLOW,VLOW,10=9=2,OK,C1@17.43,3.57	100.00	N,N,2=6=0,B1,S@8.00,0.00	78.07	N,N,5=2=1,B1,C1@6.25,1.75	67.00	N,N,3=1=1,B1,C1@3.35,1.65	16.73
SSBP2	HsaEX0061834	chr5:81513628-81513686	59	chr5:81615473,81513628-81513686+81513717,81489309	S	74.36	LOW,LOW,17=12=5,OK,C1@25.28,8.72	81.82	N,N,8=1=1,B2,C1@8.18,1.82	62.50	N,N,4=6=3,OK,C2@8.12,4.88	83.33	N,N,5=5=1,OK,C1@9.17,1.83	81.48	LOW,LOW,32=12=5,B1,S@39.93,9.07	81.25	VLOW,VLOW,17=9=3,OK,S@23.56,5.44	85.71	N,N,10=2=1,B1,S@11.14,1.86	75.00	N,N,5=1=1,B1,S@5.25,1.75	100.00	LOW,LOW,20=13=0,OK,S@33.00,0.00	100.00	N,N,9=2=0,B1,S@11.00,0.00	100.00	N,N,4=6=0,OK,S@10.00,0.00	100.00	N,N,7=5=0,OK,C1@12.00,0.00	25.64
SSBP2	HsaEX0061835	chr5:81489250-81489309	60	chr5:81513628,81489250-81489309,81474562	S	72.73	LOW,LOW,11=21=6,OK,C1@27.64,10.36	77.78	N,N,1=6=1,B2,C1@6.22,1.78	70.00	N,N,6=8=3,OK,C1@11.90,5.10	73.33	N,N,4=7=2,OK,C1@9.53,3.47	93.75	LOW,LOW,16=14=1,OK,C1@29.06,1.94	89.47	VLOW,VLOW,11=6=1,OK,C1@16.10,1.90	100.00	N,N,3=3=0,OK,C1@6.00,0.00	100.00	N,N,2=5=0,B1,C1@7.00,0.00	92.31	VLOW,VLOW,12=12=1,OK,S@23.08,1.92	100.00	N,N,2=3=0,OK,S@5.00,0.00	100.00	N,N,6=6=0,OK,S@12.00,0.00	77.78	N,N,4=3=1,OK,S@6.22,1.78	19.58
FAXC	HsaEX0011281	chr6:99342898-99343033	136	chr6:99349107,99342898-99343033,99291820	C3	100.00	VLOW,VLOW,13=14=0,OK,C2@27.00,0.00	100.00	N,N,5=3=0,OK,C2@8.00,0.00	100.00	N,N,4=4=0,OK,C2@8.00,0.00	100.00	N,N,4=7=0,OK,C2@11.00,0.00	83.33	LOW,LOW,14=16=3,OK,C2@27.50,5.50	84.62	N,N,5=6=1,OK,C2@10.15,1.85	73.33	N,N,6=5=2,OK,C2@9.53,3.47	100.00	N,N,3=5=0,OK,C2@8.00,0.00	82.61	VLOW,VLOW,8=11=2,OK,C2@17.35,3.65	71.43	N,N,3=2=1,OK,C2@4.29,1.71	86.67	N,N,5=8=1,OK,C2@12.13,1.87	100.00	N,N,0=1=0,Bn,S@1.00,0.00	-17.39
KRBOX4	HsaEX0074160	chrX:46471142-46471185	44	chrX:46463277+46463293+46463308,46471142-46471185,46472025	S	100.00	LOW,LOW,54=13=0,B1,S@67.00,0.00	100.00	N,N,12=2=0,B2,C1@14.00,0.00	100.00	VLOW,VLOW,23=5=0,B1,S@28.00,0.00	100.00	VLOW,VLOW,19=6=0,B1,S@25.00,0.00	88.58	SOK,SOK,75=19=6,B1,S@88.58,11.42	86.36	VLOW,VLOW,33=5=3,B2,S@35.41,5.59	88.27	LOW,LOW,21=10=2,B1,S@29.13,3.87	92.59	N,N,21=4=1,B2,S@24.07,1.93	84.04	VLOW,VLOW,59=8=6,B2,S@61.35,11.65	86.85	N,N,25=3=2,B2,S@26.05,3.95	83.84	N,N,18=4=2,B1,S@20.12,3.88	80.04	N,N,16=1=2,B2,S@15.21,3.79	-15.96
CCDC15	HsaEX0013083	chr11:124993169-124993243	75	chr11:124992687,124993169-124993243,125003867+125003878	C1	90.88	VLOW,VLOW,12=9=1,OK,C1@19.99,2.01	100.00	N,N,2=4=0,OK,C1@6.00,0.00	100.00	N,N,4=4=0,OK,S@8.00,0.00	77.15	N,N,6=1=1,B2,C1@6.17,1.83	72.69	VLOW,VLOW,10=8=3,OK,C2@15.26,5.74	100.00	N,N,3=2=0,OK,C2@5.00,0.00	77.76	N,N,3=5=1,OK,C1@7.00,2.00	52.93	N,N,4=1=2,B1,C2@3.71,3.29	69.16	VLOW,VLOW,10=9=4,OK,C1@15.91,7.09	48.22	N,N,1=3=2,B1,C2@2.89,3.11	100.00	N,N,4=5=0,OK,S@9.00,0.00	58.99	N,N,5=1=2,B2,C2@4.72,3.28	-21.72
TM7SF2	HsaEX0065194	chr11:65112515-65112711	197	chr11:65111981+65112067,65112515-65112711,65113220+65113369	C2	100.00	LOW,LOW,15=12=0,OK,C2@27.00,0.00	100.00	N,N,3=3=0,OK,C3@6.00,0.00	100.00	N,N,8=5=0,OK,C2@13.00,0.00	100.00	N,N,4=4=0,OK,C2@8.00,0.00	95.29	VLOW,VLOW,32=8=1,B1,C2@39.07,1.93	87.63	N,N,12=2=1,B2,C2@13.14,1.86	100.00	VLOW,VLOW,12=5=0,B1,C1@17.00,0.00	100.00	N,N,8=1=0,B2,C2@9.00,0.00	80.17	VLOW,VLOW,11=5=2,B1,C2@14.43,3.57	33.33	N,N,0=1=1,Bn,C3@0.67,1.33	100.00	N,N,5=1=0,B2,C2@6.00,0.00	81.82	N,N,6=3=1,OK,C2@8.18,1.82	-19.83
BEND6	HsaEX0008018	chr6:57014462-57014525	64	chr6:56992555,57014372+57014375+57014462-57014525,57015133	S	30.48	LOW,LOW,5=9=16,OK,S@9.14,20.86	37.50	N,N,3=3=5,OK,S@4.12,6.88	33.47	N,N,2=3=5,OK,C1@3.35,6.65	20.00	N,N,0=3=6,Bn,S@1.80,7.20	18.52	OK,OK,7=3=22,B1,S@5.93,26.07	20.00	VLOW,VLOW,5=1=12,B1,S@3.60,14.40	14.29	N,N,2=0=6,Bn,S@1.14,6.86	20.00	N,N,0=2=4,Bn,S@1.20,4.80	6.67	VLOW,VLOW,1=1=14,OK,S@1.07,14.93	14.29	N,N,0=1=3,Bn,S@0.57,3.43	0.00	N,N,0=0=3,Bn,S@0.00,3.00	5.88	N,N,1=0=8,Bn,S@0.53,8.47	-23.81
FAM151B	HsaEX0024059	chr5:80501792-80501917	126	chr5:80488148,80501792-80501917,80513604	C2	100.00	VLOW,VLOW,12=7=0,OK,C2@19.00,0.00	100.00	N,N,4=1=0,B1,C2@5.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	100.00	N,N,6=4=0,OK,C1@10.00,0.00	100.00	VLOW,VLOW,13=11=0,OK,C1@24.00,0.00	100.00	N,N,6=4=0,OK,C2@10.00,0.00	100.00	N,N,2=3=0,OK,C1@5.00,0.00	100.00	N,N,5=4=0,OK,S@9.00,0.00	62.26	VLOW,VLOW,10=14=7,OK,C1@19.30,11.70	39.31	N,N,2=2=3,OK,S@2.75,4.25	63.86	N,N,5=6=3,OK,C1@8.94,5.06	81.14	N,N,3=6=1,OK,C1@8.11,1.89	-37.74
DCLRE1C	HsaEX0018707	chr10:14947554-14947609	56	chr10:14949036,14947525+14947554-14947609,14945189	C1	13.87	OK,OK,6=13=59,B1,C1@10.82,67.18	14.29	LOW,LOW,2=4=18,OK,C1@3.43,20.57	13.85	OK,OK,3=6=28,OK,C1@5.12,31.88	13.33	VLOW,VLOW,1=3=13,B1,S@2.27,14.73	30.88	OK,OK,17=25=47,OK,C1@27.48,61.52	27.66	LOW,LOW,7=6=17,OK,C1@8.30,21.70	25.58	LOW,LOW,3=8=16,B1,C1@6.91,20.09	39.13	VLOW,VLOW,7=11=14,OK,C2@12.52,19.48	30.65	OK,OK,18=20=43,OK,C1@24.83,56.17	33.33	VLOW,VLOW,6=8=14,OK,S@9.33,18.67	35.14	VLOW,VLOW,5=8=12,OK,C2@8.79,16.22	24.44	LOW,LOW,7=4=17,OK,C1@6.84,21.16	16.78
PFKM	HsaEX0046753	chr12:48118482-48118577	96	chr12:48108194,48118482-48118577,48122767	C1	8.70	OK,OK,2=2=21,OK,C2@2.17,22.82	6.67	N,N,0=1=7,Bn,C2@0.53,7.47	0.00	N,N,0=0=8,Bn,C2@0.00,8.00	20.00	N,N,2=1=6,OK,C1@1.80,7.20	17.33	OK,OK,4=6=24,OK,C2@5.89,28.11	12.00	VLOW,VLOW,1=2=11,OK,C2@1.68,12.32	13.04	VLOW,VLOW,2=1=10,OK,C3@1.70,11.30	40.36	N,N,1=3=3,B1,C2@2.83,4.17	24.32	VLOW,VLOW,3=6=14,OK,C2@5.59,17.41	20.00	N,N,1=1=4,OK,C2@1.20,4.80	45.45	N,N,1=4=3,B1,C2@3.64,4.36	12.50	N,N,1=1=7,OK,C2@1.12,7.88	15.62
SPEF2	HsaEX6097697	chr5:35788946-35789031	86	chr5:35779346,35788885+35788946-35789031,35792340	C2	77.78	VLOW,VLOW,9=19=4,B1,C3@24.89,7.11	83.33	N,N,1=9=1,B2,C3@9.17,1.83	75.00	N,N,4=2=1,OK,C2@5.25,1.75	75.00	N,N,4=8=2,OK,C3@10.50,3.50	39.62	LOW,LOW,11=10=16,OK,C2@14.66,22.34	36.36	N,N,6=2=7,B1,C1@5.45,9.55	57.14	N,N,4=4=3,OK,C2@6.29,4.71	29.41	N,N,1=4=6,B1,C2@3.24,7.76	50.00	VLOW,VLOW,7=11=9,OK,C2@13.50,13.50	53.85	N,N,2=5=3,B1,C2@5.38,4.62	53.85	N,N,4=3=3,OK,C2@5.38,4.62	40.00	N,N,1=3=3,B1,C2@2.80,4.20	-27.78
BCL2L11	HsaEX0007889	chr2:111150044-111150147	104	chr2:111124139,111150044-111150147,111164133	C1	98.29	SOK,SOK,63=55=1,OK,C2@116.97,2.03	100.00	OK,OK,21=18=0,OK,C2@39.00,0.00	95.63	OK,OK,21=24=1,OK,C2@43.99,2.01	100.00	LOW,LOW,21=13=0,OK,C1@34.00,0.00	84.57	SOK,SOK,65=48=10,OK,C2@104.02,18.98	84.24	OK,OK,30=27=5,OK,C2@52.23,9.77	86.69	LOW,LOW,16=10=2,OK,C2@24.27,3.73	83.39	LOW,LOW,19=11=3,OK,C2@27.52,5.48	79.55	OK,OK,47=35=10,OK,C2@73.19,18.81	72.37	OK,OK,22=16=7,OK,C2@32.57,12.43	81.32	VLOW,VLOW,11=9=2,OK,C2@17.89,4.11	92.36	VLOW,VLOW,14=10=1,OK,C2@23.09,1.91	-18.74
SLC25A27	HsaEX0059064	chr6:46670135-46670227	93	chr6:46668793,46670135-46670227,46681527	C3	100.00	OK,OK,38=20=0,OK,C2@58.00,0.00	100.00	VLOW,VLOW,15=5=0,B1,C2@20.00,0.00	100.00	VLOW,VLOW,12=9=0,OK,C2@21.00,0.00	100.00	VLOW,VLOW,11=6=0,OK,C2@17.00,0.00	86.07	OK,OK,43=33=6,OK,C2@70.58,11.42	100.00	LOW,LOW,19=18=0,OK,C2@37.00,0.00	100.00	VLOW,VLOW,11=10=0,OK,C2@21.00,0.00	59.41	VLOW,VLOW,13=5=6,B1,C2@14.26,9.74	82.07	OK,OK,38=28=7,OK,C2@59.91,13.09	70.82	VLOW,VLOW,12=13=5,OK,C3@21.25,8.75	87.17	N,N,9=5=1,OK,C2@13.08,1.92	92.91	LOW,LOW,17=10=1,OK,C2@26.01,1.99	-17.93
SLC25A27	HsaEX0059065	chr6:46671126-46671175	50	chr6:46668793,46671126-46671175+46671228+46671233,46681527	C3	100.00	OK,OK,20=19=0,OK,C3@39.00,0.00	100.00	N,N,5=8=0,OK,C3@13.00,0.00	100.00	N,N,9=3=0,B1,C3@12.00,0.00	100.00	N,N,6=8=0,OK,C3@14.00,0.00	85.23	OK,OK,33=38=6,OK,C3@65.63,11.37	100.00	LOW,LOW,18=18=0,OK,C3@36.00,0.00	100.00	VLOW,VLOW,10=11=0,OK,C3@21.00,0.00	53.23	N,N,5=9=6,OK,C3@10.65,9.35	80.62	OK,OK,28=32=7,OK,C3@54.02,12.98	75.06	LOW,LOW,13=18=5,OK,C3@27.02,8.98	86.32	N,N,5=8=1,OK,C3@12.08,1.92	88.59	VLOW,VLOW,10=6=1,OK,C3@15.06,1.94	-19.38
ANKRD29	HsaEX0004452	chr18:23619531-23619629	99	chr18:23629853+23629857,23619395+23619531-23619629,23617827	S	52.10	OK,SOK,38=27=30,OK,C1@49.50,45.50	43.93	VLOW,VLOW,12=7=12,OK,S@13.62,17.38	50.00	VLOW,VLOW,12=10=11,OK,S@16.50,16.50	63.96	VLOW,VLOW,14=10=7,OK,C1@19.83,11.17	59.44	OK,OK,42=28=24,OK,S@55.87,38.13	59.31	VLOW,VLOW,23=6=10,B1,S@23.13,15.87	60.24	VLOW,VLOW,8=10=6,OK,S@14.46,9.54	58.99	VLOW,VLOW,11=12=8,OK,S@18.29,12.71	78.30	OK,OK,35=35=10,OK,C1@62.64,17.36	64.13	VLOW,VLOW,15=9=7,OK,C1@19.88,11.12	86.70	VLOW,VLOW,12=14=2,OK,S@24.28,3.72	90.91	VLOW,VLOW,8=12=1,OK,S@19.09,1.91	26.20
SORBS2	HsaEX0060986	chr4:185690562-185690611	50	chr4:185775227+185775231,185690562-185690611,185678822	C3	36.07	OK,SOK,34=28=37,OK,C2@35.71,63.29	36.07	VLOW,LOW,9=10=12,OK,C2@11.18,19.82	35.06	VLOW,OK,14=9=13,OK,C2@12.62,23.38	37.24	VLOW,LOW,11=9=12,OK,C2@11.92,20.08	42.99	OK,SOK,26=34=29,OK,C2@38.26,50.74	52.71	LOW,LOW,13=15=10,OK,C2@20.03,17.97	40.56	VLOW,LOW,9=11=11,OK,C1@12.57,18.43	31.29	N,VLOW,4=8=8,B1,C3@6.26,13.74	58.25	OK,OK,33=32=18,OK,C2@48.35,34.65	60.45	VLOW,LOW,10=13=5,OK,C2@16.93,11.07	50.38	N,N,8=8=6,OK,C2@11.08,10.92	61.66	LOW,LOW,15=11=7,OK,C2@20.35,12.65	22.18
AK9	HsaEX6048862	chr6:109671919-109672015	97	chr6:109691147,109671919-109672015,109662663	C2	100.00	VLOW,VLOW,5=10=0,OK,C2@15.00,0.00	100.00	N,N,0=5=0,Bn,S@5.00,0.00	100.00	N,N,4=4=0,OK,C2@8.00,0.00	100.00	N,N,1=1=0,OK,C2@2.00,0.00	87.88	VLOW,VLOW,8=21=2,B1,C2@27.24,3.76	100.00	N,N,5=6=0,OK,C2@11.00,0.00	100.00	N,N,0=11=0,Bl,S@11.00,0.00	63.64	N,N,3=4=2,OK,C3@5.73,3.27	76.92	VLOW,VLOW,7=13=3,OK,C2@17.69,5.31	60.00	N,N,2=4=2,OK,C2@4.80,3.20	100.00	N,N,2=4=0,OK,C2@6.00,0.00	80.00	N,N,3=5=1,OK,C2@7.20,1.80	-23.08
TTC39B	HsaEX0067966	chr9:15210088-15210158	71	chr9:15211266,15210088-15210158+15210164,15203890	S	96.77	OK,OK,38=22=1,OK,S@59.03,1.97	86.67	N,N,8=5=1,OK,C1@12.13,1.87	100.00	LOW,LOW,15=10=0,OK,S@25.00,0.00	100.00	VLOW,VLOW,15=7=0,B1,S@22.00,0.00	92.45	OK,OK,32=17=2,OK,C1@47.15,3.85	92.31	VLOW,VLOW,16=8=1,OK,S@23.08,1.92	85.71	N,N,8=4=1,OK,C1@11.14,1.86	100.00	N,N,8=5=0,OK,C1@13.00,0.00	58.69	OK,OK,20=16=2,OK,C2@22.30,15.70	84.62	N,N,7=4=1,OK,C1@10.15,1.85	35.77	N,VLOW,8=5=1,OK,C2@5.01,8.99	100.00	N,N,5=7=0,OK,S@12.00,0.00	-38.08
