GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
SIDT2	HsaEX0058272	chr11:117186990-117187001	12	chr11:117186636,117186990-117187001,117187378	S	11.63	OK,OK,3=1=38,B1,S@4.88,37.12	0.00	VLOW,VLOW,0=0=13,Bn,C1@0.00,13.00	23.53	VLOW,VLOW,1=1=13,B2,S@3.53,11.47	7.14	VLOW,VLOW,2=0=13,Bn,C1@1.07,13.93	41.10	OK,SOK,4=9=48,B2,S@25.07,35.93	39.29	LOW,LOW,1=3=17,B2,S@8.25,12.75	34.69	LOW,LOW,3=2=16,B1,S@7.28,13.72	48.28	LOW,LOW,0=4=15,B3,S@9.17,9.83	12.06	OK,OK,3=2=62,B1,S@8.08,58.92	14.81	OK,OK,1=1=23,B2,C1@3.70,21.30	46.03	LOW,LOW,1=4=17,B2,S@10.13,11.87	34.38	OK,OK,1=3=21,B2,S@8.60,16.40	30.53
C16orf59	HsaEX0009650	chr16:2460283-2460381	99	chr16:2460170,2460283-2460381,2460623	S	78.70	SOK,SOK,57=76=18,OK,S@118.84,32.16	74.55	OK,OK,19=22=7,OK,S@35.78,12.22	80.77	OK,OK,19=23=5,OK,S@37.96,9.04	80.65	OK,OK,19=31=6,OK,S@45.16,10.84	62.26	SOK,SOK,60=72=40,OK,S@107.09,64.91	55.56	OK,OK,21=24=18,OK,S@35.00,28.00	57.38	LOW,LOW,14=21=13,OK,S@27.54,20.46	74.29	OK,OK,25=27=9,OK,S@45.32,15.68	68.54	SOK,SOK,40=82=28,B1,S@102.81,47.19	81.13	LOW,LOW,14=29=5,B1,S@38.94,9.06	68.75	OK,OK,16=28=10,OK,S@37.12,16.88	60.00	LOW,LOW,14=25=13,OK,S@31.20,20.80	-16.25
ZNF3	HsaEX0073379	chr7:100077303-100077433	131	chr7:100079536,100077303-100077433,100075630	C1	86.98	SOK,SOK,90=106=15,OK,C1@183.53,27.47	91.04	OK,OK,24=35=3,OK,C1@56.44,5.56	82.68	OK,OK,27=39=7,OK,C1@60.36,12.64	87.94	OK,OK,39=32=5,OK,C1@66.83,9.17	71.19	SOK,SOK,112=105=44,OK,C2@185.81,75.19	71.48	OK,SOK,38=44=16,OK,C1@70.05,27.95	69.51	OK,OK,43=29=16,OK,C2@61.17,26.83	72.46	OK,OK,30=32=12,OK,C1@53.62,20.38	80.38	SOK,SOK,107=73=23,OK,C1@163.17,39.83	83.64	OK,OK,30=29=6,OK,C1@54.37,10.63	75.48	OK,OK,42=21=11,B1,C1@55.86,18.14	84.01	OK,OK,38=24=6,OK,C1@57.13,10.87	-16.07
ZNF207	HsaALTA1001090-3/3	chr17:32377915-	6	chr17:32373453,32377921+32377918+32377915-	Alt3	50.60	OK,OK,100.00,42=83=0,S@42.00,41.00	47.60	VLOW,VLOW,100.00,10=21=0,C1@10.00,11.00	52.94	LOW,LOW,100.00,18=34=0,S@18.00,16.00	50.00	LOW,LOW,100.00,14=28=0,S@14.00,14.00	71.65	SOK,SOK,100.00,76=106=0,S@75.95,30.05	79.21	OK,OK,100.00,42=53=0,S@41.98,11.02	68.42	VLOW,VLOW,100.00,13=19=0,S@13.00,6.00	59.27	LOW,LOW,100.00,19=32=0,S@18.97,13.03	71.43	OK,OK,100.00,50=70=0,S@50.00,20.00	72.00	LOW,LOW,100.00,18=25=0,S@18.00,7.00	68.18	VLOW,VLOW,100.00,15=22=0,S@15.00,7.00	75.00	VLOW,LOW,100.00,18=24=0,S@18.00,6.00	18.79
ATG2B	HsaALTA1004608-3/4	chr14:96332501-96332655	129	chr14:96333688,96332501-96332526+96332652+96332655+96332670	Alt3	53.81	OK,SOK,100.00,87=94=0,S@50.58,43.42	73.11	LOW,OK,100.00,29=30=0,S@21.93,8.07	42.86	LOW,OK,100.00,24=27=0,S@11.57,15.43	50.00	LOW,OK,100.00,32=35=0,S@17.50,17.50	99.01	OK,SOK,98.99,91=92=1,S@91.09,0.91	100.00	OK,OK,100.00,45=45=0,S@45.00,0.00	95.83	VLOW,VLOW,100.00,21=22=0,S@21.08,0.92	100.00	LOW,LOW,96.37,25=25=1,S@25.00,0.00	55.88	OK,SOK,100.00,81=87=0,S@48.62,38.38	100.00	VLOW,LOW,100.00,23=23=0,S@23.00,0.00	44.83	LOW,OK,100.00,26=29=0,S@13.00,16.00	50.05	LOW,OK,100.00,32=35=0,S@17.52,17.48	43.29
ATRX	HsaALTA0000829-1/2	chrX:77688902-77688924	0	chrX:77693824,77688902-77688924+77688927	Alt3	18.42	OK,SOK,99.37,29=62=1,C2@11.42,50.58	25.82	VLOW,LOW,96.44,7=16=1,C3@4.13,11.87	13.57	LOW,SOK,100.00,14=30=0,C2@4.07,25.93	29.49	VLOW,LOW,100.00,8=16=0,C3@4.72,11.28	46.89	OK,SOK,100.00,30=65=0,C2@30.48,34.52	62.07	LOW,LOW,100.00,13=26=0,C3@16.14,9.86	45.22	VLOW,OK,100.00,8=21=0,C2@9.50,11.50	30.92	VLOW,LOW,100.00,9=18=0,C3@5.57,12.43	36.63	OK,OK,100.00,22=45=0,C2@16.48,28.52	30.87	VLOW,LOW,100.00,8=15=0,C3@4.63,10.37	8.44	N,LOW,100.00,3=14=0,C2@1.18,12.82	73.54	VLOW,LOW,100.00,11=18=0,C3@13.24,4.76	23.11
MAZ	HsaALTA1012265-4/4	chr16:29806807-29806893	63	chr16:29806180,29806870+29806831+29806819+29806807-29806893	Alt3	57.36	OK,OK,100.00,45=64=0,S@36.71,27.29	70.33	VLOW,LOW,100.00,18=22=0,S@15.47,6.53	52.61	LOW,LOW,100.00,18=27=0,S@14.20,12.80	45.79	VLOW,VLOW,100.00,10=17=0,S@7.78,9.22	81.22	OK,OK,100.00,64=75=0,S@60.91,14.08	71.52	LOW,LOW,100.00,21=28=0,S@20.03,7.97	95.72	VLOW,VLOW,100.00,23=24=0,S@22.97,1.03	78.73	VLOW,LOW,100.00,20=23=0,S@18.11,4.89	79.88	OK,OK,97.60,71=85=2,S@67.90,17.10	77.85	VLOW,VLOW,100.00,19=22=0,S@17.13,4.87	79.81	LOW,LOW,94.32,29=35=2,S@27.93,7.07	82.34	LOW,LOW,100.00,24=29=0,S@23.88,5.12	25.75
OGFOD2	HsaALTA0005944-1/2	chr12:122978442-122978547	0	chr12:122976970,122978442+122978360-122978547	Alt3	52.89	SOK,SOK,100.00,73=138=0,C1@72.99,65.01	65.74	LOW,LOW,100.00,25=38=0,C1@24.98,13.02	44.90	OK,OK,100.00,22=49=0,C1@22.00,27.00	50.98	OK,OK,100.00,26=51=0,C1@26.00,25.00	73.20	SOK,SOK,100.00,122=167=0,C1@122.24,44.76	70.84	OK,OK,100.00,58=82=0,C1@58.09,23.91	73.81	OK,OK,100.00,31=42=0,S@31.00,11.00	73.68	OK,OK,100.00,33=45=0,C1@33.16,11.84	55.38	SOK,SOK,100.00,72=130=0,S@71.99,58.01	56.00	OK,OK,100.00,28=50=0,S@28.00,22.00	46.51	OK,OK,100.00,20=43=0,S@20.00,23.00	65.79	LOW,LOW,100.00,25=38=0,S@25.00,13.00	18.91
NDUFB3	HsaALTA0005651-2/3	chr2:201072279-201072361	60	chr2:201072059,201072339+201072279+201072266-201072361	Alt3	71.84	OK,SOK,87.67,81=89=21,S@63.94,25.06	82.44	LOW,OK,85.40,27=28=8,S@23.08,4.92	61.38	LOW,OK,89.36,29=33=7,S@20.26,12.74	78.32	LOW,OK,88.54,28=31=6,S@24.28,6.72	94.99	SOK,SOK,83.35,109=110=26,S@104.49,5.51	100.00	OK,OK,79.86,46=46=14,S@46.00,0.00	85.16	LOW,OK,82.33,33=34=9,S@28.95,5.05	83.92	LOW,OK,92.26,30=31=3,S@26.02,4.98	87.18	OK,SOK,91.30,85=88=11,S@76.72,11.28	68.49	LOW,OK,90.89,25=27=4,S@18.49,8.51	97.14	LOW,OK,91.35,34=35=4,S@34.00,1.00	100.00	LOW,OK,92.11,27=27=3,S@27.00,0.00	15.64
FAM45A	HsaALTA0003181-2/2	chr10:119107948-119108096	20	chr10:119105495,119107968+119107948-119108096	Alt3	73.12	OK,OK,100.00,38=52=0,C3@38.02,13.98	88.32	VLOW,VLOW,100.00,15=17=0,C3@15.01,1.99	73.62	VLOW,VLOW,100.00,14=19=0,C3@13.99,5.01	56.25	VLOW,VLOW,100.00,9=16=0,C3@9.00,7.00	94.96	OK,OK,100.00,75=79=0,C3@75.02,3.98	92.63	LOW,LOW,100.00,25=27=0,C3@25.01,1.99	93.13	LOW,LOW,100.00,27=29=0,C3@27.01,1.99	100.00	VLOW,VLOW,100.00,23=23=0,C3@23.00,0.00	75.26	OK,OK,100.00,37=49=0,C3@36.88,12.12	66.23	VLOW,VLOW,100.00,12=18=0,C3@11.92,6.08	80.77	VLOW,VLOW,100.00,17=21=0,C3@16.96,4.04	81.92	N,N,100.00,9=11=0,C3@9.01,1.99	22.52
ALDH16A1	HsaALTA1039375-2/2	chr19:49461884-49462036	4	chr19:49461800,49461888+49461884-49462036	Alt3	80.71	SOK,SOK,90.40,183=188=24,C2@151.73,36.27	85.60	OK,OK,92.40,52=53=5,C1@45.37,7.63	78.53	OK,OK,89.04,64=66=10,C2@51.83,14.17	79.53	OK,OK,90.42,68=70=9,C2@55.67,14.33	96.44	SOK,SOK,88.03,249=251=37,C1@242.06,8.94	91.40	OK,SOK,82.07,93=94=22,C1@85.92,8.08	100.00	OK,OK,89.64,79=79=10,C1@79.00,0.00	98.82	OK,OK,94.40,76=77=5,C1@76.09,0.91	95.03	SOK,SOK,91.51,190=193=20,C1@183.41,9.59	90.54	OK,OK,95.85,76=77=4,C2@69.72,7.28	100.00	OK,OK,85.46,65=65=11,C1@65.00,0.00	96.41	OK,OK,91.77,46=48=5,C1@46.28,1.72	15.52
IFT122	HsaALTA0004201-2/2	chr3:129507665-129507762	3	chr3:129506549,129507668+129507665-129507762	Alt3	22.10	OK,OK,98.70,19=84=1,S@18.56,65.44	24.44	VLOW,LOW,100.00,6=24=0,S@5.87,18.13	12.99	LOW,LOW,100.00,4=30=0,S@3.90,26.10	26.68	LOW,LOW,96.75,9=33=1,S@8.80,24.20	36.57	SOK,SOK,97.09,41=110=3,S@40.23,69.77	39.72	OK,OK,97.50,17=42=1,S@16.68,25.32	30.14	LOW,LOW,92.13,8=26=2,S@7.84,18.16	39.31	OK,OK,100.00,16=40=0,S@15.72,24.28	37.68	OK,OK,100.00,33=86=0,S@32.40,53.60	43.38	LOW,LOW,100.00,15=34=0,S@14.75,19.25	33.85	LOW,LOW,100.00,10=29=0,S@9.82,19.18	34.11	VLOW,VLOW,100.00,8=23=0,S@7.85,15.15	15.02
NSMF	HsaALTA0005681-1/2	chr9:137453062-137453176	0	chr9:137453731,137453062-137453176+137453180	Alt3	57.46	SOK,SOK,100.00,35=111=0,C3@63.78,47.22	14.55	OK,SOK,100.00,6=68=0,C1@9.89,58.11	31.63	OK,SOK,100.00,17=81=0,C2@25.62,55.38	21.92	OK,SOK,100.00,12=77=0,C2@16.88,60.12	62.16	SOK,SOK,99.45,51=149=5,C3@92.62,56.38	51.81	OK,SOK,99.83,28=81=1,C3@41.97,39.03	41.76	OK,SOK,99.44,13=61=2,C2@25.47,35.53	36.82	OK,SOK,99.35,10=47=2,C2@17.31,29.69	58.82	SOK,SOK,99.87,42=113=1,C3@66.47,46.53	44.36	OK,SOK,100.00,14=48=0,C2@21.29,26.71	33.65	OK,SOK,99.81,16=66=1,C2@22.21,43.79	26.09	OK,SOK,100.00,12=68=0,C2@17.74,50.26	20.76
SOCS4	HsaALTA1049324-2/5	chr14:55031863-55031991	26	chr14:55027471,55031889+55031863+55031841+55031809+55031804-55031991	Alt3	58.75	OK,OK,42.53,30=51=69,S@29.96,21.04	68.20	VLOW,VLOW,51.43,13=19=18,C1@12.96,6.04	70.59	VLOW,VLOW,48.57,12=17=18,S@12.00,5.00	41.18	VLOW,VLOW,34.00,7=17=33,S@7.00,10.00	77.80	OK,OK,44.55,60=77=96,S@59.91,17.09	76.51	LOW,LOW,40.05,23=30=45,S@22.95,7.05	76.00	LOW,LOW,49.02,19=25=26,S@19.00,6.00	82.39	VLOW,VLOW,46.07,19=23=27,C1@18.95,4.05	70.99	OK,OK,40.68,37=52=76,S@36.91,15.09	62.26	VLOW,VLOW,34.87,10=16=30,S@9.96,6.04	64.29	N,N,43.75,9=14=18,S@9.00,5.00	82.39	VLOW,VLOW,43.46,19=23=30,S@18.95,4.05	18.31
MIGA1	HsaALTA1049441-2/2	chr1:77873001-77873120	3	chr1:77866391,77873004+77873001-77873120	Alt3	23.47	OK,OK,100.00,19=81=0,S@19.01,61.99	18.75	VLOW,VLOW,100.00,3=16=0,S@3.00,13.00	25.00	OK,OK,100.00,10=40=0,S@10.00,30.00	24.03	LOW,LOW,100.00,6=25=0,S@6.01,18.99	39.60	SOK,SOK,100.00,40=101=0,S@40.00,61.00	35.76	OK,OK,100.00,15=42=0,S@15.02,26.98	35.05	VLOW,VLOW,100.00,7=20=0,S@7.01,12.99	47.42	OK,OK,100.00,19=40=0,S@18.97,21.03	32.97	OK,OK,98.75,26=79=1,C1@26.05,52.95	19.41	LOW,LOW,96.87,6=31=1,C1@6.02,24.98	50.00	LOW,LOW,100.00,14=28=0,S@14.00,14.00	33.43	VLOW,VLOW,100.00,7=21=0,C1@7.02,13.98	16.82
MAN2A2	HsaALTA0004935-1/2	chr15:90912542-90912664	0	chr15:90912279,90912542+90912517-90912664	Alt3	49.15	OK,OK,95.03,29=59=3,S@29.00,30.00	52.00	LOW,LOW,96.05,13=25=1,S@13.00,12.00	52.94	VLOW,VLOW,89.20,9=17=2,S@9.00,8.00	41.18	VLOW,VLOW,100.00,7=17=0,S@7.00,10.00	71.00	SOK,SOK,96.05,71=100=4,S@71.00,29.00	58.97	LOW,LOW,100.00,23=39=0,S@23.00,16.00	75.76	LOW,LOW,96.97,25=33=1,S@25.00,8.00	77.42	LOW,LOW,90.94,24=31=3,S@24.00,7.00	70.10	OK,OK,97.92,68=97=2,S@68.00,29.00	70.37	LOW,LOW,100.00,19=27=0,S@19.00,8.00	73.08	LOW,LOW,96.19,19=26=1,S@19.00,7.00	68.18	OK,OK,97.71,30=44=1,S@30.00,14.00	22.01
LIME1	HsaALTA1064335-2/2	chr20:63737973-63738060	35	chr20:63737902,63738008+63737973-63738060	Alt3	30.77	OK,OK,100.00,24=78=0,S@24.00,54.00	25.00	VLOW,VLOW,100.00,5=20=0,S@5.00,15.00	33.33	LOW,LOW,100.00,11=33=0,S@11.00,22.00	32.00	LOW,LOW,100.00,8=25=0,S@8.00,17.00	48.08	SOK,SOK,95.41,50=104=5,S@50.00,54.00	50.00	LOW,LOW,92.68,19=38=3,S@19.00,19.00	41.94	LOW,LOW,100.00,13=31=0,S@13.00,18.00	51.43	LOW,LOW,94.59,18=35=2,S@18.00,17.00	32.94	OK,OK,93.41,28=85=6,S@28.00,57.00	37.93	LOW,LOW,90.62,11=29=3,S@11.00,18.00	44.83	LOW,LOW,100.00,13=29=0,S@13.00,16.00	14.81	LOW,LOW,90.00,4=27=3,S@4.00,23.00	17.68
CUX1	HsaALTA0002269-3/4	chr7:102178472-102178657	54	chr7:102170550,102178526+102178475+102178472+102178469-102178657	Alt3	4.29	SOK,SOK,100.00,2=198=0,S@8.49,189.51	5.33	OK,SOK,100.00,1=57=0,C1@3.04,53.96	8.84	OK,SOK,100.00,1=68=0,C1@6.01,61.99	0.00	OK,SOK,100.00,0=74=0,S@0.00,74.00	25.06	SOK,SOK,100.00,10=215=0,C2@53.88,161.12	31.43	OK,SOK,100.00,5=94=0,C2@29.54,64.46	16.99	OK,SOK,100.00,2=63=0,C1@10.70,52.30	24.01	OK,SOK,100.00,3=61=0,C2@14.65,46.35	7.15	SOK,SOK,99.78,3=199=1,C1@14.23,184.77	0.00	OK,SOK,99.21,0=68=1,S@0.00,68.00	16.93	OK,OK,100.00,1=55=0,C1@9.31,45.69	8.32	OK,SOK,100.00,2=74=0,C1@6.16,67.84	19.42
KMT2C	HsaALTD0003948-1/2	chr7:152145165-152145295	0	chr7:152145165+152145153-152145295,152144881	Alt5	30.61	OK,OK,100.00,15=46=0,S@14.08,31.92	23.31	VLOW,VLOW,100.00,4=16=0,S@3.73,12.27	35.36	VLOW,VLOW,100.00,6=16=0,S@5.66,10.34	37.80	VLOW,VLOW,100.00,6=15=0,S@5.67,9.33	51.32	OK,OK,100.00,37=69=0,S@35.41,33.59	49.87	VLOW,VLOW,100.00,12=23=0,S@11.47,11.53	43.55	VLOW,LOW,100.00,11=24=0,S@10.45,13.55	61.47	VLOW,VLOW,100.00,14=22=0,S@13.52,8.48	39.08	OK,OK,100.00,19=46=0,S@17.98,28.02	28.84	N,N,100.00,4=13=0,C1@3.75,9.25	26.72	N,VLOW,100.00,4=14=0,S@3.74,10.26	55.63	VLOW,VLOW,100.00,11=19=0,C1@10.57,8.43	19.47
DLG1	HsaALTD0001943-2/2	chr3:197298418-197298576	118	chr3:197298536+197298418-197298576,197297235	Alt5	26.79	OK,OK,98.74,21=75=1,S@20.09,54.91	35.44	VLOW,VLOW,95.18,7=19=1,S@6.73,12.27	25.50	LOW,LOW,100.00,8=30=0,S@7.65,22.35	22.02	LOW,LOW,100.00,6=26=0,S@5.73,20.27	44.65	OK,OK,93.07,36=78=6,S@34.83,43.17	40.63	LOW,OK,92.92,16=38=3,S@15.44,22.56	58.54	VLOW,VLOW,95.35,12=20=1,S@11.71,8.29	38.55	VLOW,VLOW,91.21,8=20=2,S@7.71,12.29	32.00	OK,OK,98.57,22=66=1,S@21.12,44.88	45.55	VLOW,VLOW,100.00,8=17=0,S@7.74,9.26	39.45	VLOW,VLOW,95.80,9=22=1,S@8.68,13.32	17.62	LOW,LOW,100.00,5=27=0,S@4.76,22.24	18.26
TMEM230	HsaALTD0000934-2/3	chr20:5112730-5112753	13	chr20:5112743+5112730+5112720-5112753,5109445	Alt5	60.64	SOK,SOK,96.56,96=115=6,C1@69.74,45.26	54.00	LOW,OK,95.94,24=30=2,S@16.20,13.80	73.45	LOW,OK,95.74,31=35=2,C1@25.71,9.29	57.19	OK,OK,97.44,41=50=2,C2@28.59,21.41	87.63	SOK,SOK,92.24,108=116=11,C1@101.65,14.35	96.36	OK,OK,90.67,53=55=6,C1@53.00,2.00	74.50	LOW,OK,95.52,30=33=2,S@24.59,8.42	89.32	LOW,LOW,90.85,25=28=3,C1@25.01,2.99	58.08	SOK,SOK,92.74,91=106=13,C1@61.56,44.44	41.14	LOW,OK,91.92,31=39=7,S@16.04,22.96	73.93	LOW,OK,95.42,29=32=2,C1@23.66,8.34	72.81	LOW,OK,91.61,30=34=4,C1@24.76,9.24	25.18
RANBP1	HsaALTD0005283-3/4	chr22:20117953-20118313	297	chr22:20117953-20118016+20118131+20118313+20118402,20119013	Alt5	71.26	OK,SOK,72.54,68=98=35,S@69.83,28.17	70.85	LOW,LOW,75.24,20=29=9,S@20.55,8.45	69.58	LOW,LOW,65.32,23=34=17,S@23.66,10.34	73.22	LOW,LOW,76.79,25=35=10,S@25.63,9.37	88.09	SOK,SOK,80.37,115=132=31,S@116.28,15.72	89.74	OK,OK,78.41,40=45=12,S@40.38,4.62	84.09	LOW,LOW,76.96,29=35=10,S@29.43,5.57	88.91	OK,OK,84.19,44=50=9,S@44.45,5.54	73.10	SOK,SOK,81.91,82=115=24,S@84.06,30.94	64.86	OK,OK,83.45,27=43=8,S@27.89,15.11	80.51	OK,OK,85.39,34=43=7,S@34.62,8.38	72.78	LOW,LOW,74.54,22=31=10,S@22.56,8.44	16.36
GGA1	HsaALTD1007440-1/4	chr22:37629998-37630158	0	chr22:37629998-37630158+37630162+37630167+37630170,37630903	Alt5	8.91	SOK,SOK,100.00,3=248=0,C1@22.10,225.90	0.00	OK,OK,100.00,0=66=0,S@0.00,66.00	13.50	OK,SOK,100.00,2=95=0,C1@12.83,82.17	9.00	OK,OK,100.00,1=87=0,S@7.83,79.17	25.01	SOK,SOK,99.76,12=302=1,C1@75.53,226.47	27.88	SOK,SOK,99.37,5=115=1,S@32.06,82.94	14.80	SOK,SOK,100.00,2=100=0,S@14.80,85.20	30.26	OK,SOK,100.00,5=87=0,C1@26.33,60.67	11.57	SOK,SOK,100.00,5=282=0,C1@32.63,249.37	14.29	OK,SOK,100.00,2=88=0,C1@12.58,75.42	14.42	OK,SOK,100.00,2=87=0,C1@12.55,74.45	6.57	SOK,SOK,100.00,1=106=0,C1@6.96,99.04	16.81
CDKL1	HsaALTD1007854-2/3	chr14:50396743-50396881	81	chr14:50396824+50396743+50396480-50396881,50396329	Alt5	31.14	OK,OK,87.60,22=67=10,S@20.86,46.14	20.49	VLOW,VLOW,92.43,5=23=2,S@4.71,18.29	36.16	VLOW,VLOW,91.71,8=21=2,S@7.59,13.41	35.69	VLOW,LOW,80.78,9=24=6,S@8.57,15.43	53.02	OK,OK,86.38,37=68=11,S@36.05,31.95	56.45	LOW,LOW,87.07,19=33=5,S@18.63,14.37	41.20	VLOW,VLOW,87.92,9=21=3,S@8.65,12.35	57.25	VLOW,VLOW,85.34,10=17=3,S@9.73,7.27	41.20	OK,OK,87.92,21=49=7,S@20.19,28.81	25.40	VLOW,VLOW,84.00,4=15=3,C1@3.81,11.19	54.15	VLOW,VLOW,90.23,10=18=2,S@9.75,8.25	53.01	VLOW,VLOW,91.21,11=20=2,S@10.60,9.40	20.85
CENPI	HsaALTD0001357-2/3	chrX:-101098248	14	chrX:-101098234+101098248+101098256,101098444	Alt5	62.25	OK,OK,100.00,45=73=0,C1@45.44,27.56	53.50	VLOW,VLOW,100.00,9=17=0,C1@9.10,7.90	59.28	LOW,LOW,100.00,17=29=0,S@17.19,11.81	54.93	LOW,LOW,100.00,19=35=0,C1@19.23,15.77	71.66	OK,OK,100.00,54=76=0,C1@54.46,21.54	60.63	LOW,LOW,100.00,21=35=0,C1@21.22,13.78	85.44	VLOW,VLOW,100.00,17=20=0,C1@17.09,2.91	76.71	VLOW,VLOW,100.00,16=21=0,S@16.11,4.89	65.92	OK,OK,100.00,49=75=0,C1@49.44,25.56	69.78	LOW,LOW,100.00,18=26=0,C1@18.14,7.86	60.69	LOW,LOW,100.00,15=25=0,C1@15.17,9.83	67.19	VLOW,VLOW,100.00,16=24=0,C1@16.13,7.87	18.36
DENND1A	HsaALTD1015229-1/2	chr9:123583169-123583217	0	chr9:123583169+123583165-123583217,123557695	Alt5	70.16	SOK,SOK,100.00,104=111=0,C2@77.88,33.12	78.29	LOW,OK,100.00,35=37=0,C2@28.97,8.03	76.34	LOW,OK,100.00,35=37=0,C3@28.25,8.75	57.23	LOW,OK,100.00,35=38=0,C2@21.75,16.25	86.19	SOK,SOK,99.50,159=163=1,C2@140.49,22.51	88.10	OK,OK,100.00,54=55=0,C2@48.45,6.55	85.63	OK,OK,98.38,52=53=1,C1@45.38,7.62	84.49	OK,OK,100.00,53=55=0,C1@46.47,8.53	89.52	SOK,SOK,100.00,138=140=0,C2@125.33,14.67	84.69	OK,OK,100.00,48=49=0,C2@41.50,7.50	100.00	OK,OK,100.00,44=44=0,S@44.00,0.00	86.90	OK,OK,100.00,47=48=0,C2@41.71,6.29	15.45
EPC1	HsaALTD1015569-3/3	chr10:32293592-32293730	8	chr10:32293600+32293596+32293592-32293730,32293194	Alt5	44.14	OK,SOK,100.00,85=96=0,S@42.37,53.63	45.76	VLOW,OK,100.00,18=20=0,S@9.15,10.85	40.96	OK,OK,100.00,37=42=0,S@17.20,24.80	47.68	LOW,OK,100.00,30=34=0,S@16.21,17.79	65.54	OK,SOK,100.00,90=97=0,C1@63.57,33.43	83.25	LOW,OK,100.00,38=39=0,C2@32.47,6.53	48.39	VLOW,OK,100.00,20=22=0,S@10.65,11.35	57.95	LOW,OK,100.00,32=36=0,S@20.86,15.14	80.34	OK,SOK,100.00,91=94=0,S@75.52,18.48	73.98	LOW,OK,100.00,33=35=0,S@25.89,9.11	73.77	LOW,OK,100.00,30=31=0,S@22.87,8.13	100.00	LOW,LOW,100.00,25=25=0,S@25.00,0.00	18.40
NAA35	HsaALTD1020678-2/2	chr9:-85941405	132	chr9:-85941273+85941405,85942155	Alt5	26.61	SOK,SOK,100.00,33=124=0,S@33.00,91.00	23.08	LOW,LOW,100.00,9=39=0,S@9.00,30.00	33.33	LOW,LOW,100.00,12=36=0,S@12.00,24.00	24.49	OK,OK,100.00,12=49=0,S@12.00,37.00	45.99	SOK,SOK,100.00,63=137=0,S@63.01,73.99	50.00	OK,OK,100.00,31=62=0,S@31.00,31.00	35.48	LOW,LOW,100.00,11=31=0,S@11.00,20.00	47.73	OK,OK,100.00,21=44=0,S@21.00,23.00	39.05	SOK,SOK,100.00,41=105=0,S@41.00,64.00	35.29	LOW,LOW,100.00,12=34=0,S@12.00,22.00	53.12	LOW,LOW,100.00,17=32=0,S@17.00,15.00	32.43	LOW,LOW,100.00,12=37=0,S@12.00,25.00	17.43
PRELID3A	HsaALTD0006061-2/2	chr18:12429350-12429436	3	chr18:12429350-12429433+12429436,12431150	Alt5	57.34	OK,OK,96.57,47=83=3,S@47.59,35.41	57.23	VLOW,VLOW,95.90,13=23=1,S@13.16,9.84	55.00	LOW,LOW,97.26,19=35=1,S@19.25,15.75	56.27	LOW,LOW,96.48,15=27=1,S@15.19,11.81	73.95	SOK,SOK,95.48,91=124=6,S@91.70,32.30	70.42	OK,OK,96.43,37=53=2,S@37.32,15.68	79.27	LOW,LOW,89.41,26=33=4,S@26.16,6.84	74.24	LOW,LOW,100.00,28=38=0,S@28.21,9.79	58.60	OK,OK,96.96,55=95=3,S@55.67,39.33	64.00	LOW,LOW,96.83,19=30=1,S@19.20,10.80	58.28	LOW,LOW,94.30,19=33=2,S@19.23,13.77	53.85	LOW,LOW,100.00,17=32=0,S@17.23,14.77	18.47
UBAP2L	HsaALTD0006967-2/4	chr1:154220967-154221040	65	chr1:154220967-154220975+154221040+154221125+154221298,154225084	Alt5	62.84	SOK,SOK,96.85,325=338=19,C1@212.40,125.60	66.27	SOK,SOK,98.19,127=132=4,S@87.48,44.52	65.99	SOK,SOK,94.56,122=125=12,S@82.49,42.51	60.74	SOK,SOK,98.41,100=105=3,C1@63.78,41.22	82.05	SOK,SOK,95.96,449=458=26,S@375.79,82.21	67.76	SOK,SOK,95.95,199=204=14,S@138.23,65.77	100.00	SOK,SOK,95.55,133=133=7,S@133.00,0.00	97.18	SOK,SOK,96.59,122=126=5,S@122.45,3.55	71.49	SOK,SOK,96.36,402=413=24,C1@295.25,117.75	54.82	SOK,SOK,95.18,115=120=12,C1@65.78,54.22	100.00	SOK,SOK,96.90,166=166=6,S@166.00,0.00	66.13	SOK,SOK,97.33,128=134=6,S@88.61,45.39	23.98
