GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
MAP3K5	HsaEX0037580	chr6:136650984-136651091	108	chr6:136656307,136650984-136651091,136642569	S	96.36	SOK,SOK,54=52=2,OK,S@104.07,3.93	93.75	LOW,LOW,19=11=1,OK,S@29.06,1.94	94.29	LOW,LOW,12=21=1,OK,S@32.06,1.94	100.00	OK,OK,23=20=0,OK,S@43.00,0.00	92.31	SOK,SOK,50=46=4,OK,S@92.31,7.69	91.11	OK,OK,24=17=2,OK,S@39.18,3.82	92.59	VLOW,VLOW,13=12=1,OK,S@24.07,1.93	93.75	LOW,LOW,13=17=1,OK,S@29.06,1.94	76.47	OK,OK,42=23=10,OK,S@57.35,17.65	84.00	VLOW,VLOW,13=8=2,OK,S@19.32,3.68	64.29	VLOW,VLOW,12=6=5,OK,S@14.79,8.21	81.25	VLOW,VLOW,17=9=3,OK,S@23.56,5.44	-19.50
MSH5	HsaEX1024357	chr6:31740194-31740220	27	chr6:31740062,31740194-31740220,31740454	C1	16.80	OK,OK,0=9=39,B3,C2@8.06,39.94	12.73	VLOW,VLOW,0=2=12,Bn,C2@1.78,12.22	13.38	LOW,LOW,0=3=17,Bn,C1@2.68,17.32	25.93	VLOW,VLOW,0=4=10,Bn,C2@3.63,10.37	25.30	OK,SOK,0=24=62,B3,C2@21.76,64.24	23.18	OK,OK,0=10=29,B3,C2@9.04,29.96	33.79	VLOW,VLOW,0=7=12,Bl,C2@6.42,12.58	22.58	OK,OK,0=7=21,Bl,C2@6.32,21.68	32.39	OK,OK,0=23=42,B3,C2@21.05,43.95	28.99	LOW,LOW,0=7=15,Bl,C2@6.38,15.62	35.00	VLOW,VLOW,0=8=13,Bl,C2@7.35,13.65	33.33	VLOW,VLOW,0=8=14,Bl,C2@7.33,14.67	15.09
RGL2	HsaEX0053313	chr6:33293604-33293680	77	chr6:33293795,33293604-33293680+33293699,33293524	S	87.50	SOK,SOK,75=51=9,OK,S@118.12,16.88	90.00	LOW,LOW,22=14=2,OK,S@34.20,3.80	92.16	OK,OK,26=21=2,OK,S@45.16,3.84	81.13	OK,OK,27=16=5,OK,S@38.94,9.06	87.01	SOK,SOK,70=77=11,OK,S@137.48,20.52	83.43	OK,OK,21=29=5,OK,S@45.89,9.11	88.68	OK,OK,27=20=3,OK,S@44.34,5.66	89.29	OK,OK,22=28=3,OK,S@47.32,5.68	70.20	SOK,SOK,65=53=24,OK,S@99.68,42.32	71.88	OK,OK,21=15=6,OK,C1@30.19,11.81	63.89	OK,OK,25=21=13,OK,S@37.70,21.30	78.26	LOW,LOW,19=17=5,OK,S@32.09,8.91	-16.42
ZNF532	HsaEX0073881	chr18:58865304-58865385	82	chr18:58863750,58865304-58865385,58865470	C2	63.23	SOK,SOK,45=49=27,OK,C2@76.51,44.49	76.90	LOW,LOW,14=20=5,OK,C2@29.99,9.01	71.20	LOW,LOW,11=24=7,B1,C1@29.90,12.10	52.90	LOW,LOW,21=13=15,OK,C2@25.92,23.08	73.89	SOK,SOK,61=46=19,OK,C2@93.10,32.90	74.03	OK,OK,25=26=9,OK,C2@44.42,15.58	82.43	LOW,LOW,18=10=3,OK,C2@25.55,5.45	69.61	LOW,LOW,20=12=7,OK,C2@27.15,11.85	84.20	SOK,SOK,54=63=11,OK,C2@107.78,20.22	86.08	OK,OK,17=20=3,OK,C1@34.43,5.57	82.31	OK,OK,17=20=4,OK,C2@33.75,7.25	85.16	OK,OK,23=23=4,OK,C2@42.58,7.42	17.52
MUTYH	HsaEX0040822	chr1:45332918-45332959	42	chr1:45333097,45332918-45332959,45332834	C1	76.91	OK,SOK,35=36=15,OK,C1@66.14,19.86	67.52	VLOW,VLOW,11=8=6,OK,C1@16.88,8.12	94.75	VLOW,LOW,14=12=1,OK,S@25.58,1.42	71.16	LOW,LOW,10=16=8,B1,C1@24.19,9.81	77.54	SOK,SOK,53=55=22,OK,C1@100.80,29.20	89.74	OK,OK,23=16=3,OK,S@37.69,4.31	69.02	OK,OK,17=20=12,B1,C1@33.82,15.18	76.52	LOW,LOW,12=19=7,B1,S@29.08,8.92	59.34	OK,SOK,39=29=29,OK,C1@57.56,39.44	61.75	VLOW,LOW,12=10=8,OK,C2@18.53,11.47	61.70	VLOW,LOW,10=9=8,OK,C1@16.66,10.34	55.93	LOW,LOW,17=10=13,OK,C2@22.37,17.63	-18.02
NFIB	HsaEX0042736	chr9:14102422-14102510	89	chr9:14120440,14102422-14102510,14088326	C3	45.00	SOK,SOK,34=28=38,OK,C2@45.00,55.00	40.00	LOW,LOW,9=11=15,OK,C2@14.00,21.00	42.49	LOW,LOW,12=10=15,OK,C2@15.72,21.28	55.56	VLOW,VLOW,13=7=8,OK,C2@15.56,12.44	36.05	SOK,SOK,34=29=56,OK,C3@42.90,76.10	42.67	OK,OK,15=16=21,OK,C2@22.19,29.81	30.00	OK,OK,10=8=21,OK,C2@11.70,27.30	34.80	VLOW,VLOW,9=6=14,OK,C3@10.09,18.91	24.30	SOK,SOK,26=15=64,OK,C2@25.52,79.48	32.21	LOW,OK,10=8=19,OK,C2@11.92,25.08	16.04	OK,OK,7=1=21,B2,C3@4.65,24.35	25.40	OK,OK,11=6=25,OK,C2@10.67,31.33	-21.47
COL25A1	HsaEX0016470	chr4:108838098-108838178	81	chr4:108840867,108838098-108838178,108834390	C3	41.14	OK,SOK,26=40=32,OK,C3@40.32,57.68	37.91	VLOW,OK,5=15=10,OK,C3@11.37,18.63	36.42	VLOW,OK,5=11=9,OK,C3@9.11,15.89	42.54	LOW,OK,16=14=15,B1,C3@19.14,25.86	50.33	SOK,SOK,40=41=30,B1,C3@55.87,55.13	58.00	OK,OK,17=22=10,OK,C3@28.42,20.58	44.02	VLOW,OK,8=16=10,OK,C3@14.97,19.03	52.83	LOW,OK,15=13=10,B1,C3@20.08,17.92	62.97	SOK,SOK,43=46=19,OK,C3@68.01,39.99	61.21	LOW,OK,13=20=7,OK,C3@24.48,15.52	63.83	LOW,OK,17=16=7,B1,C3@25.53,14.47	56.01	VLOW,LOW,13=10=7,B1,C3@16.80,13.20	21.39
ZNF207	HsaALTA1001090-3/3	chr17:32377915-	6	chr17:32373453,32377921+32377918+32377915-	Alt3	50.60	OK,OK,100.00,42=83=0,S@42.00,41.00	47.60	VLOW,VLOW,100.00,10=21=0,C1@10.00,11.00	52.94	LOW,LOW,100.00,18=34=0,S@18.00,16.00	50.00	LOW,LOW,100.00,14=28=0,S@14.00,14.00	71.65	SOK,SOK,100.00,76=106=0,S@75.95,30.05	79.21	OK,OK,100.00,42=53=0,S@41.98,11.02	68.42	VLOW,VLOW,100.00,13=19=0,S@13.00,6.00	59.27	LOW,LOW,100.00,19=32=0,S@18.97,13.03	71.43	OK,OK,100.00,50=70=0,S@50.00,20.00	72.00	LOW,LOW,100.00,18=25=0,S@18.00,7.00	68.18	VLOW,VLOW,100.00,15=22=0,S@15.00,7.00	75.00	VLOW,LOW,100.00,18=24=0,S@18.00,6.00	21.55
ATP2C1	HsaALTA0000799-2/3	chr3:130894708-130894775	23	chr3:130894337,130894731+130894708+130894590-130894775	Alt3	35.17	SOK,SOK,46.83,43=127=143,S@44.67,82.33	22.90	LOW,LOW,41.72,7=32=44,S@7.33,24.67	38.07	OK,OK,47.43,18=49=54,S@18.65,30.35	40.54	OK,OK,48.80,18=46=48,S@18.65,27.35	43.77	SOK,SOK,48.42,69=163=173,S@71.35,91.65	50.12	OK,OK,50.34,36=74=73,S@37.09,36.91	42.74	OK,OK,45.89,19=46=54,S@19.66,26.34	33.86	OK,OK,50.95,14=43=41,S@14.56,28.44	51.88	SOK,SOK,42.73,62=123=165,S@63.81,59.19	50.19	LOW,OK,41.49,19=39=55,S@19.57,19.43	52.58	OK,OK,44.16,23=45=57,S@23.66,21.34	53.96	OK,OK,44.00,21=40=51,S@21.58,18.42	18.40
MAZ	HsaALTA1012265-4/4	chr16:29806807-29806893	63	chr16:29806180,29806870+29806831+29806819+29806807-29806893	Alt3	57.36	OK,OK,100.00,45=64=0,S@36.71,27.29	70.33	VLOW,LOW,100.00,18=22=0,S@15.47,6.53	52.61	LOW,LOW,100.00,18=27=0,S@14.20,12.80	45.79	VLOW,VLOW,100.00,10=17=0,S@7.78,9.22	81.22	OK,OK,100.00,64=75=0,S@60.91,14.08	71.52	LOW,LOW,100.00,21=28=0,S@20.03,7.97	95.72	VLOW,VLOW,100.00,23=24=0,S@22.97,1.03	78.73	VLOW,LOW,100.00,20=23=0,S@18.11,4.89	79.88	OK,OK,97.60,71=85=2,S@67.90,17.10	77.85	VLOW,VLOW,100.00,19=22=0,S@17.13,4.87	79.81	LOW,LOW,94.32,29=35=2,S@27.93,7.07	82.34	LOW,LOW,100.00,24=29=0,S@23.88,5.12	23.76
PLPPR2	HsaALTA0000098-2/3	chr19:11359532-11359708	75	chr19:11357739,11359607+11359532+11359471-11359708	Alt3	72.64	SOK,SOK,100.00,77=106=0,S@77.00,29.00	71.88	LOW,LOW,100.00,23=32=0,S@23.00,9.00	79.07	OK,OK,100.00,34=43=0,S@34.00,9.00	64.52	LOW,LOW,100.00,20=31=0,S@20.00,11.00	80.36	SOK,SOK,99.12,90=112=1,S@90.00,22.00	78.57	OK,OK,100.00,33=42=0,S@33.00,9.00	77.42	LOW,LOW,100.00,24=31=0,S@24.00,7.00	84.62	LOW,OK,97.50,33=39=1,S@33.00,6.00	89.47	SOK,SOK,100.00,102=114=0,S@102.00,12.00	94.44	LOW,LOW,100.00,34=36=0,S@34.00,2.00	82.20	OK,OK,100.00,37=45=0,S@36.99,8.01	93.10	LOW,LOW,100.00,27=29=0,S@27.00,2.00	18.09
PITPNM1	HsaALTA1015800-3/3	chr11:67492934-67493062	40	chr11:67493410,67492934-67493022+67493058+67493062	Alt3	29.36	SOK,SOK,100.00,424=458=0,C3@134.47,323.53	32.51	SOK,SOK,100.00,118=125=0,C3@40.64,84.36	33.05	SOK,SOK,100.00,157=169=0,C3@55.85,113.15	24.34	SOK,SOK,100.00,147=162=0,C3@39.43,122.57	38.79	SOK,SOK,100.00,604=639=0,C3@247.87,391.13	35.38	SOK,SOK,100.00,213=228=0,C3@80.67,147.33	37.85	SOK,SOK,100.00,215=228=0,C3@86.30,141.70	44.62	SOK,SOK,100.00,170=177=0,C3@78.98,98.02	51.30	SOK,SOK,100.00,454=477=0,C2@244.70,232.30	79.23	SOK,SOK,100.00,145=149=0,C1@118.05,30.95	45.26	SOK,SOK,100.00,148=157=0,C3@71.06,85.94	42.16	SOK,SOK,100.00,156=166=0,C3@69.99,96.01	25.58
CAPNS1	HsaALTA0001463-1/2	chr19:36141000-36141075	0	chr19:36140157,36141000+36140997-36141075	Alt3	20.10	SOK,SOK,99.50,40=199=1,S@40.00,159.00	23.19	OK,OK,98.57,16=69=1,C1@16.00,53.00	16.00	OK,OK,100.00,12=75=0,S@12.00,63.00	24.56	OK,OK,100.00,14=57=0,S@14.00,43.00	28.70	SOK,SOK,98.50,64=223=3,S@64.00,159.00	29.07	OK,OK,98.70,25=86=1,S@25.00,61.00	22.67	OK,OK,98.52,17=75=1,S@17.00,58.00	35.48	OK,OK,98.21,22=62=1,S@22.00,40.00	38.79	SOK,SOK,99.48,83=214=1,S@83.01,130.99	35.48	OK,OK,100.00,22=62=0,S@22.00,40.00	43.24	OK,OK,100.00,32=74=0,S@32.00,42.00	37.66	OK,OK,98.55,29=77=1,S@29.00,48.00	17.54
RPS6	HsaALTA0007392-7/7	chr9:19378774-19378918	133	chr9:19380190,19378774-19378785+19378796+19378802+19378819+19378861+19378864+19378918	Alt3	54.66	SOK,SOK,96.64,57=110=4,C3@60.13,49.87	67.18	LOW,LOW,94.38,20=31=2,C3@20.83,10.17	49.37	OK,OK,95.80,20=43=2,C3@21.23,21.77	52.75	LOW,OK,90.85,19=38=4,C3@20.04,17.96	64.73	SOK,SOK,95.52,75=121=6,C3@78.32,42.68	59.11	OK,OK,92.59,27=48=4,C3@28.37,19.63	70.77	OK,OK,93.71,28=41=3,C3@29.02,11.98	60.09	LOW,LOW,94.95,20=35=2,C3@21.03,13.97	72.83	SOK,SOK,95.02,74=105=6,C3@76.47,28.53	70.93	LOW,OK,91.17,26=38=4,C3@26.95,11.05	76.34	LOW,LOW,93.67,20=27=2,C3@20.61,6.39	72.25	OK,OK,100.00,28=40=0,C3@28.90,11.10	16.74
CDC25C	HsaALTA0001692-2/3	chr5:138330987-138331214	22	chr5:138331595,138330987-138331192+138331214+138331218	Alt3	31.99	OK,SOK,98.66,24=74=1,S@23.67,50.33	36.21	VLOW,OK,100.00,9=24=0,S@8.69,15.31	41.67	VLOW,OK,100.00,10=24=0,S@10.00,14.00	20.00	LOW,OK,96.15,5=25=1,S@5.00,20.00	49.28	OK,SOK,98.57,34=69=1,S@34.00,35.00	37.93	LOW,OK,100.00,11=29=0,S@11.00,18.00	68.75	VLOW,LOW,100.00,11=16=0,S@11.00,5.00	50.00	VLOW,OK,96.00,12=24=1,S@12.00,12.00	51.02	OK,OK,98.96,25=49=1,S@25.00,24.00	44.44	VLOW,LOW,97.22,8=18=1,S@8.00,10.00	46.67	VLOW,LOW,100.00,7=15=0,S@7.00,8.00	62.50	VLOW,LOW,100.00,10=16=0,S@10.00,6.00	18.57
DCAF16	HsaALTA0002352-1/4	chr4:-17804756	0	chr4:17805107,-17804756+17804771+17804792+17804801	Alt3	18.55	SOK,SOK,100.00,41=221=0,C1@41.00,180.00	24.64	OK,OK,100.00,17=69=0,C1@17.00,52.00	25.00	OK,OK,100.00,19=76=0,C1@19.00,57.00	10.13	OK,OK,100.00,8=79=0,C1@8.00,71.00	24.02	SOK,SOK,100.00,61=254=0,C1@61.01,192.99	22.58	OK,OK,100.00,21=93=0,C1@21.00,72.00	27.38	OK,OK,100.00,23=84=0,C2@23.00,61.00	20.48	OK,OK,100.00,17=83=0,C1@17.00,66.00	35.00	SOK,SOK,100.00,70=200=0,C2@70.00,130.00	28.12	OK,OK,100.00,18=64=0,C2@18.00,46.00	41.54	OK,OK,100.00,27=65=0,C2@27.00,38.00	37.88	OK,OK,100.00,25=66=0,C1@25.00,41.00	15.93
IFT122	HsaALTA0004201-2/2	chr3:129507665-129507762	3	chr3:129506549,129507668+129507665-129507762	Alt3	22.10	OK,OK,98.70,19=84=1,S@18.56,65.44	24.44	VLOW,LOW,100.00,6=24=0,S@5.87,18.13	12.99	LOW,LOW,100.00,4=30=0,S@3.90,26.10	26.68	LOW,LOW,96.75,9=33=1,S@8.80,24.20	36.57	SOK,SOK,97.09,41=110=3,S@40.23,69.77	39.72	OK,OK,97.50,17=42=1,S@16.68,25.32	30.14	LOW,LOW,92.13,8=26=2,S@7.84,18.16	39.31	OK,OK,100.00,16=40=0,S@15.72,24.28	37.68	OK,OK,100.00,33=86=0,S@32.40,53.60	43.38	LOW,LOW,100.00,15=34=0,S@14.75,19.25	33.85	LOW,LOW,100.00,10=29=0,S@9.82,19.18	34.11	VLOW,VLOW,100.00,8=23=0,S@7.85,15.15	15.74
KIF7	HsaALTA1043039-2/3	chr15:89645893-89646026	3	chr15:89646830,89645893-89646023+89646026+89646318	Alt3	54.62	OK,OK,100.00,36=65=0,S@35.50,29.50	59.26	VLOW,VLOW,100.00,12=20=0,S@11.85,8.15	43.69	LOW,LOW,100.00,12=27=0,S@11.80,15.20	64.00	VLOW,VLOW,100.00,11=17=0,S@10.88,6.12	68.48	OK,OK,100.00,56=81=0,S@55.47,25.53	68.79	LOW,LOW,100.00,25=36=0,S@24.76,11.24	65.98	LOW,LOW,100.00,20=30=0,S@19.79,10.21	72.73	VLOW,VLOW,100.00,11=15=0,S@10.91,4.09	73.77	OK,OK,100.00,58=78=0,S@57.54,20.46	74.42	VLOW,LOW,100.00,18=24=0,S@17.86,6.14	72.47	LOW,LOW,100.00,19=26=0,S@18.84,7.16	74.42	LOW,LOW,100.00,21=28=0,S@20.84,7.16	18.12
DMAP1	HsaALTA0002534-2/3	chr1:44213709-44213858	40	chr1:44213527,44213749+44213709+44213663-44213858	Alt3	66.88	SOK,SOK,100.00,107=160=0,S@107.01,52.99	55.32	OK,OK,100.00,26=47=0,C1@26.00,21.00	62.75	OK,OK,100.00,32=51=0,C1@32.00,19.00	77.97	OK,OK,100.00,46=59=0,S@46.00,13.00	79.37	SOK,SOK,100.00,200=252=0,C1@200.01,51.99	76.09	OK,OK,100.00,70=92=0,C1@70.00,22.00	78.82	OK,OK,100.00,67=85=0,C1@67.00,18.00	82.61	OK,OK,100.00,57=69=0,C1@57.00,12.00	81.22	SOK,SOK,100.00,147=181=0,S@147.01,33.99	83.61	OK,OK,100.00,51=61=0,S@51.00,10.00	80.00	OK,OK,100.00,44=55=0,C1@44.00,11.00	79.37	OK,OK,100.00,50=63=0,S@50.00,13.00	15.64
MAN2A2	HsaALTA0004935-1/2	chr15:90912542-90912664	0	chr15:90912279,90912542+90912517-90912664	Alt3	49.15	OK,OK,95.03,29=59=3,S@29.00,30.00	52.00	LOW,LOW,96.05,13=25=1,S@13.00,12.00	52.94	VLOW,VLOW,89.20,9=17=2,S@9.00,8.00	41.18	VLOW,VLOW,100.00,7=17=0,S@7.00,10.00	71.00	SOK,SOK,96.05,71=100=4,S@71.00,29.00	58.97	LOW,LOW,100.00,23=39=0,S@23.00,16.00	75.76	LOW,LOW,96.97,25=33=1,S@25.00,8.00	77.42	LOW,LOW,90.94,24=31=3,S@24.00,7.00	70.10	OK,OK,97.92,68=97=2,S@68.00,29.00	70.37	LOW,LOW,100.00,19=27=0,S@19.00,8.00	73.08	LOW,LOW,96.19,19=26=1,S@19.00,7.00	68.18	OK,OK,97.71,30=44=1,S@30.00,14.00	21.83
ZNF780A	HsaALTA1064318-1/2	chr19:40081819-40081914	0	chr19:40083111,40081819-40081914+40081917	Alt3	67.92	SOK,SOK,100.00,72=100=0,S@67.92,32.08	62.22	VLOW,OK,100.00,14=21=0,S@13.07,7.93	76.14	LOW,OK,100.00,31=39=0,S@29.69,9.31	63.11	OK,OK,100.00,27=40=0,S@25.24,14.76	70.97	SOK,SOK,100.00,95=127=0,S@90.13,36.87	69.09	OK,SOK,100.00,38=52=0,S@35.93,16.07	63.26	LOW,OK,100.00,23=34=0,S@21.51,12.49	80.46	OK,OK,100.00,35=42=0,S@33.79,8.21	82.60	SOK,SOK,100.00,98=115=0,S@94.99,20.01	87.71	LOW,OK,100.00,26=29=0,S@25.44,3.56	82.47	OK,OK,100.00,40=47=0,S@38.76,8.24	78.48	LOW,OK,100.00,31=38=0,S@29.82,8.18	15.73
ZNF207	HsaALTD1000830-1/2	chr17:32369604-32369745	0	chr17:32369604-32369745+32369782,32373399	Alt5	17.55	OK,OK,100.00,12=66=0,C3@11.58,54.42	12.59	VLOW,VLOW,100.00,3=23=0,C2@2.90,20.10	18.04	VLOW,VLOW,100.00,3=16=0,C3@2.89,13.11	21.51	LOW,LOW,100.00,6=27=0,C3@5.81,21.19	30.05	OK,OK,100.00,23=74=0,C3@22.24,51.76	42.67	LOW,LOW,100.00,14=32=0,C3@13.65,18.35	15.94	VLOW,VLOW,100.00,3=18=0,C3@2.87,15.13	23.11	LOW,LOW,100.00,6=25=0,C3@5.78,19.22	35.79	OK,OK,100.00,21=57=0,C3@20.40,36.60	51.75	VLOW,VLOW,100.00,9=17=0,C3@8.80,8.20	21.95	VLOW,VLOW,100.00,5=22=0,C3@4.83,17.17	37.82	VLOW,VLOW,100.00,7=18=0,C3@6.81,11.19	19.79
SPHK2	HsaALTD1002900-1/5	chr19:-48619543	0	chr19:-48619543+48619621+48619689+48619734+48619949,48620402	Alt5	37.40	SOK,SOK,100.00,46=123=0,S@46.00,77.00	30.30	LOW,LOW,100.00,10=33=0,S@10.00,23.00	41.46	OK,OK,100.00,17=41=0,S@17.00,24.00	39.58	OK,OK,100.00,19=48=0,S@19.00,29.00	45.21	SOK,SOK,100.00,66=146=0,S@66.01,79.99	42.37	OK,OK,100.00,25=59=0,S@25.00,34.00	40.43	OK,OK,100.00,19=47=0,S@19.00,28.00	53.66	OK,OK,100.00,22=41=0,S@22.00,19.00	52.38	SOK,SOK,100.00,55=105=0,S@55.00,50.00	54.29	LOW,LOW,100.00,19=35=0,S@19.00,16.00	53.85	LOW,LOW,100.00,21=39=0,S@21.00,18.00	48.39	LOW,LOW,100.00,15=31=0,S@15.00,16.00	15.07
BCS1L	HsaALTD0000691-3/3	chr2:218660307-218660482	61	chr2:218660307-218660421+218660475+218660482,218660939	Alt5	5.91	SOK,SOK,40.53,6=105=142,S@6.21,98.79	0.00	LOW,LOW,44.26,0=30=33,C1@0.00,30.00	9.67	LOW,LOW,33.14,3=32=62,S@3.09,28.91	7.36	OK,OK,41.85,3=42=53,S@3.09,38.91	16.74	SOK,SOK,37.75,21=129=201,S@21.59,107.41	9.60	OK,OK,31.94,4=43=86,C1@4.13,38.87	20.12	OK,OK,43.89,10=51=61,S@10.26,40.74	20.53	LOW,LOW,37.89,7=35=55,S@7.19,27.81	21.41	OK,OK,34.60,19=91=163,S@19.48,71.52	12.33	LOW,LOW,32.26,3=25=50,S@3.08,21.92	27.89	LOW,LOW,36.36,9=33=54,S@9.20,23.80	22.45	LOW,LOW,32.69,7=32=63,C1@7.18,24.82	15.21
DENND1A	HsaALTD1015229-1/2	chr9:123583169-123583217	0	chr9:123583169+123583165-123583217,123557695	Alt5	70.16	SOK,SOK,100.00,104=111=0,C2@77.88,33.12	78.29	LOW,OK,100.00,35=37=0,C2@28.97,8.03	76.34	LOW,OK,100.00,35=37=0,C3@28.25,8.75	57.23	LOW,OK,100.00,35=38=0,C2@21.75,16.25	86.19	SOK,SOK,99.50,159=163=1,C2@140.49,22.51	88.10	OK,OK,100.00,54=55=0,C2@48.45,6.55	85.63	OK,OK,98.38,52=53=1,C1@45.38,7.62	84.49	OK,OK,100.00,53=55=0,C1@46.47,8.53	89.52	SOK,SOK,100.00,138=140=0,C2@125.33,14.67	84.69	OK,OK,100.00,48=49=0,C2@41.50,7.50	100.00	OK,OK,100.00,44=44=0,S@44.00,0.00	86.90	OK,OK,100.00,47=48=0,C2@41.71,6.29	19.91
EPC1	HsaALTD1015569-3/3	chr10:32293592-32293730	8	chr10:32293600+32293596+32293592-32293730,32293194	Alt5	44.14	OK,SOK,100.00,85=96=0,S@42.37,53.63	45.76	VLOW,OK,100.00,18=20=0,S@9.15,10.85	40.96	OK,OK,100.00,37=42=0,S@17.20,24.80	47.68	LOW,OK,100.00,30=34=0,S@16.21,17.79	65.54	OK,SOK,100.00,90=97=0,C1@63.57,33.43	83.25	LOW,OK,100.00,38=39=0,C2@32.47,6.53	48.39	VLOW,OK,100.00,20=22=0,S@10.65,11.35	57.95	LOW,OK,100.00,32=36=0,S@20.86,15.14	80.34	OK,SOK,100.00,91=94=0,S@75.52,18.48	73.98	LOW,OK,100.00,33=35=0,S@25.89,9.11	73.77	LOW,OK,100.00,30=31=0,S@22.87,8.13	100.00	LOW,LOW,100.00,25=25=0,S@25.00,0.00	37.78
MRM2	HsaALTD1051956-2/3	chr7:2241975-	187	chr7:2242162+2241975+2241916-,2239707	Alt5	6.99	OK,OK,100.00,6=79=0,S@5.52,73.48	16.38	VLOW,VLOW,100.00,3=17=0,S@2.78,14.22	6.73	OK,OK,100.00,3=41=0,S@2.76,38.24	0.00	VLOW,LOW,100.00,0=23=0,S@0.00,23.00	13.46	SOK,SOK,100.00,18=124=0,S@16.69,107.31	13.24	OK,OK,100.00,8=56=0,S@7.41,48.59	11.55	LOW,LOW,100.00,4=32=0,S@3.70,28.30	12.64	OK,OK,100.00,6=44=0,S@5.56,38.44	24.54	OK,OK,100.00,23=88=0,S@21.60,66.40	32.47	LOW,LOW,100.00,11=32=0,S@10.39,21.61	23.50	LOW,LOW,100.00,7=28=0,S@6.58,21.42	24.20	LOW,LOW,100.00,8=31=0,S@7.50,23.50	19.02
HERC4	HsaALTD1026631-1/2	chr10:68033965-68034186	0	chr10:68033965+68033961-68034186,68032865	Alt5	44.25	OK,SOK,99.63,34=92=3,C2@40.71,51.29	35.96	LOW,SOK,99.58,8=27=1,C2@9.71,17.29	48.32	LOW,SOK,100.00,12=30=0,C2@14.50,15.50	47.06	LOW,SOK,99.36,14=35=2,C2@16.47,18.53	53.94	SOK,SOK,99.73,58=123=3,C3@66.35,56.65	50.65	OK,SOK,99.58,24=54=2,C3@27.35,26.65	52.34	LOW,SOK,100.00,14=31=0,C3@16.23,14.77	59.70	LOW,SOK,99.73,20=38=1,C3@22.69,15.31	59.99	OK,SOK,99.87,47=88=1,C3@52.79,35.21	70.33	LOW,SOK,100.00,16=25=0,C3@17.58,7.42	61.54	LOW,SOK,100.00,18=33=0,C3@20.31,12.69	48.69	LOW,SOK,99.61,13=30=1,C2@14.61,15.39	16.41
TM2D1	HsaALTD1053415-3/4	chr1:61724902-	55	chr1:61724957+61724920+61724902+61724811-,61709437	Alt5	7.31	OK,SOK,100.00,37=68=0,C3@4.97,63.03	9.29	LOW,SOK,100.00,15=25=0,C3@2.32,22.68	4.80	LOW,SOK,100.00,11=25=0,C3@1.20,23.80	9.43	VLOW,SOK,100.00,11=18=0,C3@1.70,16.30	9.07	OK,SOK,100.00,49=79=0,C3@7.17,71.83	10.95	LOW,SOK,100.00,22=31=0,C3@3.39,27.61	8.56	LOW,SOK,100.00,20=32=0,C3@2.74,29.26	7.70	VLOW,SOK,100.00,8=17=0,C3@1.31,15.69	14.13	OK,SOK,100.00,48=72=0,C3@10.17,61.83	84.42	VLOW,VLOW,100.00,16=19=0,C2@16.04,2.96	10.19	VLOW,SOK,100.00,16=24=0,C3@2.45,21.55	11.91	LOW,SOK,100.00,20=33=0,C3@3.93,29.07	27.67
FAM219A	HsaALTD0001084-2/2	chr9:34405865-34405964	51	chr9:34405916+34405865-34405964,34402807	Alt5	43.94	OK,OK,100.00,29=66=0,S@29.00,37.00	35.00	VLOW,VLOW,100.00,7=20=0,S@7.00,13.00	45.00	VLOW,VLOW,100.00,9=20=0,S@9.00,11.00	50.00	LOW,LOW,100.00,13=26=0,S@13.00,13.00	54.65	OK,OK,100.00,47=86=0,S@47.00,39.00	69.70	LOW,LOW,100.00,23=33=0,S@23.00,10.00	29.63	LOW,LOW,100.00,8=27=0,S@8.00,19.00	61.54	LOW,LOW,100.00,16=26=0,S@16.00,10.00	65.67	OK,OK,100.00,44=67=0,S@44.00,23.00	75.00	VLOW,VLOW,100.00,15=20=0,S@15.00,5.00	56.00	LOW,LOW,100.00,14=25=0,S@14.00,11.00	68.18	VLOW,VLOW,100.00,15=22=0,S@15.00,7.00	23.06
