GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
SGK3	HsaEX0057811	chr8:66835763-66835846	84	chr8:66822459,66835763-66835846,66840003+66840023	C3	100.00	VLOW,VLOW,7=16=0,B1,C3@23.00,0.00	100.00	N,N,2=3=0,OK,C3@5.00,0.00	100.00	N,N,3=7=0,B1,C3@10.00,0.00	100.00	N,N,2=6=0,B1,C3@8.00,0.00	83.33	LOW,LOW,15=15=3,OK,C3@27.50,5.50	100.00	N,N,9=7=0,OK,C3@16.00,0.00	71.43	N,N,0=5=1,Bn,C3@4.29,1.71	69.23	N,N,6=3=2,OK,C3@7.62,3.38	100.00	VLOW,VLOW,12=12=0,OK,C3@24.00,0.00	100.00	N,N,2=5=0,B1,C3@7.00,0.00	100.00	N,N,7=2=0,B1,C3@9.00,0.00	100.00	N,N,3=5=0,OK,C3@8.00,0.00	-16.67
FCGRT	HsaEX0025407	chr19:49525457-49525561	105	chr19:49524776,49525457-49525561+49525573,49525973+49526010	S	73.24	VLOW,VLOW,8=25=6,B1,S@28.56,10.44	69.23	N,N,2=7=2,B1,S@7.62,3.38	74.72	N,N,3=9=2,B1,C1@10.46,3.54	75.00	N,N,3=9=2,B1,S@10.50,3.50	88.41	OK,OK,25=36=4,OK,S@57.47,7.53	92.31	VLOW,VLOW,10=14=1,OK,S@23.08,1.92	100.00	VLOW,VLOW,6=14=0,B1,S@20.00,0.00	73.91	N,N,9=8=3,OK,S@14.78,5.22	85.09	LOW,LOW,13=33=4,B1,S@42.55,7.46	77.78	N,N,2=12=2,B2,S@12.44,3.56	88.59	N,N,8=8=1,OK,C1@15.06,1.94	88.89	N,N,3=13=1,B1,S@15.11,1.89	15.17
CARD8	HsaEX0012444	chr19:48249523-48249633	111	chr19:48249727+48249751,48249523-48249633,48241063	S	94.85	SOK,SOK,70=33=1,OK,C1@98.64,5.36	85.52	LOW,OK,21=11=1,OK,C1@28.22,4.78	100.00	LOW,OK,25=10=0,OK,C1@35.00,0.00	100.00	LOW,OK,24=12=0,OK,C1@36.00,0.00	78.86	SOK,SOK,82=29=5,OK,C1@91.48,24.52	70.99	LOW,OK,30=10=3,OK,C1@30.53,12.47	100.00	VLOW,OK,27=9=0,OK,C1@36.00,0.00	73.42	LOW,OK,25=10=2,OK,C1@27.17,9.83	73.00	OK,SOK,52=38=8,B1,C1@71.54,26.46	83.79	LOW,OK,23=12=2,OK,C1@31.00,6.00	70.86	VLOW,LOW,11=11=2,B1,C1@17.01,6.99	67.64	LOW,SOK,18=15=4,B1,S@25.03,11.97	-15.99
PLA2G4C	HsaEX0047947	chr19:48104588-48104724	137	chr19:48105333,48104588-48104724,48099860	S	80.00	LOW,LOW,14=18=4,OK,S@28.80,7.20	69.23	N,N,5=4=2,OK,S@7.62,3.38	77.78	N,N,5=9=2,OK,S@12.44,3.56	100.00	N,N,4=5=0,OK,S@9.00,0.00	95.74	OK,OK,23=22=1,OK,S@44.04,1.96	100.00	VLOW,VLOW,7=10=0,OK,S@17.00,0.00	100.00	N,N,9=9=0,OK,S@18.00,0.00	83.33	N,N,7=3=1,B1,S@9.17,1.83	91.67	VLOW,VLOW,12=10=1,OK,S@21.08,1.92	100.00	N,N,5=4=0,OK,S@9.00,0.00	75.00	N,N,3=3=1,OK,S@5.25,1.75	100.00	N,N,4=3=0,OK,S@7.00,0.00	15.74
RASA4	HsaEX1030692	chr7:102602324-102602405	82	chr7:102608761,102602324-102602405,102600388	C2	71.83	OK,OK,22=29=10,OK,C2@43.82,17.18	73.91	VLOW,VLOW,5=12=3,B1,C2@14.78,5.22	61.54	N,N,8=8=5,OK,C2@12.92,8.08	81.82	N,N,9=9=2,OK,C2@16.36,3.64	91.18	OK,OK,28=34=3,OK,C2@59.27,5.73	100.00	LOW,LOW,14=16=0,OK,C2@30.00,0.00	90.00	VLOW,VLOW,8=10=1,OK,C2@17.10,1.90	77.78	N,N,6=8=2,OK,C2@12.44,3.56	70.49	OK,OK,22=21=9,OK,C3@36.65,15.35	63.64	VLOW,VLOW,10=11=6,OK,C3@17.18,9.82	75.00	N,N,7=5=2,OK,C3@10.50,3.50	83.33	N,N,5=5=1,OK,C3@9.17,1.83	19.35
IQCE	HsaEX0032098	chr7:2567116-2567163	48	chr7:2559217,2567116-2567163,2571402+2571526	C3	65.37	OK,OK,46=17=16,B1,C2@51.64,27.36	69.41	N,N,15=4=4,B1,C2@15.96,7.04	58.79	N,N,13=2=5,B2,C2@11.76,8.24	66.66	LOW,LOW,18=11=7,OK,C2@24.00,12.00	48.17	OK,OK,44=18=32,B1,C3@45.28,48.72	48.81	VLOW,VLOW,21=5=13,B1,C2@19.04,19.96	48.96	VLOW,VLOW,13=5=9,B1,C2@13.22,13.78	46.57	VLOW,VLOW,10=8=10,OK,C3@13.04,14.96	55.73	OK,OK,50=18=26,B1,C2@52.39,41.61	59.01	VLOW,VLOW,17=7=8,B1,C2@18.88,13.12	63.40	VLOW,VLOW,12=6=5,OK,C2@14.58,8.42	49.05	VLOW,VLOW,21=5=13,B1,C2@19.13,19.87	-17.20
VIPR2	HsaEX0070375	chr7:159031938-159032067	130	chr7:159034213,159031938-159032067,159031869	S	100.00	VLOW,VLOW,11=5=0,B1,S@16.00,0.00	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,3=0=0,Bn,S@3.00,0.00	100.00	N,N,4=2=0,OK,S@6.00,0.00	63.26	VLOW,VLOW,9=11=6,OK,S@16.45,9.55	54.48	N,N,4=3=3,OK,S@5.45,4.55	50.74	N,N,2=2=2,OK,S@3.04,2.96	82.39	N,N,3=6=1,B1,S@8.24,1.76	70.89	VLOW,VLOW,11=8=4,OK,S@16.30,6.70	84.96	N,N,6=5=1,OK,S@10.20,1.80	67.00	N,N,3=1=1,B1,S@3.35,1.65	50.74	N,N,2=2=2,OK,S@3.04,2.96	-36.74
NOD1	HsaEX0043249	chr7:30437573-30437656	84	chr7:30446141,30437573-30437656,30436081	C1	72.14	OK,OK,22=15=7,OK,S@31.74,12.26	79.88	N,N,6=2=1,B1,S@7.19,1.81	59.30	N,N,6=3=3,B1,C1@7.12,4.88	76.65	VLOW,VLOW,10=10=3,OK,S@17.63,5.37	45.26	OK,OK,20=19=23,OK,C1@28.06,33.94	54.01	N,N,8=9=7,OK,C1@12.96,11.04	45.24	N,N,7=3=6,B1,S@7.24,8.76	36.81	VLOW,VLOW,5=7=10,OK,C1@8.10,13.90	50.81	OK,OK,20=18=18,OK,C1@28.45,27.55	29.42	N,N,4=2=7,B1,C1@3.82,9.18	51.13	N,N,9=8=8,OK,S@12.78,12.22	71.11	N,N,7=8=3,OK,S@12.80,5.20	-26.88
FKTN	HsaEX0025875	chr9:105618049-105618092	44	chr9:105607919+105607951,105617959+105618049-105618092,105635051	C3	52.75	SOK,SOK,44=52=43,OK,C3@73.32,65.68	48.94	VLOW,VLOW,8=15=12,OK,C3@17.13,17.87	50.68	OK,OK,16=21=18,OK,C3@27.87,27.13	58.06	OK,OK,20=16=13,OK,C3@28.45,20.55	73.66	SOK,SOK,76=75=27,OK,C3@131.11,46.89	68.29	OK,OK,30=26=13,OK,C3@47.12,21.88	66.67	OK,OK,15=21=9,OK,C3@30.00,15.00	85.51	OK,OK,31=28=5,OK,C3@54.73,9.27	76.93	SOK,SOK,59=61=18,OK,C3@106.16,31.84	74.21	OK,OK,22=24=8,OK,C3@40.07,13.93	78.74	OK,OK,20=17=5,OK,C3@33.07,8.93	78.72	OK,OK,17=20=5,OK,C3@33.06,8.94	20.91
DDX58	HsaEX0019006	chr9:32492391-32492479	89	chr9:32493761,32492391-32492479+32492510+32492523+32492538+32492551,32491420	S	81.21	VLOW,VLOW,7=11=2,OK,C1@16.24,3.76	100.00	N,N,5=0=0,Bn,S@5.00,0.00	54.56	N,N,2=3=2,OK,C2@3.82,3.18	100.00	N,N,0=8=0,Bn,S@8.00,0.00	100.00	VLOW,VLOW,16=7=0,B1,S@23.00,0.00	100.00	N,N,4=1=0,B1,S@5.00,0.00	100.00	N,N,7=5=0,OK,S@12.00,0.00	100.00	N,N,5=1=0,B1,S@6.00,0.00	100.00	VLOW,VLOW,12=9=0,OK,S@21.00,0.00	100.00	N,N,4=2=0,OK,S@6.00,0.00	100.00	N,N,3=6=0,B1,S@9.00,0.00	100.00	N,N,5=1=0,B1,S@6.00,0.00	18.79
DDX58	HsaEX6060948	chr9:32491301-32491420	120	chr9:32500805,32491301-32491420,32473065	C3	84.04	VLOW,VLOW,11=11=2,OK,C3@20.17,3.83	100.00	N,N,0=2=0,Bn,C3@2.00,0.00	68.19	N,N,3=6=2,OK,C3@7.50,3.50	100.00	N,N,8=3=0,B1,C3@11.00,0.00	100.00	VLOW,VLOW,7=17=0,B1,C3@24.00,0.00	100.00	N,N,1=8=0,B2,C3@9.00,0.00	100.00	N,N,5=4=0,OK,C3@9.00,0.00	100.00	N,N,1=5=0,B1,C3@6.00,0.00	100.00	VLOW,VLOW,9=12=0,OK,C3@21.00,0.00	100.00	N,N,2=2=0,OK,C3@4.00,0.00	100.00	N,N,6=4=0,OK,C3@10.00,0.00	100.00	N,N,1=6=0,B2,C3@7.00,0.00	15.96
DDX58	HsaEX6060949	chr9:32489344-32489448	105	chr9:32500805,32489344-32489448+32489451,32473065	C3	83.59	VLOW,VLOW,11=10=2,OK,C3@19.23,3.77	100.00	N,N,2=1=0,OK,C3@3.00,0.00	68.41	N,N,6=3=2,OK,C3@7.53,3.47	100.00	N,N,3=6=0,B1,C3@9.00,0.00	100.00	OK,OK,17=23=0,OK,C3@40.00,0.00	100.00	VLOW,VLOW,8=10=0,OK,C3@18.00,0.00	100.00	N,N,4=9=0,B1,C3@13.00,0.00	100.00	N,N,5=4=0,OK,C3@9.00,0.00	100.00	VLOW,VLOW,12=6=0,OK,C3@18.00,0.00	100.00	N,N,2=3=0,OK,C3@5.00,0.00	100.00	N,N,4=2=0,OK,C3@6.00,0.00	100.00	N,N,6=1=0,B2,C3@7.00,0.00	16.41
DDX58	HsaEX0019004	chr9:32488734-32488887	154	chr9:32489344,32488734-32488887,32488109+32488197+32488203	S	81.44	VLOW,VLOW,10=8=2,OK,C1@16.29,3.71	100.00	N,N,1=5=0,B1,S@6.00,0.00	42.86	N,N,3=0=2,Bn,C2@2.14,2.86	100.00	N,N,6=3=0,B1,S@9.00,0.00	100.00	OK,OK,23=17=0,OK,S@40.00,0.00	100.00	VLOW,VLOW,10=7=0,OK,S@17.00,0.00	100.00	N,N,9=6=0,OK,S@15.00,0.00	100.00	N,N,4=4=0,OK,S@8.00,0.00	100.00	N,N,6=6=0,OK,S@12.00,0.00	100.00	N,N,3=0=0,Bn,S@3.00,0.00	100.00	N,N,2=5=0,B1,S@7.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	18.56
DDX58	HsaEX6060950	chr9:32487945-32488109	165	chr9:32500805,32487945-32488109+32488197+32488203,32473065	C3	81.76	VLOW,VLOW,8=11=2,OK,C3@17.17,3.83	100.00	N,N,5=4=0,OK,C3@9.00,0.00	32.05	N,N,0=2=2,Bn,C3@1.28,2.72	100.00	N,N,3=5=0,OK,C3@8.00,0.00	100.00	LOW,LOW,17=13=0,OK,C3@30.00,0.00	100.00	N,N,7=8=0,OK,C3@15.00,0.00	100.00	N,N,6=2=0,B1,C3@8.00,0.00	100.00	N,N,4=3=0,OK,C3@7.00,0.00	100.00	VLOW,VLOW,6=11=0,OK,C3@17.00,0.00	100.00	N,N,0=1=0,Bn,C3@1.00,0.00	100.00	N,N,5=6=0,OK,C3@11.00,0.00	100.00	N,N,1=4=0,B1,C3@5.00,0.00	18.24
RAPGEFL1	HsaEX0052303	chr17:40193363-40193417	55	chr17:40192693,40193363-40193417,40193664	C2	100.00	LOW,LOW,14=16=0,OK,C2@30.00,0.00	100.00	N,N,2=4=0,OK,C2@6.00,0.00	100.00	N,N,6=5=0,OK,C3@11.00,0.00	100.00	N,N,6=7=0,OK,C2@13.00,0.00	82.35	LOW,LOW,12=16=3,OK,C2@25.53,5.47	68.42	N,N,6=7=3,OK,C3@10.95,5.05	100.00	N,N,2=4=0,OK,C2@6.00,0.00	100.00	N,N,4=5=0,OK,C2@9.00,0.00	80.00	N,N,4=12=2,B1,C2@14.40,3.60	77.78	N,N,1=6=1,B2,C2@6.22,1.78	100.00	N,N,2=3=0,OK,C2@5.00,0.00	66.67	N,N,1=3=1,B1,C2@3.33,1.67	-17.65
ABCC3	HsaEX0000444	chr17:50657046-50657183	138	chr17:50634981,50657046-50657183,50658082	C2	78.91	LOW,LOW,13=17=4,OK,C2@26.83,7.17	45.36	N,N,1=4=3,B1,C2@3.63,4.37	79.70	N,N,3=5=1,OK,C2@7.17,1.83	100.00	N,N,9=8=0,OK,C3@17.00,0.00	100.00	OK,OK,19=21=0,OK,C3@40.00,0.00	100.00	N,N,7=6=0,OK,C3@13.00,0.00	100.00	N,N,6=6=0,OK,C3@12.00,0.00	100.00	N,N,6=9=0,OK,C2@15.00,0.00	86.29	OK,OK,17=21=3,OK,C3@35.38,5.62	74.68	N,N,5=7=2,OK,C3@10.46,3.54	100.00	N,N,7=6=0,OK,C3@13.00,0.00	86.80	N,N,5=8=1,OK,C2@12.15,1.85	21.09
ABCC3	HsaEX0000450	chr17:50675654-50675775	122	chr17:50675476,50675631+50675635+50675654-50675775,50675883	S	75.00	VLOW,VLOW,11=7=3,OK,S@15.75,5.25	100.00	N,N,4=3=0,OK,S@7.00,0.00	55.56	N,N,2=3=2,OK,S@3.89,3.11	75.00	N,N,5=1=1,B1,C1@5.25,1.75	100.00	VLOW,VLOW,14=11=0,OK,S@25.00,0.00	100.00	N,N,7=5=0,OK,S@12.00,0.00	100.00	N,N,4=5=0,OK,S@9.00,0.00	100.00	N,N,3=1=0,B1,S@4.00,0.00	84.04	N,N,17=4=2,B1,S@19.33,3.67	80.12	N,N,6=2=1,B1,S@7.21,1.79	100.00	N,N,6=2=0,B1,S@8.00,0.00	71.43	N,N,5=0=1,Bn,C1@4.29,1.71	25.00
ACCS	HsaEX0001873	chr11:44073447-44073517	71	chr11:44071315+44071480,44073344+44073447-44073517+44073535,44074612	S	90.24	LOW,LOW,10=27=2,B1,S@35.19,3.81	100.00	VLOW,VLOW,5=11=0,B1,S@16.00,0.00	86.67	N,N,4=9=1,B1,S@12.13,1.87	80.00	N,N,1=7=1,B2,S@7.20,1.80	60.87	LOW,LOW,13=15=9,OK,C1@22.52,14.48	60.00	N,N,8=7=5,OK,S@12.00,8.00	33.33	N,N,0=3=3,Bn,S@2.00,4.00	83.33	N,N,5=5=1,OK,C1@9.17,1.83	51.11	VLOW,VLOW,9=14=11,OK,S@17.38,16.62	60.00	N,N,2=4=2,OK,C1@4.80,3.20	44.44	N,N,1=7=5,B2,S@5.78,7.22	52.94	N,N,6=3=4,OK,S@6.88,6.12	-29.37
CAPRIN2	HsaEX0012402	chr12:30720811-30720915	105	chr12:30723259,30720811-30720915,30716676	C3	42.82	OK,OK,16=18=23,OK,C3@24.41,32.59	52.85	N,N,4=7=5,OK,C3@8.46,7.54	37.73	VLOW,VLOW,8=4=10,OK,C3@8.30,13.70	41.00	N,N,4=7=8,OK,C3@7.79,11.21	26.13	OK,OK,14=16=43,OK,C3@19.07,53.93	34.83	LOW,LOW,10=9=18,OK,C3@12.89,24.11	30.80	N,N,3=4=8,OK,C3@4.62,10.38	10.67	LOW,LOW,1=3=17,B1,C3@2.24,18.76	33.62	OK,OK,15=13=28,OK,C3@18.83,37.17	30.80	N,N,3=4=8,OK,C3@4.62,10.38	35.52	VLOW,VLOW,7=5=11,OK,C3@8.17,14.83	33.63	N,N,5=4=9,OK,C3@6.05,11.95	-16.69
BACH2	HsaEX0007536	chr6:90271849-90271941	93	chr6:90296480,90271849-90271941,90206676+90206681+90206713	C1	4.35	VLOW,VLOW,0=1=11,Bn,S@0.52,11.48	0.00	N,N,0=0=4,Bn,S@0.00,4.00	9.09	N,N,0=1=5,Bn,S@0.55,5.45	0.00	N,N,0=0=2,Bn,S@0.00,2.00	20.00	LOW,LOW,7=2=18,B1,S@5.40,21.60	23.81	N,N,4=1=8,B1,C1@3.10,9.90	17.65	N,N,3=0=7,Bn,S@1.76,8.23	14.29	N,N,0=1=3,Bn,S@0.57,3.43	14.29	N,N,2=1=9,OK,S@1.71,10.29	33.33	N,N,1=1=2,OK,S@1.33,2.67	0.00	N,N,0=0=2,Bn,S@0.00,2.00	9.09	N,N,1=0=5,Bn,S@0.55,5.45	15.65
GPLD1	HsaEX6045912	chr6:24449789-24449899	111	chr6:24454015,24449789-24449899,24448208	S	100.00	VLOW,VLOW,7=10=0,OK,S@17.00,0.00	100.00	N,N,3=6=0,OK,S@9.00,0.00	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	82.26	VLOW,VLOW,11=8=2,OK,S@17.27,3.73	77.35	N,N,4=3=1,OK,S@6.19,1.81	100.00	N,N,4=4=0,OK,S@8.00,0.00	66.35	N,N,3=1=1,B1,S@3.32,1.68	100.00	VLOW,VLOW,8=14=0,OK,S@22.00,0.00	100.00	N,N,2=5=0,B1,S@7.00,0.00	100.00	N,N,2=5=0,B1,S@7.00,0.00	100.00	N,N,4=4=0,OK,S@8.00,0.00	-17.74
SOBP	HsaEX0060936	chr6:107587080-107587175	96	chr6:107533610,107587080-107587175,107633504+107633514	C1	66.67	VLOW,VLOW,16=8=6,OK,C1@20.00,10.00	20.00	N,N,1=0=2,Bn,S@0.60,2.40	76.47	N,N,9=4=2,B1,C2@11.47,3.53	71.43	N,N,6=4=2,OK,C1@8.57,3.43	34.88	VLOW,VLOW,6=9=14,OK,C1@10.12,18.88	41.18	N,N,3=4=5,OK,S@4.94,7.06	38.46	N,N,3=2=4,OK,S@3.46,5.54	23.08	N,N,0=3=5,Bn,C2@1.85,6.15	39.64	N,N,3=5=6,OK,C1@5.55,8.45	32.84	N,N,1=3=4,B1,C1@2.63,5.37	60.00	N,N,1=2=1,OK,S@2.40,1.60	33.33	N,N,1=0=1,Bn,C2@0.67,1.33	-31.79
CLK4	HsaEX0015705	chr5:178617344-178617431	88	chr5:178618556,178617344-178617431+178617434,178616948	S	67.11	SOK,SOK,66=36=25,OK,S@85.23,41.77	53.19	VLOW,VLOW,16=9=11,OK,S@19.15,16.85	76.92	OK,OK,24=16=6,OK,S@35.38,10.62	69.81	LOW,LOW,26=11=8,B1,S@31.41,13.59	50.24	SOK,SOK,68=37=52,OK,S@78.88,78.12	51.72	OK,OK,32=13=21,B1,S@34.14,31.86	52.24	LOW,LOW,21=14=16,OK,S@26.64,24.36	45.45	LOW,LOW,15=10=15,OK,S@18.18,21.82	57.41	SOK,SOK,72=52=46,OK,S@97.60,72.40	51.35	OK,OK,17=21=18,OK,S@28.76,27.24	61.19	OK,OK,19=22=13,OK,S@33.04,20.96	60.00	LOW,LOW,36=9=15,B1,S@36.00,24.00	-16.87
PFKFB4	HsaEX0046737	chr3:48548532-48548659	128	chr3:48549864,48548532-48548659,48543646	S	41.28	SOK,SOK,65=25=64,B1,C1@63.57,90.43	42.86	LOW,LOW,17=7=16,B1,S@17.14,22.86	38.24	OK,OK,19=7=21,B1,S@17.97,29.03	42.55	OK,OK,29=11=27,B1,C1@28.51,38.49	25.11	SOK,SOK,42=13=82,B1,C1@34.40,102.60	21.82	OK,OK,22=2=43,B2,S@14.62,52.38	34.43	OK,OK,15=6=20,B1,C1@14.12,26.88	20.83	LOW,LOW,5=5=19,OK,C1@6.04,22.96	33.33	SOK,SOK,51=16=67,B1,S@44.66,89.34	34.29	OK,OK,17=7=23,B1,S@16.12,30.88	39.73	OK,OK,20=9=22,B1,C1@20.26,30.74	24.14	OK,OK,14=0=22,Bl,S@8.69,27.31	-16.17
ARHGEF26	HsaEX0005673	chr3:154217869-154217958	90	chr3:154194718,154217869-154217958,154225856	S	75.61	LOW,LOW,17=14=5,OK,S@27.22,8.78	100.00	N,N,4=3=0,OK,S@7.00,0.00	100.00	N,N,8=5=0,OK,S@13.00,0.00	52.38	N,N,5=6=5,OK,S@8.38,7.62	92.59	VLOW,VLOW,13=12=1,OK,S@24.07,1.93	100.00	N,N,7=7=0,OK,S@14.00,0.00	77.78	N,N,5=2=1,B1,S@6.22,1.78	100.00	N,N,1=3=0,B1,S@4.00,0.00	80.00	LOW,LOW,15=17=4,OK,S@28.80,7.20	60.00	N,N,1=5=2,B1,S@4.80,3.20	87.50	N,N,7=7=1,OK,S@13.12,1.88	85.71	N,N,7=5=1,OK,S@11.14,1.86	16.98
VIPR1	HsaEX0070371	chr3:42531471-42531531	61	chr3:42530900+42530912+42530932,42531471-42531531,42531803	S	100.00	LOW,LOW,13=21=0,OK,S@34.00,0.00	100.00	N,N,5=6=0,OK,S@11.00,0.00	100.00	N,N,3=5=0,OK,S@8.00,0.00	100.00	VLOW,VLOW,5=10=0,OK,S@15.00,0.00	84.00	OK,OK,20=22=4,OK,S@38.64,7.36	100.00	N,N,9=7=0,OK,C1@16.00,0.00	100.00	N,N,4=8=0,OK,S@12.00,0.00	63.64	N,N,7=7=4,OK,C1@11.46,6.54	78.42	LOW,LOW,14=23=5,OK,S@32.94,9.06	78.21	N,N,3=12=2,B1,C1@13.30,3.70	80.00	N,N,5=3=1,OK,S@7.20,1.80	77.78	N,N,6=8=2,OK,C1@12.44,3.56	-16.00
CLCN2	HsaEX0015533	chr3:184357620-184357698	79	chr3:184357962,184357620-184357698,184357487	C2	83.87	OK,OK,26=26=5,OK,C2@47.81,9.19	87.50	N,N,9=5=1,OK,C3@13.12,1.88	78.95	N,N,6=9=2,OK,C2@13.42,3.58	85.19	VLOW,VLOW,11=12=2,OK,C2@21.30,3.70	67.12	OK,OK,25=24=12,OK,C2@40.94,20.06	75.76	VLOW,VLOW,14=11=4,OK,C2@21.97,7.03	71.43	N,N,8=7=3,OK,C2@12.86,5.14	47.37	N,N,3=6=5,OK,C2@6.63,7.37	89.83	OK,OK,26=27=3,OK,C2@50.30,5.70	80.00	VLOW,VLOW,10=6=2,OK,C3@14.40,3.60	88.89	N,N,8=8=1,OK,C2@15.11,1.89	100.00	VLOW,VLOW,8=13=0,OK,C2@21.00,0.00	-16.75
CLIP4	HsaEX1008990	chr2:29174905-29175600	696	chr2:29174445,29174905-29175600,29181572	S	16.00	OK,OK,3=5=21,OK,S@4.64,24.36	14.29	N,N,1=2=9,OK,S@1.71,10.29	23.08	N,N,1=2=5,OK,S@1.85,6.15	12.50	N,N,1=1=7,OK,S@1.12,7.88	33.33	LOW,LOW,4=13=17,B1,S@11.33,22.67	33.33	N,N,1=4=5,B1,S@3.33,6.67	60.00	N,N,1=5=2,B1,S@4.80,3.20	23.08	VLOW,VLOW,2=4=10,OK,S@3.69,12.31	31.03	OK,OK,5=13=20,B1,C1@11.79,26.21	20.00	N,N,1=3=8,B1,S@2.40,9.60	36.36	N,N,3=5=7,OK,C1@5.45,9.55	37.50	N,N,1=5=5,B1,S@4.12,6.88	17.33
PROC	HsaEX0050308	chr2:127427105-127427222	118	chr2:127423408,127427105-127427222,127428357	C3	27.12	LOW,LOW,7=6=17,OK,C3@8.14,21.86	21.88	N,N,3=1=7,B1,C3@2.41,8.59	19.31	N,N,0=3=6,Bn,C2@1.74,7.26	42.27	N,N,4=2=4,B1,C3@4.23,5.77	43.96	LOW,LOW,14=12=16,OK,C2@18.46,23.54	48.92	N,N,7=7=7,OK,C2@10.27,10.73	27.59	N,N,6=1=9,B2,C3@4.41,11.59	100.00	N,N,1=4=0,B1,C2@5.00,0.00	24.40	LOW,LOW,5=5=15,OK,C2@6.10,18.90	39.77	N,N,4=0=3,Bn,C3@2.78,4.22	32.36	N,N,0=4=4,Bn,C2@2.59,5.41	10.76	N,N,1=1=8,OK,C2@1.08,8.92	16.84
RMDN2	HsaEX0024656	chr2:37991220-37991297	78	chr2:37989616,37991220-37991297+37991301,37997416	S	83.33	VLOW,VLOW,7=13=2,OK,S@18.33,3.67	83.33	N,N,3=7=1,B1,S@9.17,1.83	71.43	N,N,3=2=1,OK,S@4.29,1.71	100.00	N,N,1=4=0,B1,S@5.00,0.00	100.00	LOW,LOW,13=18=0,OK,S@31.00,0.00	100.00	N,N,2=4=0,OK,S@6.00,0.00	100.00	N,N,6=5=0,OK,S@11.00,0.00	100.00	N,N,5=9=0,OK,S@14.00,0.00	92.00	VLOW,VLOW,11=12=1,OK,S@22.08,1.92	100.00	N,N,3=6=0,OK,S@9.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	84.62	N,N,6=5=1,OK,S@10.15,1.85	16.67
ASH1L	HsaEX0006273	chr1:155562153-155562291	139	chr1:155562699+155562779,155562153-155562291+155562295,155521618	S	92.00	LOW,LOW,14=32=2,B1,S@44.16,3.84	100.00	N,N,4=9=0,B1,S@13.00,0.00	81.82	VLOW,VLOW,5=13=2,B1,C1@16.36,3.64	100.00	VLOW,VLOW,5=10=0,OK,S@15.00,0.00	76.62	OK,OK,17=55=11,B1,S@63.59,19.41	75.61	VLOW,VLOW,8=23=5,B1,C1@27.22,8.78	83.33	N,N,3=17=2,B2,S@18.33,3.67	72.50	VLOW,VLOW,6=15=4,B1,S@18.12,6.88	88.26	VLOW,VLOW,9=36=3,B1,C1@42.36,5.64	90.04	VLOW,VLOW,5=13=1,B1,C1@17.11,1.89	84.62	N,N,2=9=1,B1,C1@10.15,1.85	88.89	N,N,2=14=1,B2,S@15.11,1.89	-15.38
NCF2	HsaEX0041993	chr1:183567204-183567345	142	chr1:183569142,183567204-183567345,183566988	S	65.90	LOW,LOW,13=18=8,OK,C2@25.70,13.30	81.42	N,N,1=8=1,B2,C1@8.14,1.86	62.05	N,N,6=7=4,OK,C2@10.55,6.45	60.00	N,N,6=3=3,B1,C2@7.20,4.80	85.47	LOW,LOW,14=19=2,OK,C1@29.91,5.09	100.00	N,N,6=9=0,OK,S@15.00,0.00	51.74	N,N,3=3=2,OK,C2@4.14,3.86	100.00	N,N,5=7=0,OK,S@12.00,0.00	84.37	LOW,LOW,12=21=3,OK,C1@30.37,5.63	100.00	N,N,5=6=0,OK,S@11.00,0.00	87.99	N,N,3=12=1,B1,C1@14.08,1.92	63.35	N,N,4=3=2,OK,C2@5.70,3.30	19.57
NCF2	HsaEX0041994	chr1:183566920-183566988	69	chr1:183567204,183566920-183566988,183565779+183565896	S	63.81	LOW,LOW,16=18=10,OK,C1@28.08,15.92	88.37	N,N,8=7=1,OK,C1@14.14,1.86	40.71	N,N,5=3=6,OK,C2@5.70,8.30	65.75	N,N,3=8=3,B1,C2@9.21,4.79	91.72	OK,OK,20=19=1,OK,C1@36.69,3.31	100.00	N,N,9=7=0,OK,S@16.00,0.00	77.60	N,N,4=8=1,B1,C1@10.09,2.91	100.00	N,N,7=4=0,OK,S@11.00,0.00	85.07	LOW,LOW,21=13=3,OK,C1@31.48,5.52	100.00	N,N,6=5=0,OK,S@11.00,0.00	89.45	VLOW,VLOW,12=5=1,B1,C1@16.10,1.90	60.38	N,N,3=3=2,OK,C2@4.83,3.17	27.91
