GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
LMBR1L	HsaINT0092379	chr12:49100455-49100555	101	chr12:49100556-49100646=49100388-49100454:-	IR	AS_NC	chr12	49100455	49100555	-	49100646	49100388	ENSG00000139636
DDIT3	HsaINT0045855	chr12:57517754-57520417	2664	chr12:57520418-57520517=57517706-57517753:-	IR	AS_NC	chr12	57517754	57520417	-	57520517	57517706	ENSG00000175197
CACNA2D4	HsaINT0026529	chr12:1800053-1800385	333	chr12:1800386-1800438=1800000-1800052:-	IR	AS_NC	chr12	1800053	1800385	-	1800438	1800000	ENSG00000151062
PXN-AS1	HsaINT1028600	chr12:120209935-120212374	2440	chr12:120209839-120209934=120212375-120212919:+	IR	AS_NC	chr12	120209935	120212374	+	120209839	120212919	ENSG00000255857
C1RL-AS1	HsaINT1005724	chr12:7112065-7115129	3065	chr12:7112007-7112064=7115130-7115219:+	IR	AS_NC	chr12	7112065	7115129	+	7112007	7115219	ENSG00000205885
HNF1A	HsaINT0076903	chr12:120997666-120999267	1602	chr12:120997474-120997665=120999268-120999389:+	IR	AS_NC	chr12	120997666	120999267	+	120997474	120999389	ENSG00000135100
ZCCHC8	HsaINT0185053	chr12:122483564-122489385	5822	chr12:122489386-122489463=122483460-122483563:-	IR	AS_NC	chr12	122483564	122489385	-	122489463	122483460	ENSG00000033030
TCTN1	HsaINT1043912	chr12:110642390-110644966	2577	chr12:110642249-110642389=110644967-110645129:+	IR	AS_NC	chr12	110642390	110644966	+	110642249	110645129	ENSG00000204852
NEMP1	HsaINT0168841	chr12:57060946-57063118	2173	chr12:57063119-57063344=57060772-57060945:-	IR	AS_NC	chr12	57060946	57063118	-	57063344	57060772	ENSG00000166881
TROAP	HsaINT0172906	chr12:49329992-49330144	153	chr12:49329857-49329991=49330145-49330943:+	IR	AS_NC	chr12	49329992	49330144	+	49329857	49330943	ENSG00000135451
GNB3	HsaINT0070137	chr12:6841345-6841585	241	chr12:6841258-6841344=6841586-6841624:+	IR	AS_NC	chr12	6841345	6841585	+	6841258	6841624	ENSG00000111664
PLXNC1	HsaINT0128145	chr12:94255297-94259336	4040	chr12:94255193-94255296=94259337-94259375:+	IR	AS_NC	chr12	94255297	94259336	+	94255193	94259375	ENSG00000136040
GIT2	HsaINT1014412	chr12:109939248-109945259	6012	chr12:109945260-109945349=109939165-109939247:-	IR	AS_NC	chr12	109939248	109945259	-	109945349	109939165	ENSG00000139436
DNM1L	HsaINT0050652	chr12:32737162-32738263	1102	chr12:32737105-32737161=32738264-32738296:+	IR	AS_NC	chr12	32737162	32738263	+	32737105	32738296	ENSG00000087470
DDX51	HsaINT0046364	chr12:132141607-132141849	243	chr12:132141850-132141956=132141498-132141606:-	IR	AS_NC	chr12	132141607	132141849	-	132141956	132141498	ENSG00000185163
NUP107	HsaINT0116769	chr12:68713809-68715626	1818	chr12:68713730-68713808=68715627-68715740:+	IR	AS_NC	chr12	68713809	68715626	+	68713730	68715740	ENSG00000111581
MDM1	HsaINT0101099	chr12:68325576-68326656	1081	chr12:68326657-68327021=68325441-68325575:-	IR	AS_NC	chr12	68325576	68326656	-	68327021	68325441	ENSG00000111554
TPCN1	HsaINT0171223	chr12:113267957-113268741	785	chr12:113267843-113267956=113268742-113268872:+	IR	AS_NC	chr12	113267957	113268741	+	113267843	113268872	ENSG00000186815
TPCN1	HsaINT0171213	chr12:113288235-113288757	523	chr12:113288163-113288234=113288758-113288847:+	IR	AS_NC	chr12	113288235	113288757	+	113288163	113288847	ENSG00000186815
TPCN1	HsaINT0171218	chr12:113291959-113292933	975	chr12:113291874-113291958=113292934-113293073:+	IR	AS_NC	chr12	113291959	113292933	+	113291874	113293073	ENSG00000186815
SETD1B	HsaINT0148263	chr12:121823750-121825199	1450	chr12:121822490-121823749=121825200-121825366:+	IR	AS_NC	chr12	121823750	121825199	+	121822490	121825366	ENSG00000139718
LINC01481	HsaINT1020117	chr12:70242894-70243311	418	chr12:70243312-70243358=70242797-70242893:-	IR	AS_NC	chr12	70242894	70243311	-	70243358	70242797	ENSG00000257815
ANKLE2	HsaINT0008338	chr12:132734576-132735405	830	chr12:132735406-132735512=132734385-132734575:-	IR	AS_NC	chr12	132734576	132735405	-	132735512	132734385	ENSG00000176915
POLE	HsaINT0128949	chr12:132672323-132672626	304	chr12:132672627-132672839=132672215-132672322:-	IR	AS_NC	chr12	132672323	132672626	-	132672839	132672215	ENSG00000177084
PCBP2	HsaINT1026284	chr12:53467294-53468776	1483	chr12:53467221-53467293=53468777-53468832:+	IR	AS_NC	chr12	53467294	53468776	+	53467221	53468832	ENSG00000197111
HDAC7	HsaINT0074691	chr12:47784218-47785386	1169	chr12:47785387-47785471=47784079-47784217:-	IR	AS_NC	chr12	47784218	47785386	-	47785471	47784079	ENSG00000061273
CDCA3	HsaINT0031849	chr12:6851010-6851221	212	chr12:6851222-6851269=6850833-6851009:-	IR	AS_NC	chr12	6851010	6851221	-	6851269	6850833	ENSG00000111665
CDCA3	HsaINT0031852	chr12:6846904-6849564	2661	chr12:6849565-6849858=6844793-6846903:-	IR	AS_NC	chr12	6846904	6849564	-	6849858	6844793	ENSG00000111665
KIAA1551	HsaINT0020062	chr12:31985958-31987238	1281	chr12:31980878-31985957=31987239-31987322:+	IR	AS_NC	chr12	31985958	31987238	+	31980878	31987322	ENSG00000174718
ERCC5	HsaINT0057687	chr13:102853873-102854287	415	chr13:102853757-102853872=102854288-102854374:+	IR	AS_NC	chr13	102853873	102854287	+	102853757	102854374	NA
RNF6	HsaINT0141849	chr13:26221331-26221781	451	chr13:26221782-26221842=26221248-26221330:-	IR	AS_NC	chr13	26221331	26221781	-	26221842	26221248	ENSG00000127870
TMCO3	HsaINT0168106	chr13:113520734-113539356	18623	chr13:113520546-113520733=113539357-113539482:+	IR	AS_NC	chr13	113520734	113539356	+	113520546	113539482	ENSG00000150403
N4BP2L1	HsaINT0109476	chr13:32407773-32427903	20131	chr13:32427904-32428133=32407645-32407772:-	IR	AS_NC	chr13	32407773	32427903	-	32428133	32407645	ENSG00000139597
N4BP2L1	HsaINT0109477	chr13:32407339-32407644	306	chr13:32407645-32407772=32407250-32407338:-	IR	AS_NC	chr13	32407339	32407644	-	32407772	32407250	ENSG00000139597
N4BP2L1	HsaINT0109479	chr13:32403201-32404202	1002	chr13:32404203-32404271=32400723-32403200:-	IR	AS_NC	chr13	32403201	32404202	-	32404271	32400723	ENSG00000139597
NHLRC3	HsaINT0113427	chr13:39042306-39044089	1784	chr13:39042105-39042305=39044090-39044181:+	IR	AS_NC	chr13	39042306	39044089	+	39042105	39044181	ENSG00000188811
ARHGEF7	HsaINT0012158	chr13:111280351-111280537	187	chr13:111280272-111280350=111280538-111280677:+	IR	AS_NC	chr13	111280351	111280537	+	111280272	111280677	ENSG00000102606
SETDB2	HsaINT0148388	chr13:49480336-49480946	611	chr13:49480219-49480335=49480947-49481116:+	IR	AS_NC	chr13	49480336	49480946	+	49480219	49481116	ENSG00000136169
RBM26	HsaINT0138440	chr13:79320711-79322348	1638	chr13:79322349-79322462=79318868-79320710:-	IR	AS_NC	chr13	79320711	79322348	-	79322462	79318868	ENSG00000139746
TRIM13	HsaINT1045157	chr13:49997132-49997666	535	chr13:49997019-49997131=49997667-49997763:+	IR	AS_NC	chr13	49997132	49997666	+	49997019	49997763	ENSG00000204977
PCID2	HsaINT1026334	chr13:113177977-113178173	197	chr13:113178174-113178287=113177611-113177976:-	IR	AS_NC	chr13	113177977	113178173	-	113178287	113177611	ENSG00000126226
POLE2	HsaINT0129000	chr14:49674428-49679724	5297	chr14:49679725-49679800=49674350-49674427:-	IR	AS_NC	chr14	49674428	49679724	-	49679800	49674350	ENSG00000100479
PPP1R3E	HsaINT1027811	chr14:23299542-23300757	1216	chr14:23300758-23300864=23299401-23299541:-	IR	AS_NC	chr14	23299542	23300757	-	23300864	23299401	ENSG00000235194
TEP1	HsaINT0165770	chr14:20403449-20403722	274	chr14:20403723-20403884=20403377-20403448:-	IR	AS_NC	chr14	20403449	20403722	-	20403884	20403377	ENSG00000129566
EXOC3L4	HsaINT0020814	chr14:103102773-103103940	1168	chr14:103102118-103102772=103103941-103104052:+	IR	AS_NC	chr14	103102773	103103940	+	103102118	103104052	ENSG00000205436
EXOC3L4	HsaINT0020816	chr14:103104390-103104737	348	chr14:103104267-103104389=103104738-103104838:+	IR	AS_NC	chr14	103104390	103104737	+	103104267	103104838	ENSG00000205436
EXOC3L4	HsaINT0020818	chr14:103105073-103106784	1712	chr14:103104992-103105072=103106785-103106899:+	IR	AS_NC	chr14	103105073	103106784	+	103104992	103106899	ENSG00000205436
EXOC3L4	HsaINT0020813	chr14:103108518-103110030	1513	chr14:103108396-103108517=103110031-103110271:+	IR	AS_NC	chr14	103108518	103110030	+	103108396	103110271	ENSG00000205436
ARHGEF40	HsaINT0012106	chr14:21087106-21087319	214	chr14:21087001-21087105=21087320-21087463:+	IR	AS_NC	chr14	21087106	21087319	+	21087001	21087463	ENSG00000165801
ARHGEF40	HsaINT0012109	chr14:21088877-21089013	137	chr14:21088830-21088876=21089014-21090240:+	IR	AS_NC	chr14	21088877	21089013	+	21088830	21090240	ENSG00000165801
BBOF1	HsaINT0020757	chr14:74057259-74064687	7429	chr14:74057144-74057258=74064688-74066092:+	IR	AS_NC	chr14	74057259	74064687	+	74057144	74066092	ENSG00000119636
IRF9	HsaINT0082085	chr14:24161339-24162143	805	chr14:24161053-24161338=24162144-24162324:+	IR	AS_NC	chr14	24161339	24162143	+	24161053	24162324	NA
ACYP1	HsaINT1002724	chr14:75063562-75063953	392	chr14:75063954-75064049=75063470-75063561:-	IR	AS_NC	chr14	75063562	75063953	-	75064049	75063470	ENSG00000119640
ABCD4	HsaINT0001492	chr14:74293249-74295147	1899	chr14:74295148-74295198=74293154-74293248:-	IR	AS_NC	chr14	74293249	74295147	-	74295198	74293154	ENSG00000119688
ABCD4	HsaINT0001484	chr14:74288260-74288715	456	chr14:74288716-74288765=74288207-74288259:-	IR	AS_NC	chr14	74288260	74288715	-	74288765	74288207	ENSG00000119688
ABCD4	HsaINT0001485	chr14:74287887-74288206	320	chr14:74288207-74288259=74287810-74287886:-	IR	AS_NC	chr14	74287887	74288206	-	74288259	74287810	ENSG00000119688
FCF1	HsaINT0063127	chr14:74713201-74713484	284	chr14:74713144-74713200=74713485-74713552:+	IR	AS_NC	chr14	74713201	74713484	+	74713144	74713552	ENSG00000119616
PPP1R13B	HsaINT0130617	chr14:103737861-103738678	818	chr14:103738679-103738812=103737694-103737860:-	IR	AS_NC	chr14	103737861	103738678	-	103738812	103737694	ENSG00000088808
ZBTB1	HsaINT1047061	chr14:64504947-64521486	16540	chr14:64504574-64504946=64521487-64523402:+	IR	AS_NC	chr14	64504947	64521486	+	64504574	64523402	ENSG00000126804
PLEKHH1	HsaINT0127440	chr14:67569217-67569920	704	chr14:67569138-67569216=67569921-67570012:+	IR	AS_NC	chr14	67569217	67569920	+	67569138	67570012	ENSG00000054690
NEMF	HsaINT0146358	chr14:49785005-49785091	87	chr14:49785092-49785135=49784925-49785004:-	IR	AS_NC	chr14	49785005	49785091	-	49785135	49784925	ENSG00000165525
PRPF39	HsaINT0132604	chr14:45109781-45110093	313	chr14:45109616-45109780=45110094-45110220:+	IR	AS_NC	chr14	45109781	45110093	+	45109616	45110220	ENSG00000185246
NIN	HsaINT1024881	chr14:50754868-50756491	1624	chr14:50756492-50758630=50754742-50754867:-	IR	AS_NC	chr14	50754868	50756491	-	50758630	50754742	ENSG00000100503
REC8	HsaINT0139066	chr14:24179907-24180009	103	chr14:24179800-24179906=24180010-24180257:+	IR	AS_NC	chr14	24179907	24180009	+	24179800	24180257	ENSG00000100918
METTL17	HsaINT0102145	chr14:20996712-20996784	73	chr14:20996527-20996711=20996785-20997035:+	IR	AS_NC	chr14	20996712	20996784	+	20996527	20997035	ENSG00000165792
RABGGTA	HsaINT0136434	chr14:24266518-24266775	258	chr14:24266776-24266889=24266430-24266517:-	IR	AS_NC	chr14	24266518	24266775	-	24266889	24266430	ENSG00000100949
ADSSL1	HsaINT0005037	chr14:104743192-104744811	1620	chr14:104743067-104743191=104744812-104744909:+	IR	AS_NC	chr14	104743192	104744811	+	104743067	104744909	ENSG00000185100
RPS6KL1	HsaINT0143165	chr14:74911842-74919844	8003	chr14:74919845-74919969=74911794-74911841:-	IR	AS_NC	chr14	74911842	74919844	-	74919969	74911794	ENSG00000198208
RPS6KL1	HsaINT0143166	chr14:74911381-74911793	413	chr14:74911794-74911841=74911248-74911380:-	IR	AS_NC	chr14	74911381	74911793	-	74911841	74911248	ENSG00000198208
RPS6KL1	HsaINT0143168	chr14:74909191-74909542	352	chr14:74909543-74910148=74909101-74909190:-	IR	AS_NC	chr14	74909191	74909542	-	74910148	74909101	ENSG00000198208
RPS6KL1	HsaINT0143170	chr14:74907531-74908849	1319	chr14:74908850-74908932=74907435-74907530:-	IR	AS_NC	chr14	74907531	74908849	-	74908932	74907435	ENSG00000198208
SLC25A47	HsaINT0151910	chr14:100329045-100329364	320	chr14:100328726-100329044=100329365-100330378:+	IR	AS_NC	chr14	100329045	100329364	+	100328726	100330378	ENSG00000140107
CEP170B	HsaINT0085702	chr14:104868556-104876255	7700	chr14:104868424-104868555=104876256-104876345:+	IR	AS_NC	chr14	104868556	104876255	+	104868424	104876345	ENSG00000099814
CDC42BPB	HsaINT0031694	chr14:102940325-102943890	3566	chr14:102943891-102944487=102940227-102940324:-	IR	AS_NC	chr14	102940325	102943890	-	102944487	102940227	ENSG00000198752
AP1G2	HsaINT0009985	chr14:23565702-23565815	114	chr14:23565816-23566160=23565606-23565701:-	IR	AS_NC	chr14	23565702	23565815	-	23566160	23565606	ENSG00000213983
AP1G2	HsaINT0009970	chr14:23563857-23564045	189	chr14:23564046-23564221=23563716-23563856:-	IR	AS_NC	chr14	23563857	23564045	-	23564221	23563716	ENSG00000213983
MLH3	HsaINT0103420	chr14:75049719-75051379	1661	chr14:75051380-75051532=75046376-75049718:-	IR	AS_NC	chr14	75049719	75051379	-	75051532	75046376	ENSG00000119684
PTGR2	HsaINT0134059	chr14:73851944-73858815	6872	chr14:73851846-73851943=73858816-73858899:+	IR	AS_NC	chr14	73851944	73858815	+	73851846	73858899	NA
SEMA7A	HsaINT0147529	chr15:74410986-74411294	309	chr15:74411295-74411356=74409289-74410985:-	IR	AS_NC	chr15	74410986	74411294	-	74411356	74409289	ENSG00000138623
FAN1	HsaINT0061727	chr15:30925940-30928552	2613	chr15:30925789-30925939=30928553-30928656:+	IR	AS_NC	chr15	30925940	30928552	+	30925789	30928656	ENSG00000198690
SLC24A1	HsaINT0151529	chr15:65652809-65653829	1021	chr15:65652642-65652808=65653830-65656260:+	IR	AS_NC	chr15	65652809	65653829	+	65652642	65656260	ENSG00000074621
RP11-1000B6.5	HsaINT1030004	chr15:32613999-32614108	110	chr15:32613733-32613998=32614109-32614202:+	IR	AS_NC	chr15	32613999	32614108	+	32613733	32614202	ENSG00000244952
MAN2C1	HsaINT0098817	chr15:75362749-75363998	1250	chr15:75363999-75364188=75362642-75362748:-	IR	AS_NC	chr15	75362749	75363998	-	75364188	75362642	ENSG00000140400
MAN2C1	HsaINT0098803	chr15:75359426-75359619	194	chr15:75359620-75359775=75359328-75359425:-	IR	AS_NC	chr15	75359426	75359619	-	75359775	75359328	ENSG00000140400
MAN2C1	HsaINT0098808	chr15:75358345-75358461	117	chr15:75358462-75358618=75358201-75358344:-	IR	AS_NC	chr15	75358345	75358461	-	75358618	75358201	ENSG00000140400
MAN2C1	HsaINT0098811	chr15:75356450-75356605	156	chr15:75356606-75356685=75356301-75356449:-	IR	AS_NC	chr15	75356450	75356605	-	75356685	75356301	ENSG00000140400
BBS4	HsaINT0016903	chr15:72686252-72695176	8925	chr15:72686187-72686251=72695177-72695228:+	IR	AS_NC	chr15	72686252	72695176	+	72686187	72695228	ENSG00000140463
THAP10	HsaINT1044169	chr15:70882909-70891843	8935	chr15:70891844-70892785=70882761-70882908:-	IR	AS_NC	chr15	70882909	70891843	-	70892785	70882761	ENSG00000129028
MYO9A	HsaINT0109001	chr15:71938928-71951776	12849	chr15:71951777-71951896=71938852-71938927:-	IR	AS_NC	chr15	71938928	71951776	-	71951896	71938852	ENSG00000066933
PPCDC	HsaINT0130002	chr15:75044515-75048552	4038	chr15:75044386-75044514=75048553-75048721:+	IR	AS_NC	chr15	75044515	75048552	+	75044386	75048721	ENSG00000138621
VPS13C	HsaINT0180602	chr15:61863529-61868658	5130	chr15:61868659-61868773=61863440-61863528:-	IR	AS_NC	chr15	61863529	61868658	-	61868773	61863440	ENSG00000129003
CDAN1	HsaINT0031421	chr15:42736079-42736301	223	chr15:42736302-42736780=42735875-42736078:-	IR	AS_NC	chr15	42736079	42736301	-	42736780	42735875	ENSG00000140326
HDDC3	HsaINT0074752	chr15:90932111-90932428	318	chr15:90932429-90932546=90932055-90932110:-	IR	AS_NC	chr15	90932111	90932428	-	90932546	90932055	ENSG00000184508
STARD9	HsaINT0160421	chr15:42718515-42718751	237	chr15:42718435-42718514=42718752-42718910:+	IR	AS_NC	chr15	42718515	42718751	+	42718435	42718910	ENSG00000159433
JMJD7	HsaINT0083801	chr15:41834894-41834969	76	chr15:41834740-41834893=41834970-41835223:+	IR	AS_NC	chr15	41834894	41834969	+	41834740	41835223	NA
PLA2G4B	HsaINT0083816	chr15:41844608-41844847	240	chr15:41844471-41844607=41844848-41845070:+	IR	AS_NC	chr15	41844608	41844847	+	41844471	41845070	NA
C15orf52	HsaINT0020995	chr15:40335827-40336573	747	chr15:40336574-40336664=40335784-40335826:-	IR	AS_NC	chr15	40335827	40336573	-	40336664	40335784	ENSG00000188549
SERF2	HsaINT1041303	chr15:43785535-43791975	6441	chr15:43785410-43785534=43791976-43792383:+	IR	AS_NC	chr15	43785535	43791975	+	43785410	43792383	ENSG00000140264
ELL3	HsaINT0055582	chr15:43773227-43773303	77	chr15:43773304-43773348=43772600-43773226:-	IR	AS_NC	chr15	43773227	43773303	-	43773348	43772600	NA
LPCAT4	HsaINT0095714	chr15:34363457-34363660	204	chr15:34363661-34363719=34363422-34363456:-	IR	AS_NC	chr15	34363457	34363660	-	34363719	34363422	ENSG00000176454
NEIL1	HsaINT0112443	chr15:75354493-75354652	160	chr15:75354431-75354492=75354653-75354818:+	IR	AS_NC	chr15	75354493	75354652	+	75354431	75354818	ENSG00000140398
RCCD1	HsaINT0138911	chr15:90961055-90961617	563	chr15:90961025-90961054=90961618-90963125:+	IR	AS_NC	chr15	90961055	90961617	+	90961025	90963125	ENSG00000166965
EIF3J-AS1	HsaINT0094949	chr15:44535475-44536042	568	chr15:44536043-44536923=44533493-44535474:-	IR	AS_NC	chr15	44535475	44536042	-	44536923	44533493	ENSG00000179523
PIGBOS1	HsaINT1026905	chr15:55317868-55318863	996	chr15:55318864-55319045=55317184-55317867:-	IR	AS_NC	chr15	55317868	55318863	-	55319045	55317184	ENSG00000225973
PLEKHG4	HsaINT0127331	chr16:67286920-67286999	80	chr16:67286749-67286919=67287000-67287177:+	IR	AS_NC	chr16	67286920	67286999	+	67286749	67287177	ENSG00000196155
PRR14	HsaINT0132813	chr16:30651669-30651795	127	chr16:30651596-30651668=30651796-30651964:+	IR	AS_NC	chr16	30651669	30651795	+	30651596	30651964	ENSG00000156858
RP11-715J22.4	HsaINT1037655	chr16:2456967-2458809	1843	chr16:2458810-2458954=2456835-2456966:-	IR	AS_NC	chr16	2456967	2458809	-	2458954	2456835	ENSG00000260874
GDPD3	HsaINT0068534	chr16:30113065-30113339	275	chr16:30113340-30113856=30113022-30113064:-	IR	AS_NC	chr16	30113065	30113339	-	30113856	30113022	ENSG00000102886
SPSB3	HsaINT0158302	chr16:1778322-1778434	113	chr16:1778435-1778612=1778134-1778321:-	IR	AS_NC	chr16	1778322	1778434	-	1778612	1778134	ENSG00000162032
RP11-77H9.2	HsaINT1038139	chr16:8849994-8850932	939	chr16:8849849-8849993=8850933-8851050:+	IR	AS_NC	chr16	8849994	8850932	+	8849849	8851050	ENSG00000260276
PKD1	HsaINT0125703	chr16:2092593-2092953	361	chr16:2092954-2093093=2092480-2092592:-	IR	AS_NC	chr16	2092593	2092953	-	2093093	2092480	ENSG00000008710
ANKS3	HsaINT0009251	chr16:4727178-4729979	2802	chr16:4729980-4730151=4726979-4727177:-	IR	AS_NC	chr16	4727178	4729979	-	4730151	4726979	ENSG00000168096
ANKS3	HsaINT1003812	chr16:4701544-4702101	558	chr16:4702102-4702242=4701434-4701543:-	IR	AS_NC	chr16	4701544	4702101	-	4702242	4701434	ENSG00000168096
BRICD5	HsaINT0021200	chr16:2209457-2209552	96	chr16:2209553-2209706=2209253-2209456:-	IR	AS_NC	chr16	2209457	2209552	-	2209706	2209253	ENSG00000182685
ZNF276	HsaINT0186686	chr16:89723184-89723259	76	chr16:89723137-89723183=89723260-89723709:+	IR	AS_NC	chr16	89723184	89723259	+	89723137	89723709	ENSG00000158805
ZNF276	HsaINT0186684	chr16:89737906-89737975	70	chr16:89737806-89737905=89737976-89740903:+	IR	AS_NC	chr16	89737906	89737975	+	89737806	89740903	ENSG00000158805
UBALD1	HsaINT0059434	chr16:4609984-4610492	509	chr16:4610493-4610555=4608883-4609983:-	IR	AS_NC	chr16	4609984	4610492	-	4610555	4608883	ENSG00000153443
ZNF598	HsaINT1047575	chr16:1998586-1998701	116	chr16:1998702-1998852=1997654-1998585:-	IR	AS_NC	chr16	1998586	1998701	-	1998852	1997654	ENSG00000167962
RHBDF1	HsaINT0140358	chr16:64830-64898	69	chr16:64899-65039=64699-64829:-	IR	AS_NC	chr16	64830	64898	-	65039	64699	ENSG00000007384
KREMEN2	HsaINT1017640	chr16:2967605-2967809	205	chr16:2967526-2967604=2967810-2968380:+	IR	AS_NC	chr16	2967605	2967809	+	2967526	2968380	ENSG00000131650
CCDC154	HsaINT0029265	chr16:1435176-1435968	793	chr16:1435969-1436086=1435089-1435175:-	IR	AS_NC	chr16	1435176	1435968	-	1436086	1435089	ENSG00000197599
E4F1	HsaINT0053582	chr16:2234389-2234582	194	chr16:2234171-2234388=2234583-2234781:+	IR	AS_NC	chr16	2234389	2234582	+	2234171	2234781	ENSG00000167967
SLC38A7	HsaINT0152921	chr16:58676055-58676288	234	chr16:58676289-58676346=58675940-58676054:-	IR	AS_NC	chr16	58676055	58676288	-	58676346	58675940	ENSG00000103042
MTHFSD	HsaINT0106101	chr16:86542214-86546558	4345	chr16:86546559-86546649=86542101-86542213:-	IR	AS_NC	chr16	86542214	86546558	-	86546649	86542101	ENSG00000103248
COG7	HsaINT0037864	chr16:23418828-23424748	5921	chr16:23424749-23424947=23418700-23418827:-	IR	AS_NC	chr16	23418828	23424748	-	23424947	23418700	ENSG00000168434
CAPN15	HsaINT0156605	chr16:533999-536028	2030	chr16:533946-533998=536029-536142:+	IR	AS_NC	chr16	533999	536028	+	533946	536142	ENSG00000103326
CAPN15	HsaINT0156612	chr16:551665-552050	386	chr16:551512-551664=552051-552212:+	IR	AS_NC	chr16	551665	552050	+	551512	552212	ENSG00000103326
LDHD	HsaINT0091198	chr16:75114235-75114525	291	chr16:75114526-75114685=75113966-75114234:-	IR	AS_NC	chr16	75114235	75114525	-	75114685	75113966	ENSG00000166816
LDHD	HsaINT0091201	chr16:75112714-75112833	120	chr16:75112834-75112924=75112602-75112713:-	IR	AS_NC	chr16	75112714	75112833	-	75112924	75112602	ENSG00000166816
ATF7IP2	HsaINT0013852	chr16:10440463-10457371	16909	chr16:10440364-10440462=10457372-10457529:+	IR	AS_NC	chr16	10440463	10457371	+	10440364	10457529	ENSG00000166669
DYNC1LI2	HsaINT0053192	chr16:66730224-66732338	2115	chr16:66732339-66732474=66730112-66730223:-	IR	AS_NC	chr16	66730224	66732338	-	66732474	66730112	ENSG00000135720
METRN	HsaINT0102119	chr16:715394-715583	190	chr16:715115-715393=715584-715984:+	IR	AS_NC	chr16	715394	715583	+	715115	715984	ENSG00000103260
METRN	HsaINT0102121	chr16:716993-717070	78	chr16:716933-716992=717071-719655:+	IR	AS_NC	chr16	716993	717070	+	716933	719655	ENSG00000103260
FAM173A	HsaINT0060287	chr16:722135-722308	174	chr16:722084-722134=722309-722601:+	IR	AS_NC	chr16	722135	722308	+	722084	722601	ENSG00000103254
CCP110	HsaINT0040446	chr16:19548015-19551195	3181	chr16:19547955-19548014=19551196-19553408:+	IR	AS_NC	chr16	19548015	19551195	+	19547955	19553408	ENSG00000103540
BCKDK	HsaINT0017172	chr16:31112028-31112120	93	chr16:31111869-31112027=31112121-31112791:+	IR	AS_NC	chr16	31112028	31112120	+	31111869	31112791	ENSG00000103507
C16orf70	HsaINT0021149	chr16:67140595-67144293	3699	chr16:67140511-67140594=67144294-67144376:+	IR	AS_NC	chr16	67140595	67144293	+	67140511	67144376	ENSG00000125149
CNEP1R1	HsaINT0168801	chr16:50025341-50025650	310	chr16:50024410-50025340=50025651-50025701:+	IR	AS_NC	chr16	50025341	50025650	+	50024410	50025701	ENSG00000205423
MKL2	HsaINT1023117	chr16:14247508-14248925	1418	chr16:14246473-14247507=14248926-14249081:+	IR	AS_NC	chr16	14247508	14248925	+	14246473	14249081	ENSG00000186260
ATP2A1	HsaINT0014713	chr16:28894608-28894821	214	chr16:28894505-28894607=28894822-28894953:+	IR	AS_NC	chr16	28894608	28894821	+	28894505	28894953	ENSG00000196296
WDR90	HsaINT0182715	chr16:649427-649762	336	chr16:649325-649426=649763-649854:+	IR	AS_NC	chr16	649427	649762	+	649325	649854	ENSG00000161996
WDR90	HsaINT0182719	chr16:653804-655028	1225	chr16:653746-653803=655029-655147:+	IR	AS_NC	chr16	653804	655028	+	653746	655147	ENSG00000161996
WDR90	HsaINT0182725	chr16:656872-657090	219	chr16:656732-656871=657091-657221:+	IR	AS_NC	chr16	656872	657090	+	656732	657221	ENSG00000161996
WDR90	HsaINT0182733	chr16:659377-660057	681	chr16:659245-659376=660058-660161:+	IR	AS_NC	chr16	659377	660057	+	659245	660161	ENSG00000161996
NOXO1	HsaINT0115018	chr16:1979543-1979789	247	chr16:1979790-1979903=1979425-1979542:-	IR	AS_NC	chr16	1979543	1979789	-	1979903	1979425	ENSG00000196408
FBXL8	HsaINT0062723	chr16:67160057-67161734	1678	chr16:67159931-67160056=67161735-67161937:+	IR	AS_NC	chr16	67160057	67161734	+	67159931	67161937	ENSG00000135722
SETD6	HsaINT0148342	chr16:58516673-58516807	135	chr16:58516478-58516672=58516808-58516928:+	IR	AS_NC	chr16	58516673	58516807	+	58516478	58516928	ENSG00000103037
FANCA	HsaINT1013334	chr16:89808368-89810706	2339	chr16:89810707-89810802=89808294-89808367:-	IR	AS_NC	chr16	89808368	89810706	-	89810802	89808294	ENSG00000187741
RNF166	HsaINT0141407	chr16:88699733-88701261	1529	chr16:88701262-88701418=88699620-88699732:-	IR	AS_NC	chr16	88699733	88701261	-	88701418	88699620	ENSG00000158717
PRSS27	HsaINT0132960	chr16:2714337-2715717	1381	chr16:2715718-2715880=2714065-2714336:-	IR	AS_NC	chr16	2714337	2715717	-	2715880	2714065	ENSG00000172382
CCDC189	HsaINT0021235	chr16:30760454-30760605	152	chr16:30760606-30760668=30760284-30760453:-	IR	AS_NC	chr16	30760454	30760605	-	30760668	30760284	ENSG00000196118
PIGQ	HsaINT0124819	chr16:575971-576133	163	chr16:575839-575970=576134-576254:+	IR	AS_NC	chr16	575971	576133	+	575839	576254	ENSG00000007541
PIGQ	HsaINT0124824	chr16:580264-580857	594	chr16:580183-580263=580858-580972:+	IR	AS_NC	chr16	580264	580857	+	580183	580972	ENSG00000007541
