EXPERIMENT	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	AS_TYPE	Sample	PSI	dPSI_SRRM2_HeLa	Quality_Score_Value	DIRECTION
HeLa-SRRM2-KD	LARP4	HsaALTD1030589-1/3	chr12:50401193-50401221	0	chr12:50401193-50401221+50401281+50401479,50427762	Alt5	Alt. Donor	HeLa_CNTRL_C	35.71	7.970000000000002	N	BOTH
HeLa-SRRM2-KD	LARP4	HsaALTD1030589-1/3	chr12:50401193-50401221	0	chr12:50401193-50401221+50401281+50401479,50427762	Alt5	Alt. Donor	HeLa_SRRM2	33.84	7.970000000000002	LOW	BOTH
HeLa-SRRM2-KD	LARP4	HsaALTD1030589-1/3	chr12:50401193-50401221	0	chr12:50401193-50401221+50401281+50401479,50427762	Alt5	Alt. Donor	HeLa_SRRM2_A	34.87	7.970000000000002	VLOW	BOTH
HeLa-SRRM2-KD	LARP4	HsaALTD1030589-1/3	chr12:50401193-50401221	0	chr12:50401193-50401221+50401281+50401479,50427762	Alt5	Alt. Donor	HeLa_SRRM2_B	54.4	7.970000000000002	N	BOTH
HeLa-SRRM2-KD	LARP4	HsaALTD1030589-1/3	chr12:50401193-50401221	0	chr12:50401193-50401221+50401281+50401479,50427762	Alt5	Alt. Donor	HeLa_SRRM2_C	0	7.970000000000002	N	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_CNTRL	10.34	7.84	LOW	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_CNTRL_A	15.38	7.84	N	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_CNTRL_B	12.5	7.84	N	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_CNTRL_C	0	7.84	N	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_SRRM2	18.18	7.84	VLOW	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_SRRM2_A	14.29	7.84	N	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_SRRM2_B	0	7.84	N	BOTH
HeLa-SRRM2-KD	TIMM9	HsaALTD1053405-2/2	chr14:58427263-	129	chr14:58427392+58427263-,58424095	Alt5	Alt. Donor	HeLa_SRRM2_C	25	7.84	N	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_CNTRL	20.73	-2.129999999999999	LOW	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_CNTRL_A	44.74	-2.129999999999999	N	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_CNTRL_B	10.83	-2.129999999999999	N	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_CNTRL_C	6.49	-2.129999999999999	VLOW	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_SRRM2	18.6	-2.129999999999999	VLOW	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_SRRM2_A	0	-2.129999999999999	N	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_SRRM2_B	0	-2.129999999999999	N	BOTH
HeLa-SRRM2-KD	AOC2	HsaALTD0000365-2/3	chr17:42849086-42849290	108	chr17:42849086-42849182+42849290+42849371,42849601	Alt5	Alt. Donor	HeLa_SRRM2_C	27.98	-2.129999999999999	N	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_CNTRL	35.14	-7.07	LOW	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_CNTRL_A	45.83	-7.07	VLOW	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_CNTRL_B	42.86	-7.07	N	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_CNTRL_C	0	-7.07	N	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_SRRM2	28.07	-7.07	OK	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_SRRM2_A	26.32	-7.07	VLOW	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_SRRM2_B	27.78	-7.07	VLOW	BOTH
HeLa-SRRM2-KD	SIX2	HsaALTD1053108-2/2	chr2:45008545-	6	chr2:45008551+45008545-,45006485	Alt5	Alt. Donor	HeLa_SRRM2_C	30	-7.07	VLOW	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_CNTRL	7.69	-7.69	LOW	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_CNTRL_A	0	-7.69	N	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_CNTRL_B	14.29	-7.69	N	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_CNTRL_C	0	-7.69	N	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_SRRM2	0	-7.69	LOW	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_SRRM2_A	0	-7.69	N	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_SRRM2_B	0	-7.69	N	BOTH
HeLa-SRRM2-KD	TMC7	HsaALTD0006572-1/2	chr16:19035676-19035810	0	chr16:19035676-19035810+19035823,19037874	Alt5	Alt. Donor	HeLa_SRRM2_C	0	-7.69	VLOW	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_CNTRL	50.72	-9.170000000000002	LOW	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_CNTRL_A	77.78	-9.170000000000002	N	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_CNTRL_B	53.85	-9.170000000000002	VLOW	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_CNTRL_C	0	-9.170000000000002	N	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_SRRM2	41.55	-9.170000000000002	OK	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_SRRM2_A	46.67	-9.170000000000002	N	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_SRRM2_B	21.21	-9.170000000000002	VLOW	BOTH
HeLa-SRRM2-KD	CTAGE5	HsaALTD0001715-1/2	chr14:39291019-39291096	0	chr14:39291019-39291096+39291111,39292680	Alt5	Alt. Donor	HeLa_SRRM2_C	52.69	-9.170000000000002	VLOW	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_CNTRL	86.96	-9.539999999999992	VLOW	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_CNTRL_A	71.43	-9.539999999999992	N	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_CNTRL_B	91.67	-9.539999999999992	N	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_CNTRL_C	100	-9.539999999999992	N	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_SRRM2	77.42	-9.539999999999992	LOW	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_SRRM2_A	100	-9.539999999999992	N	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_SRRM2_B	55.56	-9.539999999999992	N	BOTH
HeLa-SRRM2-KD	KIAA1191	HsaALTD0003452-1/2	chr5:176359481-176359567	0	chr5:176359481+176359462-176359567,176348356	Alt5	Alt. Donor	HeLa_SRRM2_C	75	-9.539999999999992	N	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_CNTRL	53.85	-11.54	LOW	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_CNTRL_A	53.85	-11.54	N	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_CNTRL_B	50	-11.54	N	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_CNTRL_C	57.14	-11.54	N	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_SRRM2	42.31	-11.54	LOW	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_SRRM2_A	22.22	-11.54	N	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_SRRM2_B	100	-11.54	N	BOTH
HeLa-SRRM2-KD	USP49	HsaALTD1054113-1/2	chr6:41798875-41798929	0	chr6:41798875+41798724-41798929,41796723	Alt5	Alt. Donor	HeLa_SRRM2_C	46.67	-11.54	VLOW	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_CNTRL	91.78	-20.950000000000003	LOW	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_CNTRL_A	100	-20.950000000000003	N	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_CNTRL_B	100	-20.950000000000003	N	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_CNTRL_C	66.02	-20.950000000000003	N	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_SRRM2	70.83	-20.950000000000003	LOW	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_SRRM2_A	74.45	-20.950000000000003	N	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_SRRM2_B	19.54	-20.950000000000003	N	BOTH
HeLa-SRRM2-KD	TRIM3	HsaALTD0006777-2/2	chr11:6458065-6458296	5	chr11:6458070+6458065-6458296,6457847	Alt5	Alt. Donor	HeLa_SRRM2_C	90.67	-20.950000000000003	N	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_CNTRL	30.87	-22.75	LOW	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_CNTRL_A	37.08	-22.75	N	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_CNTRL_B	29.79	-22.75	N	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_CNTRL_C	17.5	-22.75	N	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_SRRM2	8.12	-22.75	LOW	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_SRRM2_A	20.96	-22.75	VLOW	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_SRRM2_B	0	-22.75	N	BOTH
HeLa-SRRM2-KD	POLM	HsaALTD0004928-1/3	chr7:44078756-44078811	0	chr7:44078756+44078740+44078554-44078811,44076629	Alt5	Alt. Donor	HeLa_SRRM2_C	0	-22.75	VLOW	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_CNTRL	41.17	-23.21	LOW	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_CNTRL_A	51.08	-23.21	N	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_CNTRL_B	31.81	-23.21	N	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_CNTRL_C	41.42	-23.21	N	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_SRRM2	17.96	-23.21	LOW	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_SRRM2_A	15.02	-23.21	N	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_SRRM2_B	20.96	-23.21	VLOW	BOTH
HeLa-SRRM2-KD	KLHL24	HsaALTD1051628-1/3	chr3:-183635747	0	chr3:-183635747+183635782+183635793,183643480	Alt5	Alt. Donor	HeLa_SRRM2_C	7.51	-23.21	N	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_CNTRL	85.96	-25.959999999999994	OK	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_CNTRL_A	88.24	-25.959999999999994	VLOW	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_CNTRL_B	88.89	-25.959999999999994	VLOW	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_CNTRL_C	81.82	-25.959999999999994	VLOW	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_SRRM2	60	-25.959999999999994	OK	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_SRRM2_A	69.23	-25.959999999999994	N	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_SRRM2_B	60	-25.959999999999994	VLOW	BOTH
HeLa-SRRM2-KD	ASTE1	HsaALTD0000522-1/3	chr3:131026507-131026586	0	chr3:131026507+131026503+131026188-131026586,131025594	Alt5	Alt. Donor	HeLa_SRRM2_C	61.11	-25.959999999999994	LOW	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_CNTRL	75.35	-29.099999999999994	LOW	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_CNTRL_A	85.39	-29.099999999999994	N	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_CNTRL_B	70.83	-29.099999999999994	N	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_CNTRL_C	69.39	-29.099999999999994	N	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_SRRM2	46.25	-29.099999999999994	LOW	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_SRRM2_A	44.74	-29.099999999999994	N	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_SRRM2_B	57.83	-29.099999999999994	N	BOTH
HeLa-SRRM2-KD	DGKE	HsaALTD1028132-1/2	chr17:56856512-56856625	0	chr17:56856512-56856625+56856665,56858594	Alt5	Alt. Donor	HeLa_SRRM2_C	32.69	-29.099999999999994	N	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_CNTRL	92.17	-33.300000000000004	LOW	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_CNTRL_A	92.71	-33.300000000000004	N	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_CNTRL_B	100	-33.300000000000004	N	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_CNTRL_C	74.82	-33.300000000000004	N	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_SRRM2	58.87	-33.300000000000004	OK	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_SRRM2_A	43.67	-33.300000000000004	VLOW	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_SRRM2_B	52.15	-33.300000000000004	VLOW	BOTH
HeLa-SRRM2-KD	MYL6B	HsaALTD1041552-1/2	chr12:56158684-56158711	0	chr12:56158684-56158711+56158715,56159589	Alt5	Alt. Donor	HeLa_SRRM2_C	59.74	-33.300000000000004	VLOW	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_CNTRL	60.38	-60.38	VLOW	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_CNTRL_A	61.54	-60.38	N	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_CNTRL_B	69.57	-60.38	N	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_CNTRL_C	0	-60.38	N	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_SRRM2	0	-60.38	VLOW	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_SRRM2_A	0	-60.38	N	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_SRRM2_B	0	-60.38	N	BOTH
HeLa-SRRM2-KD	NAV1	HsaALTD1020417-1/2	chr1:201781012-201781305	0	chr1:201781012-201781305+201781309,201782176	Alt5	Alt. Donor	HeLa_SRRM2_C	0	-60.38	N	BOTH
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_CNTRL	37.76	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_CNTRL_A	36.69	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_CNTRL_B	99.05	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_CNTRL_C	98.87	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_SRRM2	99.38	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_SRRM2_A	100	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_SRRM2_B	99.42	61.62	SOK	UP
HeLa-SRRM2-KD	ACIN1	HsaEX0001930	chr14:23065966-23066008	43	chr14:23069476,23065966-23066008,23064488	C2	Exon	HeLa_SRRM2_C	98.75	61.62	SOK	UP
