GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
TRIT1	HsaEX0067277	chr1:39857277-39857417	141	chr1:39883318,39857246+39857277-39857417,39850261	C3	AS_NC	chr1	39857277	39857417	-	39883318	39850261	ENSG00000043514
TRIT1	HsaEX0067279	chr1:39852731-39852876	146	chr1:39853970,39852731-39852876+39852951,39850261	C1	AS_NC	chr1	39852731	39852876	-	39853970	39850261	ENSG00000043514
GOPC	HsaEX0028051	chr6:117570860-117570955	96	chr6:117573467,117570860-117570955,117567034	C2	AS_NC	chr6	117570860	117570955	-	117573467	117567034	NA
R3HDM1	HsaEX0051524	chr2:135616668-135616757	90	chr2:135616193,135616668-135616757,135621494+135621497	C3	AS_NC	chr2	135616668	135616757	+	135616193	135621497	ENSG00000048991
RFC2	HsaEX0053166	chr7:74246662-74246763	102	chr7:74249012,74246662-74246763,74243246	S	AS_NC	chr7	74246662	74246763	-	74249012	74243246	ENSG00000049541
NEDD4L	HsaEX0042432	chr18:58335478-58335537	60	chr18:58333892,58335478-58335537,58341038	C1	AS_NC	chr18	58335478	58335537	+	58333892	58341038	ENSG00000049759
MPHOSPH9	HsaEX0039929	chr12:123214744-123214834	91	chr12:123218372+123218376+123218399,123214744-123214834,123210162	S	AS_NC	chr12	123214744	123214834	-	123218399	123210162	ENSG00000051825
MPHOSPH9	HsaEX0039931	chr12:123203250-123203375	126	chr12:123210056,123203114+123203250-123203375,123203084	S	AS_NC	chr12	123203250	123203375	-	123210056	123203084	ENSG00000051825
SDCCAG8	HsaEX0056737	chr1:243307989-243308177	189	chr1:243256240+243256244,243307989-243308177,243316755	C2	AS_NC	chr1	243307989	243308177	+	243256240	243316755	ENSG00000054282
SDCCAG8	HsaEX0056733	chr1:243274543-243274656	114	chr1:243256240+243256244,243274543-243274656,243286272+243286275	C3	AS_NC	chr1	243274543	243274656	+	243256240	243286275	ENSG00000054282
SDCCAG8	HsaEX0056735	chr1:243293122-243293219	98	chr1:243286397,243293069+243293091+243293122-243293219,243304713	C1	AS_NC	chr1	243293122	243293219	+	243286397	243304713	ENSG00000054282
FAM114A2	HsaEX0023792	chr5:154038388-154038434	47	chr5:154038593+154038694+154038766+154038827+154038836+154038857,154038293+154038347+154038388-154038434,154034946+154034967	S	AS_NC	chr5	154038388	154038434	-	154038857	154034946	ENSG00000055147
PUM2	HsaEX0051283	chr2:20331730-20331937	208	chr2:20332967,20331717+20331730-20331937,20327378	C2	AS_NC	chr2	20331730	20331937	-	20332967	20327378	ENSG00000055917
RC3H2	HsaEX0052839	chr9:122857923-122858093	171	chr9:122858669,122857923-122858093,122855878	S	AS_NC	chr9	122857923	122858093	-	122858669	122855878	ENSG00000056586
RC3H2	HsaEX0052840	chr9:122851323-122851430	108	chr9:122853952,122851323-122851430+122851436+122851448,122851229	S	AS_NC	chr9	122851323	122851430	-	122853952	122851229	ENSG00000056586
USP13	HsaEX0069594	chr3:179719940-179720034	95	chr3:179708957,179719940-179720034,179721402+179721406	S	AS_NC	chr3	179719940	179720034	+	179708957	179721406	ENSG00000058056
PPP1R12A	HsaEX0049557	chr12:79806166-79806297	132	chr12:79807226,79806166-79806297+79806333,79805768	C1	AS_NC	chr12	79806166	79806297	-	79807226	79805768	ENSG00000058272
GPBP1	HsaEX0028132	chr5:57221376-57221396	21	chr5:57214193,57221376-57221396,57230846	S	AS_NC	chr5	57221376	57221396	+	57214193	57230846	ENSG00000062194
VMP1	HsaEX0065851	chr17:59765052-59765138	87	chr17:59738947,59764971+59765052-59765138,59773754	S	AS_NC	chr17	59765052	59765138	+	59738947	59773754	ENSG00000062716
VMP1	HsaEX0065852	chr17:59773754-59773885	132	chr17:59765138,59773754-59773885,59808796	S	AS_NC	chr17	59773754	59773885	+	59765138	59808796	ENSG00000062716
CASP8	HsaEX0012592	chr2:201272898-201272942	45	chr2:201272776,201272898-201272942,201274866+201274889	C1	AS_NC	chr2	201272898	201272942	+	201272776	201274889	ENSG00000064012
RFXANK	HsaEX0053289	chr19:19197521-19197621	101	chr19:19197251,19197521-19197621,19198107	C1	AS_NC	chr19	19197521	19197621	+	19197251	19198107	ENSG00000064490
NFYC	HsaEX0042835	chr1:40766918-40766974	57	chr1:40766685+40766703+40766865,40766918-40766974,40769356+40769371	S	AS_NC	chr1	40766918	40766974	+	40766685	40769371	ENSG00000066136
ATXN3	HsaEX0007281	chr14:92093252-92093318	67	chr14:92093746,92093252-92093318+92093618,92088783+92088817	C1	AS_NC	chr14	92093252	92093318	-	92093746	92088783	ENSG00000066427
SP100	HsaEX0061099	chr2:230450172-230450255	84	chr2:230449710,230450172-230450255,230461262	S	AS_NC	chr2	230450172	230450255	+	230449710	230461262	ENSG00000067066
EVI5	HsaEX0023363	chr1:92663420-92663452	33	chr1:92665935+92665939,92663420-92663452,92636294+92636336+92636356	C1	AS_NC	chr1	92663420	92663452	-	92665939	92636294	ENSG00000067208
EVI5	HsaEX0023367	chr1:92624176-92624324	149	chr1:92625794,92624176-92624324+92624334,92607727	C1	AS_NC	chr1	92624176	92624324	-	92625794	92607727	ENSG00000067208
POLR1A	HsaEX0049037	chr2:86099968-86100172	205	chr2:86105484+86105658+86105700,86099968-86100172,86098760	S	AS_NC	chr2	86099968	86100172	-	86105700	86098760	ENSG00000068654
VPS35	HsaEX0070574	chr16:46682079-46682175	97	chr16:46683508,46682079-46682175,46681500+46681520	S	AS_NC	chr16	46682079	46682175	-	46683508	46681500	ENSG00000069329
MNT	HsaEX1023993	chr17:2391403-2391495	93	chr17:2393761+2394043+2394079,2391403-2391495,2388049	S	AS_NC	chr17	2391403	2391495	-	2394079	2388049	ENSG00000070444
TCOF1	HsaEX0064232	chr5:150372006-150372236	231	chr5:150369602,150372006-150372236,150374174	S	AS_NC	chr5	150372006	150372236	+	150369602	150374174	ENSG00000070814
WBSCR22	HsaEX0070875	chr7:73690916-73691012	97	chr7:73687095,73690916-73691012,73692596	S	AS_NC	chr7	73690916	73691012	+	73687095	73692596	ENSG00000071462
FAM3A	HsaEX0024424	chrX:154507811-154507861	51	chrX:154508289,154507811-154507861+154507882+154507885,154507490	S	AS_NC	chrX	154507811	154507861	-	154508289	154507490	ENSG00000071889
UBE2D1	HsaEX0068720	chr10:58361495-58361526	32	chr10:58361401,58361495-58361526,58363609	S	AS_NC	chr10	58361495	58361526	+	58361401	58363609	ENSG00000072401
SMC1A	HsaEX0060353	chrX:53414758-53414870	113	chrX:53422492,53414758-53414870,53413435	C2	AS_NC	chrX	53414758	53414870	-	53422492	53413435	ENSG00000072501
MARK2	HsaEX0037916	chr11:63906088-63906114	27	chr11:63905043,63906088-63906114,63908260	C1	AS_NC	chr11	63906088	63906114	+	63905043	63908260	ENSG00000072518
EED	HsaEX0021618	chr11:86266083-86266216	134	chr11:86264263,86266083-86266216,86276980	C2	AS_NC	chr11	86266083	86266216	+	86264263	86276980	ENSG00000074266
EED	HsaEX0021619	chr11:86268456-86268561	106	chr11:86266216,86268456-86268561,86276980	C1	AS_NC	chr11	86268456	86268561	+	86266216	86276980	ENSG00000074266
EED	HsaEX0021615	chr11:86256387-86256512	126	chr11:86245343,86256387-86256512,86276980	C3	AS_NC	chr11	86256387	86256512	+	86245343	86276980	ENSG00000074266
EED	HsaEX0021616	chr11:86257515-86257596	82	chr11:86245343,86257515-86257596,86276980	C3	AS_NC	chr11	86257515	86257596	+	86245343	86276980	ENSG00000074266
TSG101	HsaEX0067552	chr11:18525661-18525702	42	chr11:18526775,18525661-18525702,18519603	S	AS_NC	chr11	18525661	18525702	-	18526775	18519603	ENSG00000074319
BCS1L	HsaEX0007953	chr2:218660307-218660421	115	chr2:218660166+218660218+218660245,218660307-218660421+218660475+218660482,218660939	C1	AS_NC	chr2	218660307	218660421	+	218660166	218660939	ENSG00000074582
SLC24A1	HsaEX0058942	chr15:65644427-65644513	87	chr15:65639703,65644427-65644513,65650382+65650386	C2	AS_NC	chr15	65644427	65644513	+	65639703	65650386	ENSG00000074621
EIF4G3	HsaEX0022061	chr1:20810738-20810884	147	chr1:20813158,20810738-20810884,20807500	S	AS_NC	chr1	20810738	20810884	-	20813158	20807500	ENSG00000075151
ZNF638	HsaEX0074105	chr2:71393394-71393645	252	chr2:71380565,71393394-71393645,71396141	C3	AS_NC	chr2	71393394	71393645	+	71380565	71396141	ENSG00000075292
WDR62	HsaEX0071273	chr19:36091200-36091311	112	chr19:36090520,36091200-36091311,36092689	C2	AS_NC	chr19	36091200	36091311	+	36090520	36092689	ENSG00000075702
WDR62	HsaEX0071274	chr19:36091402-36091465	64	chr19:36091311,36091402-36091465,36092689	S	AS_NC	chr19	36091402	36091465	+	36091311	36092689	ENSG00000075702
DLG1	HsaEX0019880	chr3:197149743-197149796	54	chr3:197194425,197149743-197149796,197142768	C1	AS_NC	chr3	197149743	197149796	-	197194425	197142768	ENSG00000075711
DLG1	HsaEX0019876	chr3:197076586-197076682	97	chr3:197081051,197076582+197076586-197076682+197076685,197069260	C3	AS_NC	chr3	197076586	197076682	-	197081051	197069260	ENSG00000075711
PTPN23	HsaEX0051017	chr3:47404652-47404779	128	chr3:47396217,47404652-47404779,47405005	S	AS_NC	chr3	47404652	47404779	+	47396217	47405005	ENSG00000076201
NT5C2	HsaEX0043990	chr10:103181231-103181328	98	chr10:103193236,103181185+103181231-103181328+103181332,103174982	S	AS_NC	chr10	103181231	103181328	-	103193236	103174982	ENSG00000076685
NT5C2	HsaEX0043998	chr10:103139406-103139479	74	chr10:103174858,103139406-103139479,103106706	C1	AS_NC	chr10	103139406	103139479	-	103174858	103106706	ENSG00000076685
DGKD	HsaEX0019402	chr2:233388257-233388367	111	chr2:233354674,233388257-233388367,233434380	C3	AS_NC	chr2	233388257	233388367	+	233354674	233434380	ENSG00000077044
USP33	HsaEX0069762	chr1:77745421-77745599	179	chr1:77759643+77759701,77745421-77745599,77741748	S	AS_NC	chr1	77745421	77745599	-	77759701	77741748	ENSG00000077254
SIRT6	HsaEX0058456	chr19:4179104-4179286	183	chr19:4180580+4180782+4180877,4179104-4179286,4177138	C1	AS_NC	chr19	4179104	4179286	-	4180877	4177138	ENSG00000077463
PIK3C3	HsaEX0047540	chr18:42013442-42013596	155	chr18:42004541,42013442-42013596,42020638+42020642	C2	AS_NC	chr18	42013442	42013596	+	42004541	42020642	ENSG00000078142
MLLT10	HsaEX0039546	chr10:21668917-21669052	136	chr10:21651768,21668917-21669052,21670449	S	AS_NC	chr10	21668917	21669052	+	21651768	21670449	ENSG00000078403
RNF13	HsaEX0053886	chr3:149902072-149902162	91	chr3:149895560+149895570,149902072-149902162,149911978	S	AS_NC	chr3	149902072	149902162	+	149895560	149911978	ENSG00000082996
PALB2	HsaEX0045291	chr16:23638473-23638592	120	chr16:23641110+23641127,23638459+23638473-23638592,23638129	C1	AS_NC	chr16	23638473	23638592	-	23641127	23638129	ENSG00000083093
DIS3	HsaEX0019777	chr13:72780846-72781003	158	chr13:72781605,72780488+72780613+72780846-72781003,72778380	C3	AS_NC	chr13	72780846	72781003	-	72781605	72778380	ENSG00000083520
ATRX	HsaEX0007234	chrX:77595726-77595785	60	chrX:77599411,77595712+77595726-77595785,77593783+77593849	S	AS_NC	chrX	77595726	77595785	-	77599411	77593783	ENSG00000085224
SEH1L	HsaEX0057007	chr18:12964436-12964495	60	chr18:12963371,12964436-12964495,12971153	S	AS_NC	chr18	12964436	12964495	+	12963371	12971153	ENSG00000085415
MTIF2	HsaEX0040521	chr2:55264602-55264710	109	chr2:55267569,55264602-55264710+55264723,55263865	C1	AS_NC	chr2	55264602	55264710	-	55267569	55263865	ENSG00000085760
EPS15	HsaEX6030867	chr1:51446960-51447105	146	chr1:51461091,51446960-51447105,51421858	C3	AS_NC	chr1	51446960	51447105	-	51461091	51421858	ENSG00000085832
HUWE1	HsaEX0030737	chrX:53544560-53544762	203	chrX:53545029,53544560-53544762,53543968	S	AS_NC	chrX	53544560	53544762	-	53545029	53543968	ENSG00000086758
ALG9	HsaEX6004670	chr11:111838249-111838378	130	chr11:111840655,111838249-111838378+111838399,111809773	C3	AS_NC	chr11	111838249	111838378	-	111840655	111809773	NA
PGS1	HsaEX0046870	chr17:78414952-78415027	76	chr17:78404013+78404089,78414879+78414952-78415027,78419546	S	AS_NC	chr17	78414952	78415027	+	78404013	78419546	ENSG00000087157
AAMDC	HsaEX0009046	chr11:77841019-77841060	42	chr11:77821180+77821237+77821241,77841019-77841060+77841224,77842479	S	AS_NC	chr11	77841019	77841060	+	77821180	77842479	ENSG00000087884
DNMT3B	HsaEX0020494	chr20:32786502-32786627	126	chr20:32784859,32786502-32786627,32787230	S	AS_NC	chr20	32786502	32786627	+	32784859	32787230	ENSG00000088305
ANKRD10	HsaEX0004269	chr13:110894109-110894164	56	chr13:110894285,110894109-110894164+110894202,110893234+110893263	C3	AS_NC	chr13	110894109	110894164	-	110894285	110893234	ENSG00000088448
ANKRD10	HsaEX0004267	chr13:110900530-110900661	132	chr13:110906033,110900131+110900273+110900530-110900661+110900694,110893234+110893263	C2	AS_NC	chr13	110900530	110900661	-	110906033	110893234	ENSG00000088448
RBM41	HsaEX0052717	chrX:107113397-107113468	72	chrX:107115352+107115385+107115408,107113397-107113468,107088833+107088839	C1	AS_NC	chrX	107113397	107113468	-	107115408	107088833	ENSG00000089682
PAPOLA	HsaEX0045442	chr14:96562819-96562893	75	chr14:96556413,96562727+96562819-96562893,96564955	C2	AS_NC	chr14	96562819	96562893	+	96556413	96564955	ENSG00000090060
SPG21	HsaEX0061384	chr15:64989169-64989273	105	chr15:64989665+64990090,64989169-64989273,64983593	C1	AS_NC	chr15	64989169	64989273	-	64990090	64983593	ENSG00000090487
USP48	HsaEX0069961	chr1:21723898-21724095	198	chr1:21728566+21728570,21723898-21724095,21721764	S	AS_NC	chr1	21723898	21724095	-	21728570	21721764	ENSG00000090686
PUS7	HsaEX0051324	chr7:105465313-105465414	102	chr7:105481052,105465313-105465414,105459212+105459254+105459259	C3	AS_NC	chr7	105465313	105465414	-	105481052	105459212	ENSG00000091127
NLRP1	HsaEX1025796	chr17:5505848-5505977	130	chr17:5517746,5505848-5505977,5501872	C1	AS_NC	chr17	5505848	5505977	-	5517746	5501872	ENSG00000091592
TRPM7	HsaEX0067426	chr15:50588191-50588250	60	chr15:50589592,50588191-50588250,50586488	S	AS_NC	chr15	50588191	50588250	-	50589592	50586488	ENSG00000092439
CREM	HsaEX0017227	chr10:35188200-35188388	189	chr10:35179276,35188200-35188388,35206895	C2	AS_NC	chr10	35188200	35188388	+	35179276	35206895	ENSG00000095794
SRPK1	HsaEX6046844	chr6:35890895-35891013	119	chr6:35920065+35920468,35890895-35891013,35870959	C3	AS_NC	chr6	35890895	35891013	-	35920468	35870959	ENSG00000096063
SRPK1	HsaEX6046845	chr6:35888815-35888923	109	chr6:35920065+35920468,35888815-35888923,35870959	C3	AS_NC	chr6	35888815	35888923	-	35920468	35870959	ENSG00000096063
SRPK1	HsaEX0061751	chr6:35874233-35874339	107	chr6:35886724,35874233-35874339,35872719+35872728+35872776	S	AS_NC	chr6	35874233	35874339	-	35886724	35872719	ENSG00000096063
SIRT1	HsaEX0058428	chr10:67906163-67906287	125	chr10:67891554,67906163-67906287,67906790	S	AS_NC	chr10	67906163	67906287	+	67891554	67906790	ENSG00000096717
ERMP1	HsaEX0023116	chr9:5805027-5805217	191	chr9:5810011,5805027-5805217,5801328	C2	AS_NC	chr9	5805027	5805217	-	5810011	5801328	ENSG00000099219
PPM1F	HsaEX0049491	chr22:21945843-21946108	266	chr22:21952792,21945843-21946108,21939676+21939680	S	AS_NC	chr22	21945843	21946108	-	21952792	21939676	ENSG00000100034
GRK3	HsaEX0017369	chr22:25455712-25455840	129	chr22:25448284,25455712-25455840,25457259+25457264	C2	AS_NC	chr22	25455712	25455840	+	25448284	25457264	ENSG00000100058
TCF20	HsaEX0064155	chr22:42168609-42168703	95	chr22:42169843+42169847,42168609-42168703+42168736,42161353+42161358	S	AS_NC	chr22	42168609	42168703	-	42169847	42161353	ENSG00000100207
POLDIP3	HsaEX0048902	chr22:42601970-42602044	75	chr22:42602770,42601970-42602044+42602047+42602056+42602107,42599793	S	AS_NC	chr22	42601970	42602044	-	42602770	42599793	ENSG00000100227
TOM1	HsaEX0066441	chr22:35321959-35322019	61	chr22:35317961+35318401,35321959-35322019+35322037,35322999+35323028	S	AS_NC	chr22	35321959	35322019	+	35317961	35323028	ENSG00000100284
PMM1	HsaEX0048650	chr22:41588659-41588767	109	chr22:41589719,41588659-41588767+41588780,41586193	C1	AS_NC	chr22	41588659	41588767	-	41589719	41586193	ENSG00000100417
RBM23	HsaEX0052656	chr14:22908333-22908380	48	chr14:22909483,22908333-22908380+22908399+22908740,22906368	C1	AS_NC	chr14	22908333	22908380	-	22909483	22906368	ENSG00000100461
PYGL	HsaEX0051428	chr14:50937736-50937837	102	chr14:50944161,50937736-50937837,50935185	S	AS_NC	chr14	50937736	50937837	-	50944161	50935185	ENSG00000100504
DDHD1	HsaEX0018830	chr14:53096117-53096166	50	chr14:53103683,53096117-53096166+53096218,53093444	C2	AS_NC	chr14	53096117	53096166	-	53103683	53093444	ENSG00000100523
PLEK2	HsaEX0048212	chr14:67390663-67390746	84	chr14:67392326,67390663-67390746,67388302	S	AS_NC	chr14	67390663	67390746	-	67392326	67388302	ENSG00000100558
PPM1A	HsaEX0049472	chr14:60268293-60268435	143	chr14:60267291,60268293-60268435,60282684	C3	AS_NC	chr14	60268293	60268435	+	60267291	60282684	ENSG00000100614
PPM1A	HsaEX0049473	chr14:60277005-60277091	87	chr14:60249677,60277005-60277091,60282684	C2	AS_NC	chr14	60277005	60277091	+	60249677	60282684	ENSG00000100614
VRK1	HsaEX6072840	chr14:96852837-96852939	103	chr14:96837817,96852831+96852837-96852939+96852943,96876030+96876033	C3	AS_NC	chr14	96852837	96852939	+	96837817	96876033	ENSG00000100749
NINL	HsaEX0042940	chr20:25509670-25509789	120	chr20:25510674,25509670-25509789,25505073+25505078	S	AS_NC	chr20	25509670	25509789	-	25510674	25505073	ENSG00000101004
CSNK2A1	HsaEX0017560	chr20:527933-528049	117	chr20:543672,527933-528049,508660	S	AS_NC	chr20	527933	528049	-	543672	508660	ENSG00000101266
ALG13	HsaEX0003670	chrX:111716953-111717004	52	chrX:111713297,111716953-111717004,111717846	S	AS_NC	chrX	111716953	111717004	+	111713297	111717846	ENSG00000101901
STAG2	HsaEX0062178	chrX:124090861-124090964	104	chrX:124090764,124090854+124090861-124090964,124094018	S	AS_NC	chrX	124090861	124090964	+	124090764	124094018	ENSG00000101972
SLC25A14	HsaEX0058993	chrX:130346544-130346691	148	chrX:130345199+130345275,130346544-130346691,130349251	S	AS_NC	chrX	130346544	130346691	+	130345199	130349251	ENSG00000102078
FMR1	HsaEX0026087	chrX:147928659-147928807	149	chrX:147928388+147928393,147928659-147928807,147944869+147944905+147944944+147944953	C2	AS_NC	chrX	147928659	147928807	+	147928388	147944953	ENSG00000102081
FMR1	HsaEX0026090	chrX:147930128-147930244	117	chrX:147930041,147930128-147930244,147944869+147944905+147944944+147944953	C2	AS_NC	chrX	147930128	147930244	+	147930041	147944953	ENSG00000102081
ARHGEF7	HsaEX0005731	chr13:111209872-111210002	131	chr13:111205373,111209872-111210002,111217679	C1	AS_NC	chr13	111209872	111210002	+	111205373	111217679	ENSG00000102606
SLC7A6	HsaEX0059981	chr16:68273822-68273904	83	chr16:68266669+68266721,68273795+68273818+68273822-68273904,68274691	C1	AS_NC	chr16	68273822	68273904	+	68266669	68274691	ENSG00000103064
CMC2	HsaEX0009659	chr16:80980770-80980879	110	chr16:80981806,80980770-80980879,80976179	C1	AS_NC	chr16	80980770	80980879	-	80981806	80976179	ENSG00000103121
USP10	HsaEX0069577	chr16:84759363-84759472	110	chr16:84758807,84759363-84759472,84764086	C3	AS_NC	chr16	84759363	84759472	+	84758807	84764086	ENSG00000103194
ABCC1	HsaEX0000403	chr16:16083366-16083542	177	chr16:16079478,16083366-16083542,16086824	S	AS_NC	chr16	16083366	16083542	+	16079478	16086824	ENSG00000103222
ABCC1	HsaEX0000404	chr16:16086824-16086991	168	chr16:16083542,16086824-16086991,16090405	C1	AS_NC	chr16	16086824	16086991	+	16083542	16090405	ENSG00000103222
EEF2K	HsaEX0021641	chr16:22273626-22273750	125	chr16:22266807+22266876,22273626-22273750+22273779+22273798,22280198+22280217	S	AS_NC	chr16	22273626	22273750	+	22266807	22280217	ENSG00000103319
PIEZO1	HsaEX0024409	chr16:88717537-88717615	79	chr16:88719574,88717317+88717537-88717615+88717808,88717211	S	AS_NC	chr16	88717537	88717615	-	88719574	88717211	ENSG00000103335
CSPP1	HsaEX0017595	chr8:67115914-67116122	209	chr8:67113862,67115914-67116122+67116156,67118248	C1	AS_NC	chr8	67115914	67116122	+	67113862	67118248	ENSG00000104218
INTS9	HsaEX0031958	chr8:28846747-28846809	63	chr8:28850213,28846747-28846809,28837776	S	AS_NC	chr8	28846747	28846809	-	28850213	28837776	ENSG00000104299
NBN	HsaEX0041874	chr8:89981953-89982002	50	chr8:89982722,89981624+89981953-89982002,89981523	S	AS_NC	chr8	89981953	89982002	-	89982722	89981523	ENSG00000104320
CCDC130	HsaEX0012977	chr19:13759117-13759265	149	chr19:13759010,13759100+13759111+13759117-13759265+13759272,13762299	S	AS_NC	chr19	13759117	13759265	+	13759010	13762299	ENSG00000104957
C19orf44	HsaEX0009974	chr19:16503212-16503359	148	chr19:16501083+16501168+16501551,16503065+16503212-16503359+16503380,16506701	S	AS_NC	chr19	16503212	16503359	+	16501083	16506701	ENSG00000105072
URI1	HsaEX0009930	chr19:29985223-29985301	79	chr19:29971227,29985223-29985301,30005361	C3	AS_NC	chr19	29985223	29985301	+	29971227	30005361	ENSG00000105176
TIMM50	HsaEX0064998	chr19:39485544-39485602	59	chr19:39483156,39485544-39485602,39485688+39485725	S	AS_NC	chr19	39485544	39485602	+	39483156	39485725	ENSG00000105197
TIMM50	HsaEX0064999	chr19:39485725-39485803	79	chr19:39480961,39485688+39485725-39485803+39485807,39488061	C3	AS_NC	chr19	39485725	39485803	+	39480961	39488061	ENSG00000105197
TIMM50	HsaEX0065000	chr19:39486187-39486291	105	chr19:39480961,39486187-39486291,39488061	C3	AS_NC	chr19	39486187	39486291	+	39480961	39488061	ENSG00000105197
MPP6	HsaEX0039992	chr7:24650485-24650712	228	chr7:24573583+24573593,24650485-24650712,24663590	C3	AS_NC	chr7	24650485	24650712	+	24573583	24663590	ENSG00000105926
IQCE	HsaEX0032101	chr7:2572206-2572326	121	chr7:2559217,2572192+2572196+2572206-2572326,2573418	C2	AS_NC	chr7	2572206	2572326	+	2559217	2573418	ENSG00000106012
ZKSCAN1	HsaEX0072819	chr7:100030851-100031100	250	chr7:100030375,100030612+100030732+100030851-100031100,100033305	S	AS_NC	chr7	100030851	100031100	+	100030375	100033305	ENSG00000106261
RBM28	HsaEX0052684	chr7:128317659-128317733	75	chr7:128321266+128321281,128317643+128317659-128317733,128315020	C2	AS_NC	chr7	128317659	128317733	-	128321281	128315020	ENSG00000106344
EZH2	HsaEX0023625	chr7:148832634-148832750	117	chr7:148846470+148846497,148832634-148832750,148829848	C1	AS_NC	chr7	148832634	148832750	-	148846497	148829848	ENSG00000106462
BCL7B	HsaEX0007917	chr7:73543548-73543640	93	chr7:73552167,73543548-73543640+73543644,73540052	S	AS_NC	chr7	73543548	73543640	-	73552167	73540052	ENSG00000106635
BCL7B	HsaEX0007918	chr7:73539882-73540052	171	chr7:73543548,73539882-73540052,73538013+73538238	S	AS_NC	chr7	73539882	73540052	-	73543548	73538013	ENSG00000106635
FKTN	HsaEX0025875	chr9:105618049-105618092	44	chr9:105607919+105607951,105617959+105618049-105618092,105635051	C3	AS_NC	chr9	105618049	105618092	+	105607919	105635051	ENSG00000106692
FKTN	HsaEX0025876	chr9:105619934-105620061	128	chr9:105607919+105607951,105619906+105619934-105620061+105620092,105635051	C3	AS_NC	chr9	105619934	105620061	+	105607919	105635051	ENSG00000106692
FKTN	HsaEX0025868	chr9:105570751-105570897	147	chr9:105558165+105558411,105570751-105570897,105574945	C2	AS_NC	chr9	105570751	105570897	+	105558165	105574945	ENSG00000106692
TLE4	HsaEX0065101	chr9:79706747-79706899	153	chr9:79705942+79706031,79706747-79706899,79708118	S	AS_NC	chr9	79706747	79706899	+	79705942	79708118	ENSG00000106829
AKNA	HsaEX0003455	chr9:114394357-114394410	54	chr9:114398440,114394357-114394410,114381446	C2	AS_NC	chr9	114394357	114394410	-	114398440	114381446	ENSG00000106948
KANK1	HsaEX0032838	chr9:540508-540585	78	chr9:539633,540508-540585+540667,676890	C3	AS_NC	chr9	540508	540585	+	539633	676890	ENSG00000107104
FUBP3	HsaEX0026573	chr9:130634667-130634738	72	chr9:130632278,130634667-130634738,130635999	S	AS_NC	chr9	130634667	130634738	+	130632278	130635999	ENSG00000107164
ZFAND5	HsaEX0072595	chr9:72363470-72363606	137	chr9:72364649+72364696,72363470-72363606,72360784+72360787	S	AS_NC	chr9	72363470	72363606	-	72364696	72360784	ENSG00000107372
PHYH	HsaEX0047257	chr10:13291831-13291912	82	chr10:13294428,13291825+13291831-13291912,13283806+13283839	C2	AS_NC	chr10	13291831	13291912	-	13294428	13283806	ENSG00000107537
MAPK8	HsaEX0037778	chr10:48308095-48308288	194	chr10:48306821+48307147,48308095-48308288,48401612	C1	AS_NC	chr10	48308095	48308288	+	48306821	48401612	ENSG00000107643
PLEKHA1	HsaEX0048218	chr10:122392303-122392368	66	chr10:122374806+122374897+122374961,122392303-122392368+122392372,122393181+122393244	C1	AS_NC	chr10	122392303	122392368	+	122374806	122393244	ENSG00000107679
CCSER2	HsaEX0024316	chr10:84463933-84464016	84	chr10:84438707,84463933-84464016,84513449	C3	AS_NC	chr10	84463933	84464016	+	84438707	84513449	ENSG00000107771
GBF1	HsaEX0027151	chr10:102361022-102361120	99	chr10:102360395,102361022-102361120,102361718	S	AS_NC	chr10	102361022	102361120	+	102360395	102361718	ENSG00000107862
ANKRD26	HsaEX0004409	chr10:27033225-27033377	153	chr10:27037186,27033225-27033377+27033396,27029356	C3	AS_NC	chr10	27033225	27033377	-	27037186	27029356	ENSG00000107890
ANKRD26	HsaEX0004410	chr10:27029286-27029356	71	chr10:27037186,27029036+27029286-27029356,27028945	C2	AS_NC	chr10	27029286	27029356	-	27037186	27028945	ENSG00000107890
ACBD5	HsaEX0001839	chr10:27223207-27223239	33	chr10:27223338,27223207-27223239,27219803+27219857	S	AS_NC	chr10	27223207	27223239	-	27223338	27219803	ENSG00000107897
RECQL5	HsaEX0052995	chr17:75650517-75650718	202	chr17:75651186,75650517-75650718,75631668	S	AS_NC	chr17	75650517	75650718	-	75651186	75631668	ENSG00000108469
MED13	HsaEX0038565	chr17:62029541-62029651	111	chr17:62029851,62029541-62029651,62011233	S	AS_NC	chr17	62029541	62029651	-	62029851	62011233	ENSG00000108510
EZH1	HsaEX0023609	chr17:42724305-42724424	120	chr17:42727635+42727662,42724305-42724424+42724614,42722911+42722915	S	AS_NC	chr17	42724305	42724424	-	42727662	42722911	ENSG00000108799
LUC7L3	HsaEX0037001	chr17:50737287-50737479	193	chr17:50737026,50737287-50737479,50740306	S	AS_NC	chr17	50737287	50737479	+	50737026	50740306	ENSG00000108848
NAT9	HsaEX0041739	chr17:74775622-74775707	86	chr17:74776036+74776090+74776267+74776271+74776309,74775599+74775622-74775707+74775852,74773685+74773688	S	AS_NC	chr17	74775622	74775707	-	74776309	74773685	ENSG00000109065
