FEATURE	UP_EXONS_HeLa_SRRM2-KD_N_DATAPOINTS	UP_EXONS_HeLa_SRRM2-KD_N_NA	UP_EXONS_HeLa_SRRM2-KD_MEAN	UP_EXONS_HeLa_SRRM2-KD_MEDIAN	DOWN_EXONS_HeLa_SRRM2-KD_N_DATAPOINTS	DOWN_EXONS_HeLa_SRRM2-KD_N_NA	DOWN_EXONS_HeLa_SRRM2-KD_MEAN	DOWN_EXONS_HeLa_SRRM2-KD_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_DOWN_EXONS_HeLa_SRRM2-KD	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_DOWN_EXONS_HeLa_SRRM2-KD	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_EXONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_EXONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
MAXENTSCR_HSAMODEL_3SS	367	0	7.90724795640327	8.41	434	0	6.99914746543779	7.795	990	0	6.1159595959596	6.82	971	0	7.90826982492276	8.31	966	0	7.32472049689441	8.12	0.00029508195239718	*** : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	8.95127814641169e-17	*** : UP_EXONS_HeLa_SRRM2-KD > CR	0.745828248751111	UP_EXONS_HeLa_SRRM2-KD = CS	0.0110204673348479	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	4.76243329432213e-06	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	2.56370593348938e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD < CS	0.0985984397175532	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	2.0433841187878e-29	*** : CR < CS	1.32736300641954e-14	*** : CR < AS_NC	0.00192354750119665	**  : CS > AS_NC
MAXENTSCR_HSAMODEL_5SS	367	0	7.87653950953678	8.41	434	0	6.71082949308756	7.835	990	0	5.87620202020202	6.99	971	0	8.22286302780639	8.73	966	0	7.54223602484472	8.27	4.85743847287274e-06	*** : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	2.36346055563958e-21	*** : UP_EXONS_HeLa_SRRM2-KD > CR	0.032349377540767	*   : UP_EXONS_HeLa_SRRM2-KD < CS	0.0169896788333346	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	4.95121525772432e-07	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	1.13343109449928e-15	*** : DOWN_EXONS_HeLa_SRRM2-KD < CS	0.00108817528903846	**  : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	1.06918304349437e-55	*** : CR < CS	9.15745497625404e-25	*** : CR < AS_NC	3.52113850221394e-10	*** : CS > AS_NC
MAXENTSCR_HSAMODEL_DOWNSTRM_3SS	366	1	8.54997267759563	8.92	434	0	8.40088709677419	8.8	990	0	8.57013131313131	8.77	971	0	8.29608135942327	8.48	966	0	8.57994824016563	8.855	0.522264888913099	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.547743976417915	UP_EXONS_HeLa_SRRM2-KD = CR	0.0240877695655905	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.665138492121362	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.856793514087254	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.130279659736694	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.710060961062715	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.0254391130039654	*   : CR > CS	0.797552385040316	CR = AS_NC	0.0127499528404818	*   : CS < AS_NC
DIST_FROM_MAXBP_TO_3SS_UPINTRON	363	4	54.8457300275482	38	430	4	54.3976744186047	36.5	988	2	64.3188259109312	54	971	0	57.9649845520082	40	964	2	58.8620331950208	43	0.374233334741089	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.000105164243088815	*** : UP_EXONS_HeLa_SRRM2-KD < CR	0.495435463890412	UP_EXONS_HeLa_SRRM2-KD = CS	0.159209912687138	UP_EXONS_HeLa_SRRM2-KD = AS_NC	1.48044921963439e-06	*** : DOWN_EXONS_HeLa_SRRM2-KD < CR	0.0833151908315803	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.0148491019059657	*   : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	6.42069632770232e-05	*** : CR > CS	0.00128324152435278	**  : CR > AS_NC	0.388320544178565	CS = AS_NC
SCORE_FOR_MAXBP_SEQ_UPINTRON	363	4	1.17644490122276	1.26567538019	430	4	1.27807333060313	1.26181082075	988	2	1.01626167991799	1.02648345149	971	0	1.09827688120592	1.0939752893	964	2	1.09635400473694	1.088203526295	0.429860770439245	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.0471438528230144	*   : UP_EXONS_HeLa_SRRM2-KD > CR	0.217876205519576	UP_EXONS_HeLa_SRRM2-KD = CS	0.301969750648866	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.00464972472663626	**  : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.0442659236544931	*   : DOWN_EXONS_HeLa_SRRM2-KD > CS	0.0588333011744281	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.256429216574735	CR = CS	0.202836491891543	CR = AS_NC	0.858781078339233	CS = AS_NC
PYRIMIDINECONT_MAXBP_UPINTRON	363	4	0.694447701334937	0.6875	430	4	0.688081879331912	0.686887254902	988	2	0.663459100079592	0.65	971	0	0.684265405105797	0.68085106383	964	2	0.683133808297624	0.6762634631315	0.652395464988222	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	9.34981404744387e-05	*** : UP_EXONS_HeLa_SRRM2-KD > CR	0.231164055426319	UP_EXONS_HeLa_SRRM2-KD = CS	0.19277583758335	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.000159857450806223	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.481989740741829	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.401335934284591	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.00012878572194221	*** : CR < CS	0.000303368414900358	*** : CR < AS_NC	0.878275949868455	CS = AS_NC
POLYPYRITRAC_OFFSET_MAXBP_UPINTRON	363	4	4.02203856749311	2	430	4	5.25116279069767	3	988	2	4.80971659919028	2	971	0	4.67868177136972	2	964	2	4.67842323651452	2	0.00333381531724735	**  : UP_EXONS_HeLa_SRRM2-KD < DOWN_EXONS_HeLa_SRRM2-KD	0.0435029199514068	*   : UP_EXONS_HeLa_SRRM2-KD < CR	0.158744324621559	UP_EXONS_HeLa_SRRM2-KD = CS	0.0617156396644089	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.139334510761138	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.0338954065687661	*   : DOWN_EXONS_HeLa_SRRM2-KD > CS	0.0926640872177348	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.406134596257619	CR = CS	0.829565705419131	CR = AS_NC	0.558169067616266	CS = AS_NC
POLYPYRITRAC_LEN_MAXBP_UPINTRON	363	4	15.9862258953168	14	430	4	15.9813953488372	14	988	2	15.8218623481781	13	971	0	15.3388259526262	14	964	2	16.2966804979253	14	0.476416902859322	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.178296833009349	UP_EXONS_HeLa_SRRM2-KD = CR	0.102798739135876	UP_EXONS_HeLa_SRRM2-KD = CS	0.746404597819559	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.524426683637634	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.390042825889038	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.631022972646873	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.783852419317316	CR = CS	0.175573255905468	CR = AS_NC	0.0960993089482883	CS = AS_NC
POLYPYRITRAC_SCORE_MAXBP_UPINTRON	363	4	30.6308539944904	27	430	4	29.7325581395349	25	988	2	30.7398785425101	26	971	0	29.6271884654995	26	964	2	31.3381742738589	27	0.180584197008161	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.44275744020405	UP_EXONS_HeLa_SRRM2-KD = CR	0.601434246613195	UP_EXONS_HeLa_SRRM2-KD = CS	0.794598397619394	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.441987238907812	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.279008593494954	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.0618911348431496	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.726240262985814	CR = CS	0.177511550381279	CR = AS_NC	0.305861436726711	CS = AS_NC
BPSCORE_MAXBP_UPINTRON	363	4	1.1174618936	1.154201	430	4	1.06902837156786	1.0540997	988	2	0.995891143695749	1.0755192	971	0	1.03265243297302	1.0543084	964	2	1.04748970555633	1.0797306	0.341089932915054	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.00642224666690449	**  : UP_EXONS_HeLa_SRRM2-KD > CR	0.0229063692347044	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.0513460959556322	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.151147863408959	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.384214476929175	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.546736576571957	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.552941262594631	CR = CS	0.308652666296603	CR = AS_NC	0.674176623435892	CS = AS_NC
NUM_PREDICTED_BPS_UPINTRON	363	4	3.25895316804408	3	430	4	2.82558139534884	2	988	2	3.32085020242915	3	971	0	3.38002059732235	3	964	2	3.29668049792531	3	0.000457418230825039	*** : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.799033621067276	UP_EXONS_HeLa_SRRM2-KD = CR	0.406340896278438	UP_EXONS_HeLa_SRRM2-KD = CS	0.750413151219324	UP_EXONS_HeLa_SRRM2-KD = AS_NC	1.79173813950143e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD < CR	4.40556404431081e-07	*** : DOWN_EXONS_HeLa_SRRM2-KD < CS	5.27355717074171e-06	*** : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	0.475051380257098	CR = CS	0.971327396700827	CR = AS_NC	0.471767057767692	CS = AS_NC
MEDIAN_DIST_FROM_BP_TO_3SS_UPINTRON	363	4	64.7865013774105	60	430	4	64.0872093023256	58	988	2	67.0521255060729	62	971	0	62.0391349124614	55	964	2	65.1291493775934	60	0.945542135595855	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.184419477235636	UP_EXONS_HeLa_SRRM2-KD = CR	0.0825624154016852	UP_EXONS_HeLa_SRRM2-KD = CS	0.850667922060467	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.113803802828373	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.0822846721544493	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.78031346071632	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	5.05485928635061e-05	*** : CR > CS	0.1228610265155	CR = AS_NC	0.0114737065364504	*   : CS < AS_NC
MEDIAN_SCORE_FOR_BPSEQ_UPINTRON	363	4	0.404781870584091	0.431362815812	430	4	0.400459753195004	0.3205599292685	988	2	0.175889729940916	0.206175366109	971	0	0.248179698814744	0.250159802071	964	2	0.228411757394538	0.1947957792645	0.582114911419494	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.00175824621034965	**  : UP_EXONS_HeLa_SRRM2-KD > CR	0.023728356332739	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.0136167990038299	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.0179423566083994	*   : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.127015060834803	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.0780296000591456	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.245270938790197	CR = CS	0.428341050578154	CR = AS_NC	0.755078318609994	CS = AS_NC
MEDIAN_PYRIMIDINECONT_UPINTRON	363	4	0.642844860177704	0.6324675324675	430	4	0.634430093070102	0.6299487657195	988	2	0.630735692909782	0.625	971	0	0.647333712283516	0.641304347826	964	2	0.640556480084322	0.631578947368	0.385640958451768	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.0733582083724523	UP_EXONS_HeLa_SRRM2-KD = CR	0.404898197476811	UP_EXONS_HeLa_SRRM2-KD = CS	0.786067536283122	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.414747608136143	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.0416982492105497	*   : DOWN_EXONS_HeLa_SRRM2-KD < CS	0.405685745830915	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.000347505489192858	*** : CR < CS	0.0404775250811248	*   : CR < AS_NC	0.127806413013569	CS = AS_NC
MEDIAN_POLYPYRITRAC_OFFSET_UPINTRON	363	4	7.10330578512397	4	430	4	9.92558139534884	6	988	2	6.94078947368421	4	971	0	6.78527291452111	4	964	2	6.72251037344398	4	0.00137489447149588	**  : UP_EXONS_HeLa_SRRM2-KD < DOWN_EXONS_HeLa_SRRM2-KD	0.814977540525989	UP_EXONS_HeLa_SRRM2-KD = CR	0.732743027896726	UP_EXONS_HeLa_SRRM2-KD = CS	0.971545229625539	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.000138131966272661	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	1.207554054584e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD > CS	4.40517241923567e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.441553524932738	CR = CS	0.729758905221565	CR = AS_NC	0.662895565603367	CS = AS_NC
MEDIAN_POLYPYRITRAC_LEN_UPINTRON	363	4	15.3870523415978	14	430	4	15.1941860465116	13	988	2	15.0480769230769	13	971	0	14.9835221421215	14	964	2	15.426867219917	14	0.44083292405385	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.325362087550686	UP_EXONS_HeLa_SRRM2-KD = CR	0.665218162685785	UP_EXONS_HeLa_SRRM2-KD = CS	0.934050565161679	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.951412939593313	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.65049834618263	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.415079262668001	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.474976456625942	CR = CS	0.266193903356598	CR = AS_NC	0.649340470953927	CS = AS_NC
MEDIAN_POLYPYRITRAC_SCORE_UPINTRON	363	4	29.3774104683196	26	430	4	28.0174418604651	24	988	2	28.9438259109312	25	971	0	29.062306900103	26	964	2	29.4802904564315	26	0.168756681211413	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.736180973923841	UP_EXONS_HeLa_SRRM2-KD = CR	0.305918298066113	UP_EXONS_HeLa_SRRM2-KD = CS	0.719828134634281	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.203439833299026	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.00753940457851926	**  : DOWN_EXONS_HeLa_SRRM2-KD < CS	0.0447532874266695	*   : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	0.0820282928596012	CR = CS	0.358825050775191	CR = AS_NC	0.393933494639047	CS = AS_NC
MEDIAN_BPSCORE_UPINTRON	363	4	0.493938354750964	0.57472455	430	4	0.30546061397893	0.432173355	988	2	0.409346545898077	0.535353525	971	0	0.464060995228414	0.56369817	964	2	0.458229950314481	0.524033985	0.00671989126051157	**  : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.0934389106846008	UP_EXONS_HeLa_SRRM2-KD = CR	0.346994661458051	UP_EXONS_HeLa_SRRM2-KD = CS	0.151723240905045	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.107179527577693	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.00975042626942435	**  : DOWN_EXONS_HeLa_SRRM2-KD < CS	0.039446951898697	*   : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	0.285103900657839	CR = CS	0.66632532353728	CR = AS_NC	0.471522512744231	CS = AS_NC
DIST_FROM_MAXBP_TO_3SS_DOINTRON	366	1	50.2786885245902	33.5	427	7	53.8454332552693	34	990	0	56.1111111111111	36	968	3	57.4431818181818	39	964	2	55.3278008298755	37	0.254211706445771	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.00858643685510304	**  : UP_EXONS_HeLa_SRRM2-KD < CR	0.00150682069805885	**  : UP_EXONS_HeLa_SRRM2-KD < CS	0.011533425867485	*   : UP_EXONS_HeLa_SRRM2-KD < AS_NC	0.156488617700521	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.0527582752120943	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.188250147977387	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.448983729845993	CR = CS	0.902988449332782	CR = AS_NC	0.356140734876163	CS = AS_NC
SCORE_FOR_MAXBP_SEQ_DOINTRON	366	1	1.13942141507967	1.138173946235	427	7	1.42468243264358	1.34390266628	990	0	1.05733353818098	1.06926739086	968	3	1.14966384772551	1.094360731095	964	2	1.06966968611963	1.07103260227	0.0138046181136884	*   : UP_EXONS_HeLa_SRRM2-KD < DOWN_EXONS_HeLa_SRRM2-KD	0.258034496777774	UP_EXONS_HeLa_SRRM2-KD = CR	0.790726693858113	UP_EXONS_HeLa_SRRM2-KD = CS	0.24547204365884	UP_EXONS_HeLa_SRRM2-KD = AS_NC	1.75230630788936e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.000886055461815854	*** : DOWN_EXONS_HeLa_SRRM2-KD > CS	1.54643903163774e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.242714424827796	CR = CS	0.938536036738399	CR = AS_NC	0.228019692258754	CS = AS_NC
PYRIMIDINECONT_MAXBP_DOINTRON	366	1	0.729465509357497	0.737986270023	427	7	0.702526541286056	0.705882352941	990	0	0.698653539285853	0.693440860215	968	3	0.690432080141834	0.687905844156	964	2	0.700664898182959	0.7019410227695	0.00203941294376423	**  : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	3.07904094510385e-05	*** : UP_EXONS_HeLa_SRRM2-KD > CR	2.4852030373133e-07	*** : UP_EXONS_HeLa_SRRM2-KD > CS	0.000212971331378879	*** : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.546244328386079	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.0826274905516604	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.852866565724223	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.133389302689195	CR = CS	0.579974508746362	CR = AS_NC	0.0469292912392916	*   : CS < AS_NC
POLYPYRITRAC_OFFSET_MAXBP_DOINTRON	366	1	3.62841530054645	1	427	7	5.00234192037471	2	990	0	4.05757575757576	2	968	3	4.50309917355372	2	964	2	3.80290456431535	1	0.00174514872123636	**  : UP_EXONS_HeLa_SRRM2-KD < DOWN_EXONS_HeLa_SRRM2-KD	0.0619077225458136	UP_EXONS_HeLa_SRRM2-KD = CR	0.0631701076423993	UP_EXONS_HeLa_SRRM2-KD = CS	0.46267148027056	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.0464267958311223	*   : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.0677417366798908	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.00175663180333665	**  : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.939222058802813	CR = CS	0.122244248044383	CR = AS_NC	0.119602608551198	CS = AS_NC
POLYPYRITRAC_LEN_MAXBP_DOINTRON	366	1	16.5901639344262	15	427	7	16.2786885245902	14	990	0	15.7626262626263	14	968	3	15.6570247933884	14	964	2	15.7614107883817	14.5	0.20663067437988	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.0974159722985752	UP_EXONS_HeLa_SRRM2-KD = CR	0.0272346254256122	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.146378825065509	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.754385558030568	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.349022516664776	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.970231030244	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.425842137051335	CR = CS	0.782710033900494	CR = AS_NC	0.290954860072169	CS = AS_NC
POLYPYRITRAC_SCORE_MAXBP_DOINTRON	366	1	32.896174863388	29	427	7	30.3114754098361	26	990	0	31.2454545454545	28	968	3	30.672520661157	27	964	2	30.7894190871369	28	0.00903193504420886	**  : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.160959166909117	UP_EXONS_HeLa_SRRM2-KD = CR	0.0232612215240618	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.0833426895895649	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.0858962905049438	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.450816060666808	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.16570282397976	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.246408644999983	CR = CS	0.637344944984416	CR = AS_NC	0.472498103786096	CS = AS_NC
BPSCORE_MAXBP_DOINTRON	366	1	1.16029424478415	1.1758084	427	7	1.15224101311944	1.132291	990	0	1.07565860561919	1.11095345	968	3	1.07561675004793	1.1174495	964	2	1.09301030627338	1.07614575	0.864561852570016	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.0281860690285152	*   : UP_EXONS_HeLa_SRRM2-KD > CR	0.0240945070463022	*   : UP_EXONS_HeLa_SRRM2-KD > CS	0.0232608476409082	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.0511094327325355	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.0401727222961898	*   : DOWN_EXONS_HeLa_SRRM2-KD > CS	0.0384904366781404	*   : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.900712066919424	CR = CS	0.830385098634646	CR = AS_NC	0.996583380882685	CS = AS_NC
NUM_PREDICTED_BPS_DOINTRON	366	1	3.51366120218579	3	427	7	2.93911007025761	2	990	0	3.58888888888889	3	968	3	3.35537190082645	3	964	2	3.55497925311203	3	9.11096340838889e-06	*** : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.491077637688255	UP_EXONS_HeLa_SRRM2-KD = CR	0.198306565783652	UP_EXONS_HeLa_SRRM2-KD = CS	0.91510804829861	UP_EXONS_HeLa_SRRM2-KD = AS_NC	1.00470671734686e-09	*** : DOWN_EXONS_HeLa_SRRM2-KD < CR	5.61912964235935e-05	*** : DOWN_EXONS_HeLa_SRRM2-KD < CS	1.30903147681584e-07	*** : DOWN_EXONS_HeLa_SRRM2-KD < AS_NC	0.00806784505434581	**  : CR > CS	0.301275234554064	CR = AS_NC	0.113422114467577	CS = AS_NC
MEDIAN_DIST_FROM_BP_TO_3SS_DOINTRON	366	1	61.1120218579235	52	427	7	61.9309133489461	56	990	0	61.5328282828283	53	968	3	62.2355371900826	53	964	2	61.8220954356846	53	0.677777493831973	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.941090327421242	UP_EXONS_HeLa_SRRM2-KD = CR	0.583103120439775	UP_EXONS_HeLa_SRRM2-KD = CS	0.835987389673003	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.659427660218706	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.90694623054681	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.833157685601983	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.469528376987806	CR = CS	0.793979564305085	CR = AS_NC	0.598003278699089	CS = AS_NC
MEDIAN_SCORE_FOR_BPSEQ_DOINTRON	366	1	0.326831252437042	0.4086556684805	427	7	0.469125288490175	0.484980119146	990	0	0.293459973498333	0.31895381815	968	3	0.276758931719714	0.255250439121	964	2	0.268250543105471	0.225732133192	0.212621111825775	UP_EXONS_HeLa_SRRM2-KD = DOWN_EXONS_HeLa_SRRM2-KD	0.372126398673089	UP_EXONS_HeLa_SRRM2-KD = CR	0.216916511884436	UP_EXONS_HeLa_SRRM2-KD = CS	0.173793387462554	UP_EXONS_HeLa_SRRM2-KD = AS_NC	0.0116843389850438	*   : DOWN_EXONS_HeLa_SRRM2-KD > CR	0.00438641234032798	**  : DOWN_EXONS_HeLa_SRRM2-KD > CS	0.00259727225131466	**  : DOWN_EXONS_HeLa_SRRM2-KD > AS_NC	0.656463159004382	CR = CS	0.523492064812152	CR = AS_NC	0.817639955727093	CS = AS_NC
MEDIAN_PYRIMIDINECONT_DOINTRON	366	1	0.669052165907955	0.666666666667	427	7	0.645260133726477	0.636363636364	990	0	0.655230697246077	0.647058823529	968	3	0.646648229943449	0.639297385621	964	2	0.652623447081386	0.6456098345645	0.00265973347018051	**  : UP_EXONS_HeLa_SRRM2-KD > DOWN_EXONS_HeLa_SRRM2-KD	0.0266017612142648	*   : UP_EXONS_HeLa_SRRM2-KD > CR	0.000450925858480964	*** : UP_EXONS_HeLa_SRRM2-KD > CS	0.0116032863713302	*   : UP_EXONS_HeLa_SRRM2-KD > AS_NC	0.109742834754611	DOWN_EXONS_HeLa_SRRM2-KD = CR	0.94188541204048	DOWN_EXONS_HeLa_SRRM2-KD = CS	0.237321935347973	DOWN_EXONS_HeLa_SRRM2-KD = AS_NC	0.0415080735820816	*   : CR > CS	0.643112540520436	CR = AS_NC	0.131556031378465	CS = AS_NC
